,2014-03-31,2014-06-30,2014-09-30,2014-12-31,2015-03-31,2015-06-30,2015-09-30,2015-12-31,2016-03-31,2016-06-30,2016-09-30,2016-12-31,2017-03-31,2017-06-30,2017-09-30,2017-12-31,2018-03-31,2018-06-30,2018-09-30,2018-12-31,2019-03-31,2019-06-30,2019-09-30,2019-12-31,2020-03-31,2020-06-30,2020-09-30,2020-12-31,2021-03-31,2021-06-30,2021-09-30,2021-12-31,2022-03-31,2022-06-30,2022-09-30,2022-12-31,2023-03-31,2023-06-30,2023-09-30,2023-12-31
Intangible Assets,"16,172","15,096","15,255","13,980","12,991","13,923","13,055","13,723","12,692","11,749","11,788","14,365","14,610","14,188","14,744","16,659","16,452","16,818","17,394","16,092","14,763","13,503","12,469","12,947","9,532","8,180","7,680","7,437","8,832","8,009","8,415","8,189","9,753","10,386","11,027","10,480","9,950","9,345","9,526","9,386"
Other Long-Term Assets,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"-498,230","-495,570","-515,997",0,"-511,095","-480,760","-484,101",0,"-514,658","-541,574","-562,009","10,198","10,018","9,962","-513,057",0,0,0,0,0
Total Long-Term Assets,"384,909","400,521","406,492","439,608","451,406","469,325","466,507","472,713","456,101","480,520","523,576","531,735","537,482","542,365","552,811","598,890","583,628","585,129","586,659","591,267","93,685","97,387","99,587","614,012","89,536","87,904","86,533","606,191","95,031","99,486","101,316","662,555","660,096","632,516","93,230","605,225","615,746","613,851","590,011","43,827"
Total Assets,"1,546,707","1,598,874","1,636,855","1,687,155","1,737,737","1,720,617","1,751,265","1,787,632","1,849,182","1,889,235","1,942,124","1,930,115","1,951,564","1,930,871","1,934,939","1,951,757","1,915,388","1,879,700","1,872,981","1,895,883","1,887,792","1,923,388","1,943,950","1,927,555","1,981,349","1,968,766","1,922,220","1,955,163","1,959,543","1,945,996","1,954,901","1,948,068","1,939,709","1,881,142","1,877,745","1,881,016","1,886,400","1,876,320","1,909,261","1,932,468"
Current Debt,"57,061","61,849","62,927","63,518","77,697","82,963","88,069","97,528","107,703","120,258","124,668","96,781","94,871","95,356","93,811","14,572","97,207","104,496","105,451","105,787","106,597","115,344","123,908","104,512","92,289","60,485","55,224","58,999","58,920","45,635","12,535","34,409","33,601","37,075","48,382","51,145","81,007","84,255","93,330",0
Other Current Liabilities,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"29,445","-21,191","-19,969","-23,887","-34,583",0,0,0,0,"71,210"
Total Current Liabilities,"57,061","61,849","62,927","63,518","77,697","82,963","88,069","97,528","107,703","120,258","124,668","96,781","94,871","95,356","93,811","14,572","97,207","104,496","105,451","105,787","106,597","115,344","123,908","104,512","92,289","60,485","55,224","58,999","58,920","45,635","41,980","13,218","13,632","13,188","13,799","51,145","81,007","84,255","93,330","71,210"
Long-Term Debt,"153,422","167,878","184,586","183,943","183,292","179,751","185,274","199,536","227,888","243,927","254,835","255,077","256,468","238,869","238,893","225,020","227,302","219,284","221,323","229,044","236,339","241,476","230,651","228,191","237,342","230,921","215,711","212,950","183,312","179,656","162,982","160,689","153,337","150,291","156,412","174,870","173,466","170,632","190,035","207,588"
Other Long-Term Liabilities,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"1,346,123","1,366,531","1,394,975",0,"1,468,388","1,497,238","1,469,253",0,"1,528,963","1,527,578","1,558,868","-147,471","-139,705","-137,103","821,471","-123,725","-92,459",0,0,0
Total Long-Term Liabilities,"153,422","167,878","184,586","183,943","183,292","179,751","185,274","199,536","227,888","243,927","254,835","255,077","256,468","238,869","238,893","225,020","227,302","219,284","221,323","229,044","1,582,462","1,608,007","1,625,626","228,191","1,705,730","1,728,159","1,684,964","212,950","1,712,275","1,707,234","1,721,850","13,218","13,632","13,188","977,883","51,145","81,007","170,632","190,035","207,588"
Total Liabilities,"1,370,238","1,417,325","1,453,865","1,501,893","1,547,773","1,529,941","1,557,222","1,593,607","1,650,678","1,686,574","1,738,166","1,729,618","1,749,075","1,724,726","1,728,115","1,743,678","1,708,678","1,673,631","1,673,302","1,698,817","1,689,059","1,723,351","1,749,534","1,739,571","1,798,019","1,788,644","1,740,188","1,769,243","1,771,195","1,752,869","1,763,830","1,757,958","1,758,020","1,701,349","1,699,336","1,699,141","1,703,180","1,694,368","1,726,888","1,745,025"
Total Debt,"210,483","229,727","247,513","247,461","260,989","262,714","273,343","297,064","335,591","364,185","379,503","351,858","351,339","334,225","332,704","239,592","324,509","323,780","326,774","334,831","342,936","356,820","354,559","332,703","329,631","291,406","270,935","271,949","242,232","225,291","175,517","195,098","186,938","187,366","204,794","226,015","254,473","254,887","283,365",0
Debt Growth,12.63%,27.37%,20.70%,19.62%,24.00%,14.36%,10.44%,20.04%,28.58%,38.62%,38.84%,18.45%,4.69%,-8.23%,-12.33%,-31.91%,-7.64%,-3.13%,-1.78%,39.75%,5.68%,10.20%,8.50%,-0.64%,-3.88%,-18.33%,-23.59%,-18.26%,-26.51%,-22.69%,-35.22%,-28.26%,-22.83%,-16.83%,16.68%,15.85%,36.13%,36.04%,38.37%,-
Common Stock,"9,136","9,136","9,136","9,136","9,136","9,136","9,136","9,136","9,136","9,136","9,136","9,136","9,136","9,136","9,136","9,136","9,136","9,136","9,136","9,136","9,136","9,136","9,136","9,136","9,136","9,136","9,136","9,136","9,136","9,136","9,136","9,136","9,136","9,136","9,136","9,136","9,136","9,136","9,136","9,136"
Retained Earnings,"96,368","99,926","103,494","107,040","110,676","114,093","117,593","121,000","123,891","127,076","130,288","133,075","136,032","139,524","141,761","145,263","148,728","150,803","154,731","158,163","160,776","164,551","166,320","166,697","165,308","159,952","160,913","162,890","166,772","171,765","175,709","180,322","182,623","184,475","186,551","187,649","191,688","195,164","199,287","201,136"
Comprehensive Income,"2,752","4,117","3,118","3,518","3,777","2,068","2,389",297,"1,774","2,948","2,184","-3,137","-3,178","-2,110","-1,627","-2,144","-4,921","-5,461","-6,873","-6,336","-3,682","-2,224","-1,639","-1,311","-1,564",-798,-750,194,"-1,250",-564,"-1,177","-1,702","-6,767","-10,608","-14,344","-13,381","-12,572","-13,441","-15,877",0
Shareholders' Equity,"175,654","180,859","182,481","184,394","188,796","189,558","193,051","193,132","197,496","201,745","203,028","199,581","201,500","205,230","205,929","206,936","205,752","205,188","198,741","196,166","197,832","199,042","193,304","187,146","182,718","179,386","181,173","184,887","187,218","191,262","189,028","187,606","179,243","177,532","176,189","179,889","181,168","180,191","180,715","185,735"
Total Liabilities and Equity,"1,546,707","1,598,874","1,636,855","1,687,155","1,737,737","1,720,617","1,751,265","1,787,632","1,849,182","1,889,235","1,942,124","1,930,115","1,951,564","1,930,871","1,934,939","1,951,757","1,915,388","1,879,700","1,872,981","1,895,883","1,887,792","1,923,388","1,943,950","1,927,555","1,981,349","1,968,766","1,922,220","1,955,163","1,959,543","1,945,996","1,954,901","1,948,068","1,939,709","1,881,142","1,877,745","1,881,016","1,886,400","1,876,320","1,909,261",0
Net Cash / Debt,"61,913","39,869","18,770","29,552","16,407","17,640","10,458","-10,595","-60,956","-90,772","-68,625","-22,765","-32,111","-44,775","-41,288","253,440","149,542","105,356","95,713","108,368","74,131","73,590","65,408","72,006","72,407","199,996","196,408","213,055","245,351","238,779","107,202","216,376","183,393","93,606","76,496","46,736","52,361","34,697","60,968","113,482"
Net Cash / Debt Growth,-20.11%,-54.18%,-74.38%,-54.57%,-73.50%,-55.76%,-44.28%,-,-,-,-,-,-,-,-,-,-,-,-,-57.24%,-50.43%,-30.15%,-31.66%,-33.55%,-2.33%,171.77%,200.28%,195.89%,238.85%,19.39%,-45.42%,1.56%,-25.25%,-60.80%,-28.64%,-78.40%,-71.45%,-62.93%,-20.30%,142.81%
Net Cash Per Share,11.57,7.45,3.53,5.60,3.13,3.38,2.01,-2.05,-11.86,-17.74,-13.47,-4.48,-6.33,-8.89,-8.26,51.06,30.33,21.50,19.84,23.05,16.17,16.37,14.90,17.00,17.64,48.71,47.53,51.32,58.82,57.45,26.21,54.58,47.40,24.51,20.00,12.19,13.71,9.31,16.56,31.03
Working Capital,"227,176","219,655","215,031","225,802","212,081","209,592","207,874","201,308","185,935","172,128","205,081","-50,345","243,513","213,268","216,816","75,985","396,137","344,254","336,781","92,256","-85,947","-94,464","-101,507","71,027","-69,551","-35,781","-29,689","273,144","-30,581","-20,331","-16,471","262,818","234,036","196,073","154,285","236,514","240,647","220,663","267,041","42,272"
Book Value Per Share,32.89,33.68,34.42,34.95,35.95,36.41,37.24,37.11,38.45,39.39,39.89,39.32,39.66,40.67,41.38,41.89,41.73,41.96,41.18,41.73,43.11,44.25,44.05,43.81,42.12,43.69,43.72,44.25,44.87,45.99,46.20,47.55,46.48,46.51,45.74,46.61,47.28,48.34,49.07,50.55
