,2014-03-31,2014-06-30,2014-09-30,2014-12-31,2015-03-31,2015-06-30,2015-09-30,2015-12-31,2016-03-31,2016-06-30,2016-09-30,2016-12-31,2017-03-31,2017-06-30,2017-09-30,2017-12-31,2018-03-31,2018-06-30,2018-09-30,2018-12-31,2019-03-31,2019-06-30,2019-09-30,2019-12-31,2020-03-31,2020-06-30,2020-09-30,2020-12-31,2021-03-31,2021-06-30,2021-09-30,2021-12-31,2022-03-31,2022-06-30,2022-09-30,2022-12-31,2023-03-31,2023-06-30,2023-09-30,2023-12-31
Cash & Equivalents,"19,731","20,635","18,032","19,571","19,793","19,687","17,395","19,111","19,084","20,407","19,287","20,729","19,698","20,248","19,206","215,947","202,395","163,449","159,523","173,287","148,968","164,427","148,731","141,250","150,809","262,503","246,770","264,612","286,733","274,173","266,687","234,230","201,895","155,140","165,455","159,157","162,436","155,333","217,896","113,482"
Short-Term Investments,"252,665","248,961","248,251","257,442","257,603","260,667","266,406","267,358","255,551","253,006","291,591","308,364","299,530","269,202","272,210","277,085","271,656","265,687","262,964","269,912","268,099","265,983","271,236","263,459","251,229","228,899","220,573","220,392","200,850","189,897","16,032","177,244","168,436","125,832","115,835","113,594","144,398","134,251","126,437",0
Cash & Cash Equivalents,"272,396","269,596","266,283","277,013","277,396","280,354","283,801","286,469","274,635","273,413","310,878","27,147","319,228","289,450","291,416","26,357","474,051","429,136","422,487","178,347","155,225","172,460","161,422","155,708","173,526","294,962","284,262","316,056","328,548","299,130","282,719","236,731","204,207","159,983","153,467","272,751","306,834","289,584","344,333","113,482"
Cash Growth,3.03%,0.83%,-4.33%,1.87%,1.84%,3.99%,6.58%,3.41%,-1.00%,-2.48%,9.54%,-90.52%,16.24%,5.87%,-6.26%,-2.91%,48.50%,48.26%,44.98%,576.66%,-67.26%,-59.81%,-61.79%,-12.69%,11.79%,71.03%,76.10%,102.98%,89.34%,1.41%,-0.54%,-25.10%,-37.85%,-46.52%,-45.72%,15.22%,50.26%,81.01%,124.37%,-58.39%
Receivables,"11,841","11,908","11,675","12,307","12,382","12,201","12,142","12,367","19,003","18,973","18,871","19,289","19,156","19,174","19,211","64,200","19,293","19,614","19,745","19,696","19,122","19,324","19,600","19,831","19,136","17,410","56,353","16,087","15,734","15,720","38,255","14,859","14,469","14,530","14,617","14,908","14,820","15,334","16,038",0
Other Current Assets,0,0,0,0,0,0,0,0,0,0,0,"-301,946",0,0,0,"-466,675",0,0,0,"-264,852","-415,539","-428,854","-417,166","-249,001","-398,436","-484,108","-498,161","-168,948","-474,978","-454,486","-295,465","-150,297","-137,132","-86,241","-127,823",0,0,0,0,0
Total Current Assets,"284,237","281,504","277,958","289,320","289,778","292,555","295,943","298,836","293,638","292,386","329,749","46,436","338,384","308,624","310,627","90,557","493,344","448,750","442,232","198,043","20,650","20,880","22,401","175,539","22,738","24,704","25,535","332,143","28,339","25,304","25,509","276,036","247,668","209,261","168,084","287,659","321,654","304,918","360,371","113,482"
"Property, Plant & Equipment","9,020","8,977","8,768","8,743","8,696","8,692","8,800","8,704","8,349","8,289","8,322","8,333","8,320","8,403","8,449","18,513","8,828","8,882","8,802","8,920","8,825","9,435","9,315","9,309","9,108","9,025","8,977","8,895","8,760","8,745","19,200","8,571","8,473","8,444","8,493","8,350","8,416","8,392","8,559","9,266"
Long-Term Investments,"334,080","350,743","356,764","391,180","404,014","421,005","418,968","424,757","408,057","433,519","476,778","482,344","487,886","493,201","503,037","537,131","531,903","533,000","534,038","539,837","541,907","543,604","567,412","565,366","555,610","525,074","527,590","563,467","565,807","598,112","609,519","610,417","606,671","578,546","561,595","561,222","572,207","570,939","546,752",0
Goodwill,"25,637","25,705","25,705","25,705","25,705","25,705","25,684","25,529","27,003","26,963","26,688","26,693","26,666","26,573","26,581","26,587","26,445","26,429","26,425","26,418","26,420","26,415","26,388","26,390","26,381","26,385","26,387","26,392","26,290","26,194","26,191","25,180","25,181","25,178","25,172","25,173","25,173","25,175","25,174","25,175"
