,2013-12-31,2014-03-31,2014-06-30,2014-09-30,2014-12-31,2015-03-31,2015-06-30,2015-09-30,2015-12-31,2016-03-31,2016-06-30,2016-09-30,2016-12-31,2017-03-31,2017-06-30,2017-09-30,2017-12-31,2018-03-31,2018-06-30,2018-09-30,2018-12-31,2019-03-31,2019-06-30,2019-09-30,2019-12-31,2020-03-31,2020-06-30,2020-09-30,2020-12-31,2021-03-31,2021-06-30,2021-09-30,2021-12-31,2022-03-31,2022-06-30,2022-09-30,2022-12-31,2023-03-31,2023-06-30,2023-09-30
Cash & Equivalents,"242,695","231,697","255,054","225,884","358,449","437,412","528,895","515,731","562,689","617,984","622,359","463,972","541,254","564,725","570,467","408,078","553,392","577,783","632,230","488,732","577,815","645,671","649,697","452,430","455,399","430,777","467,613","604,195","660,171","664,728","747,982","853,812","1,064,990","1,151,590","1,253,189","1,296,013","1,342,814","1,385,233","1,276,724","1,311,807"
Short-Term Investments,"3,149","3,835","60,497","67,450","81,952","85,509","29,864","12,672","27,777","37,471","52,925","58,850","94,951","98,360","90,908","98,810","103,186","118,233","130,053","130,342","135,941","125,099","129,852","150,170","139,064","141,473","147,839","147,873","141,982","147,061","135,303","135,978","140,083","146,423","197,266","227,628","244,634","229,959","238,902","266,416"
Cash & Cash Equivalents,"245,844","235,532","315,551","293,335","440,401","522,921","558,759","528,404","590,466","655,455","675,284","522,822","636,204","663,085","661,375","506,887","656,577","696,016","762,283","619,074","713,756","770,769","779,549","602,600","594,464","572,250","615,452","752,068","802,153","811,789","883,285","989,790","1,205,073","1,298,013","1,450,455","1,523,641","1,587,448","1,615,191","1,515,626","1,578,223"
Cash Growth,62.39%,23.64%,38.20%,34.13%,79.14%,122.02%,77.07%,80.14%,34.07%,25.34%,20.85%,-1.06%,7.75%,1.16%,-2.06%,-3.05%,3.20%,4.97%,15.26%,22.13%,8.71%,10.74%,2.27%,-2.66%,-16.71%,-25.76%,-21.05%,24.80%,34.94%,41.86%,43.52%,31.61%,50.23%,59.90%,64.21%,53.94%,31.73%,24.44%,4.49%,3.58%
Receivables,"72,163","74,495","89,763","114,694","115,226","99,285","103,302","97,251","85,690","97,098","113,271","129,438","129,452","109,163","111,862","118,892","122,488","107,911","91,382","129,604","129,263","106,790","117,672","145,478","139,822","146,481","152,181","162,619","146,089","167,531","179,972","187,241","198,363","213,486","224,587","261,614","231,409","148,124","193,548","222,906"
Inventory,"37,495","43,481","50,954","65,337","66,338","64,600","66,279","65,066","67,052","57,242","60,706","53,882","48,682","50,389","61,011","73,894","73,881","85,216","99,032","105,337","103,231","108,682","108,232","96,686","82,981","78,278","85,788","109,509","137,353","154,568","170,439","182,234","193,102","200,119","217,438","218,336","221,149","216,068","234,333","262,090"
Other Current Assets,"2,984","2,381","2,931","2,864","4,600","3,688","3,029","2,941","3,535","2,696","3,264","3,449","3,391","3,025","3,802","5,189","4,257","39,974","6,346","5,209","5,430","5,084","4,726","4,663","5,347","5,461","6,610","5,478","6,590","5,899","7,409","11,374","10,535","10,620","13,386","10,641","12,891","16,344","16,457","19,259"
Total Current Assets,"358,487","355,890","459,200","476,230","626,566","690,494","731,369","693,661","746,744","812,491","852,525","709,591","817,729","825,662","838,050","704,862","857,203","929,117","959,043","859,224","951,680","991,325","1,010,179","849,427","822,614","802,470","860,032","1,029,674","1,092,185","1,139,787","1,241,104","1,370,639","1,607,073","1,722,238","1,905,866","2,014,232","2,052,897","1,995,728","1,959,964","2,082,478"
"Property, Plant & Equipment","792,666","828,012","837,167","824,310","818,199","813,220","829,703","830,825","853,470","844,305","875,870","934,928","997,778","1,037,364","1,077,627","1,065,757","1,062,542","1,055,366","1,034,268","1,048,517","1,072,050","1,126,695","1,160,913","1,215,462","1,369,610","1,459,936","1,514,598","1,525,262","1,583,318","1,690,834","1,755,298","1,861,856","2,007,853","2,137,253","2,282,612","2,453,840","2,735,751","2,875,416","2,988,828","3,173,919"
Long-Term Investments,"89,189","90,852","28,379","28,851","29,860","32,181","27,774","31,015","34,873","46,335","53,398","49,910","45,995","19,940","18,976","17,019","41,439","34,377","28,835","29,803","29,208","30,039","29,315","30,135","30,092","31,033","22,917","26,515","27,617","29,130","19,337","27,731","29,184","45,737","64,440","75,796","68,928","69,914","94,610","116,347"
Goodwill and Intangibles,"11,490","12,114","11,433","11,942","13,532","13,139","12,939","13,196","14,066","13,990","14,067","14,631","14,615","14,278","14,119","14,841","14,175","13,674","13,792","13,989","17,002","17,974","17,501","18,094","20,653","27,232","27,396","26,340","25,768","25,013","26,535","25,644","26,822","25,620","27,209","26,707","25,999","24,297","23,850","23,411"
Other Long-Term Assets,"11,134","11,783","8,778","8,574","6,697","7,862","7,069","7,521","8,244","9,405","8,632","9,626","10,180","37,419","37,663","38,946","16,372","16,622","17,475","18,356","20,091","21,404","21,435","21,117","21,756","22,624","23,723","27,782","31,712","34,368","50,541","46,443","54,371","61,829","65,813","72,727","81,204","80,491","82,212","88,402"
Total Long-Term Assets,"904,479","942,760","885,757","873,677","868,287","866,401","877,484","882,557","910,653","914,035","951,966","1,009,095","1,068,568","1,109,002","1,148,384","1,136,563","1,134,529","1,120,039","1,094,370","1,110,665","1,138,352","1,196,112","1,229,164","1,284,807","1,442,111","1,540,826","1,588,633","1,605,898","1,668,415","1,779,345","1,851,711","1,961,673","2,118,229","2,270,439","2,440,075","2,629,069","2,911,882","3,050,117","3,189,501","3,402,079"
Total Assets,"1,262,965","1,298,650","1,344,957","1,349,908","1,494,853","1,556,895","1,608,853","1,576,219","1,657,397","1,726,526","1,804,492","1,718,687","1,886,297","1,934,664","1,986,434","1,841,424","1,991,732","2,049,156","2,053,413","1,969,889","2,090,031","2,187,437","2,239,344","2,134,234","2,264,725","2,343,296","2,448,665","2,635,572","2,760,601","2,919,131","3,092,815","3,332,312","3,725,302","3,992,677","4,345,941","4,643,302","4,964,779","5,045,844","5,149,465","5,484,556"
Accounts Payable,"91,499","54,792","34,658","28,684","50,351","27,373","43,611","34,338","45,738","33,953","48,102","58,790","90,479","57,672","50,377","47,975","85,793","76,870","39,603","58,590","77,491","104,633","71,029","130,400","310,669","141,240","137,273","141,529","328,552","147,636","148,376","172,257","337,082","173,020","220,307","221,799","270,022","204,757","189,726","284,621"
Current Debt,"15,679","25,032",19.42,"36,574","36,159","18,749","6,373","33,743","39,474","34,690","38,918","37,873","57,958","54,791","54,828","54,681","63,767","56,902","31,893","74,215","88,755","76,744","78,292","86,072","118,522","143,283","177,584","156,824","88,559","139,082","141,209","120,250","114,921","146,754","116,302",611.01,116.22,620.97,195,132.77
Other Current Liabilities,"82,601","94,573","211,958","106,990","138,276","141,444","259,395","133,608","154,561","167,250","311,718","160,892","199,849","209,118","418,303","195,865","237,330","208,463","391,501","188,825","190,591","196,891","472,936","278,310","169,173","304,944","299,939","289,889","214,787","374,931","358,164","363,115","306,349","503,094","508,632","585,022","674,089","667,712","620,908","685,281"
Total Current Liabilities,"189,778","174,397","246,635","172,248","224,785","187,565","309,380","201,689","239,772","235,893","398,739","257,555","348,286","321,581","523,507","298,522","386,890","342,235","462,997","321,630","356,837","378,268","622,256","494,781","598,364","589,468","614,796","588,242","631,898","661,649","647,749","655,621","758,353","822,868","845,241","807,431","944,227","873,090","810,829","970,035"
