,2013-12-31,2014-03-31,2014-06-30,2014-09-30,2014-12-31,2015-03-31,2015-06-30,2015-09-30,2015-12-31,2016-03-31,2016-06-30,2016-09-30,2016-12-31,2017-03-31,2017-06-30,2017-09-30,2017-12-31,2018-03-31,2018-06-30,2018-09-30,2018-12-31,2019-03-31,2019-06-30,2019-09-30,2019-12-31,2020-03-31,2020-06-30,2020-09-30,2020-12-31,2021-03-31,2021-06-30,2021-09-30,2021-12-31,2022-03-31,2022-06-30,2022-09-30,2022-12-31,2023-03-31,2023-06-30,2023-09-30
Long-Term Debt,"211,584","212,621","211,654","212,611","214,516","214,048","202,661","192,006","191,998","181,181","181,303","152,163","153,115","134,218","99,317","91,815","91,800","83,400","83,400","56,900","56,900","52,208","50,705","40,132","40,142","65,966","101,605","247,209","276,633","300,537","434,667","484,259","634,144","653,804","779,719","875,624","868,861","884,770","937,056","966,908"
Other Long-Term Liabilities,"13,130","12,939","9,016","7,804","33,191","31,366","30,185","31,529","30,658","28,505","27,119","25,076","25,050","22,555","21,244","19,675","18,595","16,916","16,381","15,529","15,189","13,444","11,960","11,825","11,832","10,833","11,051","11,855","16,305","15,949","16,429","114,112","181,123","194,536","210,519","207,930","191,203","195,087","196,112","174,796"
Total Long-Term Liabilities,"224,714","225,560","220,671","220,414","247,707","245,414","232,846","223,534","222,655","209,686","208,422","177,239","178,165","156,773","120,561","111,489","110,395","100,316","99,781","72,429","72,089","65,652","62,666","51,956","51,974","76,799","112,655","259,064","292,938","316,486","451,096","598,370","815,267","848,340","990,238","1,083,554","1,060,063","1,079,857","1,133,168","1,141,703"
Total Liabilities,"414,492","399,958","467,306","392,663","472,492","432,979","542,226","425,224","462,427","445,580","607,161","434,794","526,451","478,354","644,068","410,012","497,286","442,551","562,778","394,059","428,926","443,919","684,922","546,737","650,338","666,267","727,451","847,306","924,837","978,134","1,098,845","1,253,992","1,573,620","1,671,208","1,835,479","1,890,986","2,004,290","1,952,947","1,943,997","2,111,738"
Total Debt,"227,263","237,654","211,674","249,185","250,674","232,797","209,034","225,749","231,472","215,871","220,221","190,036","211,074","189,009","154,145","146,496","155,567","140,302","115,293","131,115","145,655","128,951","128,997","126,203","158,664","209,249","279,188","404,032","365,192","439,619","575,876","604,508","749,065","800,558","896,021","876,235","868,977","885,391","937,251","967,041"
Debt Growth,94.32%,86.80%,4.70%,8.68%,10.30%,-2.04%,-1.25%,-9.40%,-7.66%,-7.27%,5.35%,-15.82%,-8.81%,-12.44%,-30.00%,-22.91%,-26.30%,-25.77%,-25.20%,-10.50%,-6.37%,-8.09%,11.89%,-3.75%,8.93%,62.27%,116.43%,220.14%,130.17%,110.09%,106.27%,49.62%,105.12%,82.10%,55.59%,44.95%,16.01%,10.60%,4.60%,10.36%
Common Stock,"329,315","331,710","328,806","332,104","341,009","339,688","319,691","328,741","327,378","320,898","320,455","310,355","317,240","295,876","297,290","296,396","288,696","281,208","300,531","297,434","300,170","304,899","308,239","304,950","288,075","290,770","278,886","273,385","260,971","275,665","265,464","264,746","261,457","276,169","293,228","325,201","308,129","304,946","311,440","337,817"
Retained Earnings,"518,892","566,759","548,671","625,002","681,224","784,155","746,889","822,218","866,630","959,075","875,999","972,758","1,041,811","1,159,637","1,044,395","1,134,321","1,205,051","1,324,690","1,189,471","1,277,738","1,360,259","1,437,946","1,245,576","1,281,906","1,325,630","1,385,496","1,441,492","1,513,976","1,573,840","1,663,272","1,726,322","1,811,274","1,887,803","2,038,262","2,203,126","2,412,774","2,637,525","2,773,288","2,877,311","3,010,533"
Shareholders' Equity,"848,207","898,468","877,477","957,106","1,022,234","1,123,843","1,066,580","1,150,959","1,194,008","1,279,973","1,196,454","1,283,113","1,359,051","1,455,513","1,341,685","1,430,717","1,493,747","1,605,898","1,490,002","1,575,172","1,660,429","1,742,846","1,553,815","1,586,856","1,613,706","1,676,266","1,720,378","1,787,361","1,834,811","1,938,936","1,991,786","2,076,020","2,149,260","2,314,430","2,496,353","2,737,974","2,945,653","3,078,234","3,188,750","3,348,350"
Net Cash / Debt,"18,582","-2,121.29","103,877","44,150","189,727","290,124","349,725","302,654","358,995","439,584","455,063","332,785","425,131","474,076","507,231","360,391","501,010","555,714","646,990","487,959","568,101","641,818","650,551","476,397","435,800","363,001","336,264","348,035","436,960","372,170","307,409","385,281","456,008","497,455","554,434","647,406","718,471","729,800","578,375","611,182"
Net Cash / Debt Growth,-46.05%,-,296.93%,-,921.04%,-,236.67%,585.52%,89.22%,51.52%,30.12%,9.96%,18.42%,7.85%,11.46%,8.30%,17.85%,17.22%,27.55%,35.40%,13.39%,15.49%,0.55%,-2.37%,-23.29%,-43.44%,-48.31%,-26.94%,0.27%,2.53%,-8.58%,10.70%,4.36%,33.66%,80.36%,68.03%,57.56%,46.71%,4.32%,-5.60%
Working Capital,"168,709","181,493","212,564","303,982","401,780","502,929","421,989","491,972","506,972","576,598","453,786","452,036","469,443","504,081","314,542","406,339","470,313","586,881","496,046","537,594","594,843","613,057","387,923","354,646","224,250","213,002","245,236","441,432","460,287","478,138","593,355","715,018","848,720","899,370","1,060,625","1,206,801","1,108,670","1,122,638","1,149,135","1,112,443"
Book Value Per Share,163.59,173.26,169.21,184.57,197.13,216.71,205.67,221.94,230.24,246.81,230.71,247.41,262.06,280.66,258.71,275.88,288.03,309.66,287.31,303.73,320.17,336.06,299.61,305.98,311.16,323.22,331.73,344.65,353.80,373.87,384.06,400.31,414.43,446.28,481.36,527.95,567.99,593.56,614.83,645.60
