,2014-03-31,2014-06-30,2014-09-30,2014-12-31,2015-03-31,2015-06-30,2015-09-30,2015-12-31,2016-03-31,2016-06-30,2016-09-30,2016-12-31,2017-03-31,2017-06-30,2017-09-30,2017-12-31,2018-03-31,2018-06-30,2018-09-30,2018-12-31,2019-03-31,2019-06-30,2019-09-30,2019-12-31,2020-03-31,2020-06-30,2020-09-30,2020-12-31,2021-03-31,2021-06-30,2021-09-30,2021-12-31,2022-03-31,2022-06-30,2022-09-30,2022-12-31,2023-03-31,2023-06-30,2023-09-30,2023-12-31
Cash & Equivalents,"1,522","1,667","1,432",973,524,889,433,"1,101",589,866,984,956,955,642,724,690,"1,072",430,729,358,411,274,452,580,608,"1,143","1,359","1,115",998,"1,670","1,465",839,"1,571","1,259","1,214",456,552,556,"1,506","1,568"
Short-Term Investments,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Cash & Cash Equivalents,"1,532","1,667","1,432",973,524,889,433,"1,101",589,866,984,956,955,642,724,690,"1,072",430,729,358,411,274,452,580,608,"1,143","1,359","1,115",998,"1,670","1,465",839,"1,571","1,259","1,214",456,552,556,"1,506","1,568"
Cash Growth,123.00%,183.99%,42.63%,-37.67%,-65.80%,-46.67%,-69.76%,13.16%,12.40%,-2.59%,127.25%,-13.17%,62.14%,-25.87%,-26.42%,-27.82%,12.25%,-33.02%,0.69%,-48.12%,-61.66%,-36.28%,-38.00%,62.01%,47.93%,317.15%,200.66%,92.24%,64.14%,46.11%,7.80%,-24.75%,57.41%,-24.61%,-17.13%,-45.65%,-64.86%,-55.84%,24.05%,243.86%
Receivables,"1,109","1,122","1,103","1,055","1,032","1,055","1,103",946,961,985,960,945,998,926,973,955,973,"1,035","1,043","1,009","1,048","1,039",973,920,889,822,883,848,944,941,945,976,"1,070","1,208","1,151","1,148","1,170","1,089","1,210","1,147"
Inventory,240,251,249,236,268,277,288,271,315,306,301,257,281,289,245,222,245,260,267,207,228,256,266,244,265,257,247,221,241,246,235,218,264,289,276,253,262,272,303,264
Other Current Assets,249,226,228,514,291,192,178,194,101,82,72,133,93,79,57,282,189,179,70,288,235,345,325,337,240,128,90,134,120,155,77,134,110,101,74,150,138,114,123,292
Total Current Assets,"3,130","3,266","3,012","2,778","2,115","2,413","2,002","2,512","1,966","2,239","2,317","2,291","2,327","1,936","1,999","2,149","2,479","1,904","2,109","1,862","1,922","1,914","2,016","2,081","2,002","2,350","2,579","2,318","2,303","3,012","2,722","2,167","3,015","2,857","2,715","2,007","2,122","2,031","3,142","3,271"
"Property, Plant & Equipment","26,768","26,927","27,230","27,694","27,829","28,075","28,682","28,992","29,135","29,387","29,467","29,751","29,927","30,033","30,163","30,330","30,396","30,540","30,712","31,091","31,158","31,201","31,394","31,614","31,179","31,217","31,239","31,345","31,312","31,355","31,429","31,653","31,657","31,787","31,838","32,156","32,240","32,474","32,668","33,326"
Long-Term Investments,"2,466","2,505","2,610","2,679","2,701","2,724","2,740","2,572","2,617","2,639","2,779","2,777","2,809","2,848","2,888","2,981","3,020","3,058","3,109","3,109","3,198","3,301","3,376","3,428","3,470","3,590","3,566","3,590","3,604","3,658","3,684","3,707","3,697","3,671","3,686","3,694","3,738","3,673","3,824","3,839"
Other Long-Term Assets,336,342,354,49,130,98,103,63,67,69,69,73,82,105,103,251,267,286,392,177,784,756,714,800,787,805,795,709,718,729,769,966,992,"1,021","1,067","1,028","1,069","1,083","1,105","1,216"
Total Long-Term Assets,"29,570","29,774","30,194","30,422","30,660","30,897","31,525","31,627","31,819","32,095","32,315","32,601","32,818","32,986","33,154","33,562","33,683","33,884","34,213","34,377","35,140","35,258","35,484","35,842","35,436","35,612","35,600","35,644","35,634","35,742","35,882","36,326","36,346","36,479","36,591","36,878","37,047","37,230","37,597","38,381"
Total Assets,"32,700","33,040","33,206","33,200","32,775","33,310","33,527","34,139","33,785","34,334","34,632","34,892","35,145","34,922","35,153","35,711","36,162","35,788","36,322","36,239","37,062","37,172","37,500","37,923","37,438","37,962","38,179","37,962","37,937","38,754","38,604","38,493","39,361","39,336","39,306","38,885","39,169","39,261","40,739","41,652"
Accounts Payable,"1,194","1,245","1,387","1,233","1,094","1,144","1,160","1,091","1,119","1,085","1,131","1,215","1,211","1,223","1,287","1,401","1,217","1,323","1,394","1,505","1,334","1,407","1,407","1,428","1,284","1,268","1,273","1,016","1,043","1,116","1,196","1,351","1,181","1,308","1,486","1,293","1,315","1,416","1,499","1,638"
Current Debt,445,433,2,102,501,500,600,700,100,550,550,650,550,600,600,700,650,500,500,585,835,401,751,316,400,85,89,579,501,"1,048",558,553,"1,153",605,605,703,403,535,405,4
Other Current Liabilities,682,690,693,445,508,559,607,440,612,472,551,474,682,520,526,444,521,529,547,501,716,643,603,556,552,582,643,565,705,632,656,617,813,696,707,653,"1,106","1,035","1,010",990
Total Current Liabilities,"2,321","2,368","2,082","1,780","2,103","2,203","2,367","2,231","1,831","2,107","2,232","2,339","2,443","2,343","2,413","2,545","2,388","2,352","2,441","2,591","2,885","2,451","2,761","2,300","2,236","1,935","2,005","2,160","2,249","2,796","2,410","2,521","3,147","2,609","2,798","2,649","2,824","2,986","2,914","2,632"
Long-Term Debt,"8,909","8,814","8,919","8,883","8,429","8,890","8,896","9,393","9,398","9,549","9,555","9,562","9,569","9,273","9,280","9,136","9,637","9,146","10,635","10,560","10,569","11,076","11,085","11,880","11,807","12,612","12,634","12,102","12,116","12,669","13,274","13,287","13,691","14,449","14,463","14,479","14,585","14,594","16,179","17,175"
Other Long-Term Liabilities,"9,777","9,781","9,766","10,129","10,085","10,140","10,135","10,327","10,333","10,405","10,449","10,582","10,606","10,644","10,733","7,671","7,719","7,731","7,766","7,726","8,277","8,334","8,416","8,559","8,511","8,554","8,599","8,909","8,929","8,972","9,033","9,044","9,062","9,124","9,021","9,024","9,033","9,041","9,031","9,064"
Total Long-Term Liabilities,"18,686","18,595","18,685","19,012","18,514","19,030","19,031","19,720","19,731","19,954","20,004","20,144","20,175","19,917","20,013","16,807","17,356","16,877","18,401","18,286","18,846","19,410","19,501","20,439","20,318","21,166","21,233","21,011","21,045","21,641","22,307","22,331","22,753","23,573","23,484","23,503","23,618","23,635","25,210","26,239"
Total Liabilities,"21,007","20,963","20,767","20,792","20,617","21,233","21,398","21,951","21,562","22,061","22,236","22,483","22,618","22,260","22,426","19,352","19,744","19,229","20,842","20,877","21,731","21,861","22,262","22,739","22,554","23,101","23,238","23,171","23,294","24,437","24,717","24,852","25,900","26,182","26,282","26,152","26,442","26,621","28,124","28,871"
Total Debt,"9,354","9,247","8,921","8,985","8,930","9,390","9,496","10,093","9,498","10,099","10,105","10,212","10,119","9,873","9,880","9,836","10,287","9,646","11,135","11,145","11,404","11,477","11,836","12,196","12,207","12,697","12,723","12,681","12,617","13,717","13,832","13,840","14,844","15,054","15,068","15,182","14,988","15,129","16,584","17,179"
Debt Growth,10.24%,9.08%,-0.28%,-4.90%,-4.53%,1.55%,6.45%,12.33%,6.36%,7.55%,6.41%,1.18%,6.54%,-2.24%,-2.23%,-3.68%,1.66%,-2.30%,12.70%,13.31%,10.86%,18.98%,6.30%,9.43%,7.04%,10.63%,7.49%,3.98%,3.36%,8.03%,8.72%,9.14%,17.65%,9.75%,8.94%,9.70%,0.97%,0.50%,10.06%,13.15%
Common Stock,"2,396","2,424","2,461","2,458","2,466","2,449","2,432","2,442","2,444","2,441","2,462","2,471","2,519","2,518","2,537","2,539","2,539","2,544","2,270","2,485","2,480","2,491","2,481","2,468","2,463","2,473","2,501","2,502","2,492","2,488","2,468","2,457","2,443","2,426","2,414","2,387","2,384","2,388","2,390","2,406"
