,2014-01-31,2014-04-30,2014-07-31,2014-10-31,2015-01-31,2015-04-30,2015-07-31,2015-10-31,2016-01-31,2016-04-30,2016-07-31,2016-10-31,2017-01-31,2017-04-30,2017-07-31,2017-10-31,2018-01-31,2018-04-30,2018-07-31,2018-10-31,2019-01-31,2019-04-30,2019-07-31,2019-10-31,2020-01-31,2020-04-30,2020-07-31,2020-10-31,2021-01-31,2021-04-30,2021-07-31,2021-10-31,2022-01-31,2022-04-30,2022-07-31,2022-10-31,2023-01-31,2023-04-30,2023-07-31,2023-10-31
Cash & Equivalents,781.64,827.89,774.73,961.26,"1,023",941.96,"1,089","1,223","1,158","1,799","1,115","1,146","1,607","2,025","1,949","2,072","2,543","5,922","2,319","2,105","2,669","4,110","3,510","3,868","4,145","5,772","4,052","3,724","6,195","8,544","6,299","4,753","5,464","6,859","6,931","6,076","7,016","9,155","6,772","6,453"
Short-Term Investments,57.14,51.23,69.85,79.78,87.31,77.06,81.12,134.69,"1,567",232.11,59.06,55.07,602.34,"1,195","1,552","1,557","1,978","1,237","1,108","1,345","1,673","2,269","2,532","2,661","3,802","4,030","5,231","5,768","5,771","6,479","3,351","4,638","5,073","6,644","6,602","5,842","5,492","4,822","5,625","5,410"
Cash & Cash Equivalents,838.77,879.12,844.58,"1,041","1,110","1,019","1,170","1,358","2,725","2,031","1,174","1,201","2,209","3,220","3,501","3,629","4,521","7,159","3,427","3,450","4,342","6,379","6,042","6,529","7,947","9,802","9,283","9,492","11,966","15,023","9,650","9,391","10,537","13,503","13,533","11,918","12,508","13,977","12,397","11,863"
Cash Growth,-3.32%,-58.13%,35.46%,47.97%,32.39%,15.91%,38.59%,30.45%,145.43%,99.33%,0.33%,-11.58%,-18.95%,58.51%,198.16%,202.19%,104.67%,122.36%,-2.12%,-4.92%,-3.96%,-10.90%,76.31%,89.25%,83.03%,53.66%,53.64%,45.38%,50.57%,53.26%,3.95%,-1.06%,-11.94%,-10.12%,40.24%,26.91%,18.71%,3.51%,-8.39%,-0.46%
Receivables,"1,361",684.16,834.32,794.59,"1,906",926.38,"1,068","1,061","2,496","1,193","1,323","1,281","3,197","1,440","1,569","1,520","3,921","1,763","1,980","2,037","4,924","2,153","2,332","2,573","6,174","3,076","3,445","3,316","7,786","3,174","4,074","4,019","9,739","3,952","4,745","4,275","10,755","4,632","5,400","4,850"
Other Current Assets,480.64,476.1,625.79,603.53,498.59,659.43,678.52,520.04,509.78,550.52,780.6,519.32,591.3,745.07,740.77,797.59,"1,142","1,229","1,395","1,383","1,417","1,503","1,529","1,924","1,842","1,835","2,118","2,138","2,137","2,247","2,532","2,547","2,574","2,956","2,968","3,016","3,132","3,372","3,341","3,489"
Total Current Assets,"2,680","2,039","2,305","2,439","3,515","2,605","2,917","2,939","5,731","3,775","3,278","3,002","5,997","5,404","5,811","5,946","9,584","10,151","6,802","6,870","10,683","10,035","9,903","11,026","15,963","14,713","14,846","14,946","21,889","20,444","16,256","15,957","22,850","20,411","21,246","19,209","26,395","21,981","21,138","20,202"
"Property, Plant & Equipment","1,241","1,251","1,350","1,253","1,269","1,877","1,862","1,742","1,716","1,711","1,728","1,757","1,788","1,846","1,867","1,865","1,947","1,950","1,986","1,998","2,051","5,097","5,187","5,515","5,415","5,501","5,513","5,526","5,663","5,555","5,834","5,677","5,695","5,781","6,102","6,418","6,592","6,341","6,451","6,325"
Long-Term Investments,482.24,650.76,827.18,901.17,"1,071",903.46,"1,374","1,440",520.72,"2,205","1,094","1,106",566.95,639.19,657.69,670.41,677,"1,024","1,202","1,251","1,302","1,548","1,614","1,760","1,963","1,902","2,555","3,927","3,909","3,944","4,105","4,004","4,784","4,936","5,124","5,124","4,672","4,633","4,778","4,774"
Goodwill and Intangibles,"3,983","3,957","3,942","4,231","4,216","4,213","4,218","4,246","4,463","4,537","6,656","7,255","8,519","8,473","8,401","8,331","8,287","8,408","14,375","15,050","15,469","15,325","15,527","30,538","31,206","31,507","32,286","32,173","32,147","32,301","59,669","59,273","59,257","59,201","59,007","58,454","58,390","57,727","57,100","56,545"
Other Long-Term Assets,766.95,743.56,585.64,588.67,594.83,767.05,422.39,544.87,332.04,589.43,"1,625","1,268",714.72,695.74,682.23,677.89,"1,489","1,430","1,458","1,419","1,232","1,149","1,105","1,103",579,0,"2,580","2,564","2,693","2,641","2,794","2,525","2,623","2,693","2,669","2,679","2,800","2,859","2,980","3,176"
Total Long-Term Assets,"6,473","6,602","6,705","6,974","7,151","7,761","7,877","7,973","7,032","9,043","11,103","11,386","11,588","11,654","11,607","11,544","12,400","12,812","19,021","19,718","20,054","23,119","23,433","38,916","39,163","38,910","42,934","44,190","44,412","44,441","72,402","71,479","72,359","72,611","72,902","72,675","72,454","71,560","71,309","70,820"
Total Assets,"9,153","8,641","9,010","9,413","10,665","10,366","10,794","10,912","12,763","12,817","14,381","14,388","17,585","17,059","17,419","17,490","21,984","22,963","25,823","26,588","30,737","33,154","33,336","49,942","55,126","53,623","57,780","59,136","66,301","64,885","88,658","87,436","95,209","93,022","94,148","91,884","98,849","93,541","92,447","91,022"
Accounts Payable,934.32,766.6,891.06,935.94,"1,103",928.11,"1,098","1,150","1,349","1,093","1,568","1,497","1,753","1,460","1,577","1,686","2,047","1,691","2,083","2,143","2,691","2,228","2,347","2,881","3,433","2,989","3,485","3,546","4,355","3,439","4,274","4,231","5,470","4,603","5,446","5,285","6,743","5,733","5,059","5,308"
Deferred Revenue,"2,522","2,325","2,353","2,224","3,321","3,057","3,035","2,847","4,292","4,007","3,824","3,495","5,543","5,043","4,819","4,392","6,995","6,201","5,883","5,376","8,564","7,585","7,142","6,858","10,662","9,112","8,711","7,923","12,607","11,158","11,067","10,116","15,628","13,636","12,825","11,193","17,376","15,121","14,237","12,564"
Current Debt,572.16,305.03,295.1,179.76,0,0,0,0,0,0,0,0,0,"1,124","1,131","1,138","1,025",3,503,503,0,675,706,735,750,742,767,765,766,726,"2,052",688,690,"1,660","1,809","1,749","1,772",772,"1,509","1,522"
Other Current Liabilities,-48.41,-36.29,-36.33,-31.32,-34.68,-24.05,-20.05,-19.23,-23.89,-15.01,-15.36,-16.44,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Total Current Liabilities,"3,980","3,360","3,503","3,308","4,390","3,961","4,113","3,977","5,617","5,085","5,376","4,976","7,295","7,626","7,526","7,216","10,067","7,895","8,469","8,022","11,255","10,488","10,195","10,474","14,845","12,843","12,963","12,234","17,728","15,323","17,393","15,035","21,788","19,899","20,080","18,227","25,891","21,626","20,805","19,394"
Long-Term Debt,"1,302","1,300","1,299","1,365","1,371","1,276","1,282","1,288","1,286","1,293","1,797","1,804","2,008",695.85,713.42,707.35,695,"3,172","3,173","3,173","3,173","5,556","5,314","5,359","5,118","5,095","5,080","5,075","5,515","5,406","13,467","13,313","13,295","12,325","11,996","12,249","12,316","12,301","11,291","11,190"
Other Long-Term Liabilities,805.6,839.22,901.61,947.13,929.15,894.1,863.57,897.27,856.95,854.73,"1,076",801.73,780.94,802.73,710.66,726.07,846,836,653,700,704,664,661,830,"1,278","1,120","1,297","1,517","1,565","1,589","2,278","2,034","1,995","1,922","1,974","2,057","2,283","2,202","2,269","2,348"
Total Long-Term Liabilities,"2,108","2,140","2,200","2,312","2,300","2,170","2,145","2,185","2,143","2,148","2,873","2,606","2,789","1,499","1,424","1,433","1,541","4,008","3,826","3,873","3,877","6,220","5,975","6,189","6,396","6,215","6,377","6,592","7,080","6,995","15,745","15,347","15,290","14,247","13,970","14,306","14,599","14,503","13,560","13,538"
Total Liabilities,"6,088","5,499","5,703","5,620","6,690","6,130","6,258","6,162","7,760","7,233","8,249","7,582","10,085","9,124","8,950","8,650","11,608","11,903","12,295","11,895","15,132","16,708","16,170","16,663","21,241","19,058","19,340","18,826","24,808","22,318","33,138","30,382","37,078","34,146","34,050","32,533","40,490","36,129","34,365","32,932"
Total Debt,"1,874","1,605","1,594","1,544","1,371","1,276","1,282","1,288","1,286","1,293","1,797","1,804","2,008","1,819","1,844","1,845","1,720","3,175","3,676","3,676","3,173","6,231","6,020","6,094","5,868","5,837","5,847","5,840","6,281","6,132","15,519","14,001","13,985","13,985","13,805","13,998","14,088","13,073","12,800","12,712"
Debt Growth,259.52%,3.08%,-14.75%,-17.62%,-26.86%,-20.55%,-19.59%,-16.62%,-6.17%,1.39%,40.21%,40.12%,56.16%,40.69%,2.63%,2.27%,-14.36%,74.51%,99.33%,99.21%,84.48%,96.25%,63.76%,65.78%,84.94%,-6.32%,-2.87%,-4.17%,7.04%,5.05%,165.42%,139.74%,122.66%,128.07%,-11.04%,-0.02%,0.74%,-6.52%,-7.28%,-9.19%
Common Stock,"3,364","3,557","3,791","4,332","4,605","4,865","5,167","5,411","5,706","6,219","6,520","7,282","8,041","8,399","8,890","9,231","9,753","10,124","12,309","13,394","13,928","14,384","15,025","31,244","32,117","32,740","33,923","34,728","35,602","36,233","48,667","49,771","50,920","51,781","52,980","52,149","51,048","49,883","49,289","48,146"
Retained Earnings,-343.16,-440.07,-501.16,-540.08,-605.85,-601.75,-602.61,-627.76,-653.27,-605.78,-376.16,-413.47,-464.91,-474.12,-456.38,-404.99,635,969,"1,269","1,373","1,735","2,127","2,218","2,109","1,861","1,960","4,585","5,666","5,933","6,402","6,937","7,405","7,377","7,405","7,473","7,683","7,585","7,784","9,051","10,275"
Comprehensive Income,17.68,15.3,11.16,-1.25,-24.11,-28.35,-28.14,-33.33,-49.92,-28.58,-11.22,-62.94,-75.84,9.51,17.54,3.55,-12,-33,-50,-74,-58,-65,-77,-74,-93,-135,-68,-84,-42,-68,-84,-122,-166,-310,-355,-481,-274,-255,-258,-331
Shareholders' Equity,"3,039","3,132","3,301","3,791","3,975","4,235","4,536","4,750","5,003","5,584","6,133","6,806","7,500","7,934","8,451","8,829","10,376","11,060","13,528","14,693","15,605","16,446","17,166","33,279","33,885","34,565","38,440","40,310","41,493","42,567","55,520","57,054","58,131","58,876","60,098","59,351","58,359","57,412","58,082","58,090"
Net Cash / Debt,"-1,035.32",-726.22,-749.26,-503.4,-260.25,-256.49,-111.14,70.24,"1,439",738.02,-622.65,-603.56,200.5,"1,400","1,657","1,783","2,801","3,984",-249,-226,"1,169",148,22,435,"2,079","3,965","3,436","3,652","5,685","8,891","-5,869","-4,610","-3,448",-482,-272,"-2,080","-1,580",904,-403,-849
