,2014-03-31,2014-06-30,2014-09-30,2014-12-31,2015-03-31,2015-06-30,2015-09-30,2015-12-31,2016-03-31,2016-06-30,2016-09-30,2016-12-31,2017-03-31,2017-06-30,2017-09-30,2017-12-31,2018-03-31,2018-06-30,2018-09-30,2018-12-31,2019-03-31,2019-06-30,2019-09-30,2019-12-31,2020-03-31,2020-06-30,2020-09-30,2020-12-31,2021-03-31,2021-06-30,2021-09-30,2021-12-31,2022-03-31,2022-06-30,2022-09-30,2022-12-31,2023-03-31,2023-06-30,2023-09-30,2023-12-31
Cash & Equivalents,"2,082","1,535",837.7,"2,388","1,527","1,356","1,428","2,605","1,747","1,306","1,937","3,002","2,442","1,834","1,843","3,796","2,568","1,913","2,099","3,652","3,450","2,898","2,440","4,306","2,693","3,281","3,278","5,601","4,897","4,388","4,431","5,317","3,926","3,205","3,199","4,282","3,262","2,734","2,770","4,432"
Short-Term Investments,7,9.9,12.6,2.2,5.7,6.1,2.5,14.5,2.7,231,32.6,20.6,43.6,40.4,8,0.4,1.9,5.4,6.7,5.5,5.4,5.4,5.2,3.6,1.6,0,0,0,0,0,0,0,92.7,119.9,94.9,60.7,87.4,75.9,0,0
Cash & Cash Equivalents,"2,089","1,545",850.3,"2,390","1,532","1,362","1,430","2,620","1,750","1,537","1,969","3,023","2,486","1,874","1,851","3,796","2,570","1,919","2,106","3,658","3,455","2,904","2,446","4,309","2,694","3,281","3,278","5,601","4,897","4,388","4,431","5,317","4,018","3,325","3,293","4,343","3,349","2,810","2,770","4,432"
Cash Growth,-0.06%,9.19%,-44.58%,-12.40%,-26.65%,-11.82%,68.18%,9.60%,14.20%,12.82%,37.71%,15.39%,42.05%,21.98%,-6.00%,25.59%,3.39%,2.36%,13.77%,-3.65%,34.44%,51.33%,16.14%,17.81%,-22.03%,13.00%,34.05%,29.96%,81.78%,33.74%,35.17%,-5.07%,-17.95%,-24.23%,-25.68%,-18.32%,-16.66%,-15.49%,-15.90%,2.06%
Receivables,"6,007","6,499","6,136","6,525","5,840","6,502","6,314","7,221","6,321","6,423","6,489","7,511","6,797","7,143","7,046","8,084","7,199","6,761","6,811","7,666","7,037","7,245","6,548","7,829","6,691","5,291","6,298","7,813","6,633","7,246","7,186","8,473","7,072","7,044","6,532","8,097","7,062","7,460","7,286","8,660"
Inventory,"1,489","1,463","1,528","1,167","1,410","1,511","1,455","1,123","1,362","1,365","1,355","1,125","1,350","1,402","1,458","1,111","1,378","1,354","1,359","1,162","1,314","1,364","1,428","1,258","1,313","1,159","1,174","1,101","1,139","1,118","1,250","1,201","1,317","1,236","1,363","1,255","1,509","1,638","1,618","1,343"
Other Current Assets,992.3,"1,040","1,053",998.1,"1,122","1,125","1,054","1,017","1,113",989.8,"1,019","1,063","1,097","1,086","1,063","1,125","1,192","1,197","1,299","1,241","1,266","1,291","1,180","1,189","1,152","1,163","1,111","1,075","1,063",906,896,919.2,990.9,891.8,841.8,918.8,975.2,904.3,891.8,949.9
Total Current Assets,"10,577","10,547","9,567","11,080","9,905","10,500","10,253","11,981","10,545","10,314","10,832","12,722","11,729","11,505","11,417","14,116","12,339","11,230","11,575","13,727","13,072","12,803","11,601","14,585","11,850","10,893","11,862","15,590","13,732","13,658","13,763","15,910","13,398","12,496","12,030","14,613","12,895","12,812","12,565","15,384"
"Property, Plant & Equipment",732,737.2,713.6,708,681.5,706.6,691.3,692.7,690.1,683.4,678.9,674.8,678.2,687.7,690.5,690.9,691.7,697.2,673.1,694.4,"1,985","2,115","2,048","2,062","1,988","1,868","1,841","1,809","1,741","1,692","1,643","2,195","2,175","2,093","2,017","2,065","1,961","1,956","1,904","1,921"
Long-Term Investments,133.5,155.9,153.6,148.2,142.2,136.2,136.5,136.6,137.9,137.5,137.2,120.4,117.7,126.3,129.1,120.3,122.4,120.3,118.9,120.9,118.4,111.7,110.5,106.8,92.7,82.2,81.4,85.3,79.7,79.1,77.8,76.3,77.6,69.6,64.2,66.2,66.4,67.1,65.4,66.4
Goodwill and Intangibles,"9,371","9,495","9,262","9,212","9,007","9,125","9,022","9,021","9,445","9,526","9,490","9,404","9,489","9,574","9,713","9,706","10,060","9,820","9,808","9,767","9,747","9,718","9,626","9,779","9,514","9,553","9,745","9,908","9,822","10,001","9,880","10,037","10,285","10,033","9,819","10,048","10,093","9,992","10,274","10,449"
Other Long-Term Assets,274.4,285.3,272,280.9,335.4,307.5,355.1,279.7,249.1,274.3,264.4,244.7,223.3,270,257.1,298.1,300.4,301.6,312.3,307.7,288.7,294.3,268.1,251.5,231.1,244.8,250,255,239.5,224.3,217.5,204.4,210.8,213.6,202.5,210.5,221.9,239.6,202.8,223.5
Total Long-Term Assets,"10,511","10,673","10,401","10,349","10,166","10,275","10,205","10,130","10,522","10,621","10,570","10,443","10,509","10,658","10,790","10,815","11,175","10,939","10,912","10,890","12,139","12,239","12,053","12,199","11,826","11,748","11,917","12,057","11,882","11,996","11,818","12,512","12,748","12,409","12,102","12,390","12,342","12,255","12,446","12,660"
Total Assets,"21,088","21,219","19,969","21,428","20,071","20,776","20,457","22,111","21,068","20,935","21,402","23,165","22,237","22,163","22,208","24,931","23,513","22,170","22,488","24,617","25,211","25,042","23,654","26,783","23,676","22,641","23,780","27,647","25,614","25,654","25,581","28,422","26,146","24,906","24,132","27,003","25,238","25,068","25,011","28,045"
Accounts Payable,"7,403","8,015","7,449","8,798","7,850","8,622","8,337","9,812","8,406","8,507","8,817","10,477","9,454","9,849","9,428","11,575","10,159","9,568","9,568","11,464","10,343","10,446","9,440","11,768","9,387","7,920","8,573","11,513","9,466","9,989","9,954","11,897","9,900","9,553","9,028","11,000","9,585","9,949","9,601","11,634"
Current Debt,260.6,277.8,31.6,7.6,9.9,"1,019","1,013","1,007","1,039",11.7,25.2,28.8,28.6,19.3,38.7,11.8,8.6,20.8,510.7,507.7,"1,095","1,508",611.3,612.5,10.9,6.4,23.6,3.9,5.9,9.3,10.2,9.6,12.4,12.3,10.2,16.9,18.5,20.5,14.5,761.4
Other Current Liabilities,"3,784","3,518","3,595","3,256","3,161","2,907","3,037","3,401","3,495","3,022","3,118","3,505","3,588","2,995","3,155","3,523","3,431","3,029","3,201","3,298","3,475","3,114","3,209","3,600","3,459","3,405","3,568","4,008","4,000","3,704","3,861","4,319","4,265","3,648","3,667","4,036","3,861","3,332","3,403","3,851"
Total Current Liabilities,"11,448","11,811","11,075","12,061","11,021","12,549","12,387","14,220","12,939","11,541","11,961","14,011","13,070","12,864","12,621","15,109","13,599","12,618","13,280","15,270","14,913","15,068","13,260","15,981","12,857","11,331","12,164","15,525","13,472","13,702","13,825","16,226","14,177","13,214","12,705","15,053","13,465","13,301","13,019","16,246"
Long-Term Debt,"3,779","3,785","3,779","4,542","4,594","3,548","3,602","3,564","3,613","5,022","5,007","4,921","4,915","4,930","4,927","4,913","4,885","4,867","4,358","4,384","5,620","5,344","5,784","5,807","6,322","6,890","6,910","6,921","6,817","6,332","6,263","6,638","6,597","6,487","6,368","6,477","6,500","6,464","6,400","5,742"
Other Long-Term Liabilities,"1,655","1,675","1,603","1,504","1,623","1,595","1,565","1,438","1,608","1,599","1,607","1,574","1,586","1,611","1,617","1,757","1,813","1,826","1,904","1,856","1,709","1,671","1,622","1,622","1,573","1,559","1,583","1,624","1,634","1,784","1,741","1,784","1,823","1,849","1,811","1,696","1,641","1,643","1,810","1,831"
Total Long-Term Liabilities,"5,433","5,460","5,382","6,046","6,217","5,143","5,167","5,002","5,221","6,621","6,615","6,495","6,501","6,541","6,545","6,670","6,698","6,693","6,262","6,240","7,329","7,015","7,406","7,429","7,894","8,449","8,494","8,545","8,451","8,116","8,004","8,422","8,420","8,336","8,179","8,173","8,141","8,107","8,210","7,574"
Total Liabilities,"16,882","17,271","16,457","18,107","17,238","17,692","17,554","19,221","18,160","18,162","18,575","20,506","19,571","19,404","19,166","21,779","20,296","19,311","19,542","21,510","22,242","22,083","20,666","23,410","20,751","19,780","20,658","24,070","21,923","21,818","21,829","24,648","22,597","21,550","20,884","23,226","21,606","21,408","21,229","23,820"
Total Debt,"4,039","4,063","3,811","4,550","4,604","4,567","4,615","4,571","4,652","5,034","5,033","4,949","4,943","4,949","4,966","4,925","4,894","4,888","4,869","4,892","6,715","6,852","6,395","6,419","6,333","6,896","6,934","6,925","6,823","6,341","6,273","6,647","6,609","6,499","6,378","6,494","6,519","6,484","6,415","6,504"
