,2014-03-31,2014-06-30,2014-09-30,2014-12-31,2015-03-31,2015-06-30,2015-09-30,2015-12-31,2016-03-31,2016-06-30,2016-09-30,2016-12-31,2017-03-31,2017-06-30,2017-09-30,2017-12-31,2018-03-31,2018-06-30,2018-09-30,2018-12-31,2019-03-31,2019-06-30,2019-09-30,2019-12-31,2020-03-31,2020-06-30,2020-09-30,2020-12-31,2021-03-31,2021-06-30,2021-09-30,2021-12-31,2022-03-31,2022-06-30,2022-09-30,2022-12-31,2023-03-31,2023-06-30,2023-09-30,2023-12-31
Cash & Equivalents,"3,309","3,299","3,154","3,513","2,413","2,826","1,863","2,187","1,713","2,234","1,799","2,138","1,966","2,317","2,012","2,430","2,640","4,362","4,785","4,661","4,148","4,031","3,832","4,242","2,618","3,032","2,398","2,098","2,090","2,073","1,660","1,870","6,446","6,468","6,125","6,436","6,656","5,892","5,698","5,229"
Cash & Cash Equivalents,"3,309","3,299","3,154","3,513","2,413","2,826","1,863","2,187","1,713","2,234","1,799","2,138","1,966","2,317","2,012","2,430","2,640","4,362","4,785","4,661","4,148","4,031","3,832","4,242","2,618","3,032","2,398","2,098","2,090","2,073","1,660","1,870","6,446","6,468","6,125","6,436","6,656","5,892","5,698","5,229"
Cash Growth,38.67%,30.85%,-1.95%,-2.62%,-27.07%,-14.34%,-40.93%,-37.74%,-29.02%,-20.94%,-3.41%,-2.24%,14.78%,3.72%,11.81%,13.66%,34.28%,88.26%,137.82%,91.81%,57.12%,-7.59%,-19.92%,-8.99%,-36.89%,-24.78%,-37.42%,-50.54%,-20.17%,-31.63%,-30.78%,-10.87%,208.42%,212.01%,268.98%,244.17%,3.26%,-8.91%,-6.97%,-18.75%
Receivables,"1,781","1,532","1,497","1,511","1,408","1,342","1,315","1,268","1,082",925.97,868.09,776,683,623,637,615,587,555,650,726,737,767,757,844,653,567,382,252,205,160,167,202,147,158,210,267,328,336,390,484
Inventory,41.39,43.08,43.09,41.67,42.09,39.82,39.76,43,43.17,42.36,43.76,46,47,47,45,37,46,44,42,35,35,33,33,37,36,37,34,22,23,22,22,22,23,24,23,28,28,32,35,38
Other Current Assets,110.35,104.47,123.63,125.17,122.95,110.84,111.3,111,114.28,107,127.35,138,124,113,142,115,121,114,137,144,135,126,186,182,186,136,144,"3,335","3,312","3,322","3,379","3,416",109,120,-151,13,3,30,49,26
Total Current Assets,"5,242","4,978","4,817","5,190","3,987","4,319","3,329","3,609","2,952","3,309","2,839","3,098","2,820","3,100","2,836","3,197","3,394","5,075","5,614","5,566","5,055","4,957","4,808","5,305","3,493","3,772","2,958","5,707","5,630","5,577","5,228","5,510","6,725","6,770","6,207","6,744","7,015","6,290","6,172","5,777"
"Property, Plant & Equipment","16,777","16,830","16,752","16,726","16,625","16,847","16,773","16,994","17,190","17,393","17,572","17,113","16,969","16,796","16,732","16,753","16,738","16,430","16,393","16,352","16,432","16,879","16,829","17,116","16,875","17,103","17,202","14,536","14,336","14,230","14,101","14,016","13,861","13,588","13,318","13,579","13,464","13,666","13,642","13,688"
Long-Term Investments,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"1,200","1,200","1,208","1,165","1,172","1,179","1,186","1,194"
Goodwill and Intangibles,98.52,95,90.73,86.26,82.09,78.85,74.87,71,68.26,113.3,108.78,103,100,96,93,89,85,81,76,72,69,51,45,42,36,32,28,25,20,15,15,19,19,67,62,64,545,631,609,598
Other Long-Term Assets,357.1,345.84,367.25,351.72,352.42,364.05,325.3,189,175.19,164.84,160.95,155,153,150,147,648,"1,287","1,269","1,256",557,757,707,745,736,763,788,794,539,555,556,548,514,442,434,674,487,519,504,515,521
Total Long-Term Assets,"17,232","17,271","17,210","17,164","17,059","17,290","17,174","17,254","17,433","17,671","17,842","17,371","17,222","17,042","16,972","17,490","18,110","17,780","17,725","16,981","17,258","17,637","17,619","17,894","17,674","17,923","18,024","15,100","14,911","14,801","14,664","14,549","15,522","15,289","15,262","15,295","15,700","15,980","15,952","16,001"
Total Assets,"22,475","22,249","22,028","22,354","21,046","21,608","20,503","20,863","20,385","20,981","20,681","20,469","20,042","20,142","19,808","20,687","21,504","22,855","23,339","22,547","22,313","22,594","22,427","23,199","21,167","21,695","20,982","20,807","20,541","20,378","19,892","20,059","22,247","22,059","21,469","22,039","22,715","22,270","22,124","21,778"
Accounts Payable,131.71,118.54,109.87,112.72,93.73,93.62,96.03,111,110.24,106.41,123.22,128,104,107,141,171,159,154,153,178,152,138,170,149,82,64,70,89,70,69,74,77,69,76,91,89,108,135,150,167
Deferred Revenue,116.59,116.22,115.85,115.48,115.11,114.74,114.37,114,113.63,113.26,112.89,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Current Debt,304.95,435.79,102.6,99.73,97.17,98.23,94.67,95,152.02,211.75,163.83,167,119,126,134,296,144,184,111,111,111,116,66,70,69,71,72,75,72,75,73,74,72,73,"1,514","2,031","2,018",71,"1,818","1,900"
Other Current Liabilities,"2,406","2,188","2,291","2,372","2,130","2,385","2,060","2,144","2,020","2,188","2,374","2,511","2,289","2,326","2,386","2,489","2,571","2,654","2,642","2,868","2,654","2,777","2,768","3,005","2,268","2,240","2,113","2,652","2,323","2,398","2,340","2,414","1,998","1,874","1,786","1,782","1,793","2,069","2,134","2,355"
Total Current Liabilities,"2,959","2,858","2,619","2,700","2,436","2,691","2,365","2,464","2,396","2,620","2,774","2,806","2,512","2,559","2,661","2,956","2,874","2,992","2,906","3,157","2,917","3,031","3,004","3,224","2,419","2,375","2,255","2,816","2,465","2,542","2,487","2,565","2,139","2,023","3,391","3,902","3,919","2,275","4,102","4,422"
Long-Term Debt,"9,969","9,943","9,836","9,893","9,144","9,720","9,034","9,249","9,235","10,062","9,593","9,428","9,671","10,014","9,483","9,344","9,508","11,139","11,869","11,874","11,888","11,909","11,877","12,422","12,253","13,767","13,840","13,929","14,374","14,375","14,462","14,721","14,905","15,306","13,779","13,947","13,971","14,849","12,576","12,129"
Other Long-Term Liabilities,713.45,709.2,716.75,740.58,725.46,727.98,717.63,732,740.01,739.08,746.98,739,753,764,773,760,765,762,766,771,"1,068","1,072","1,031","1,046","1,038","1,028","1,047",524,525,515,514,525,526,515,518,534,996,987,994,"1,123"
Total Long-Term Liabilities,"10,682","10,652","10,553","10,633","9,869","10,448","9,752","9,981","9,975","10,801","10,340","10,167","10,424","10,778","10,256","10,104","10,273","11,901","12,635","12,645","12,956","12,981","12,908","13,468","13,291","14,795","14,887","14,453","14,899","14,890","14,976","15,246","15,431","15,821","14,297","14,481","14,967","15,836","13,570","13,252"
Total Liabilities,"13,642","13,511","13,172","13,333","12,305","13,139","12,117","12,445","12,371","13,421","13,114","12,973","12,936","13,337","12,917","13,060","13,147","14,893","15,541","15,802","15,873","16,012","15,912","16,692","15,710","17,170","17,142","17,269","17,364","17,432","17,463","17,811","17,570","17,844","17,688","18,383","18,886","18,111","17,672","17,674"
Total Debt,"10,274","10,379","9,939","9,993","9,241","9,818","9,129","9,344","9,387","10,274","9,757","9,595","9,790","10,140","9,617","9,640","9,652","11,323","11,980","11,985","11,999","12,025","11,943","12,492","12,322","13,838","13,912","14,004","14,446","14,450","14,535","14,795","14,977","15,379","15,293","15,978","15,989","14,920","14,394","14,029"
Debt Growth,4.53%,9.35%,1.79%,2.38%,-10.05%,-5.40%,-8.15%,-6.49%,1.58%,4.64%,6.88%,2.69%,4.29%,-1.30%,-1.43%,0.47%,-1.41%,11.67%,24.57%,24.33%,24.32%,6.20%,-0.31%,4.23%,2.69%,15.08%,16.49%,12.10%,17.24%,4.42%,4.48%,5.65%,3.68%,6.43%,5.21%,8.00%,6.76%,-2.98%,-5.88%,-12.20%
Common Stock,"5,018","4,717","4,427","4,192","4,212","4,156","4,087","4,043","4,054","4,061","4,062","4,074","3,937","3,880","3,827","3,763","3,744","3,664","3,377","2,954","2,800","2,461","2,374","2,089","2,111","2,117","2,125","2,131","2,149","2,154","2,159","2,166","2,176","2,185","2,195","2,204","2,214","2,228","2,240","1,491"
Retained Earnings,"2,084","2,352","2,622","2,946","2,939","2,889","2,891","2,840","2,588","2,344","2,285","2,222","2,121","2,089","2,082","2,709","3,572","3,538","3,521","2,770","2,757","3,118","3,059","3,101","2,497","1,677","1,112",813,535,343,-25,-148,"2,382","2,092","1,853","1,684","1,831","2,143","2,370","2,600"
Comprehensive Income,184.63,207.32,158.02,76.1,-6.7,26.4,-86.34,-66,-7.59,22.02,-3.25,-119,-61,-46,-13,14,47,-44,-36,-40,-32,-19,-74,-3,-119,-74,-38,29,-11,-6,-32,-22,-29,-86,-148,-7,11,-41,-57,27
Shareholders' Equity,"7,287","7,276","7,207","7,214","7,144","7,071","6,892","6,817","6,635","6,427","6,344","6,177","5,997","5,923","5,896","6,486","7,363","7,158","6,862","5,684","5,525","5,560","5,359","5,187","4,489","3,720","3,199","2,973","2,673","2,491","2,102","1,996","4,529","4,191","3,900","3,881","4,056","4,330","4,553","4,118"
Net Cash / Debt,"-6,964.54","-7,079.96","-6,784.99","-6,479.76","-6,827.63","-6,992.56","-7,265.96","-7,157","-7,674.35","-8,039.69","-7,957.44","-7,457","-7,824","-7,823","-7,605","-7,210","-7,012","-6,961","-7,195","-7,324","-7,851","-7,994","-8,111","-8,250","-9,704","-10,806","-11,514","-11,906","-12,356","-12,377","-12,875","-12,925","-8,531","-8,911","-9,168","-9,542","-9,333","-9,028","-8,696","-8,800"
Net Cash Per Share,-8.52,-8.75,-8.43,-8.09,-8.55,-8.76,-9.11,-8.98,-9.65,-10.11,-10.01,-9.38,-9.84,-9.88,-9.60,-9.14,-8.88,-8.81,-9.14,-9.43,-10.13,-10.35,-10.55,-10.74,-12.70,-14.14,-15.07,-15.58,-16.17,-16.20,-16.85,-16.92,-11.17,-11.66,-12.00,-12.49,-12.18,-11.77,-11.35,-11.59
Working Capital,"2,283","2,120","2,198","2,491","1,551","1,627",964.58,"1,145",556.19,689.5,64.73,292,308,541,175,241,520,"2,083","2,708","2,409","2,138","1,926","1,804","2,081","1,074","1,397",703,"2,891","3,165","3,035","2,741","2,945","4,586","4,747","2,816","2,842","3,096","4,015","2,070","1,355"
Book Value Per Share,8.94,9.02,8.97,9.03,8.95,8.87,8.65,8.57,8.36,8.09,7.98,7.77,7.55,7.48,7.45,8.19,9.33,9.07,8.73,7.29,7.14,7.20,6.97,6.75,5.88,4.87,4.19,3.89,3.50,3.26,2.75,2.61,5.93,5.49,5.11,5.08,5.31,5.67,5.96,5.42
