,2014-01-24,2014-04-25,2014-07-25,2014-10-24,2015-01-23,2015-04-24,2015-07-31,2015-10-30,2016-01-29,2016-04-29,2016-07-29,2016-10-28,2017-01-27,2017-04-28,2017-07-28,2017-10-27,2018-01-26,2018-04-27,2018-07-27,2018-10-26,2019-01-25,2019-04-26,2019-07-26,2019-10-25,2020-01-24,2020-04-24,2020-07-31,2020-10-30,2021-01-29,2021-04-30,2021-07-30,2021-10-29,2022-01-28,2022-04-29,2022-07-29,2022-10-28,2023-01-27,2023-04-28,2023-07-28,2023-10-27
Debt Growth,-55.52%,-56.04%,50.19%,50.19%,50.19%,50.19%,-0.41%,-0.36%,-0.31%,57.30%,0.20%,0.20%,26.44%,-14.79%,60.16%,101.61%,15.29%,-3.36%,-27.05%,-40.43%,-21.45%,-6.91%,-9.59%,-8.31%,7.80%,-6.97%,76.51%,60.13%,43.12%,57.79%,-5.29%,0.11%,0.11%,0.15%,0.15%,-9.38%,-9.37%,-9.37%,-9.37%,0.17%
Common Stock,"3,909","3,776","3,792","3,461","3,453","3,385","3,065","3,022","3,099","2,912","2,823","2,830","2,731","2,769","2,771","2,779","2,707","2,355","1,992","1,605","1,298","1,133",902,572,321,284,323,372,456,504,550,603,709,760,705,765,889,945,921,825
Retained Earnings,0,1.1,36.1,0,69.8,53,-31,0,51,0,0,0,0,40,10,17,-489,-9,0,0,0,0,0,0,0,0,0,30,56,211,204,194,214,122,0,499,268,265,0,0
Comprehensive Income,6.7,9.1,9.1,0.6,-14.3,-24,-34,-35,-41,-31,-31,-41,-37,-29,-13,-19,-42,-70,-70,-75,-68,-43,-39,-36,-39,-42,-39,-32,-34,-30,-34,-38,-41,-44,-48,-62,-55,-51,-48,-55
Shareholders' Equity,"3,916","3,787","3,837","3,461","3,508","3,414","3,000","2,987","3,109","2,881","2,792","2,789","2,694","2,780","2,768","2,777","2,176","2,276","1,922","1,530","1,230","1,090",863,536,282,242,284,370,478,685,720,759,882,838,657,"1,202","1,102","1,159",873,770
Net Cash / Debt,"4,074","4,013","4,070","3,775","3,758","3,839","3,462","3,325","3,533","2,964","2,930","2,865","2,755","2,928","2,933","2,957","3,447","3,465","3,069","2,507","2,343","2,106","1,957","1,344","1,169","1,214",993,"1,015","1,262","1,964","1,914","1,914","1,566","1,498",802,646,753,681,585,229
Net Cash / Debt Growth,-9.19%,-14.62%,-0.47%,-11.75%,-7.76%,-4.34%,-14.94%,-11.92%,-5.98%,-22.79%,-15.37%,-13.83%,-22.02%,-1.21%,0.10%,3.21%,25.12%,18.34%,4.64%,-15.22%,-32.03%,-39.22%,-36.23%,-46.39%,-50.11%,-42.36%,-49.26%,-24.48%,7.96%,61.78%,92.75%,88.57%,24.09%,-23.73%,-58.10%,-66.25%,-51.92%,-54.54%,-27.06%,-64.55%
Net Cash Per Share,11.77,11.91,12.37,11.69,11.85,12.19,11.39,11.23,11.94,10.29,10.39,10.09,9.80,10.53,10.55,10.75,12.86,11.67,11.41,9.50,9.19,8.53,8.05,5.69,5.10,5.42,4.47,4.53,5.56,8.58,8.36,8.36,6.84,6.54,3.58,2.94,3.44,3.14,2.71,1.09
Working Capital,"3,806","3,777","4,347","3,998","4,063","4,064","3,639","3,628","3,588","2,786","2,699","2,692","1,802","2,076","2,011","2,806","3,218","3,421","3,013","2,161","1,931","1,743","1,341",987,689,658,"1,841","1,901","2,064","2,549","2,528","2,474","1,961","1,992","1,347","1,208","1,147","1,213",911,260
Book Value Per Share,11.54,11.51,11.88,10.88,11.24,11.01,9.87,10.16,10.61,10.11,10.01,10.03,9.83,10.34,10.25,10.32,8.12,8.59,7.34,5.93,4.92,4.45,3.61,2.28,1.25,1.09,1.28,1.67,2.14,3.09,3.23,3.40,3.96,3.76,2.99,5.54,5.10,5.42,4.12,3.70
