,2014-01-24,2014-04-25,2014-07-25,2014-10-24,2015-01-23,2015-04-24,2015-07-31,2015-10-30,2016-01-29,2016-04-29,2016-07-29,2016-10-28,2017-01-27,2017-04-28,2017-07-28,2017-10-27,2018-01-26,2018-04-27,2018-07-27,2018-10-26,2019-01-25,2019-04-26,2019-07-26,2019-10-25,2020-01-24,2020-04-24,2020-07-31,2020-10-30,2021-01-29,2021-04-30,2021-07-30,2021-10-29,2022-01-28,2022-04-29,2022-07-29,2022-10-28,2023-01-27,2023-04-28,2023-07-28,2023-10-27
Cash & Equivalents,"2,153","2,291","3,032","2,905","2,540","1,922","2,324","2,198","2,495","2,868","2,294","2,113","2,213","2,444","2,951","3,535","2,974","2,941","2,627","2,359","2,271","2,325","2,967","2,545","2,705","2,658","3,633","3,529","3,808","4,529","4,492","4,509","4,170","4,112","3,288","2,669","2,640","2,316","2,020","1,934"
Short-Term Investments,"2,917","2,712","2,533","2,364","2,713","3,404","2,626","2,616","2,528","2,435","2,127","2,244","2,426","2,477","2,370","2,430","2,645","2,450","2,184","1,940","1,778","1,574",565,442,303,224,140,117,86,67,55,39,31,22,151,364,501,754,955,686
Cash & Cash Equivalents,"5,069","5,003","5,564","5,269","5,253","5,326","4,950","4,814","5,023","5,303","4,421","4,357","4,639","4,921","5,321","5,965","5,619","5,391","4,811","4,299","4,049","3,899","3,532","2,987","3,008","2,882","3,773","3,646","3,894","4,596","4,547","4,548","4,201","4,134","3,439","3,033","3,141","3,070","2,975","2,620"
Cash Growth,-24.61%,-28.04%,9.45%,-0.06%,3.61%,6.45%,-11.04%,-8.64%,-4.37%,-0.43%,-10.69%,-9.49%,-7.64%,-7.20%,20.36%,36.91%,21.13%,9.55%,-9.58%,-27.93%,-27.94%,-27.68%,-26.58%,-30.52%,-25.71%,-26.08%,6.82%,22.06%,29.45%,59.47%,20.51%,24.74%,7.88%,-10.05%,-24.37%,-33.31%,-25.23%,-25.74%,-13.49%,-13.62%
Receivables,584.3,855.9,585.4,632.7,666.3,779,415,587,585,813,501,547,605,731,518,584,754,"1,047",616,765,872,"1,216",542,780,821,973,604,796,799,945,655,647,799,"1,230",865,910,821,987,653,787
Inventory,118.2,122.4,104.2,107.6,117.8,146,193,125,102,98,81,97,125,163,143,108,98,122,97,86,100,131,116,111,113,145,136,116,106,114,108,155,167,204,232,244,175,167,131,122
Other Current Assets,457.6,489.7,494.3,479.4,518,522,561,555,354,234,220,219,277,383,316,363,295,392,329,321,340,364,326,313,276,274,304,263,315,346,321,319,346,377,386,416,403,456,401,464
Total Current Assets,"6,229","6,471","6,748","6,489","6,555","6,773","6,119","6,081","6,064","6,448","5,223","5,220","5,646","6,198","6,298","7,020","6,766","6,952","5,853","5,471","5,361","5,610","4,516","4,191","4,218","4,274","4,817","4,821","5,114","6,001","5,631","5,669","5,513","5,945","4,922","4,603","4,540","4,680","4,160","3,993"
"Property, Plant & Equipment","1,129","1,109","1,098","1,082","1,051","1,030","1,011","1,004",873,937,942,949,892,799,799,795,741,756,768,770,763,759,754,746,740,727,737,737,731,525,533,549,575,602,622,661,667,650,641,623
Goodwill and Intangibles,"1,124","1,110","1,095","1,081","1,136","1,117","1,091","1,078","1,064","1,856","1,845","1,834","1,821","1,815","1,825","1,859","1,845","1,833","1,820","1,811","1,798","1,782","1,832","1,821","1,813","1,822","2,178","2,164","2,149","2,140","2,147","2,137","2,480","2,488","2,999","2,982","2,965","2,940","2,925","2,911"
Other Long-Term Assets,518.4,524.1,531.2,526.1,493.1,481,476,472,784,796,777,759,696,681,677,634,435,450,464,499,496,590,709,714,712,699,684,698,692,694,845,867,932,991,"1,001","1,534","1,538","1,548","1,544","1,546"
Total Long-Term Assets,"2,771","2,743","2,724","2,688","2,680","2,628","2,578","2,554","2,721","3,589","3,564","3,542","3,409","3,295","3,301","3,288","3,021","3,039","3,052","3,080","3,057","3,131","3,295","3,281","3,265","3,248","3,599","3,599","3,572","3,359","3,525","3,553","3,987","4,081","4,622","5,177","5,170","5,138","5,110","5,080"
Total Assets,"9,001","9,214","9,472","9,178","9,235","9,401","8,697","8,635","8,785","10,037","8,787","8,762","9,055","9,493","9,599","10,308","9,787","9,991","8,905","8,551","8,418","8,741","7,811","7,472","7,483","7,522","8,416","8,420","8,686","9,360","9,156","9,222","9,500","10,026","9,544","9,780","9,710","9,818","9,270","9,073"
Accounts Payable,186.6,247,183.1,210.3,194.2,284,249,226,175,254,239,253,258,347,289,379,458,609,425,472,497,542,348,382,381,426,396,367,336,420,368,432,432,607,515,584,432,392,344,411
Deferred Revenue,"2,959","3,100","3,076","3,047","3,110","3,197","3,066","3,046","3,125","3,385","3,300","3,201","3,234","3,342","3,251","3,167","3,269","3,363","3,260","3,206","3,357","3,668","3,510","3,468","3,573","3,698","3,620","3,651","3,828","4,003","3,904","3,866","3,969","4,232","4,170","4,051","4,216","4,313","4,182","4,002"
Current Debt,0,0,0,0,0,0,0,0,0,849,0,0,"1,140","1,249","1,643","1,468",632,385,200,648,562,649,430,498,693,522,150,0,0,0,0,0,250,250,250,0,0,0,0,400
Other Current Liabilities,-722.1,-652.6,-858.5,-766.3,-812.6,-772,-835,-819,-824,-826,"-1,015",-926,-788,-816,-896,-800,-811,-826,"-1,045","-1,016",-986,-992,"-1,113","-1,144","-1,118","-1,030","-1,190","-1,098","-1,114",-971,"-1,169","-1,103","-1,099","-1,136","-1,360","-1,240","-1,255","-1,238","-1,277","-1,080"
Total Current Liabilities,"2,424","2,695","2,401","2,491","2,491","2,709","2,480","2,453","2,476","3,662","2,524","2,528","3,844","4,122","4,287","4,214","3,548","3,531","2,840","3,310","3,430","3,867","3,175","3,204","3,529","3,616","2,976","2,920","3,050","3,452","3,103","3,195","3,552","3,953","3,575","3,395","3,393","3,467","3,249","3,733"
Long-Term Debt,995.2,990.1,"1,494","1,494","1,495","1,487","1,488","1,489","1,490","1,490","1,491","1,492",744,744,745,"1,540","1,540","1,541","1,542","1,144","1,144","1,144","1,145","1,145","1,146","1,146","2,630","2,631","2,632","2,632","2,633","2,634","2,385","2,386","2,387","2,387","2,388","2,389","2,390","1,991"
Other Long-Term Liabilities,"1,666","1,743","1,741","1,731","1,741","1,791","1,729","1,706","1,710","2,004","1,980","1,953","1,773","1,847","1,799","1,777","2,523","2,643","2,601","2,567","2,614","2,640","2,628","2,587","2,526","2,518","2,526","2,499","2,526","2,591","2,700","2,634","2,681","2,849","2,925","2,796","2,827","2,803","2,758","2,579"
Total Long-Term Liabilities,"2,661","2,733","3,235","3,225","3,235","3,278","3,217","3,195","3,200","3,494","3,471","3,445","2,517","2,591","2,544","3,317","4,063","4,184","4,143","3,711","3,758","3,784","3,773","3,732","3,672","3,664","5,156","5,130","5,158","5,223","5,333","5,268","5,066","5,235","5,312","5,183","5,215","5,192","5,148","4,570"
Total Liabilities,"5,085","5,427","5,636","5,716","5,727","5,987","5,697","5,648","5,676","7,156","5,995","5,973","6,361","6,713","6,831","7,531","7,611","7,715","6,983","7,021","7,188","7,651","6,948","6,936","7,201","7,280","8,132","8,050","8,208","8,675","8,436","8,463","8,618","9,188","8,887","8,578","8,608","8,659","8,397","8,303"
Total Debt,995.2,990.1,"1,494","1,494","1,495","1,487","1,488","1,489","1,490","2,339","1,491","1,492","1,884","1,993","2,388","3,008","2,172","1,926","1,742","1,792","1,706","1,793","1,575","1,643","1,839","1,668","2,780","2,631","2,632","2,632","2,633","2,634","2,635","2,636","2,637","2,387","2,388","2,389","2,390","2,391"
