,2014-03-31,2014-06-30,2014-09-30,2014-12-31,2015-03-31,2015-06-30,2015-09-30,2015-12-31,2016-03-31,2016-06-30,2016-09-30,2016-12-31,2017-03-31,2017-06-30,2017-09-30,2017-12-31,2018-03-31,2018-06-30,2018-09-30,2018-12-31,2019-03-31,2019-06-30,2019-09-30,2019-12-31,2020-03-31,2020-06-30,2020-09-30,2020-12-31,2021-03-31,2021-06-30,2021-09-30,2021-12-31,2022-03-31,2022-06-30,2022-09-30,2022-12-31,2023-03-31,2023-06-30,2023-09-30,2023-12-31
Goodwill and Intangibles,"93,917","93,815","92,216","66,389","83,137","75,852","75,278","83,323","83,102","83,747","86,767","86,874","86,828","89,264","108,503","104,241","106,129","102,192","79,215","46,152","70,247","68,925","37,432","37,387","36,979","35,119","35,187","35,195","34,715","34,951","34,520","35,512","34,337","33,816","33,000","19,104","19,097","19,299","18,967","19,080"
Other Long-Term Assets,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,"33,617",-,-,-,"76,915","35,535","36,691","36,091","39,196","39,444","40,081","39,876","63,144","34,657","33,728","33,530","33,672"
Total Long-Term Assets,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,"162,081",-,-,-,"171,358","131,966","135,148","133,546","132,526","128,662","124,882","120,795","130,467","104,186","102,793","100,228","103,246"
Total Assets,"652,252","651,869","650,021","654,954","617,631","610,926","581,310","493,071","462,193","401,461","387,694","365,183","351,643","355,473","378,038","369,245","358,109","342,769","311,691","311,072","315,082","312,109","263,009","265,177","262,021","256,487","254,315","256,211","245,164","237,559","237,133","198,874","191,961","185,540","180,877","188,851","164,472","163,006","156,662","163,045"
Accounts Payable,"17,206","17,561","16,758","12,067","14,392","12,017","11,762","13,680","13,150","13,115","13,067","14,435","13,698","13,283","14,907","15,172","15,060","15,026","15,748","13,826","17,059","17,036","14,493","17,357","15,212","13,469","13,941","16,458","16,090","16,653","16,172","16,243","16,206","17,030","17,331","15,399","15,063","15,515","15,785","15,408"
Deferred Revenue,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"22,117","21,950","20,701","20,579","18,983","20,225","20,901","19,041","19,944","19,818","19,927","19,523","20,172","19,741","18,980","18,748","19,361","18,159","18,276","18,287","17,625","18,086","18,526","18,522","21,016"
Current Debt,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,"23,641",-,-,-,"4,713","4,468","4,293","5,459","4,361","4,985","4,947","4,285","3,739","2,262","1,882","1,334","1,253"
Other Current Liabilities,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,"17,923",-,-,-,"13,270","17,382","16,713","17,297","11,988","13,994","13,630","14,754","12,665","12,766","12,185","12,523","13,199"
Total Current Liabilities,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,"78,865",-,-,-,"54,613","57,681","56,639","57,676","51,953","53,344","53,883","54,657","49,428","48,177","48,108","48,164","50,876"
Long-Term Debt,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,"67,241",-,-,-,"70,189","66,890","59,231","57,429","30,824","28,649","27,571","26,121","20,320","20,159","19,900","19,488","19,711"
Other Long-Term Liabilities,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,"89,210",-,-,-,"94,336","85,440","86,642","83,067","74,485","69,685","68,143","67,346","84,190","63,313","62,630","59,178","63,879"
Total Long-Term Liabilities,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,"156,451",-,-,-,"164,525","152,330","145,873","140,496","105,309","98,334","95,714","93,467","104,510","83,472","82,530","78,666","83,590"
Total Liabilities,"514,233","511,802","506,510","518,023","500,333","492,647","461,317","389,961","366,403","311,708","301,098","284,668","272,416","276,498","280,544","292,355","281,367","267,639","263,468","259,591","259,020","255,980","233,856","235,316","225,162","221,233","219,522","219,138","210,011","202,512","198,172","157,262","151,678","149,597","148,124","153,938","131,649","130,638","126,830","134,466"
Total Debt,"325,837","320,577","313,326","261,424","288,666","270,164","242,731","197,602","186,049","156,436","149,432","136,211","128,666","134,402","136,392","134,591","125,840","115,573","114,965","103,600","111,706","109,852","96,414","90,882","85,154","81,878","79,463","74,902","71,358","63,524","62,888","35,185","33,634","32,518","30,406","24,059","22,421","21,782","20,822","20,964"
Debt Growth,-6.35%,-5.36%,-7.12%,-20.70%,-11.41%,-15.73%,-22.53%,-24.41%,-35.55%,-42.10%,-38.44%,-31.07%,-30.84%,-14.08%,-8.73%,-1.19%,-2.20%,-14.01%,-15.71%,-23.03%,-11.23%,-4.95%,-16.14%,-12.28%,-23.77%,-25.47%,-17.58%,-17.58%,-16.20%,-22.42%,-20.86%,-53.03%,-52.87%,-48.81%,-51.65%,-31.62%,-33.34%,-33.02%,-31.52%,-12.86%
Common Stock,"-10,155","-10,003","-9,389","-9,001","-8,517","-8,046","-7,745","-25,217","-30,957","-38,421","-41,932","-45,105","-46,678","-47,443","-46,069","-46,812","-46,650","-46,412","-46,183","-47,714","-48,275","-48,105","-47,917","-47,684","-47,512","-47,320","-47,138","-46,946","-46,798","-46,686","-46,543","-46,382","-46,263","-46,480","-46,775","-47,015","-50,014","-50,081","-53,001","-52,999"
Retained Earnings,"149,840","151,174","152,497","155,333","139,441","135,755","135,932","140,020","137,750","138,310","138,236","139,532","137,983","137,044","136,696","117,245","115,477","114,913","90,867","93,109","96,921","96,773","87,213","87,732","93,615","91,188","89,905","92,247","89,276","87,993","89,098","85,110","83,927","82,981","82,655","82,983","84,955","84,848","85,017","86,527"
Comprehensive Income,"-7,849","-7,158","-8,110","-18,173","-22,364","-18,206","-16,983","-16,529","-15,705","-14,898","-14,422","-18,599","-16,771","-15,453","-14,522","-14,403","-12,862","-13,432","-13,230","-14,414","-13,485","-12,852","-11,361","-11,732","-10,819","-10,194","-9,498","-9,749","-8,893","-7,820","-5,078","1,582","1,341","-1,852","-4,405","-2,272","-3,289","-3,573","-3,351","-6,150"
Shareholders' Equity,"131,836","134,013","134,998","128,159","108,560","109,503","111,204","98,274","91,088","84,991","81,882","75,828","74,534","74,148","76,105","56,030","55,965","55,069","31,454","30,981","35,161","35,816","27,935","28,316","35,284","33,674","33,269","35,552","33,585","33,487","37,477","40,310","39,005","34,649","31,475","33,696","31,652","31,194","28,665","27,378"
Net Cash / Debt,"-238,858","-234,007","-222,887","-191,399","-201,611","-178,498","-143,645","-127,119","-110,974","-104,313","-96,902","-88,082","-87,102","-90,353","-96,538","-90,624","-93,711","-87,899","-88,033","-72,476","-76,801","-77,884","-68,604","-41,471","-37,868","-40,447","-40,301","-31,053","-31,189","-33,251","-31,176","-7,118","-10,013","-12,583","-11,513",-640,"2,394","1,869",-641,"1,709"
Working Capital,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,"24,231",-,-,-,"30,240","55,517","45,772","45,911","14,395","9,955","6,775","5,425","8,956","12,109","12,105","8,270","8,923"
Book Value Per Share,105.12,106.91,107.63,102.10,86.29,86.94,88.11,77.77,78.10,73.94,73.10,68.57,68.34,68.31,70.32,51.69,51.56,50.72,28.95,28.49,32.31,32.86,25.61,25.94,32.30,30.80,30.41,32.47,30.64,30.52,34.14,36.71,35.48,31.48,28.70,30.84,29.06,28.65,26.34,25.16
