,2014-03-31,2014-06-30,2014-09-30,2014-12-31,2015-03-31,2015-06-30,2015-09-30,2015-12-31,2016-03-31,2016-06-30,2016-09-30,2016-12-31,2017-03-31,2017-06-30,2017-09-30,2017-12-31,2018-03-31,2018-06-30,2018-09-30,2018-12-31,2019-03-31,2019-06-30,2019-09-30,2019-12-31,2020-03-31,2020-06-30,2020-09-30,2020-12-31,2021-03-31,2021-06-30,2021-09-30,2021-12-31,2022-03-31,2022-06-30,2022-09-30,2022-12-31,2023-03-31,2023-06-30,2023-09-30,2023-12-31
Goodwill and Intangibles,"9,254","8,889","8,764","8,780","8,733","8,539","8,496","8,300","8,255","8,254","8,252","8,260","8,151","8,106","8,078","8,073","7,979","7,773","7,793","7,629","7,562","7,528","7,515","86,457","84,118","79,749","77,215","73,790","71,343","68,594","65,449","63,029","60,603","58,136","59,291","57,008","54,731","52,466","50,097","48,241"
Other Long-Term Assets,"2,113","2,238","1,794","1,536","1,319","1,364","1,481","3,961","4,278","4,401","4,446","4,044","3,466","3,455","3,311","3,143","3,143","3,797","3,963","2,839","3,961","4,076","3,972","7,114","6,551","7,684","7,809","8,180","7,930","7,104","8,087","6,974","6,263","6,065","6,074","6,284","6,185","6,594","6,728","8,138"
Total Long-Term Assets,"19,410","19,441","19,273","19,141","18,654","18,898","18,853","21,333","20,677","20,533","20,523","20,003","19,322","19,085","18,929","18,697","18,434","18,767","18,865","17,270","17,741","17,447","17,242","100,590","97,432","93,733","91,259","88,289","85,324","81,636","79,450","76,052","72,913","70,171","71,400","69,547","67,195","65,415","63,631","63,389"
Total Assets,"33,424","33,503","33,450","33,749","33,579","31,954","31,779","31,748","31,892","32,831","33,727","33,707","32,937","33,409","33,977","33,551","33,083","32,641","33,734","34,986","34,834","55,163","57,433","129,944","129,285","128,076","125,536","118,481","112,435","110,797","110,893","109,314","103,034","100,357","98,196","96,820","94,281","93,489","91,263","95,159"
Accounts Payable,"2,502","2,405","2,568","2,487","2,346","1,839","1,249","1,565","1,543","1,504","1,407","1,664","1,503","1,551","1,699","2,248","1,725","1,873","1,773","1,892","1,976","2,005","1,888","2,445","3,069","2,852","2,441","2,713","2,972","3,609","2,695","2,949","2,944","2,882","2,595","3,040","3,194","3,069","2,813","3,259"
Deferred Revenue,"2,125","2,132","1,805","1,937","2,156","1,606","1,593","1,589","1,771","1,768","1,890","1,309","1,365","1,249","1,139",537,564,589,579,0,551,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Current Debt,281,365,401,590,330,755,642,139,106,155,990,992,"1,197","1,306","1,461",987,"1,925","1,716","1,620","1,703",381,545,569,"3,346","3,862","4,819","3,585","2,340","1,777","2,655","5,065","4,948","7,522","4,953","2,132","4,264","2,752","3,020","5,467","3,119"
Other Current Liabilities,"2,613","2,896","3,329","3,447","2,857","3,235","3,674","4,724","4,177","4,458","4,709","4,876","4,429","4,911","5,139","5,791","5,410","5,700","5,722","7,059","5,933","7,161","8,032","12,513","12,301","15,750","14,438","14,027","12,581","12,727","13,700","13,971","12,355","13,080","14,203","14,586","13,139","14,061","15,182","15,884"
Total Current Liabilities,"7,521","7,798","8,103","8,461","7,689","7,435","7,158","8,017","7,597","7,885","8,996","8,841","8,494","9,017","9,438","9,563","9,624","9,878","9,694","10,654","8,841","9,711","10,489","18,304","19,232","23,421","20,464","19,080","17,330","18,991","21,460","21,868","22,821","20,915","18,930","21,890","19,085","20,150","23,462","22,262"
Long-Term Debt,"7,367","7,372","7,267","7,242","7,127","6,615","6,632","6,550","6,593","6,581","5,836","5,716","7,237","6,911","6,982","6,975","5,775","5,671","5,687","5,646","5,635","24,433","24,390","43,387","42,844","41,853","41,364","48,336","44,505","42,503","39,677","39,605","37,450","37,107","36,966","35,056","35,078","34,656","32,137","36,653"
Other Long-Term Liabilities,"3,005","2,954","2,879","3,063","3,074","2,613","2,716","2,757","3,151","3,287","3,114","2,803","2,671","2,660","2,643","5,166","4,778","4,674","4,603","4,559","5,041","4,868","4,800","16,555","17,232","13,642","13,478","13,183","12,927","12,429","12,472","11,835","11,118","9,674","9,566","8,756","8,232","6,653","6,602","6,759"
Total Long-Term Liabilities,"10,372","10,326","10,146","10,305","10,201","9,228","9,348","9,307","9,744","9,868","8,950","8,519","9,908","9,571","9,625","12,141","10,553","10,345","10,290","10,205","10,676","29,301","29,190","59,942","60,076","55,495","54,842","61,519","57,432","54,932","52,149","51,440","48,568","46,781","46,532","43,812","43,310","41,309","38,739","43,412"
Total Liabilities,"17,893","18,124","18,249","18,766","17,890","16,663","16,506","17,324","17,341","17,753","17,946","17,360","18,402","18,588","19,063","21,704","20,177","20,223","19,984","20,859","19,517","39,012","39,679","78,246","79,308","78,916","75,306","80,599","74,762","73,923","73,609","73,308","71,389","67,696","65,462","65,702","62,395","61,459","62,201","65,674"
Total Debt,"7,648","7,737","7,668","7,832","7,457","7,370","7,274","6,689","6,699","6,736","6,826","6,708","8,434","8,217","8,443","7,962","7,700","7,387","7,307","7,349","6,016","24,978","24,959","46,733","46,706","46,672","44,949","50,676","46,282","45,158","44,742","44,553","44,972","42,060","39,098","39,320","37,830","37,676","37,604","39,772"
Debt Growth,-3.12%,7.37%,6.32%,-6.09%,-2.50%,-4.74%,-5.14%,-14.59%,-10.16%,-8.60%,-6.16%,0.28%,25.90%,21.99%,23.69%,18.69%,-8.70%,-10.10%,-13.45%,-7.70%,-21.87%,238.13%,241.58%,535.91%,676.36%,86.85%,80.09%,8.44%,-0.91%,-3.24%,-0.46%,-12.08%,-2.83%,-6.86%,-12.61%,-11.75%,-15.88%,-10.42%,-3.82%,1.15%
Common Stock,"-15,551","-15,474","-15,399","-15,264","-15,148","-15,065","-14,972","-14,879","-15,097","-14,984","-14,924","-14,833","-16,828","-16,768","-16,937","-17,130","-17,296","-17,393","-17,326","-17,272","-17,247","-17,200","-17,444","18,644","18,789","19,085","19,443","18,380","16,945","16,158","16,012","13,394","8,861","9,375","8,837","6,839","6,624","5,911","2,066","2,210"
Retained Earnings,"33,291","33,026","33,147","32,541","33,110","32,361","32,446","31,613","32,176","32,706","33,272","33,513","33,658","33,934","34,141","31,160","32,323","32,044","33,292","34,065","35,109","35,870","36,555","34,474","32,671","31,565","32,414","21,281","22,204","22,168","22,625","23,820","23,948","24,217","24,675","25,503","26,568","27,449","28,218","28,766"
Comprehensive Income,"-2,267","-2,225","-2,605","-2,425","-2,416","-2,173","-2,395","-2,468","-2,693","-2,804","-2,735","-2,503","-2,414","-2,467","-2,421","-2,289","-2,234","-2,334","-2,326","-2,762","-2,644","-2,621","-1,463","-1,520","-1,549","-1,556","-1,699","-1,839","-1,544","-1,518","-1,424","-1,268","-1,229",-992,-841,"-1,281","-1,368","-1,387","-1,286","-1,546"
Shareholders' Equity,"15,473","15,327","15,143","14,852","15,546","15,123","15,079","14,266","14,386","14,918","15,613","16,177","14,416","14,699","14,783","11,741","12,793","12,317","13,640","14,031","15,218","16,049","17,648","51,598","49,911","49,094","50,158","37,822","37,605","36,808","37,213","35,946","31,580","32,600","32,671","31,061","31,824","31,973","28,998","29,430"
Net Cash / Debt,-589,-562,-447,-397,150,"-1,894","-1,861","-2,419","-2,392","-2,085","-1,266",-358,"-2,325","-1,712","-1,321","-1,150",-930,"-1,312",-477,"1,410","2,748","4,379","7,583","-31,340","-28,384","-25,014","-23,794","-34,845","-33,352","-32,188","-29,079","-27,587","-30,004","-28,832","-30,071","-30,067","-28,561","-28,946","-29,919","-27,492"
Working Capital,"6,493","6,264","6,074","6,147","7,236","5,621","5,768","2,398","3,618","4,413","4,208","4,863","5,121","5,307","5,610","5,291","5,025","3,996","5,175","7,062","8,252","28,005","29,702","11,050","12,621","10,922","13,813","11,112","9,781","10,170","9,983","11,394","7,300","9,271","7,866","5,383","8,001","7,924","4,170","9,508"
Book Value Per Share,9.38,9.25,9.13,8.95,9.35,9.07,9.04,8.55,8.62,8.94,9.34,9.68,8.62,8.92,9.01,7.17,7.84,7.54,8.36,8.60,9.32,9.81,10.79,31.67,22.11,21.70,22.25,16.74,16.78,16.48,16.75,16.19,14.49,15.31,15.30,14.61,15.16,15.22,13.88,14.46
