,2014-03-31,2014-06-30,2014-09-30,2014-12-31,2015-03-31,2015-06-30,2015-09-30,2015-12-31,2016-03-31,2016-06-30,2016-09-30,2016-12-31,2017-03-31,2017-06-30,2017-09-30,2017-12-31,2018-03-31,2018-06-30,2018-09-30,2018-12-31,2019-03-31,2019-06-30,2019-09-30,2019-12-31,2020-03-31,2020-06-30,2020-09-30,2020-12-31,2021-03-31,2021-06-30,2021-09-30,2021-12-31,2022-03-31,2022-06-30,2022-09-30,2022-12-31,2023-03-31,2023-06-30,2023-09-30,2023-12-31
Cash & Equivalents,"5,225","4,282","4,851","5,571","6,294","4,199","3,975","2,385","2,644","2,934","3,432","4,237","3,910","3,470","4,644","5,421","5,342","4,999","5,408","6,911","7,335","28,404","30,489","12,346","15,817","19,934","19,435","14,546","10,982","11,024","13,540","13,979","12,369","10,750","7,734","9,123","8,995","8,372","7,514","11,464"
Short-Term Investments,"1,834","2,893","2,370","1,864","1,313","1,277","1,438","1,885","1,663","1,717","2,128","2,113","2,199","3,035","2,478","1,391","1,428","1,076","1,422","1,848","1,429",953,"2,053","3,047","2,505","1,724","1,720","1,285","1,948","1,946","2,123","2,987","2,599","2,478","1,293",130,274,358,171,816
Cash & Cash Equivalents,"7,059","7,175","7,221","7,435","7,607","5,476","5,413","4,270","4,307","4,651","5,560","6,350","6,109","6,505","7,122","6,812","6,770","6,075","6,830","8,759","8,764","29,357","32,542","15,393","18,322","21,658","21,155","15,831","12,930","12,970","15,663","16,966","14,968","13,228","9,027","9,253","9,269","8,730","7,685","12,280"
Cash Growth,178.68%,156.34%,165.28%,64.31%,7.76%,-23.68%,-25.04%,-42.57%,-43.38%,-15.07%,2.72%,48.71%,41.84%,39.86%,28.09%,7.28%,10.82%,-6.61%,-4.10%,28.58%,29.45%,383.24%,376.46%,75.74%,109.06%,-26.23%,-34.99%,2.85%,-29.43%,-40.11%,-25.96%,7.17%,15.76%,1.99%,-42.37%,-45.46%,-38.07%,-34.00%,-14.87%,32.71%
Receivables,"3,316","3,315","3,321","3,390","3,458","3,672","3,908","4,299","4,957","5,622","5,597","5,543","5,494","5,782","5,922","6,300","5,683","5,559","5,871","5,747","5,704","5,667","5,510","7,685","8,290","7,855","8,062","8,501","8,660","9,017","9,245","9,369","8,511","9,054","9,613","9,886","10,054","10,112","10,304","10,921"
Inventory,"1,655","1,666","1,565","1,560","1,437","1,304","1,130","1,221","1,336","1,437","1,482","1,241","1,384","1,217","1,250","1,166","1,231","1,242","1,282","1,195","1,283","1,308","1,192","4,293","2,836","2,384","1,949","2,074","1,953","2,137","2,163","2,095","2,104","2,142","2,074","2,339","2,605","2,364","2,436","2,662"
Other Current Assets,"1,984","1,906","2,070","2,223","2,423","2,604","2,475",625,615,588,565,570,628,820,754,576,965,998,886,"2,015","1,342","1,384",947,"1,983","2,405","2,446","3,111","3,786","3,568","5,037","4,372","4,832","4,538","5,762","6,082","5,795","5,158","6,868","7,207","5,907"
Total Current Assets,"14,014","14,062","14,177","14,608","14,925","13,056","12,926","10,415","11,215","12,298","13,204","13,704","13,615","14,324","15,048","14,854","14,649","13,874","14,869","17,716","17,093","37,716","40,191","29,354","31,853","34,343","34,277","30,192","27,111","29,161","31,443","33,262","30,121","30,186","26,796","27,273","27,086","28,074","27,632","31,770"
"Property, Plant & Equipment","4,485","4,438","4,387","4,417","4,323","4,363","4,249","4,412","4,455","4,597","4,790","4,980","5,020","4,944","5,014","5,001","5,060","5,080","5,092","5,027","4,985","4,849","4,830","6,252","6,112","5,777","5,740","5,886","5,763","5,795","5,868","6,049","6,047","5,970","6,035","6,255","6,279","6,355","6,481","6,646"
Long-Term Investments,"3,558","3,876","4,328","4,408","4,279","4,632","4,627","4,660","3,689","3,281","3,035","2,719","2,685","2,580","2,526","2,480","2,252","2,117","2,017","1,775","1,233",994,925,767,651,523,495,433,288,143,46,0,0,0,0,0,0,0,325,364
