,2014-03-29,2014-06-28,2014-09-27,2014-12-31,2015-03-28,2015-06-27,2015-09-26,2015-12-31,2016-04-02,2016-07-02,2016-10-01,2016-12-31,2017-04-01,2017-07-01,2017-09-30,2017-12-31,2018-03-31,2018-06-30,2018-09-29,2018-12-31,2019-03-30,2019-06-29,2019-09-28,2019-12-31,2020-03-28,2020-06-27,2020-09-26,2020-12-31,2021-04-03,2021-07-03,2021-10-02,2021-12-31,2022-04-02,2022-07-02,2022-10-01,2022-12-31,2023-04-01,2023-07-01,2023-09-30,2023-12-31
Current Debt,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"1,010","5,579","6,122","4,814","4,795","3,609"
Other Current Liabilities,"4,563","5,386","5,404","4,529","6,033","5,281","4,952","3,324","5,470","4,682","4,318","3,940","4,272","4,094","5,908","5,620","5,718","4,621","3,852","4,532","4,436","6,118","4,185","4,277","3,901","4,628","4,525","8,129","4,849","4,827","5,452","10,569","9,403","8,411","5,070","5,449","4,302","4,285","4,308","10,403"
Total Current Liabilities,"5,392","6,236","6,222","5,350","6,861","6,100","5,735","4,146","6,323","5,528","5,260","4,866","5,303","5,076","7,031","7,048","7,072","5,980","5,196","6,147","5,898","7,509","5,844","6,197","5,500","6,013","6,228","10,304","6,995","6,925","7,753","13,436","12,070","10,997","11,118","17,010","15,884","14,112","14,158","14,012"
Long-Term Debt,"15,203","12,503","11,394","12,352","10,710","10,704","10,278","11,437","11,662","11,632","16,940","15,482","15,304","15,356","19,328","18,997","18,284","17,881","17,940","17,848","16,912","16,709","16,423","17,089","19,261","20,671","21,105","19,146","18,650","18,787","21,583","32,148","31,208","29,050","27,931","28,795","29,008","29,007","30,441","31,308"
Other Long-Term Liabilities,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"6,682"
Total Long-Term Liabilities,"15,203","12,503","11,394","12,352","10,710","10,704","10,278","11,437","11,662","11,632","16,940","15,482","15,304","15,356","19,328","18,997","18,284","17,881","17,940","17,848","16,912","16,709","16,423","17,089","19,261","20,671","21,105","19,146","18,650","18,787","21,583","32,148","31,208","29,050","27,931","28,795","29,008","29,007","30,441","37,990"
Total Liabilities,"25,703","23,655","22,180","22,304","21,943","21,095","20,297","19,484","22,028","20,990","26,352","24,368","24,418","24,122","31,284","31,256","30,457","28,958","28,188","28,646","27,903","29,241","27,374","28,706","30,129","31,718","32,237","34,535","30,873","30,844","34,890","54,146","51,616","48,108","46,809","53,006","52,225","50,190","51,593","52,002"
Total Debt,"17,363","15,577","14,477","14,564","14,857","14,024","13,312","12,527","15,036","14,148","18,913","16,628","17,071","16,796","21,993","21,008","20,936","19,420","18,774","18,990","18,148","19,040","17,053","17,752","19,969","21,313","21,093","21,735","18,645","18,777","21,707","34,870","33,255","30,260","29,160","34,488","35,257","34,008","35,284","34,917"
Debt Growth,143.91%,118.95%,103.57%,38.87%,-14.43%,-9.97%,-8.05%,-13.99%,1.21%,0.89%,42.07%,32.74%,13.53%,18.72%,16.29%,26.34%,22.64%,15.62%,-14.64%,-9.61%,-13.32%,-1.96%,-9.17%,-6.52%,10.03%,11.94%,23.69%,22.44%,-6.63%,-11.90%,2.91%,60.43%,78.36%,61.15%,34.33%,-1.10%,6.02%,12.39%,21.00%,1.24%
Common Stock,406.8,407.2,408,408.5,410.2,410.6,411.4,411.9,413.3,414,415,415,416.4,416.9,428,428,429,430,431,432,433,433,434,434,435,436,437,437,438,438,439,439,440,440,440,441,441,441,442,0
Retained Earnings,"9,236","9,455","9,866","10,407","10,732","11,184","11,600","12,142","12,485","12,943","13,357","13,927","14,419","14,972","15,446","15,914","16,542","17,226","17,866","18,696","19,439","20,482","21,165","22,092","22,791","23,860","25,705","28,116","30,350","32,076","33,876","35,431","37,528","39,074","40,452","41,910","43,064","44,289","45,869",0
Comprehensive Income,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"-2,928","-3,099","-3,054","-2,924","-3,027",0
Shareholders' Equity,"20,431","20,659","20,511","20,548","19,915","20,680","20,850","21,350","20,924","21,264","21,659","21,540","21,795","22,392","24,702","25,413","26,123","26,445","26,890","27,586","27,693","28,729","29,355","29,675","28,559","29,875","31,824","34,507","35,058","36,854","38,710","40,793","40,956","42,293","43,549","43,978","42,257","43,752","45,328","46,724"
Total Liabilities and Equity,"46,134","44,313","42,691","42,852","41,857","41,774","41,147","40,999","42,953","42,253","48,011","45,908","46,214","46,514","55,985","56,589","56,580","55,403","55,078","56,181","55,596","57,970","56,729","58,189","58,688","61,593","64,061","69,052","65,931","67,698","73,600","95,123","92,747","90,579","90,536","97,154","94,658","94,105","97,057","98,726"
Net Cash / Debt,"-15,839.9","-14,971.2","-13,933.5","-13,220.5","-13,983.8","-13,253.1","-12,808.5","-12,074.6","-14,209.2","-13,484.7","-16,942.5","-15,841.9","-16,357.5","-16,185.1","-21,251.6","-19,673","-19,986","-18,483","-17,676","-16,887","-17,042","-16,752","-15,780","-15,353","-16,988","-15,495","-13,553","-11,410","-13,062","-11,754","-9,680","-30,393","-30,503","-28,372","-26,241","-25,964","-31,775","-30,875","-29,133","-26,840"
Net Cash Per Share,-39.76,-37.14,-34.51,-32.94,-34.84,-33.01,-31.86,-30.01,-35.64,-33.99,-42.63,-39.90,-41.51,-41.15,-53.18,-48.58,-49.23,-45.89,-43.91,-41.70,-42.29,-41.83,-39.06,-38.19,-42.47,-38.93,-33.97,-28.52,-32.90,-29.68,-24.38,-76.36,-77.22,-72.01,-66.43,-66.07,-81.89,-79.57,-75.09,-69.18
Working Capital,"3,576","1,915",-291.2,-502.2,"1,190",-680.5,136.2,290.8,"1,551",216.2,802.8,"2,945","2,173","1,945","2,377","1,813","2,439","2,515","3,494","4,370","4,417","4,041","3,714","4,670","5,661","7,238","9,762","12,006","11,653","10,690","12,335","16,971","6,726","6,706","7,103","8,181","8,251","4,325","5,883","8,934"
Book Value Per Share,51.95,51.72,51.29,51.65,50.06,51.91,52.26,53.44,52.87,53.98,54.87,54.59,55.74,57.41,62.35,63.37,64.98,65.65,66.79,68.62,69.23,71.74,73.20,74.37,71.94,75.63,80.36,86.92,88.98,93.78,98.25,103.54,104.48,107.89,111.09,112.48,109.47,113.35,117.43,120.73
