,2014-03-29,2014-06-28,2014-09-27,2014-12-31,2015-03-28,2015-06-27,2015-09-26,2015-12-31,2016-04-02,2016-07-02,2016-10-01,2016-12-31,2017-04-01,2017-07-01,2017-09-30,2017-12-31,2018-03-31,2018-06-30,2018-09-29,2018-12-31,2019-03-30,2019-06-29,2019-09-28,2019-12-31,2020-03-28,2020-06-27,2020-09-26,2020-12-31,2021-04-03,2021-07-03,2021-10-02,2021-12-31,2022-04-02,2022-07-02,2022-10-01,2022-12-31,2023-04-01,2023-07-01,2023-09-30,2023-12-31
Cash & Equivalents,"1,497",584.9,534.3,"1,344",864.6,768.4,503.4,452.1,826.8,663.1,"1,970",786,713.3,611,741.1,"1,335",950,937,"1,098","2,103","1,106","2,288","1,273","2,399","2,981","5,818","7,540","10,325","5,583","7,023","12,027","4,477","2,752","1,888","2,919","8,524","3,482","3,133","6,151","8,077"
Short-Term Investments,25.5,21,9.3,0,8.4,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Cash & Cash Equivalents,"1,523",605.9,543.6,"1,344",873,807.5,503.4,452.1,826.8,663.1,"1,970",786,713.3,611,741.1,"1,335",950,937,"1,098","2,103","1,106","2,288","1,273","2,399","2,981","5,818","7,540","10,325","5,583","7,023","12,027","4,477","2,752","1,888","2,919","8,524","3,482","3,133","6,151","8,077"
Cash Growth,51.02%,-57.45%,-70.78%,-76.96%,-42.67%,33.27%,-7.40%,-66.35%,-5.29%,-17.88%,291.34%,73.86%,-13.73%,-7.86%,-62.38%,69.85%,33.18%,53.36%,48.16%,57.53%,16.42%,144.18%,15.94%,14.08%,169.53%,154.28%,492.30%,330.39%,87.29%,20.71%,59.51%,-56.64%,-50.71%,-73.12%,-75.73%,90.40%,26.53%,65.94%,110.72%,-5.24%
Receivables,"2,696","2,660","2,507","2,474","2,538","2,631","2,544","2,545","2,668","2,709","2,895","3,049","3,097","3,258","3,657","3,879","3,990","4,382","4,314","4,595","4,700","4,775","4,993","4,952","5,166","5,164","5,883","6,472","6,337","6,280","6,365","8,945","8,953","8,892","8,919","9,427","9,297","9,486","9,835","8,221"
Inventory,"2,061","1,934","1,914","1,860","1,899","1,962","1,987","1,992","2,155","2,086","2,391","2,213","2,327","2,422","3,126","2,971","2,891","2,866","2,982","3,005","3,124","3,209","3,308","3,370","3,454","3,648","3,829","4,029","4,342","4,625","4,906","5,051","5,483","5,668","5,722","5,634","5,664","5,655","5,404","5,088"
Other Current Assets,"1,027",744.6,755.5,863.2,870.7,872.9,991.4,752.5,889,872.5,948.4,973,"1,111","1,161","1,320","1,236","1,757","1,289","1,172",922,"1,009",951,940,"1,172","1,137","1,145",982,"1,131","1,423","1,332","1,426","1,640","1,588","1,652","1,739","1,644","1,766","1,721","1,702","3,203"
Total Current Assets,"7,306","5,944","5,720","6,540","6,181","6,237","6,026","5,741","6,539","6,331","8,204","7,021","7,248","7,453","8,844","9,421","9,588","9,474","9,566","10,625","9,939","11,223","10,514","11,893","12,738","15,775","18,234","21,957","17,685","19,260","24,724","20,113","18,776","18,100","19,299","25,229","20,209","19,995","23,092","24,589"
"Property, Plant & Equipment","2,489","2,472","2,406","2,427","2,384","2,407","2,392","2,449","2,483","2,452","2,599","2,578","2,563","2,600","3,932","4,047","4,059","3,952","3,978","4,165","4,792","5,027","5,065","5,448","4,736","4,887","5,180","6,687","6,133","6,560","7,049","9,864","8,448","8,529","8,628","10,873","9,354","9,292","9,167","9,448"
Long-Term Investments,0,0,0,38.5,0,0,18.9,39.2,0,30.7,13,37,0,0,0,32,0,6,8,64,66,36,107,67,65,64,39,53,2,0,10,63,49,98,145,154,50,6,87,0
Goodwill,"19,530","19,439","19,047","18,843","18,733","18,807","18,746","18,828","19,633","19,547","21,580","21,328","21,560","21,846","25,129","25,290","25,362","25,120","25,142","25,347","25,236","25,757","25,624","25,714","25,614","25,700","25,782","26,041","26,823","26,904","26,909","41,924","41,721","41,066","40,488","41,196","43,140","43,273","43,583","44,020"
Intangible Assets,"15,976","15,622","14,698","14,110","13,623","13,384","13,015","12,758","13,238","12,842","14,522","13,969","13,822","13,576","17,030","16,684","16,393","15,680","15,219","14,978","14,489","14,863","14,311","14,014","13,543","13,170","12,870","12,685","12,831","12,390","11,927","20,146","19,378","18,578","17,813","17,478","17,972","17,437","17,091","16,670"
Other Long-Term Assets,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"3,999"
Total Long-Term Assets,"37,995","37,533","36,151","35,418","34,740","34,598","34,173","34,074","35,353","34,871","38,715","37,912","37,945","38,021","46,090","46,053","45,814","44,758","44,347","44,554","44,583","45,683","45,107","45,243","43,958","43,821","43,871","45,466","45,789","45,854","45,895","71,997","69,596","68,271","67,074","69,701","70,516","70,008","69,928","74,137"
Total Assets,"46,134","44,313","42,691","42,852","41,857","41,774","41,147","40,834","42,953","42,253","48,011","45,908","46,214","46,514","55,985","56,669","56,580","55,403","55,078","56,232","55,596","57,970","56,729","58,381","58,688","61,593","64,061","69,052","65,931","67,698","73,600","95,123","92,747","90,579","90,536","97,154","94,658","94,105","97,057","98,726"
Accounts Payable,828.8,849.9,818.1,820.7,827.6,819,783.3,822.2,853,846.5,941.7,926,"1,031",982.2,"1,124","1,428","1,354","1,359","1,344","1,615","1,462","1,391","1,659","1,920","1,599","1,385","1,703","2,175","2,146","2,098","2,301","2,867","2,667","2,586","2,471","3,381","2,798","2,423","2,508",0
Deferred Revenue,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"2,567","2,601","2,662","2,590","2,547",0
