,2014-03-28,2014-06-27,2014-09-26,2014-12-26,2015-03-27,2015-06-26,2015-09-25,2015-12-25,2016-03-25,2016-06-24,2016-09-30,2016-12-30,2017-03-31,2017-06-30,2017-09-29,2017-12-29,2018-03-30,2018-06-29,2018-09-28,2018-12-28,2019-03-29,2019-06-28,2019-09-27,2019-12-27,2020-03-27,2020-06-26,2020-09-25,2020-12-25,2021-03-26,2021-06-25,2021-09-24,2021-12-24,2022-03-25,2022-06-24,2022-09-30,2022-12-30,2023-03-31,2023-06-30,2023-09-29,2023-12-29
Long-Term Debt,"2,370","2,375","3,281","3,286","3,390","3,395","3,386","3,370","3,732","3,734","3,739","2,976","3,073","3,113","3,634","3,317","3,335","3,294","3,037","3,382","3,370","3,434","3,395","3,412","3,752","3,395","3,452","3,516","3,602","3,629","3,589","3,519","3,441","3,380","3,292","3,398","3,916","3,915","3,529","3,585"
Other Long-Term Liabilities,"3,772","3,788","3,865","3,821","3,717","3,870","4,043","4,010","3,606","2,190","2,318","2,289","2,295","2,394","2,171","2,228","2,268","2,181","2,108","2,099","2,031","1,998","2,189","2,603","2,485","2,574","2,605","2,688","2,543","2,605","2,469","2,488","2,415","2,373","1,961","2,067","2,055","2,072","2,065","2,226"
Total Long-Term Liabilities,"6,142","6,163","7,146","7,107","7,107","7,265","7,429","7,380","7,338","5,924","6,057","5,265","5,368","5,507","5,805","5,545","5,603","5,475","5,145","5,481","5,401","5,432","5,584","6,015","6,237","5,969","6,057","6,204","6,145","6,234","6,058","6,007","5,856","5,753","5,253","5,465","5,971","5,987","5,594","5,811"
Total Liabilities,"10,229","10,023","11,139","10,983","11,248","11,306","11,004","10,646","10,435","9,235","9,123","8,778","9,303","9,379","9,652","9,180","9,767","9,521","9,555","8,952","9,268","9,126","9,124","9,419","10,196","9,696","9,747","10,287","11,184","10,896","10,714","10,281","10,902","10,811","9,885","9,885","10,364","10,245","10,057","9,822"
Total Debt,"2,995","3,000","3,858","4,223","4,126","4,026","3,884","3,870","3,884","4,036","4,070","4,028","3,952","3,991","4,344","4,005","4,010","4,008","4,000","3,967","3,982","4,036","3,965","3,973","4,355","4,086","4,146","4,201","4,521","4,134","4,092","4,003","4,051","4,202","4,206","4,218","4,202","4,206","4,211","4,198"
Debt Growth,-1.16%,-0.60%,28.00%,40.86%,37.76%,34.20%,0.67%,-8.36%,-5.87%,0.25%,4.79%,4.08%,1.75%,-1.11%,6.73%,-0.57%,1.47%,0.43%,-7.92%,-0.95%,-0.70%,0.70%,-0.88%,0.15%,9.37%,1.24%,4.56%,5.74%,3.81%,1.17%,-1.30%,-4.71%,-10.40%,1.64%,2.79%,5.37%,3.73%,0.10%,0.12%,-0.47%
Common Stock,"4,888","4,895","4,771","4,662","4,081","3,869","3,285","2,014",449,395,345,279,-324,-100,-264,-332,-428,-641,-977,"-1,393","-1,556","-1,070","-1,183","-1,235","-1,485",-580,-520,-506,-626,-630,-907,"-1,126","-1,621","-1,224","-1,535","-1,708",-791,-943,"-1,238","-1,553"
Retained Earnings,"3,187","3,590","4,253","4,725","5,324","5,633","6,673","7,026","7,406","8,245","8,682","9,256","9,661","9,747","10,175","10,047","9,957","10,432","12,114","11,886","11,710","11,893","12,256","12,206","11,122","10,125","10,348","10,672","10,541","10,892","11,709","12,285","12,160","12,084","12,832","13,200","11,824","12,372","12,947","14,678"
Comprehensive Income,318,357,-17,-223,-416,-373,-373,-463,-449,-375,-542,-698,-584,-506,-160,-84,-49,-299,-306,-257,-160,-201,-503,-414,-571,-509,-445,-305,-246,-216,-168,-139,-97,-426,-495,-128,-13,-80,-158,11
Shareholders' Equity,"8,393","8,842","9,007","9,164","8,989","9,129","9,585","8,577","7,406","8,265","8,485","8,837","8,753","9,141","9,751","9,631","9,480","9,492","10,831","10,236","9,994","10,622","10,570","10,557","9,066","9,036","9,383","9,861","9,669","10,046","10,634","11,020","10,442","10,434","10,802","11,364","11,020","11,349","11,551","13,136"
Net Cash / Debt,"-1,566","-1,387","-1,401","-3,355","-3,429","-3,325",-555,"-1,647","-2,734","-3,342","-3,423","-3,363","-3,179","-3,236","-3,126","-3,301","-3,451","-3,238","-3,152","-3,462","-3,417","-3,490","-3,038","-3,231","-3,559","-3,612","-3,201","-3,103","-2,773","-2,718","-2,889","-3,021","-3,302","-3,382","-3,118","-3,425","-3,297","-3,075","-2,550","-3,028"
Net Cash Per Share,-3.76,-3.33,-3.36,-8.12,-8.30,-8.07,-1.37,-4.22,-7.43,-9.26,-9.59,-9.37,-8.86,-9.04,-8.81,-9.38,-9.75,-9.20,-9.01,-10.06,-10.05,-10.29,-9.01,-9.59,-10.66,-10.95,-9.73,-9.32,-8.30,-8.16,-8.68,-9.15,-10.10,-10.44,-9.77,-10.74,-10.37,-9.70,-8.12,-9.67
Working Capital,"2,479","3,013","4,886","2,169","3,471","3,695","4,310","3,239","2,317","1,618","1,709","1,296","1,211","1,482","2,079","2,098","1,796","1,895","1,789","1,907","1,579","1,728","2,014","2,162","1,756","1,592","2,094","2,398","2,383","2,732","2,607","2,970","2,371","2,525","2,636","2,898","3,046","3,391","3,429","3,430"
Book Value Per Share,20.47,21.62,21.97,22.52,22.09,22.48,24.02,22.28,20.35,23.15,23.77,24.82,24.59,25.75,27.47,27.36,27.01,27.20,31.21,29.93,29.57,31.52,31.55,31.51,27.14,27.38,28.52,29.79,29.21,30.44,32.52,33.70,32.13,32.40,33.76,35.85,34.87,36.03,37.02,42.24
