,2014-02-28,2014-05-31,2014-08-31,2014-11-30,2015-02-28,2015-05-31,2015-08-31,2015-11-30,2016-02-29,2016-05-31,2016-08-31,2016-11-30,2017-02-28,2017-05-31,2017-08-31,2017-11-30,2018-02-28,2018-05-31,2018-08-31,2018-11-30,2019-02-28,2019-05-31,2019-08-31,2019-11-30,2020-02-29,2020-05-31,2020-08-31,2020-11-30,2021-02-28,2021-05-31,2021-08-31,2021-11-30,2022-02-28,2022-05-31,2022-08-31,2022-11-30,2023-02-28,2023-05-31,2023-08-31,2023-11-30
Debt Growth,22.48%,30.30%,35.09%,34.30%,33.33%,74.12%,29.12%,29.22%,24.33%,4.52%,28.55%,29.54%,34.56%,32.05%,-1.42%,11.67%,12.50%,4.68%,9.08%,-4.34%,-7.50%,-7.34%,-6.35%,-10.97%,-7.98%,27.47%,29.99%,36.99%,34.11%,17.67%,16.89%,10.81%,13.15%,-9.95%,10.71%,15.92%,17.09%,19.28%,-2.88%,-2.34%
Common Stock,"20,336","21,077","21,709","22,039","22,694","23,156","23,272","23,426","23,526","24,217","24,588","25,159","25,970","27,065","28,089","28,474","29,048","28,950","27,811","27,430","26,732","26,909","26,450","26,374","26,685","26,486","26,238","26,298","26,261","26,533","25,534","25,591","26,129","26,808","27,224","28,148","28,994","30,215","30,295","30,724"
Retained Earnings,"24,606","25,965","25,838","25,972","26,165","26,503","24,964","23,737","23,390","23,888","23,380","24,375","25,576","27,598","28,586","28,296","20,037","19,111","12,022","5,107","-1,284","-3,496","-6,446","-9,174","-10,771","-12,696","-15,410","-17,095","-16,206","-20,120","-25,679","-34,076","-33,147","-31,336","-31,134","-30,617","-29,721","-27,620","-26,428","-25,431"
Comprehensive Income,-235,-164,-193,-468,-764,-996,"-1,139","-1,239","-1,046",-816,-533,"-1,072",-931,-803,-716,-902,"-1,296","-1,689","-1,766","-1,965","-1,734","-1,628","-1,571","-1,637","-1,679","-1,716","-1,337","-1,286","-1,155","-1,175","-1,396","-1,616","-1,678","-1,692","-1,965","-1,777","-1,694","-1,522","-1,497","-1,427"
Shareholders' Equity,"44,707","46,878","47,354","47,543","48,095","48,663","47,097","45,924","45,870","47,289","47,435","48,462","50,615","53,860","55,959","55,868","47,789","46,372","38,067","30,572","23,714","21,785","18,433","15,563","14,235","12,074","9,491","7,917","8,900","5,238","-1,541","-10,101","-8,696","-6,220","-5,875","-4,246","-2,421","1,073","2,370","3,866"
Net Cash / Debt,"13,032","14,722","19,049","12,277","11,520","12,410","13,880","10,395","10,661","12,270","14,340","3,879","5,385","8,169","13,606","10,911","9,740","6,642","1,965","-8,647","-16,129","-18,340","-18,736","-24,225","-25,817","-28,540","-28,487","-32,189","-33,435","-37,691","-43,408","-55,593","-55,024","-53,957","-80,357","-83,569","-83,042","-80,294","-76,858","-80,099"
Net Cash / Debt Growth,-4.56%,7.29%,27.03%,-4.15%,-11.60%,-15.70%,-27.14%,-15.33%,-7.46%,-1.13%,3.31%,-62.68%,-49.49%,-33.42%,-5.12%,181.28%,80.87%,-18.69%,-85.56%,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Net Cash Per Share,2.85,3.22,4.19,2.73,2.56,2.78,3.15,2.41,2.50,2.90,3.40,0.92,1.28,1.92,3.18,2.55,2.36,1.60,0.49,-2.27,-4.46,-5.25,-5.49,-7.27,-7.89,-9.02,-9.17,-10.57,-11.17,-12.82,-15.17,-20.64,-19.98,-19.66,-29.25,-30.43,-29.91,-28.75,-27.23,-28.43
Working Capital,"31,312","33,739","44,817","40,055","37,502","47,314","46,731","44,864","45,244","47,105","59,309","48,387","50,221","50,337","53,109","63,051","59,764","57,035","47,447","36,623","29,631","27,756","23,509","19,948","17,702","34,940","31,191","24,904","23,494","31,403","24,046","12,197","10,842","12,122","-13,815","-9,545","-4,184","-2,086","-3,191","-5,118"
Book Value Per Share,9.94,10.48,10.64,10.76,10.96,11.16,10.91,10.83,10.97,11.41,11.52,11.81,12.32,13.04,13.46,13.43,11.59,11.46,9.75,8.22,6.72,6.43,5.56,4.80,4.46,3.91,3.12,2.66,3.06,1.84,-0.56,-3.75,-3.26,-2.33,-2.19,-1.58,-0.90,0.40,0.87,1.41
