,2014-02-28,2014-05-31,2014-08-31,2014-11-30,2015-02-28,2015-05-31,2015-08-31,2015-11-30,2016-02-29,2016-05-31,2016-08-31,2016-11-30,2017-02-28,2017-05-31,2017-08-31,2017-11-30,2018-02-28,2018-05-31,2018-08-31,2018-11-30,2019-02-28,2019-05-31,2019-08-31,2019-11-30,2020-02-29,2020-05-31,2020-08-31,2020-11-30,2021-02-28,2021-05-31,2021-08-31,2021-11-30,2022-02-28,2022-05-31,2022-08-31,2022-11-30,2023-02-28,2023-05-31,2023-08-31,2023-11-30
Cash & Equivalents,"16,832","17,769","24,179","16,153","13,701","21,716","16,739","17,411","15,583","20,152","28,614","18,592","19,748","21,784","21,321","21,310","19,487","21,620","18,455","10,824","14,720","20,514","31,083","24,540","23,829","37,239","27,276","28,001","22,321","30,098","23,059","17,938","22,682","21,383","10,448","6,813","8,219","9,765","11,613","8,244"
Short-Term Investments,"20,393","21,050","27,437","28,580","30,076","32,652","39,191","34,924","35,184","35,973","39,782","39,614","39,604","44,294","45,576","50,270","50,968","45,641","41,639","38,567","25,310","17,313","4,621","2,904","2,029","5,818","15,003","10,592","13,543","16,456","16,251","4,900",707,519,772,537,550,422,470,446
Cash & Cash Equivalents,"37,225","38,819","51,616","44,733","43,777","54,368","55,930","52,335","50,767","56,125","68,396","58,206","59,352","66,078","66,897","71,580","70,455","67,261","60,094","49,391","40,030","37,827","35,704","27,444","25,858","43,057","42,279","38,593","35,864","46,554","39,310","22,838","23,389","21,902","11,220","7,350","8,769","10,187","12,083","8,690"
Cash Growth,11.43%,20.50%,32.00%,20.99%,17.60%,40.06%,8.36%,16.99%,15.97%,3.23%,22.29%,11.22%,16.91%,17.73%,-2.19%,22.98%,18.71%,1.79%,-10.17%,-31.00%,-43.18%,-43.76%,-40.59%,-44.44%,-35.40%,13.83%,18.42%,40.62%,38.70%,8.12%,-7.02%,-40.82%,-34.78%,-52.95%,-71.46%,-67.82%,-62.51%,-53.49%,7.69%,18.23%
Receivables,"4,071","6,087","3,551","4,326","4,178","5,618","3,475","3,956","3,844","5,385","3,407","3,690","3,721","5,300","3,591","3,798","3,902","5,136","3,729","3,975","3,993","5,134","3,820","4,050","4,162","5,551","4,576","4,423","4,637","5,409","4,482","4,462","4,588","5,953","5,937","6,197","6,213","6,915","6,519","6,804"
Inventory,227,189,179,208,285,314,251,238,212,212,286,327,391,0,312,436,496,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Other Current Assets,"2,881","3,033","2,848","2,773","3,054","2,220","2,466","2,089","2,246","2,591","2,362","2,511","2,547","3,137","2,535","2,731","2,879","3,762","3,186","3,572","3,594","3,425","2,860","3,046","3,422","3,532","3,084","3,235","3,243","3,604","3,325","3,778","3,698","3,778","3,847","4,014","3,714","3,902","3,564","3,795"
Total Current Assets,"44,404","48,128","58,194","52,040","51,294","62,520","62,122","58,618","57,069","64,313","74,451","64,734","66,011","74,515","73,335","78,545","77,732","76,159","67,009","56,938","47,617","46,386","42,384","34,540","33,442","52,140","49,939","46,251","43,744","55,567","47,117","31,078","31,675","31,633","21,004","17,561","18,696","21,004","22,166","19,289"
"Property, Plant & Equipment","3,052","3,061","3,086","3,169","3,335","3,686","3,896","3,855","4,011","4,000","4,108","4,882","5,070","5,315","5,586","5,868","5,904","5,897","5,918","6,003","6,197","6,252","6,264","6,270","6,248","6,244","6,401","6,627","6,816","7,049","7,610","8,029","8,609","9,716","12,280","14,351","16,345","17,069","17,644","18,009"
Goodwill and Intangibles,"35,880","35,789","35,312","40,550","41,170","40,493","40,088","39,770","39,533","39,533","40,441","50,051","50,292","50,724","50,206","49,758","49,365","50,425","49,997","49,881","49,454","49,058","48,594","48,302","47,869","47,507","47,272","46,938","46,708","46,365","46,043","45,723","45,521","45,251","74,128","73,106","72,206","72,098","71,280","70,609"
Other Long-Term Assets,"3,226","3,288","3,134","2,546","3,017","4,204","3,600","4,240","4,281","4,334","4,223","3,933","4,009","4,437","4,470","4,591","5,200","5,370","5,434","5,496","6,170","7,013","8,987","9,331","9,145","9,547","9,934","10,198","20,841","22,126","22,154","22,067","22,839","22,697","22,897","23,451","24,373","24,213","25,572","26,417"
Total Long-Term Assets,"42,158","42,138","41,532","46,265","47,522","48,383","47,584","47,865","47,825","47,867","48,772","58,866","59,371","60,476","60,262","60,217","60,469","61,692","61,349","61,380","61,821","62,323","63,845","63,903","63,262","63,298","63,607","63,763","74,365","75,540","75,807","75,819","76,969","77,664","109,305","110,908","112,924","113,380","114,496","115,035"
Total Assets,"86,562","90,266","99,726","98,305","98,816","110,903","109,706","106,483","104,894","112,180","123,223","123,600","125,382","134,991","133,597","138,762","138,201","137,851","128,358","118,318","109,438","108,709","106,229","98,443","96,704","115,438","113,546","110,014","118,109","131,107","122,924","106,897","108,644","109,297","130,309","128,469","131,620","134,384","136,662","134,324"
Accounts Payable,396,471,423,490,626,806,422,415,410,504,551,615,481,599,593,554,603,529,527,587,603,580,486,534,533,637,534,724,812,745,749,"1,034","1,124","1,317","1,461","1,647","1,610","1,204","1,034","1,107"
Deferred Revenue,"6,473","7,269","8,939","6,816","6,443","7,245","9,078","6,998","6,912","7,655","9,462","7,411","7,388","8,233","10,269","8,076","8,003","8,341","10,349","8,246","8,007","8,374","10,089","8,087","7,814","8,002","9,875","8,062","8,088","8,775","10,011","7,937","7,871","8,357","10,473","8,705","8,598","8,970","11,120","8,878"
Current Debt,"1,516","1,508",0,0,"1,999","1,999","2,000","2,000",0,"3,750",999,"3,838","3,498","9,797","4,998","2,499","4,491","4,491","3,743","6,477","4,487","4,494","3,748",999,"2,355","2,371","2,997","7,251","5,758","8,250","6,748","4,998","6,248","3,749","16,097","9,746","5,415","4,061","4,499","6,321"
Other Current Liabilities,"4,707","5,141","4,015","4,679","4,724","5,156","3,891","4,341","4,503","5,299","4,130","4,483","4,423","5,549","4,366","4,365","4,871","5,763","4,943","5,005","4,889","5,182","4,552","4,972","5,038","6,190","5,342","5,310","5,592","6,394","5,563","4,912","5,590","6,088","6,788","7,008","7,257","8,855","8,704","8,101"
Total Current Liabilities,"13,092","14,389","13,377","11,985","13,792","15,206","15,391","13,754","11,825","17,208","15,142","16,347","15,790","24,178","20,226","15,494","17,968","19,124","19,562","20,315","17,986","18,630","18,875","14,592","15,740","17,200","18,748","21,347","20,250","24,164","23,071","18,881","20,833","19,511","34,819","27,106","22,880","23,090","25,357","24,407"
Long-Term Debt,"22,677","22,589","32,567","32,456","30,258","39,959","40,050","39,940","40,106","40,105","53,057","50,489","50,469","48,112","48,293","58,170","56,224","56,128","54,386","51,561","51,672","51,673","50,692","50,670","49,320","69,226","67,769","63,531","63,541","75,995","75,970","73,433","72,165","72,110","75,480","81,173","86,396","86,420","84,442","82,468"
Other Long-Term Liabilities,"5,558","5,841","5,851","5,902","6,234","6,640","6,727","6,457","6,627","7,077","7,192","7,919","8,100","8,455","8,712","8,798","15,737","15,726","15,846","15,387","15,542","16,043","17,643","16,996","16,763","16,295","16,889","16,520","24,681","24,996","25,013","24,241","23,857","23,444","25,459","23,966","24,256","23,318","24,022","23,071"
Total Long-Term Liabilities,"28,235","28,430","38,418","38,358","36,492","46,599","46,777","46,397","46,733","47,182","60,249","58,408","58,569","56,567","57,005","66,968","71,961","71,854","70,232","66,948","67,214","67,716","68,335","67,666","66,083","85,521","84,658","80,051","88,222","100,991","100,983","97,674","96,022","95,554","100,939","105,139","110,652","109,738","108,464","105,539"
Total Liabilities,"41,327","42,819","51,795","50,343","50,284","61,805","62,168","60,151","58,558","64,390","75,391","74,755","74,359","80,745","77,231","82,462","89,929","90,978","89,794","87,263","85,200","86,346","87,210","82,258","81,823","102,721","103,406","101,398","108,472","125,155","124,054","116,555","116,855","115,065","135,758","132,245","133,532","132,828","133,821","129,946"
Total Debt,"24,193","24,097","32,567","32,456","32,257","41,958","42,050","41,940","40,106","43,855","54,056","54,327","53,967","57,909","53,291","60,669","60,715","60,619","58,129","58,038","56,159","56,167","54,440","51,669","51,675","71,597","70,766","70,782","69,299","84,245","82,718","78,431","78,413","75,859","91,577","90,919","91,811","90,481","88,941","88,789"
