,2014-03-28,2014-06-27,2014-09-26,2014-12-31,2015-04-03,2015-07-03,2015-10-02,2015-12-31,2016-04-01,2016-07-01,2016-09-30,2016-12-31,2017-03-31,2017-06-30,2017-09-29,2017-12-31,2018-03-30,2018-06-29,2018-09-28,2018-12-31,2019-03-29,2019-06-28,2019-09-27,2019-12-31,2020-03-27,2020-06-26,2020-09-25,2020-12-31,2021-04-02,2021-07-02,2021-10-01,2021-12-31,2022-04-01,2022-07-01,2022-09-30,2022-12-31,2023-03-31,2023-06-30,2023-09-29,2023-12-31
Cash & Equivalents,"9,131","11,618","11,084","8,958","8,211","8,805","9,983","7,309","8,748","9,647","11,147","8,555","12,120","11,718","12,528","6,006","8,291","7,975","9,065","9,077","5,645","6,731","7,531","6,480","13,561","10,037","11,385","6,795","8,484","9,188","11,301","9,684","7,681","8,976","10,127","9,519","12,004","12,564","11,883","9,366"
Short-Term Investments,"10,302","9,991","12,630","12,717","11,838","12,142","12,791","12,591","13,463","14,428","14,422","13,646","13,085","15,506","14,829","14,669","13,082","11,379","9,782","7,038","6,303","6,630","5,457","4,695","4,105","9,779","9,743","4,119","4,105","3,854","3,568","2,941","2,675","2,643","3,093","2,112","2,291","3,130","3,552","2,997"
Cash & Cash Equivalents,"19,433","21,609","23,714","21,675","20,049","20,947","22,774","19,900","22,211","24,075","25,569","22,201","25,205","27,224","27,357","20,675","21,373","19,354","18,847","16,115","11,948","13,361","12,988","11,175","17,666","19,816","21,128","10,914","12,589","13,042","14,869","12,625","10,356","11,619","13,220","11,631","14,295","15,694","15,435","12,363"
Cash Growth,5.45%,12.47%,15.91%,6.94%,3.17%,-3.06%,-3.96%,-8.19%,10.78%,14.93%,12.27%,11.56%,13.48%,13.08%,6.99%,-6.87%,-15.20%,-28.91%,-31.11%,-22.06%,-44.10%,-30.97%,-31.09%,-30.65%,47.86%,48.31%,62.67%,-2.34%,-28.74%,-34.18%,-29.62%,15.68%,-17.74%,-10.91%,-11.09%,-7.87%,38.04%,35.07%,16.75%,6.29%
Receivables,"5,233","5,870","5,081","4,466","4,461","4,976","4,028","3,941","4,147","4,768","4,082","3,856","3,702","4,024","3,664","3,667","3,904","4,565","3,702","3,685","3,852","4,888","4,353","3,971","4,430","3,849","3,827","3,144","3,762","4,036","3,889","3,512","4,641","4,494","3,994","3,487","4,599","3,970","3,495","3,410"
Inventory,"3,357","3,536","3,277","3,100","3,219","3,224","2,910","2,902","3,052","3,005","2,751","2,675","2,885","2,790","2,608","2,655","2,937","2,881","2,627","3,071","3,178","3,453","3,266","3,379","3,558","3,501","3,264","3,266","3,356","3,281","3,182","3,414","3,741","3,621","3,708","4,233","4,727","4,646","4,252","4,424"
Other Current Assets,"3,029","2,856","3,380","3,745","4,390","3,656","6,882","6,652","7,100","4,025","5,554","5,278","8,459","4,923","4,775","9,548","9,828","9,224","8,237","2,059","9,562","2,658","2,510","1,886","2,580","2,205","2,191","1,916","2,225","2,122","2,300","2,994","3,418","3,407","3,217","3,240","3,259","3,281","4,685","6,535"
Total Current Assets,"31,052","33,871","35,452","32,986","32,119","32,803","36,594","33,395","36,510","35,873","37,956","34,010","40,251","38,961","38,404","36,545","38,042","36,024","33,413","24,930","28,540","24,360","23,117","20,411","28,234","29,371","30,410","19,240","21,932","22,481","24,240","22,545","22,156","23,141","24,139","22,591","26,880","27,591","27,867","26,732"
"Property, Plant & Equipment","14,860","14,918","14,738","14,633","14,346","14,365","12,615","12,571","12,613","12,663","11,172","10,635","9,746","8,672","8,306","8,203","7,977","7,688","7,404","9,598","8,866","10,254","10,217","10,838","10,993","10,695","10,667","10,777","10,673","10,547","10,058","9,920","9,784","9,462","9,243","9,841","9,848","9,706","8,860","9,236"
Long-Term Investments,"13,127","14,458","14,319","13,625","13,895","15,773","14,934","15,788","13,796","17,499","18,027","17,249","17,983","22,003","22,761","21,952","22,517","21,619","21,950","20,279","20,198","20,312","19,567","19,879","18,672","18,935","19,587","20,085","19,772","19,416","19,181","18,416","18,986","18,375","18,305","18,765","19,081","19,420","19,360","19,671"
