,2014-03-28,2014-06-27,2014-09-26,2014-12-26,2015-03-27,2015-06-26,2015-09-25,2015-12-25,2016-03-25,2016-06-24,2016-09-23,2016-12-30,2017-03-31,2017-06-30,2017-09-30,2017-12-31,2018-03-31,2018-06-30,2018-09-30,2018-12-31,2019-03-31,2019-06-30,2019-09-30,2019-12-31,2020-03-31,2020-06-30,2020-09-30,2020-12-31,2021-03-31,2021-06-30,2021-09-30,2021-12-31,2022-03-31,2022-06-30,2022-09-30,2022-12-31,2023-03-31,2023-06-30,2023-09-30,2023-12-31
Cash & Equivalents,475,573,479,669,561,438,541,628,731,566,603,603,930,620,591,401,"1,980","1,320",663,858,"1,188",853,"1,521",958,"1,995","2,391","2,898","3,129","2,955","2,986","2,179","2,239","1,936",724,"2,311","1,958","1,291",956,"1,360","1,353"
Short-Term Investments,248,216,575,292,257,680,425,810,375,262,152,417,287,477,113,18,10,83,615,253,822,878,"1,037",996,487,203,1,2,2,4,0,77,96,88,88,129,178,78,79,83
Cash & Cash Equivalents,723,789,"1,054",961,818,"1,118",966,"1,438","1,106",828,755,"1,020","1,217","1,097",704,419,"1,990","1,403","1,278","1,111","2,010","1,731","2,558","1,954","2,482","2,594","2,899","3,131","2,957","2,990","2,179","2,316","2,032",812,"2,399","2,087","1,469","1,034","1,439","1,436"
Cash Growth,-32.56%,-22.42%,46.59%,-10.94%,13.14%,41.70%,-8.35%,49.64%,35.21%,-25.94%,-21.84%,-29.07%,10.04%,32.49%,-6.75%,-58.92%,63.52%,27.89%,81.53%,165.16%,1.01%,23.38%,100.16%,75.88%,23.48%,49.86%,13.33%,60.24%,19.14%,15.27%,-24.84%,-26.03%,-31.28%,-72.84%,10.10%,-9.89%,-27.71%,27.34%,-40.02%,-31.19%
Receivables,"1,073","1,062","1,123","1,129","1,103","1,022","1,003",982,917,912,925,938,943,"1,015",981,970,"1,045","1,036","1,090","1,010","1,106","1,111","1,101",986,"1,008",860,980,912,957,"1,192","1,326","1,148","1,277","1,489","1,467","1,313","1,377","1,327","1,399","1,393"
Inventory,259,275,276,273,291,295,309,350,370,399,397,407,415,428,392,372,369,326,283,263,241,222,235,261,257,246,253,302,298,289,303,339,351,379,365,341,394,427,427,446
Other Current Assets,234,246,223,209,245,234,224,70,215,89,86,122,85,90,95,154,138,116,133,181,122,122,66,77,74,91,96,96,93,102,89,70,97,104,79,108,115,123,94,109
Total Current Assets,"2,289","2,372","2,676","2,572","2,457","2,669","2,502","2,840","2,608","2,228","2,163","2,487","2,660","2,630","2,172","1,915","3,542","2,881","2,784","2,565","3,479","3,186","3,960","3,278","3,821","3,791","4,228","4,441","4,305","4,573","3,897","3,873","3,757","2,784","4,310","3,849","3,355","2,911","3,359","3,384"
"Property, Plant & Equipment","27,494","27,685","27,994","28,584","28,872","29,250","29,637","30,174","30,293","30,607","30,782","31,150","31,259","31,427","31,579","31,764","31,748","31,847","31,871","31,998","32,538","32,569","32,617","32,700","32,711","32,773","32,881","32,916","32,870","32,948","33,322","33,516","33,480","34,133","34,462","34,747","34,782","34,972","35,152","35,433"
Long-Term Investments,"1,314","1,331","1,345","1,356","1,353","1,366","1,376","1,394","1,402","1,413","1,433","1,459","1,469","1,487","1,506","1,686","1,714","1,741","1,764","1,779","1,793","1,822","1,849","1,879","1,901","1,921","1,949","1,985","2,007","2,033","2,059","2,099","2,143","2,252","2,289","2,292","2,313","2,338","2,364","2,397"
Goodwill and Intangibles,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,63,0,0,451,451,453,557,537,502,500,511,509,506
Other Long-Term Assets,583,587,608,541,479,492,500,337,307,302,303,318,324,317,316,374,435,455,442,387,344,347,369,400,401,419,385,388,510,461,400,592,619,640,644,522,528,485,466,688
Total Long-Term Assets,"29,391","29,603","29,947","30,481","30,704","31,108","31,513","31,905","32,002","32,322","32,518","32,927","33,052","33,231","33,401","33,824","33,897","34,043","34,077","34,164","34,675","34,738","34,835","34,979","35,013","35,113","35,215","35,352","35,387","35,442","36,232","36,658","36,695","37,582","37,932","38,063","38,123","38,306","38,491","39,024"
Total Assets,"31,680","31,975","32,623","33,053","33,161","33,777","34,015","34,745","34,610","34,550","34,681","35,414","35,712","35,861","35,573","35,739","37,439","36,924","36,861","36,729","38,154","37,924","38,795","38,257","38,834","38,904","39,443","39,793","39,692","40,015","40,129","40,531","40,452","40,366","42,242","41,912","41,478","41,217","41,850","42,408"
Accounts Payable,975,900,986,845,858,772,842,764,815,766,859,806,898,810,905,847,905,852,982,949,"1,019",989,"1,101","1,043","1,058",960,"1,042",809,859,879,972,963,"1,050","1,055","1,152","1,130","1,203","1,120","1,201","1,237"
Current Debt,325,899,230,228,228,18,18,20,20,632,631,331,331,19,19,19,19,19,18,18,18,245,745,245,255,378,371,401,41,122,211,181,317,236,155,151,11,10,559,558
Other Current Liabilities,912,998,"1,015","1,034",952,988,"1,062","1,168",857,884,773,903,"1,048",843,"1,151","1,028",967,861,944,948,889,819,959,863,898,"1,009",881,809,900,950,"1,085","1,089","1,208","1,102","1,201","1,190","1,107",925,"1,174","1,429"
Total Current Liabilities,"2,212","2,797","2,231","2,107","2,038","1,778","1,922","1,952","1,692","2,282","2,263","2,040","2,277","1,672","2,075","1,894","1,891","1,732","1,944","1,915","1,926","2,053","2,805","2,151","2,211","2,347","2,294","2,019","1,800","1,951","2,268","2,233","2,575","2,393","2,508","2,471","2,321","2,055","2,934","3,224"
Long-Term Debt,"9,021","8,410","9,387","9,514","9,513","10,107","10,088","10,515","10,516","9,905","9,888","10,962","10,963","11,806","11,788","11,790","13,768","13,769","13,754","14,739","15,748","15,522","15,992","15,993","16,966","16,609","16,596","16,304","16,759","16,679","16,664","16,185","16,495","16,447","18,382","17,896","18,389","18,383","18,390","17,975"
Other Long-Term Liabilities,"9,802","9,864","9,863","10,256","10,272","10,315","10,345","10,610","10,796","10,738","10,860","10,718","10,803","10,782","10,808","7,334","7,389","7,400","7,428","7,495","8,035","8,059","8,119","8,250","7,769","7,785","7,826","8,360","7,973","7,951","8,025","8,613","8,187","8,385","8,469","8,920","8,434","8,505","8,572","9,076"
Total Long-Term Liabilities,"18,823","18,274","19,250","19,770","19,785","20,422","20,433","21,125","21,312","20,643","20,748","21,680","21,766","22,588","22,596","19,124","21,157","21,169","21,182","22,234","23,783","23,581","24,111","24,243","24,735","24,394","24,422","24,664","24,732","24,630","24,689","24,798","24,682","24,832","26,851","26,816","26,823","26,888","26,962","27,051"
Total Liabilities,"21,035","21,071","21,481","21,877","21,823","22,200","22,355","23,077","23,004","22,925","23,011","23,720","24,043","24,260","24,671","21,018","23,048","22,901","23,126","24,149","25,709","25,634","26,916","26,394","26,946","26,741","26,716","26,683","26,532","26,581","26,957","27,031","27,257","27,225","29,359","29,287","29,144","28,943","29,896","30,275"
Total Debt,"9,346","9,309","9,617","9,742","9,741","10,125","10,106","10,535","10,536","10,537","10,519","11,293","11,294","11,825","11,807","11,809","13,787","13,788","13,772","14,757","15,766","15,767","16,737","16,238","17,221","16,987","16,967","16,705","16,800","16,801","16,875","16,366","16,812","16,683","18,537","18,047","18,400","18,393","18,949","18,533"
Debt Growth,-0.76%,-0.70%,6.25%,1.96%,4.23%,8.77%,5.08%,8.14%,8.16%,4.07%,4.09%,7.20%,7.19%,12.22%,12.24%,4.57%,22.07%,16.60%,16.64%,24.96%,14.35%,14.35%,21.53%,10.04%,9.23%,7.74%,1.37%,2.88%,-2.44%,-1.09%,-0.54%,-2.03%,0.07%,-0.70%,9.85%,10.27%,9.45%,10.25%,2.22%,2.69%
Common Stock,"1,090","1,092","1,098","1,108","1,111","1,116","1,110","1,095","1,081","1,075","1,076","1,081","1,106","1,137","1,136","1,123","1,103","1,000",989,"1,084","1,093","1,102","1,111","1,134","1,148","1,139","1,179","2,449","1,214","2,262","2,251","2,278","2,288","2,685","2,666","2,650","2,628","2,634","2,637","2,655"
Retained Earnings,"10,062","10,304","10,527","10,734","10,895","11,117","11,195","11,238","11,183","11,199","11,233","11,253","11,197","11,033","10,327","14,084","13,873","13,604","13,320","12,157","12,011","11,843","11,416","11,404","11,412","11,676","12,166","11,259","12,476","11,723","11,455","11,630","11,284","10,794","10,537","10,363","10,092","10,030","9,689","9,790"
Comprehensive Income,-507,-492,-483,-666,-668,-656,-645,-665,-658,-649,-639,-640,-634,-569,-561,-486,-585,-581,-574,-661,-659,-655,-648,-675,-672,-652,-618,-598,-530,-551,-534,-408,-377,-338,-320,-388,-386,-390,-372,-312
Shareholders' Equity,"10,645","10,904","11,142","11,176","11,338","11,577","11,660","11,668","11,606","11,625","11,670","11,694","11,669","11,601","10,902","14,721","14,391","14,023","13,735","12,580","12,445","12,290","11,879","11,863","11,888","12,163","12,727","13,110","13,160","13,434","13,172","13,500","13,195","13,141","12,883","12,625","12,334","12,274","11,954","12,133"
Net Cash / Debt,"-8,623","-8,520","-8,563","-8,781","-8,923","-9,007","-9,140","-9,097","-9,430","-9,709","-9,764","-10,273","-10,077","-10,728","-11,103","-11,390","-11,797","-12,385","-12,494","-13,646","-13,756","-14,036","-14,179","-14,284","-14,739","-14,393","-14,068","-13,574","-13,843","-13,811","-14,696","-14,050","-14,780","-15,871","-16,138","-15,960","-16,931","-17,359","-17,510","-17,097"
Net Cash Per Share,-2.85,-2.83,-2.86,-2.94,-3.00,-3.04,-3.10,-3.11,-3.26,-3.40,-3.45,-3.67,-3.62,-3.87,-4.08,-4.22,-4.43,-4.76,-4.88,-5.45,-5.61,-5.80,-5.97,-6.12,-6.36,-6.26,-6.12,-5.90,-6.06,-6.07,-6.55,-6.34,-6.74,-7.34,-7.59,-7.67,-8.23,-8.57,-8.76,-8.67
Working Capital,77,-425,445,465,419,891,580,888,916,-54,-100,447,383,958,97,21,"1,651","1,149",840,650,"1,553","1,133","1,155","1,127","1,610","1,444","1,934","2,422","2,505","2,622","1,629","1,640","1,182",391,"1,802","1,378","1,034",856,425,160
Book Value Per Share,3.52,3.62,3.72,3.74,3.81,3.91,3.96,3.99,4.02,4.07,4.13,4.18,4.20,4.20,4.03,5.48,5.42,5.41,5.39,5.05,5.10,5.09,5.01,5.09,5.13,5.29,5.55,5.71,5.77,5.92,5.89,6.11,6.03,6.09,6.07,6.08,6.00,6.08,6.00,6.17
