,2014-03-31,2014-06-30,2014-09-30,2014-12-31,2015-03-31,2015-06-30,2015-09-30,2015-12-31,2016-03-31,2016-06-30,2016-09-30,2016-12-31,2017-03-31,2017-06-30,2017-09-30,2017-12-31,2018-03-31,2018-06-30,2018-09-30,2018-12-31,2019-03-31,2019-06-30,2019-09-30,2019-12-31,2020-03-31,2020-06-30,2020-09-30,2020-12-31,2021-03-31,2021-06-30,2021-09-30,2021-12-31,2022-03-31,2022-06-30,2022-09-30,2022-12-31,2023-03-31,2023-06-30,2023-09-30,2023-12-31
Goodwill,"1,562","1,573","1,557","3,797","3,761","3,767","3,712","3,722","3,564","3,557","4,184","4,172","4,227","4,213","4,645","4,705","4,744","4,556","4,517","4,542","4,549","4,720","4,707","4,833","4,584","4,582","4,614","4,719","4,693","5,058","5,102","5,108","5,181","5,076","5,069","5,201","5,380","5,474","5,554","5,671"
Intangible Assets,860.9,848.64,865.12,"2,452","2,370","2,338","2,271","2,268","2,155","2,112","2,759","2,653","2,634","2,562","2,876","2,725","2,683","2,515","2,439","2,408","2,356","2,417","2,316","2,342","2,170","2,121","2,115","2,116","2,051","2,266","2,369","2,306","2,314","2,220","2,169","2,131","2,198","2,107","2,165","2,086"
Other Long-Term Assets,92.25,89.86,93.94,72.43,68.01,73.48,67.7,70.33,69.65,66.85,63.84,70.53,76.94,86.38,86.2,115.2,141.7,145.53,143.91,147.63,225.36,234.73,239.39,224.78,216.22,211.72,196.76,193.21,185.7,220.45,225.87,213.93,224.5,262.48,314.83,281.73,273.34,275.53,287.71,254.32
Total Long-Term Assets,"2,565","2,730","2,720","6,537","6,395","6,374","6,252","6,218","5,957","5,918","7,231","7,074","7,128","7,056","7,809","7,758","7,785","7,436","7,318","7,326","7,343","7,589","7,474","7,630","7,181","7,163","7,123","7,238","7,142","7,773","7,930","7,917","8,045","7,887","7,900","7,983","8,229","8,255","8,404","8,424"
Total Assets,"4,037","4,253","4,224","8,665","8,505","8,575","8,285","8,151","8,012","8,262","9,936","9,591","10,010","10,102","11,330","11,311","11,692","11,485","11,451","11,182","11,515","11,976","11,914","12,208","11,310","10,627","11,094","11,195","11,427","13,027","13,454","13,366","14,221","14,710","14,486","14,093","14,588","15,179","15,264","15,150"
Accounts Payable,578.51,573.48,612.69,722.71,775.93,815.54,760.41,669.53,796.8,897.06,"1,230","1,151","1,246","1,241","1,506","1,469","1,609","1,533","1,617","1,118","1,519","1,524","1,376","1,209","1,059","1,096","1,297","1,054","1,349","1,578","1,727","1,406","1,957","2,015","1,694","1,569","1,908","1,680","1,895","1,628"
Deferred Revenue,174.68,193.6,180.13,476.5,451.59,456.69,461.96,507.23,471.11,503.11,595.41,530.79,589.39,688.57,731.5,708.35,746.33,852.62,825.37,906.32,768.34,870.22,957.67,"1,008",906.07,887.6,"1,124","1,175","1,119","1,570","1,533","1,789","1,587","1,685","1,600","1,505","1,481","2,013","1,783","2,077"
Current Debt,926.37,"1,021",919.95,"1,425","1,336","1,246","1,002",875.65,742.13,824.16,"1,384","1,337","1,408","1,443","1,603","1,617","1,622","1,916","1,700","2,071","1,807","1,932","1,165","1,747","1,913","1,245","1,334","1,206","1,364","1,346","1,901","1,518","1,927","2,108","2,476","2,314","2,097","2,071","2,346",819.75
Other Current Liabilities,230.54,239.75,215.92,262.92,192.65,203.02,217.26,201.21,227.97,200.87,265.09,257.32,257.39,246.24,332.4,296.55,330.19,300.47,342.6,380.26,467.61,422.74,480.13,459.01,581.83,397.89,440.83,532.81,481.87,485.88,505.02,539.46,620.91,623.56,868.24,655.45,717.63,671.72,713.83,"1,943"
Total Current Liabilities,"1,910","2,028","1,929","2,887","2,756","2,722","2,441","2,254","2,238","2,425","3,475","3,276","3,501","3,619","4,173","4,091","4,308","4,602","4,484","4,475","4,562","4,749","3,979","4,422","4,460","3,627","4,196","3,968","4,314","4,980","5,666","5,252","6,092","6,432","6,638","6,043","6,204","6,436","6,738","6,468"
Long-Term Debt,459.92,450.21,434.82,"2,169","2,140","2,112","2,087","2,061","2,033","2,008","2,552","2,522","2,461","2,395","2,934","2,902","2,868","2,832","2,773","2,748","2,708","2,676","3,307","3,290","3,246","3,202","3,159","3,127","3,082","3,733","3,790","4,460","4,416","4,768","4,745","4,723","4,701","4,678","4,637","4,596"
Other Long-Term Liabilities,300.53,299.65,302.12,855.8,828.57,833.82,794.64,765.54,753.14,745.8,730.2,708.96,706.85,682.56,793,641.34,629.21,612.22,630.8,618.65,713.6,706.64,727.47,783.91,807.6,830.85,801.63,743.93,735.04,824.92,823.15,787.68,808.71,823.11,875.69,785.39,801.97,801.07,829.59,803.57
Total Long-Term Liabilities,760.44,749.86,736.94,"3,025","2,968","2,946","2,881","2,827","2,786","2,754","3,283","3,231","3,167","3,077","3,727","3,543","3,497","3,445","3,404","3,367","3,422","3,383","4,035","4,074","4,054","4,033","3,960","3,871","3,817","4,558","4,613","5,248","5,225","5,591","5,621","5,508","5,503","5,479","5,467","5,400"
Total Liabilities,"2,671","2,778","2,666","5,912","5,725","5,668","5,323","5,081","5,024","5,179","6,757","6,507","6,668","6,696","7,900","7,634","7,804","8,046","7,889","7,842","7,984","8,132","8,014","8,496","8,514","7,660","8,156","7,839","8,131","9,538","10,279","10,500","11,317","12,023","12,259","11,552","11,706","11,915","12,205","11,867"
Total Debt,"1,386","1,471","1,355","3,594","3,476","3,359","3,088","2,937","2,775","2,832","3,936","3,858","3,868","3,838","4,536","4,519","4,489","4,748","4,473","4,819","4,516","4,609","4,473","5,037","5,160","4,448","4,493","4,333","4,446","5,079","5,691","5,978","6,343","6,876","7,221","7,037","6,798","6,749","6,983","5,416"
Debt Growth,38.72%,42.29%,19.47%,141.78%,150.73%,128.26%,127.96%,-18.27%,-20.16%,-15.68%,27.45%,31.36%,39.40%,35.52%,15.25%,17.12%,16.06%,23.71%,-1.40%,6.65%,0.58%,-2.93%,-0.01%,4.52%,14.26%,-3.50%,0.44%,-13.98%,-13.83%,14.19%,26.68%,37.97%,42.67%,35.38%,26.88%,17.72%,7.16%,-1.83%,-3.30%,-23.04%
Common Stock,0.12,0.12,0.12,0.12,0.12,0.12,0.12,0.12,0.12,0.12,0.12,0.12,0.12,0.12,0.12,0.12,0.12,0.12,0.12,0.12,0.12,0.12,0.12,0.12,0.13,0.13,0.13,0.13,0.13,0.13,0.13,0.13,0.13,0.13,0.13,0.13,0.13,0.13,0.13,0.13
Retained Earnings,"1,110","1,199","1,294","1,404","1,498","1,597","1,714","1,766","1,876","1,990","2,123","2,219","2,342","2,473","2,676","2,959","3,181","3,358","3,516","3,818","3,990","4,251","4,477","4,713","4,860","5,018","5,207","5,417","5,601","5,797","6,031","6,256","6,474","6,737","6,985","7,211","7,426","7,665","7,937","8,193"
Comprehensive Income,-31.5,-24.67,-93.15,-156.93,-249.99,-243.14,-332.61,-330.77,-539.61,-559.74,-612.15,-666.4,-572.79,-610.05,-466.37,-551.86,-508.6,-870.69,-944.75,-913.86,-934.19,-928.2,"-1,114.68",-972.47,"-1,592.12","-1,581.98","-1,583.14","-1,363.16","-1,481.02","-1,265.18","-1,436.04","-1,464.62","-1,263.44","-1,413.83","-1,660.45","-1,509.65","-1,434.02","-1,357.26","-1,361.93","-1,289.1"
Shareholders' Equity,"1,366","1,476","1,559","2,753","2,780","2,907","2,963","3,070","2,988","3,083","3,179","3,084","3,342","3,406","3,430","3,677","3,888","3,439","3,562","3,340","3,531","3,843","3,900","3,712","2,796","2,966","2,938","3,355","3,296","3,489","3,175","2,867","2,904","2,688","2,227","2,541","2,882","3,263","3,059","3,282"
Total Liabilities and Equity,"4,037","4,253","4,224","8,665","8,505","8,575","8,285","8,151","8,012","8,262","9,936","9,591","10,010","10,102","11,330","11,311","11,692","11,485","11,451","11,182","11,515","11,976","11,914","12,208","11,310","10,627","11,094","11,195","11,427","13,027","13,454","13,366","14,221","14,710","14,486","14,093","14,588","15,179","15,264","15,150"
Net Cash / Debt,"-1,102.91","-1,173.71","-1,050.66","-3,116.65","-3,096.42","-2,974.41","-2,665.9","-2,489.91","-2,375.72","-2,338.99","-3,530.69","-3,383.22","-3,321.78","-3,273.49","-3,701.73","-3,577.5","-3,509.87","-3,828.34","-3,548.48","-3,784.53","-3,458.1","-3,438.43","-3,413.93","-3,765.29","-4,089.03","-3,681.85","-3,696.25","-3,390.24","-3,487.8","-3,777.57","-4,420.38","-4,457.64","-5,045.11","-5,452.59","-5,903.67","-5,601.73","-5,525.16","-5,495.25","-5,888.78","-4,026.26"
Net Cash Per Share,-12.87,-13.68,-12.20,-34.54,-32.96,-31.63,-28.31,-26.39,-25.00,-24.55,-37.05,-35.52,-35.13,-36.71,-39.80,-38.62,-37.64,-41.30,-38.54,-41.72,-38.75,-38.15,-37.71,-41.64,-46.36,-42.53,-42.84,-39.49,-40.67,-44.29,-52.80,-54.37,-63.63,-69.69,-78.13,-75.45,-74.18,-73.27,-78.93,-54.80
Working Capital,-438.68,-504.93,-424.02,-759.27,-647.01,-520.59,-407.72,-320.46,-183.43,-81.35,-769.82,-759.71,-618.57,-573.67,-651.4,-538.04,-400.61,-552.31,-351.48,-619.23,-390.04,-362.85,461.07,155.5,-331.06,-162.9,-224.79,-11.99,-28.61,273.73,-141.98,197.7,84.32,391.57,-52.1,66.62,155.43,487.68,122.04,258.51
Book Value Per Share,16.51,17.78,18.64,31.33,30.30,31.63,32.16,33.25,32.29,33.27,34.31,33.31,36.28,38.19,37.80,41.00,43.31,38.57,40.27,38.11,41.09,44.50,45.01,42.86,32.93,35.36,35.09,40.18,39.49,41.96,38.80,35.73,37.36,35.01,29.91,34.59,39.20,44.17,41.82,45.55
