,2013-12-31,2014-03-31,2014-06-30,2014-09-30,2014-12-31,2015-03-31,2015-06-30,2015-09-30,2015-12-31,2016-03-31,2016-06-30,2016-09-30,2016-12-31,2017-03-31,2017-06-30,2017-09-30,2017-12-31,2018-03-31,2018-06-30,2018-09-30,2018-12-31,2019-03-31,2019-06-30,2019-09-30,2019-12-31,2020-03-31,2020-06-30,2020-09-30,2020-12-31,2021-03-31,2021-06-30,2021-09-30,2021-12-31,2022-03-31,2022-06-30,2022-09-30,2022-12-31,2023-03-31,2023-06-30,2023-09-30
Net Income,781,"1,705","2,004",895,"7,316",953,687,"1,826",977,"1,125","1,205","2,184",-595,"1,551","1,946",-56,"-1,046",736,"1,707","1,950","1,827","2,915","2,670","1,901","2,356","3,219","3,002","2,941","-2,094","3,179","1,545","4,567","3,758","4,310","3,944","3,248","3,017","2,821","-5,975","4,745"
Depreciation & Amortization,"1,954","1,754","1,753","1,611","1,573","1,637","1,608","1,570","1,560","1,561","1,550","1,175","1,185","1,193","1,162","1,154","1,167","1,137","1,290","1,094",998,898,973,845,594,821,975,807,883,892,728,759,835,"1,120",938,959,892,991,903,"1,014"
Share-Based Compensation,66,56,78,75,69,63,83,75,78,68,80,77,75,74,82,76,80,80,90,91,87,93,111,102,82,108,105,116,112,111,132,117,119,120,137,139,145,145,169,164
Other Operating Activities,225,"-1,154","-1,520","1,767","-9,993",-369,319,-160,"1,631",-581,"-1,235",-465,"2,967","-2,532",127,"-2,345","3,818",-798,295,-342,680,"-2,570",-670,"1,378","1,762","-3,441",-715,"-1,691","5,105","-2,391",85,-646,319,-789,-717,"1,256",376,"-2,618","8,607","1,794"
Operating Cash Flow,"3,026","2,361","2,315","4,348","-1,035","2,284","2,697","3,311","4,246","2,173","1,600","2,971","3,632",286,"3,317","-1,171","4,019","1,155","3,382","2,793","3,592","1,336","3,084","4,226","4,794",707,"3,367","2,173","4,006","1,791","2,490","4,797","5,031","4,761","4,302","5,602","4,430","1,339","3,704","7,717"
Operating Cash Flow Growth,67.27%,0.85%,-0.98%,10.10%,-,-3.26%,16.50%,-23.85%,-,-4.86%,-40.67%,-10.27%,-14.46%,-86.84%,107.31%,-,10.66%,303.85%,1.96%,-,-10.62%,15.67%,-8.81%,51.31%,33.46%,-47.08%,9.18%,-48.58%,-16.44%,153.32%,-26.05%,120.75%,25.59%,165.83%,72.77%,16.78%,-11.95%,-71.88%,-13.90%,37.75%
Capital Expenditures,-429,-205,-302,-320,-490,-203,-271,-316,-493,-279,-375,-409,-551,-339,-393,-441,-715,-450,-583,-653,-929,-595,-782,-959,"-1,033",-986,-567,"-1,445","-1,431","-1,082",-986,"-1,172","-1,208",-984,"-1,129","-1,126","-1,149","-1,007",-965,-902
Acquisitions,-200,533,444,"-3,210","12,891","-7,598",25,16,129,-147,-10,-621,-2,-306,-41,0,-49,0,-372,0,-59,0,"-3,890","-1,039",-25,"-2,545",-321,-586,"-4,154",0,"-1,644",1,"-11,264",0,0,-121,0,"-1,327","-10,705",0
Change in Investments,"1,911","-4,193",-85,-146,"-5,211","1,248","2,759",99,-374,"2,253","-1,220",183,"-2,514","3,890",-807,"1,053",789,522,"1,633","2,189","2,914",925,"2,200","1,954",341,"1,767",48,1,901,385,0,111,529,-371,40,330,-482,-62,260,587
Other Investing Activities,-105,58,-106,-46,14,-52,12,140,121,-86,107,-43,504,-52,114,59,-83,-269,-5,124,252,38,47,235,-46,136,-42,-125,-94,-41,-77,-1,-106,182,12,-45,-117,37,-33,-19
Investing Cash Flow,"1,177","-3,807",-49,"-3,722","7,204","-6,605","2,525",-61,-617,"1,741","-1,498",-890,"-2,563","3,193","-1,127",671,-58,-197,673,"1,660","2,178",368,"-2,425",191,-763,"-1,628",-882,"-2,155","-4,778",-738,"-2,707","-1,061","-12,049","-1,173","-1,077",-962,"-1,748","-2,359","-11,443",-334
Dividends Paid,"-1,260","-1,290","-1,339","-1,282","-1,259","-1,280","-1,302","-1,272","-1,263","-1,279","-1,300","-1,274","-1,271","-1,294","-1,307","-1,283","-1,283","-1,299","-1,311","-1,285","-1,277","-1,428","-1,468","-1,394","-1,405","-1,551","-1,577","-1,545","-1,542","-1,645","-1,673","-1,649","-1,643","-1,745","-1,770","-1,747","-1,750","-1,853","-1,885","-1,855"
Share Issuance / Repurchase,205,-236,"-2,043","-2,423","-1,441",-773,-574,"-1,224","-1,130",-711,-481,-436,-867,-706,"-1,039",-86,"-1,684",-336,"-1,527",-834,"-5,803",-917,"-1,104","-1,365","-1,033","-1,255",14,28,21,9,-197,-566,116,12,97,10,265,-119,-256,-459
Debt Issued / Paid,"-1,570","3,146","-5,036","4,961","-7,002","7,216","-3,710",1,-15,-851,"-1,509",883,170,"3,484","-3,809","1,986","-2,790","-1,004",65,226,"1,550",823,603,-360,182,"1,632","2,828","-2,306","2,857",-365,"-4,771",0,"6,767","-1,250",0,"-1,000",-1,-1,"6,133","-1,945"
Other Financing Activities,1,-,49,23,-70,-8,-11,-44,2,-25,-76,-8,-9,-23,-63,-81,-28,-83,-194,-12,-36,-92,-115,-33,245,-316,-128,-28,36,-97,"8,399",-59,-33,-103,-104,35,-68,-81,-234,-10
Financing Cash Flow,"-2,624","1,620","-8,369","1,279","-9,772","5,155","-5,597","-2,539","-2,406","-2,866","-3,366",-835,"-1,977","1,461","-6,218",536,"-5,785","-2,722","-2,967","-1,905","-5,566","-1,614","-2,084","-3,152","-2,011","-1,490","1,137","-3,851","1,372","-2,098","1,758","-2,274","5,207","-3,086","-1,777","-2,702","-1,554","-2,054","3,758","-4,269"
Exchange Rate Effect,-48,33,18,-278,-326,-295,-683,-85,-247,144,156,53,-484,253,106,79,19,154,-262,-32,-65,20,8,-54,43,-63,65,87,164,-97,78,-46,-68,-55,-309,-412,366,87,-93,-157
Net Cash Flow,"1,531",207,"-6,085","1,627","-3,929",539,"-1,058",626,976,"1,192","-3,108","1,299","-1,392","5,193","-3,922",115,"-1,805","-1,610",826,"2,516",139,110,"-1,417","1,211","2,063","-2,474","3,687","-3,746",764,"-1,142","1,619","1,416","-1,879",447,"1,139","1,526","1,494","-2,987","-4,074","2,957"
Free Cash Flow,"2,597","2,156","2,013","4,028","-1,525","2,081","2,426","2,995","3,753","1,894","1,225","2,562","3,081",-53,"2,924","-1,612","3,304",705,"2,799","2,140","2,663",741,"2,302","3,267","3,761",-279,"2,800",728,"2,575",709,"1,504","3,625","3,823","3,777","3,173","4,476","3,281",332,"2,739","6,815"
Free Cash Flow Growth,151.89%,8.34%,4.57%,12.08%,-,-3.48%,20.52%,-25.65%,-,-8.99%,-49.51%,-14.46%,-17.91%,-,138.69%,-,7.24%,-,-4.27%,-,-19.40%,5.11%,-17.76%,52.66%,41.23%,-,21.63%,-77.72%,-31.53%,-,-46.29%,397.94%,48.47%,432.72%,110.97%,23.48%,-14.18%,-91.21%,-13.68%,52.26%
Free Cash Flow Margin,22.94%,21.01%,18.41%,38.15%,-14.55%,22.08%,24.79%,29.73%,36.74%,20.34%,12.44%,24.32%,30.46%,-0.56%,29.45%,-15.61%,31.67%,7.02%,26.75%,19.83%,24.21%,6.85%,19.57%,26.35%,90.65%,-2.31%,29.94%,6.66%,23.52%,6.67%,13.19%,27.56%,28.27%,23.75%,21.74%,29.92%,23.72%,2.29%,18.22%,42.70%
Free Cash Flow Per Share,0.89,0.73,0.69,1.40,-0.54,0.73,0.86,1.06,1.35,0.68,0.44,0.93,1.12,-0.02,1.07,-0.59,1.22,0.26,1.04,0.80,1.02,0.29,0.89,1.28,1.48,-0.11,1.11,0.29,1.02,0.28,0.59,1.43,1.51,1.49,1.25,1.77,1.29,0.13,1.08,2.69
