,2013-12-31,2014-03-31,2014-06-30,2014-09-30,2014-12-31,2015-03-31,2015-06-30,2015-09-30,2015-12-31,2016-03-31,2016-06-30,2016-09-30,2016-12-31,2017-03-31,2017-06-30,2017-09-30,2017-12-31,2018-03-31,2018-06-30,2018-09-30,2018-12-31,2019-03-31,2019-06-30,2019-09-30,2019-12-31,2020-03-31,2020-06-30,2020-09-30,2020-12-31,2021-03-31,2021-06-30,2021-09-30,2021-12-31,2022-03-31,2022-06-30,2022-09-30,2022-12-31,2023-03-31,2023-06-30,2023-09-30
Cash & Equivalents,"15,621","15,828","9,743","11,370","7,441","7,980","6,922","7,548","8,524","9,716","6,608","7,907","6,515","11,708","7,786","7,901","6,092","4,483","5,310","7,826","7,965","8,076","6,659","7,869","9,676","7,425","11,103","7,356","8,050","6,981","8,575","10,016","8,096","8,556","9,675","11,145","12,694","9,707","5,660","8,605"
Short-Term Investments,"1,865","4,685","3,652","2,977","8,278","7,621","4,448","4,541","4,903","3,227","5,226","5,160","7,826","3,541","4,181","3,294","2,406","2,863","2,284","2,459",899,722,446,149,774,7,0,0,0,0,0,0,0,372,453,103,498,680,718,168
Cash & Cash Equivalents,"17,486","20,513","13,395","14,347","15,719","15,601","11,370","12,089","13,427","12,943","11,834","13,067","14,341","15,249","11,967","11,195","8,498","7,346","7,594","10,285","8,864","8,798","7,105","8,018","10,450","7,432","11,103","7,356","8,050","6,981","8,575","10,016","8,096","8,928","10,128","11,248","13,192","10,387","6,378","8,773"
Cash Growth,8.33%,28.03%,-25.99%,-21.04%,-10.11%,-23.95%,-15.12%,-15.74%,-14.58%,-17.04%,4.08%,8.09%,6.81%,17.82%,1.12%,-14.33%,-40.74%,-51.83%,-36.54%,-8.13%,4.31%,19.77%,-6.44%,-22.04%,17.89%,-15.53%,56.27%,-8.26%,-22.97%,-6.07%,-22.77%,36.16%,0.57%,27.89%,18.11%,12.30%,62.94%,16.34%,-37.03%,-22.00%
Receivables,"7,184","7,188","7,022","6,515","6,626","6,670","6,510","6,414","6,484","6,850","6,916","7,364","7,018","7,066","7,439","7,671","6,873","7,245","7,287","7,374","7,071","7,608","7,964","8,442","6,778","8,182","7,577","8,422","6,803","8,235","7,843","8,571","9,230","9,828","9,643","9,482","9,450","10,415","11,030","10,394"
Inventory,"6,226","6,376","6,136","5,819","5,571","5,539","5,306","5,123","4,700","5,102","5,248","5,244","4,866","5,146","5,407","5,263","5,096","5,382","5,178","5,416","5,440","5,712","5,847","5,855","5,978","5,846","6,056","6,128","5,554","6,402","5,499","5,603","5,953","5,774","5,535","5,614","5,911","5,863","5,930","6,131"
Other Current Assets,"4,789","7,163","7,034","8,042","4,689","5,117","5,133","4,941","5,140","3,877","3,928","3,765","4,389","4,069","3,354","3,790","4,299","4,112","4,005","3,761","4,500","3,233","3,382","3,827","4,277","4,714","4,607","4,671","7,357","5,291","6,748","6,868","6,987","6,654","6,810","7,217","7,169","6,737","6,639","6,656"
Total Current Assets,"35,685","41,240","33,587","34,723","32,605","32,927","28,319","28,567","29,751","28,772","27,926","29,440","30,614","31,530","28,167","27,919","24,766","24,085","24,064","26,836","25,875","25,351","24,298","26,142","27,483","26,174","29,343","26,577","27,764","26,909","28,665","31,058","30,266","31,184","32,116","33,561","35,722","33,402","29,977","31,954"
"Property, Plant & Equipment","14,973","14,296","13,893","13,438","13,136","12,910","12,630","12,482","12,507","12,360","11,987","12,029","12,026","12,042","12,094","12,189","12,439","12,561","12,626","12,755","13,291","13,506","13,862","14,287","15,053","15,269","15,789","16,919","17,000","18,295","18,064","18,565","19,279","19,747","20,059","20,424","21,422","21,758","22,231","22,526"
Long-Term Investments,"9,770","11,456","12,618","13,492","13,515","13,092","13,333","13,080","13,039","12,554","11,879","11,657","11,416","11,896","12,138","12,206","12,125","11,033","10,033","7,606","6,233","5,621","3,779","2,111","1,469",555,"1,251","1,372",785,544,411,435,370,316,238,984,"1,015","1,290","1,214","1,306"
Goodwill and Intangibles,"36,102","32,637","30,619","33,566","33,378","43,820","42,457","41,485","40,325","39,148","38,124","38,766","35,467","35,221","34,477","33,478","32,467","31,804","31,172","30,433","31,357","29,169","32,871","31,787","33,621","35,863","36,633","36,925","32,983","34,613","32,495","32,246","44,197","44,280","43,710","42,528","41,473","41,066","40,860","40,382"
Other Long-Term Assets,"9,115","8,831","7,143","6,589","5,533","5,596","5,843","5,618","6,055","5,921","6,559","6,443","5,854","5,872","5,928","5,884","6,075","6,558","7,145","7,500","5,881","8,707","9,155","9,004","6,771","7,052","7,599","8,007","13,056","10,486","11,053","11,190","11,582","11,141","10,972","9,584","9,528","10,280","10,187","10,559"
Total Long-Term Assets,"69,960","67,220","64,273","67,085","65,562","75,418","74,263","72,665","71,926","69,983","68,549","68,895","64,763","65,031","64,637","63,757","63,106","61,956","60,976","58,294","56,762","57,003","59,667","57,189","56,914","58,739","61,272","63,223","63,824","63,938","62,023","62,436","75,428","75,484","74,979","73,520","73,438","74,394","74,492","74,773"
Total Assets,"105,645","108,460","97,860","101,808","98,167","108,345","102,582","101,232","101,677","98,755","96,475","98,335","95,377","96,561","92,804","91,676","87,872","86,041","85,040","85,130","82,637","82,354","83,965","83,331","84,397","84,913","90,615","89,800","91,588","90,847","90,688","93,494","105,694","106,668","107,095","107,081","109,160","107,796","104,469","106,727"
Accounts Payable,"2,274","2,434","2,326","2,279","2,625","2,091","2,335","2,023","2,533","2,241","2,514","2,481","2,807","2,484","2,934","2,620","3,102","3,162","3,024","3,091","3,318","3,018","3,142","3,198","3,738","3,572","3,448","3,744","4,327","4,034","3,897","3,366","4,609","3,715","3,482","3,371","4,264","3,680","3,442","3,509"
Current Debt,"4,521","8,559","4,477","9,275","2,704","4,728","2,483","2,543","2,583","2,113",644,"1,487",568,"5,037","3,181","5,157","3,057","2,055","3,379","3,656","5,308","3,175","3,816","3,411","3,610","6,361","4,718","2,420","6,431","7,251","2,488","3,534","2,412","1,208","2,979","1,936","1,946","2,672","2,839",887
Other Current Liabilities,"11,073","11,477","11,125","14,373","13,068","13,623","12,690","13,017","14,085","13,214","11,760","11,587","13,829","12,302","12,643","11,690","12,455","11,743","11,725","11,839","13,580","12,350","13,127","14,075","14,872","13,550","14,012","14,241","16,569","15,076","15,521","16,828","16,851","17,393","16,707","17,691","18,029","16,779","17,113","18,698"
Total Current Liabilities,"17,868","22,470","17,928","25,927","18,397","20,442","17,508","17,583","19,201","17,568","14,918","15,555","17,204","19,823","18,758","19,467","18,614","16,960","18,128","18,586","22,206","18,543","20,085","20,684","22,220","23,483","22,178","20,405","27,327","26,361","21,906","23,728","23,872","22,316","23,168","22,998","24,239","23,131","23,394","23,094"
Long-Term Debt,"20,539","19,589","18,590","18,566","18,699","25,506","24,069","24,124","23,829","23,656","23,642","23,656","24,274","23,437","21,706","21,838","21,353","21,501","19,959","19,936","19,806","22,721","22,771","22,677","22,736","21,637","26,156","26,321","25,360","24,002","24,033","22,907","30,690","30,586","28,684","28,482","28,745","28,074","34,072","33,972"
Other Long-Term Liabilities,"14,912","13,837","12,826","11,955","12,280","14,480","14,367","13,846","13,880","13,630","14,469","15,167","13,591","13,213","12,628","11,872","13,336","13,679","14,187","13,952","13,743","13,420","13,372","13,045","13,440","13,493","14,537","13,804","13,497","13,445","11,361","10,996","12,875","12,813","11,925","11,077","10,118","9,686","8,261","8,361"
Total Long-Term Liabilities,"35,451","33,426","31,416","30,521","30,979","39,986","38,436","37,970","37,709","37,286","38,111","38,823","37,865","36,650","34,334","33,710","34,689","35,180","34,146","33,888","33,549","36,141","36,143","35,722","36,176","35,130","40,693","40,125","38,857","37,447","35,394","33,903","43,565","43,399","40,609","39,559","38,863","37,760","42,333","42,333"
Total Liabilities,"53,319","55,896","49,344","56,448","49,376","60,428","55,944","55,553","56,910","54,854","53,029","54,378","55,069","56,473","53,092","53,177","53,303","52,140","52,274","52,474","55,755","54,684","56,228","56,406","58,396","58,613","62,871","60,530","66,184","63,808","57,300","57,631","67,437","65,715","63,777","62,557","63,102","60,891","65,727","65,427"
Total Debt,"25,060","28,148","23,067","27,841","21,403","30,234","26,552","26,667","26,412","25,769","24,286","25,143","24,842","28,474","24,887","26,995","24,410","23,556","23,338","23,592","25,114","25,896","26,587","26,088","26,346","27,998","30,874","28,741","31,791","31,253","26,521","26,441","33,102","31,794","31,663","30,418","30,691","30,746","36,911","34,859"
Debt Growth,21.83%,35.16%,-17.93%,4.57%,-14.59%,7.41%,15.11%,-4.22%,23.40%,-14.77%,-8.53%,-5.71%,-5.94%,10.50%,2.47%,7.37%,-1.74%,-17.27%,-6.22%,-12.61%,2.88%,9.93%,13.92%,10.58%,4.91%,8.12%,16.12%,10.17%,20.67%,11.63%,-14.10%,-8.00%,4.12%,1.73%,19.39%,15.04%,-7.28%,-3.30%,16.57%,14.60%
Common Stock,"12,705","12,493","10,436","8,233","6,949","6,240","5,677","4,500","3,476","2,808","2,322","1,968","1,181",530,-489,-508,"-2,104","-2,379","-3,872","-4,616","-10,333","-11,180","-12,298","-13,576","-14,502","-15,676","-15,689","-15,538","-15,411","-15,321","-10,855","-11,307","-11,083","-11,000","-10,867","-10,727","-10,322","-10,322","-10,605","-10,920"
Retained Earnings,"39,257","39,661","40,366","39,989","46,021","45,692","45,103","45,660","45,348","45,192","45,121","46,028","44,133","44,387","45,046","43,701","41,350","41,107","41,523","42,189","42,579","44,065","45,295","45,804","46,602","48,272","49,724","51,107","47,362","48,888","48,777","51,691","53,696","56,252","58,437","59,928","61,081","62,039","54,198","57,082"
Comprehensive Income,"-2,197","-2,179","-2,444","-2,998","-4,323","-4,167","-4,332","-4,573","-4,148","-4,194","-4,086","-4,252","-5,226","-5,080","-5,094","-4,945","-4,910","-5,060","-5,122","-5,151","-5,545","-5,346","-5,362","-5,390","-6,193","-6,391","-6,393","-6,383","-6,634","-6,622","-4,628","-4,590","-4,429","-4,369","-4,327","-4,743","-4,768","-4,883","-4,900","-4,916"
Shareholders' Equity,"49,765","49,975","48,358","45,224","48,647","47,765","46,448","45,587","44,676","43,806","43,357","43,744","40,088","39,837","39,463","38,248","34,336","33,668","32,529","32,422","26,701","27,539","27,635","26,838","25,907","26,205","27,642","29,186","25,317","26,945","33,294","35,794","38,184","40,883","43,243","44,458","45,991","46,834","38,693","41,246"
Net Cash / Debt,"-7,574","-7,635","-9,672","-13,494","-5,684","-14,633","-15,182","-14,578","-12,985","-12,826","-12,452","-12,076","-10,501","-13,225","-12,920","-15,800","-15,912","-16,210","-15,744","-13,307","-16,250","-17,098","-19,482","-18,070","-15,896","-20,566","-19,771","-21,385","-23,741","-24,272","-17,946","-16,425","-25,006","-22,866","-21,535","-19,170","-17,499","-20,359","-30,533","-26,086"
Net Cash Per Share,-2.56,-2.57,-3.28,-4.64,-1.97,-5.11,-5.33,-5.14,-4.61,-4.59,-4.46,-4.33,-3.78,-4.78,-4.69,-5.79,-5.83,-5.98,-5.84,-4.97,-6.17,-6.57,-7.53,-7.03,-6.21,-8.07,-7.80,-8.43,-9.34,-9.55,-7.07,-6.48,-9.86,-9.01,-8.48,-7.54,-6.87,-7.98,-12.03,-10.25
Working Capital,"17,817","18,770","15,659","8,796","14,208","12,485","10,811","10,984","10,550","11,204","13,008","13,885","13,410","11,707","9,409","8,452","6,152","7,125","5,936","8,250","3,669","6,808","4,213","5,458","5,263","2,691","7,165","6,172",437,548,"6,759","7,330","6,394","8,868","8,948","10,563","11,483","10,271","6,583","8,860"
Book Value Per Share,17.00,17.03,16.58,15.71,17.07,16.85,16.44,16.20,16.02,15.79,15.66,15.82,14.54,14.51,14.43,14.03,12.65,12.49,12.12,12.18,10.21,10.65,10.74,10.49,10.18,10.35,10.94,11.54,10.01,10.65,13.14,14.15,15.11,16.17,17.09,17.55,18.14,18.45,15.24,16.26
