,2013-12-31,2014-03-31,2014-06-30,2014-09-30,2014-12-31,2015-03-31,2015-06-30,2015-09-30,2015-12-31,2016-03-31,2016-06-30,2016-09-30,2016-12-31,2017-03-31,2017-06-30,2017-09-30,2017-12-31,2018-03-31,2018-06-30,2018-09-30,2018-12-31,2019-03-31,2019-06-30,2019-09-30,2019-12-31,2020-03-31,2020-06-30,2020-09-30,2020-12-31,2021-03-31,2021-06-30,2021-09-30,2021-12-31,2022-03-31,2022-06-30,2022-09-30,2022-12-31,2023-03-31,2023-06-30,2023-09-30
Cash & Equivalents,984,998,"1,064","1,510",780,851,988,952,967,716,735,"1,252",638,501,511,461,576,490,708,703,439,441,491,497,463,570,539,615,955,791,"1,054","1,340",536,605,783,"9,671","1,508","1,167","1,296","1,357"
Short-Term Investments,41,43,39,36,32,29,29,30,30,31,35,34,30,31,30,31,32,32,32,31,31,29,27,26,40,38,36,35,533,331,29,28,0,9,7,0,0,0,0,0
Cash & Cash Equivalents,"1,025","1,041","1,103","1,546",812,880,"1,017",982,997,747,770,"1,286",668,532,541,492,608,522,740,734,470,470,518,523,503,608,575,650,"1,488","1,122","1,083","1,368",536,614,790,"9,671","1,508","1,167","1,296","1,357"
Cash Growth,1.28%,1.36%,-4.25%,35.14%,-20.78%,-15.47%,-7.80%,-36.48%,22.78%,-15.11%,-24.29%,30.96%,-33.00%,-28.78%,-29.74%,-61.74%,-8.98%,-1.88%,36.78%,49.19%,-22.70%,-9.96%,-30.00%,-28.75%,7.02%,29.36%,11.00%,24.28%,195.83%,84.54%,88.35%,110.46%,-63.98%,-45.28%,-27.05%,606.94%,181.34%,90.07%,64.05%,-85.97%
Receivables,"1,210","1,242","1,276","1,216","1,042","1,012","1,099","1,024",991,"1,042","1,009","1,005","1,024","1,102","1,212","1,249","1,230","1,205","1,445","1,365","1,318","1,358","1,303","1,282","1,181","1,160","1,041",716,"1,242","1,510","1,788","1,738","1,667","1,913","1,827","1,612","2,054","2,313","1,963","1,909"
Inventory,804,816,816,771,782,744,762,738,682,667,636,652,720,717,771,809,900,955,917,"1,033","1,046","1,009","1,011",994,"1,038","1,036","1,031","1,001",978,"1,025","1,118","1,159","1,524","1,549","1,713","1,723","2,808","2,749","2,514","2,337"
Other Current Assets,143,147,144,154,62,60,45,52,117,47,41,35,60,38,59,63,54,324,51,48,40,47,44,44,43,51,62,404,55,53,72,90,80,124,129,186,241,219,479,284
Total Current Assets,"3,182","3,246","3,339","3,687","2,698","2,696","2,923","2,796","2,787","2,503","2,456","2,978","2,472","2,389","2,583","2,613","2,792","3,006","3,153","3,180","2,874","2,884","2,876","2,843","2,765","2,855","2,709","2,771","3,763","3,710","4,061","4,355","3,807","4,200","4,459","13,192","6,611","6,448","6,252","5,887"
"Property, Plant & Equipment","3,425","3,519","3,577","3,618","3,733","3,685","3,771","3,778","3,609","3,640","3,588","3,578","3,577","3,571","3,663","3,706","3,762","3,801","3,724","3,699","3,719","3,931","3,851","3,791","3,916","3,879","3,926","4,061","4,171","4,097","4,137","4,155","4,429","4,455","4,422","4,335","5,997","6,002","5,944","5,862"
Long-Term Investments,841,828,880,857,876,804,821,868,838,870,842,864,852,874,885,938,976,979,963,981,979,950,959,970,975,981,957,993,820,796,818,842,823,847,935,954,"1,062","1,049","1,028","1,245"
