,2013-12-31,2014-03-31,2014-06-30,2014-09-30,2014-12-31,2015-03-31,2015-06-30,2015-09-30,2015-12-31,2016-03-31,2016-06-30,2016-09-30,2016-12-31,2017-03-31,2017-06-30,2017-09-30,2017-12-31,2018-03-31,2018-06-30,2018-09-30,2018-12-31,2019-03-31,2019-06-30,2019-09-30,2019-12-31,2020-03-31,2020-06-30,2020-09-30,2020-12-31,2021-03-31,2021-06-30,2021-09-30,2021-12-31,2022-03-31,2022-06-30,2022-09-30,2022-12-31,2023-03-31,2023-06-30,2023-09-30
Goodwill and Intangibles,940,943,934,887,881,823,841,838,830,847,832,831,990,992,"1,277","1,298","1,304","1,443","1,394","1,381","1,367","1,407","1,410","1,368","1,386","1,358","1,415","1,445","1,485","1,442","1,447","1,434","2,147","2,111","2,023","1,939","11,247","11,225","11,070","10,935"
Other Long-Term Assets,630,593,603,661,608,618,632,628,522,532,530,506,466,462,475,507,704,551,555,583,374,402,410,442,434,472,499,499,670,711,757,797,769,813,874,917,"1,355","1,366","1,355","1,609"
Total Long-Term Assets,"5,836","5,883","5,994","6,023","6,098","5,930","6,065","6,112","5,799","5,889","5,792","5,779","5,885","5,899","6,300","6,449","6,746","6,774","6,636","6,644","6,439","6,690","6,630","6,571","6,711","6,690","6,797","6,998","7,146","7,046","7,159","7,228","8,168","8,226","8,254","8,145","19,661","19,642","19,397","19,651"
Total Assets,"9,018","9,129","9,333","9,710","8,796","8,626","8,988","8,908","8,586","8,392","8,248","8,757","8,357","8,288","8,883","9,062","9,538","9,780","9,789","9,824","9,313","9,574","9,506","9,414","9,476","9,545","9,506","9,769","10,909","10,756","11,220","11,583","11,975","12,426","12,713","21,337","26,272","26,090","25,649","25,538"
Accounts Payable,799,790,839,816,757,664,736,608,587,574,551,591,625,615,666,695,807,797,819,819,819,699,764,764,780,724,599,699,797,906,998,"1,042","1,160","1,169","1,250","1,128","1,518","1,445","1,243","1,263"
Current Debt,177,157,158,765,137,128,123,463,513,116,119,92,118,107,384,435,326,425,366,229,561,743,319,368,496,749,"1,045",958,496,497,500,103,791,860,809,977,"1,306","1,386","1,507","1,408"
Other Current Liabilities,569,563,546,608,444,403,409,445,450,405,417,415,334,293,374,420,426,380,425,484,399,380,325,401,478,455,618,752,680,532,631,667,554,525,536,683,"1,244","1,020","1,172",945
Total Current Liabilities,"1,545","1,510","1,543","2,189","1,338","1,195","1,268","1,516","1,550","1,095","1,087","1,098","1,077","1,015","1,424","1,550","1,559","1,602","1,610","1,532","1,779","1,822","1,408","1,533","1,754","1,928","2,262","2,409","1,973","1,935","2,129","1,812","2,505","2,554","2,595","2,788","4,068","3,851","3,922","3,616"
Long-Term Debt,"2,887","2,881","2,880","2,639","2,586","2,536","2,552","2,541","2,468","2,487","2,464","2,923","2,890","2,851","2,931","2,954","3,315","3,343","3,228","3,196","2,970","3,126","3,636","3,541","3,590","3,531","3,172","3,331","3,435","3,322","3,337","3,921","3,376","3,355","3,242","11,565","13,737","13,755","13,236","12,625"
Other Long-Term Liabilities,"1,887","1,818","1,809","1,747","1,794","1,696","1,683","1,654","1,739","1,712","1,646","1,585","1,369","1,381","1,406","1,423","1,365","1,170","1,164","1,153","1,185","1,187","1,208","1,201","1,234","1,250","1,203","1,145","1,606","1,592","1,597","1,579","1,557","1,564","1,651","1,690","2,362","2,354","2,403","2,348"
Total Long-Term Liabilities,"4,774","4,699","4,689","4,386","4,380","4,232","4,235","4,195","4,207","4,199","4,110","4,508","4,259","4,232","4,337","4,377","4,680","4,513","4,392","4,349","4,155","4,313","4,844","4,742","4,824","4,781","4,375","4,476","5,041","4,914","4,934","5,500","4,933","4,919","4,893","13,255","16,099","16,109","15,639","14,973"
Total Liabilities,"6,319","6,209","6,232","6,575","5,718","5,427","5,503","5,711","5,757","5,294","5,197","5,606","5,336","5,247","5,761","5,927","6,239","6,115","6,002","5,881","5,934","6,135","6,252","6,275","6,578","6,709","6,637","6,885","7,014","6,849","7,063","7,312","7,438","7,473","7,488","16,043","20,167","19,960","19,561","18,589"
Total Debt,"3,064","3,038","3,038","3,404","2,723","2,664","2,675","3,004","2,981","2,603","2,583","3,015","3,008","2,958","3,315","3,389","3,641","3,768","3,594","3,425","3,531","3,869","3,955","3,909","4,086","4,280","4,217","4,289","3,931","3,819","3,837","4,024","4,167","4,215","4,051","12,542","15,043","15,141","14,743","14,033"
Debt Growth,-1.10%,-1.07%,-1.49%,10.02%,-11.13%,-12.31%,-11.95%,-11.75%,9.47%,-2.29%,-3.44%,0.37%,0.91%,13.64%,28.34%,12.40%,21.04%,27.38%,8.42%,1.06%,-3.02%,2.68%,10.04%,14.13%,15.72%,10.62%,6.62%,9.72%,-3.79%,-10.77%,-9.01%,-6.18%,6.00%,10.37%,5.58%,211.68%,261.00%,259.22%,263.93%,11.89%
Common Stock,-308,-353,-391,-479,-508,-506,-491,-904,-895,-906,"-1,098","-1,191","-1,374","-1,513","-1,676","-1,860","-1,856","-1,839","-1,923","-2,059","-2,616","-2,824","-3,114","-3,378","-3,592","-3,754","-3,743","-3,858","-4,237","-4,491","-4,701","-4,980","-5,159","-5,166","-5,148","-5,136","-5,119","-5,126","-5,107","-5,104"
Retained Earnings,"3,011","3,179","3,399","3,613","3,491","3,689","3,848","3,962","3,621","3,834","4,001","4,211","4,320","4,451","4,617","4,781","4,920","5,220","5,491","5,819","5,847","6,114","6,245","6,431","6,399","6,543","6,576","6,710","8,091","8,335","8,797","9,227","9,677","10,106","10,466","10,584","11,274","11,289","11,433","12,308"
Comprehensive Income,-4,-14,-53,-190,-165,-322,-281,-292,-348,-283,-301,-310,-358,-327,-247,-206,-177,-128,-188,-219,-247,-243,-267,-306,-300,-341,-346,-344,-328,-302,-298,-328,-329,-333,-438,-498,-518,-502,-702,-713
Shareholders' Equity,"2,699","2,812","2,955","2,944","2,818","2,861","3,076","2,766","2,378","2,645","2,602","2,710","2,588","2,611","2,694","2,715","2,887","3,253","3,380","3,541","2,984","3,047","2,864","2,747","2,507","2,448","2,487","2,508","3,526","3,542","3,798","3,919","4,189","4,607","4,880","4,950","5,637","5,661","5,624","6,491"
Net Cash / Debt,"-2,039","-1,997","-1,935","-1,858","-1,911","-1,784","-1,658","-2,022","-1,984","-1,856","-1,813","-1,729","-2,340","-2,426","-2,774","-2,897","-3,033","-3,246","-2,854","-2,691","-3,061","-3,399","-3,437","-3,386","-3,583","-3,672","-3,642","-3,639","-2,443","-2,697","-2,754","-2,656","-3,631","-3,601","-3,261","-2,871","-13,535","-13,974","-13,447","-12,676"
Net Cash Per Share,-12.92,-12.73,-12.40,-11.97,-12.27,-11.59,-10.77,-13.39,-13.33,-12.53,-12.33,-11.96,-16.37,-17.21,-19.95,-21.15,-22.25,-23.80,-20.94,-19.86,-23.10,-26.51,-27.31,-27.46,-29.61,-30.63,-30.66,-30.69,-20.96,-23.65,-24.42,-23.92,-32.94,-33.06,-29.88,-26.32,-123.65,-127.98,-123.02,-115.83
Working Capital,"1,637","1,736","1,796","1,498","1,360","1,501","1,655","1,280","1,237","1,408","1,369","1,880","1,395","1,374","1,159","1,063","1,233","1,404","1,543","1,648","1,095","1,062","1,468","1,310","1,011",927,447,362,"1,790","1,775","1,932","2,543","1,302","1,646","1,864","10,404","2,543","2,597","2,330","2,271"
Book Value Per Share,17.15,17.97,18.97,19.06,18.37,18.67,20.04,18.46,16.19,17.94,17.76,18.82,18.24,18.57,19.43,19.88,21.26,23.93,24.93,26.32,22.74,23.89,22.86,22.39,20.85,20.53,21.02,21.25,30.49,31.20,33.82,35.46,38.58,42.58,45.02,45.65,51.95,52.11,51.65,59.59
