,2014-03-31,2014-06-30,2014-09-30,2014-12-31,2015-03-31,2015-06-30,2015-09-30,2015-12-31,2016-03-31,2016-06-30,2016-09-30,2016-12-31,2017-03-31,2017-06-30,2017-09-30,2017-12-31,2018-03-31,2018-06-30,2018-09-30,2018-12-31,2019-03-31,2019-06-30,2019-09-30,2019-12-31,2020-03-31,2020-06-30,2020-09-30,2020-12-31,2021-03-31,2021-06-30,2021-09-30,2021-12-31,2022-03-31,2022-06-30,2022-09-30,2022-12-31,2023-03-31,2023-06-30,2023-09-30,2023-12-31
Total Long-Term Liabilities,"9,987","8,989","7,814","8,924","9,063","5,837","6,159","6,117","6,358","6,742","7,245","8,866","9,797","11,189","12,582","14,815","9,307","10,195","10,162","9,952","10,011","10,676","11,270","11,081","1,001",919.2,804.01,717.1,838.93,"1,205",871.66,937.17,"17,289",991.62,"1,142","1,158","20,050","13,332","13,093",0
Total Liabilities,"15,257","14,249","14,123","14,177","14,453","10,772","10,948","10,296","10,140","10,926","12,059","13,888","15,234","16,871","18,300","20,699","14,409","15,440","15,753","15,171","15,728","16,907","17,756","17,482","15,368","16,348","11,542","11,679","12,885","14,750","18,160","19,490","21,103","20,297","20,524","22,843","22,373","22,492","22,853",0
Total Debt,"10,204","9,031","7,937","8,968","9,151","5,878","6,201","6,158","6,407","6,798","7,307","8,942","9,892","11,249","12,656","14,934","9,450","10,378","10,361","10,174","10,817","11,458","11,992","11,778","11,104","11,558","6,273","6,342","6,475","6,493","8,427","8,714","10,001","10,512","10,562","13,461","13,348","13,332","13,093",0
Debt Growth,-15.02%,-20.53%,-26.99%,-16.84%,-10.33%,-34.91%,-21.87%,-31.33%,-29.98%,15.65%,17.84%,45.21%,54.38%,65.48%,73.22%,67.02%,-4.47%,-7.75%,-18.13%,-31.87%,14.47%,10.41%,15.73%,15.76%,2.65%,0.87%,-47.69%,-46.15%,-41.69%,-43.82%,34.34%,37.40%,54.46%,61.89%,25.33%,54.47%,33.47%,26.83%,23.96%,-
Common Stock,"6,343","6,739","6,712","7,081","7,501","7,176","6,567","6,322","6,136","6,208","6,345","6,524","6,714","6,558","6,620","6,670","6,541","7,105","7,024","6,416","6,501","6,336",0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0
Retained Earnings,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,456.81,609.63,-871.95,-574.3,-36.43,335.76,"1,409","2,134","3,032","3,648","3,806","2,803","1,869","1,748","1,156","1,160","1,114",0
Comprehensive Income,2,6,-9,-21,-42,-36,-50,-53,-46,-46,-47,-63,-55,-47,-34,-34,-27,-58,-37,-36,-32,-28,-35,-28,-41.53,-36.76,-27.41,0,-11.45,-10.25,-15.36,0,-15.36,-42.23,-74.8,0,-25.75,-17.21,-38.26,0
Shareholders' Equity,"6,345","6,744","6,703","7,060","7,459","7,140","6,517","6,270","6,090","6,163","6,297","6,461","6,658","6,511","6,586","6,636","6,514","7,047","6,988","6,379","6,469","6,308","6,714","7,010","5,385","5,661","6,180","6,652","7,844","8,406","9,054","9,423","9,660","8,631","7,586","7,656","7,091","7,219","7,133",0
Total Liabilities and Equity,"30,029","30,059","30,514","31,511","32,407","24,684","23,619","22,526","22,051","23,042","24,414","26,403","28,337","30,128","31,762","34,429","27,933","30,075","30,460","28,925","29,875","30,972","32,386","32,586","26,946","28,844","25,042","26,269","29,710","33,297","39,038","41,196","43,344","41,631","40,259","42,524","41,086","41,583","41,664",0
Net Cash / Debt,"-9,416.64","-7,807.88","-6,993.21","-7,555.07","-8,015.1","-3,713.64","-4,820.4","-4,320.35","-5,034.77","-5,302.62","-5,524.85","-7,104.44","-7,587.9","-9,503.84","-11,340.68","-12,941.78","-7,702.84","-8,667.64","-8,423.41","-7,966.22","-9,246.69","-9,973.99","-9,522.99","-9,605.39","-9,035.52","-9,581.62","-3,644","-4,342.82","-3,612.29","-4,025.6","-3,415.71","-6,594.44","18,972","-6,328.3","-7,081.85","-9,208.98","19,552","-10,051.73","-10,121.38",0
Net Cash / Debt Growth,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,3.06%,-,-,-
Net Cash Per Share,-15.55,-12.80,-11.37,-12.08,-12.70,-5.86,-7.55,-6.70,-4.22,-4.44,-4.62,-10.75,-6.33,-7.92,-9.45,-19.19,-6.36,-12.71,-6.99,-11.81,-7.70,-14.80,-14.08,-14.20,-13.36,-7.96,-5.20,-6.20,-5.09,-5.58,-4.73,-9.08,25.81,-8.95,-9.54,-12.40,26.19,-13.25,-13.35,-
Working Capital,"-11,799.63","-12,020.43","-14,116.93","-13,541.21","-13,490.49","-8,879.78","-8,683.33","-7,688.52","-7,568.6","-7,951.53","-8,582.23","-8,466.05","-8,304.17","-9,573.14","-10,372","-10,086.34","-9,626.14","-10,205.03","-10,497.39","-9,749.49","-11,112.52","-11,701.21","-11,176.77","-11,347.48","4,470","3,987","5,120","5,370","6,014","5,005","8,354","6,476","29,740","7,858","7,203","7,704","33,401","6,861","6,475",0
Book Value Per Share,10.55,11.12,10.96,11.29,11.93,11.30,10.20,9.72,9.44,9.53,9.67,9.78,10.07,9.80,9.87,9.84,9.66,10.34,10.24,9.46,9.59,9.36,9.93,10.36,7.96,8.10,8.83,9.50,11.06,11.66,12.54,12.97,13.15,12.20,10.22,10.31,9.50,9.52,9.41,-
