,2014-03-31,2014-06-30,2014-09-30,2014-12-31,2015-03-31,2015-06-30,2015-09-30,2015-12-31,2016-03-31,2016-06-30,2016-09-30,2016-12-31,2017-03-31,2017-06-30,2017-09-30,2017-12-31,2018-03-31,2018-06-30,2018-09-30,2018-12-31,2019-03-31,2019-06-30,2019-09-30,2019-12-31,2020-03-31,2020-06-30,2020-09-30,2020-12-31,2021-03-31,2021-06-30,2021-09-30,2021-12-31,2022-03-31,2022-06-30,2022-09-30,2022-12-31,2023-03-31,2023-06-30,2023-09-30,2023-12-31
Cash & Equivalents,787.52,"1,223",943.52,"1,412","1,135","2,165","1,380","1,837","1,373","1,495","1,782","1,837","2,304","1,746","1,316","1,992","1,747","1,710","1,938","2,208","1,571","1,484","2,469","2,172","2,068","1,977","2,629","1,999","2,862","2,467","5,011","2,120","3,869","4,183","3,480","4,252","2,831","3,280","2,972",0
Short-Term Investments,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"25,104",0,0,0,"30,068",0,0,0
Cash & Cash Equivalents,787.52,"1,223",943.52,"1,412","1,135","2,165","1,380","1,837","1,373","1,495","1,782","1,837","2,304","1,746","1,316","1,992","1,747","1,710","1,938","2,208","1,571","1,484","2,469","2,172","2,068","1,977","2,629","1,999","2,862","2,467","5,011","2,120","3,869","4,183","3,480","4,252","33,937","3,280","2,972",0
Cash Growth,-3.40%,85.04%,6.14%,69.77%,44.18%,76.98%,46.30%,30.08%,20.88%,-30.91%,29.08%,-0.00%,67.84%,16.72%,-26.16%,8.45%,-24.17%,-2.02%,47.30%,10.81%,-10.09%,-13.20%,27.38%,-1.60%,31.68%,33.15%,6.49%,-7.96%,38.39%,24.84%,90.63%,6.01%,35.15%,69.54%,-30.56%,100.59%,777.25%,-21.59%,-14.61%,-
Receivables,"2,065","2,132","1,984","1,688","2,405","1,919","2,090","1,854","1,800","1,982","1,817","2,215","2,943","2,821","2,933","2,916","2,591","2,934","2,893","2,630","3,032","3,014","3,220","3,570","3,403","2,930","3,295","4,088","3,991","3,742","4,214","5,293","4,522","4,666","4,865","4,610","5,025","4,958","5,092",0
Other Current Assets,-956.45,"-1,049.22","-1,047.47","-1,128.41","-1,146.01","-1,257.31","-1,210.66","-1,240.8","-1,139.53","-1,292.31","-1,310.41","-1,442.38","-1,669.12","-1,711.57","-2,026.75","-2,028.98","-1,852.4","-2,015.95","-2,017.64","-1,994.12","-2,320.29","-2,211.74","-2,464.16","-2,594.87",0,0,0,0,0,0,0,0,"-2,882.69",0,0,0,"-3,469.64",0,0,0
Total Current Assets,"1,896","2,306","1,880","1,972","2,395","2,826","2,260","2,450","2,033","2,185","2,289","2,610","3,578","2,855","2,222","2,880","2,486","2,628","2,814","2,844","2,283","2,287","3,224","3,148","5,471","4,907","5,924","6,087","6,853","6,210","9,226","7,413","30,612","8,849","8,345","8,862","34,455","8,239","8,064",0
"Property, Plant & Equipment",131.72,132.2,134,135.74,132.45,138.9,174.03,135.54,139.32,139.35,135.26,126.78,130.69,128.08,128.91,126.57,123.97,122.32,116.62,120.37,655.48,649.15,641.79,625.54,702.26,733.18,744.85,758.75,977.06,965.61,985,"1,034",868.44,886.91,887.83,896.98,894.07,888.19,864.69,0
Long-Term Investments,"21,912","21,630","22,128","22,863","22,899","15,925","15,302","14,329","14,629","15,145","15,964","17,698","18,143","20,554","22,392","24,438","19,766","22,031","22,133","20,422","21,196","22,281","22,293","22,336","16,620","19,148","14,576","15,743","18,011","22,189","25,186","28,810","30,068","27,324","26,256","27,553","26,986","27,049","27,340",0
Goodwill,"1,787","1,787","1,787","1,787","1,787","1,787","1,787","1,719","1,719","1,719","1,719","1,719","1,719","1,719","1,719","1,778","1,778","1,778","1,778","1,870","1,870","1,870","1,870","1,870","1,870","1,870","1,870","1,901","1,890","1,890","1,890","1,890","1,890","1,890","1,890","1,890","1,890","1,890","1,890",0
Intangible Assets,534.49,508.92,483.84,458.83,434.03,409.83,380.3,345.55,322.72,299.89,278.22,262.6,251.64,240.68,229.71,409.83,395.34,380.84,366.37,468.51,450.76,433.01,415.26,397.51,379.76,362.01,344.26,347.96,340.48,321.78,303.08,284.38,265.69,246.99,232.1,217.29,230.3,219.22,210.21,0
Other Long-Term Assets,"3,604","3,665","4,007","4,295","4,680","3,535","3,630","3,342","3,163","3,510","3,939","3,869","4,471","4,632","5,071","4,796","3,384","3,135","3,253","3,200","3,420","3,453","-18,262.45","-18,072.68",0,0,0,0,0,0,0,0,"-29,037.02",0,0,0,"-25,648.74",0,0,0
Total Long-Term Assets,"27,969","27,723","28,540","29,539","29,932","21,796","21,274","19,871","19,972","20,812","22,035","23,675","24,715","27,273","29,540","31,549","25,448","27,447","27,647","26,081","27,592","28,686","6,957","7,156","19,572","22,113","17,535","18,751","21,219","25,366","28,364","32,019","4,056","30,348","29,266","30,558","4,352","30,046","30,305",0
Total Assets,"30,029","30,059","30,514","31,511","32,407","24,684","23,619","22,526","22,051","23,042","24,414","26,403","28,337","30,128","31,762","34,429","27,933","30,075","30,460","28,925","29,875","30,972","32,386","32,586","26,946","28,844","25,042","26,269","29,710","33,297","39,038","41,196","43,344","41,631","40,259","42,524","41,086","41,583","41,664",0
Accounts Payable,"1,419","1,391","2,049","1,195","1,247",936.98,821.87,648.66,561.4,654.8,973.92,"1,082","1,707","1,739","1,395","2,044","1,252",950.8,829.5,875.98,735.67,929.69,"1,069",806.16,"1,001",919.2,804.01,717.1,838.93,"1,205",871.66,937.17,"1,053",991.62,"1,142","1,158","1,576","1,378","1,589",0
Other Current Liabilities,"12,277","12,935","13,948","14,318","14,638","10,769","10,121","9,490","9,041","9,482","9,897","9,994","10,175","10,689","11,199","10,922","10,860","11,882","12,482","11,718","12,659","13,058","13,332","13,689",0,0,0,0,0,0,0,0,-181.47,0,0,0,-522.81,0,0,0
Total Current Liabilities,"13,696","14,326","15,997","15,513","15,885","11,706","10,943","10,139","9,602","10,137","10,871","11,076","11,882","12,428","12,594","12,966","12,112","12,833","13,311","12,594","13,395","13,988","14,401","14,495","1,001",919.2,804.01,717.1,838.93,"1,205",871.66,937.17,871.66,991.62,"1,142","1,158","1,053","1,378","1,589",0
Long-Term Debt,"10,204","9,031","7,937","8,968","9,151","5,878","6,201","6,158","6,407","6,798","7,307","8,942","9,892","11,249","12,656","14,934","9,450","10,378","10,361","10,174","10,817","11,458","11,992","11,778","11,104","11,558","6,273","6,342","6,475","6,493","8,427","8,714","10,001","10,512","10,562","13,461","13,348","13,332","13,093",0
Other Long-Term Liabilities,-217.17,-41.96,-122.73,-43.55,-87.58,-41.28,-41.8,-40.68,-49.32,-56.08,-61.73,-75.69,-94.58,-60.39,-74.37,-119.28,-142.79,-182.89,-199.37,-222.2,-806.27,-782.3,-721.31,-697.11,"-10,103.14","-10,638.94","-5,468.88","-5,625.2","-5,635.78","-5,287.87","-7,555.48","-7,777.01","7,288","-9,520.06","-9,419.95","-12,302.91","6,702",0,0,0
