,2014-03-31,2014-06-30,2014-09-30,2014-12-31,2015-03-31,2015-06-30,2015-09-30,2015-12-31,2016-03-31,2016-06-30,2016-09-30,2016-12-31,2017-03-31,2017-06-30,2017-09-30,2017-12-31,2018-03-31,2018-06-30,2018-09-30,2018-12-31,2019-03-31,2019-06-30,2019-09-30,2019-12-31,2020-03-31,2020-06-30,2020-09-30,2020-12-31,2021-03-31,2021-06-30,2021-09-30,2021-12-31,2022-03-31,2022-06-30,2022-09-30,2022-12-31,2023-03-31,2023-06-30,2023-09-30,2023-12-31
Cash & Equivalents,"2,422","2,132","1,704","1,631","1,835","1,958","2,039","1,870","1,338","1,755","1,686","1,741","1,307","1,397",844,761,"1,130","1,246","1,373","1,100","1,542","1,248","1,537","1,291","1,925","1,602","2,759","3,619","2,028","1,938","3,401","3,546","1,946","1,924","2,177","1,923","1,917","1,482","1,610","1,810"
Cash & Cash Equivalents,"2,422","2,132","1,704","1,631","1,835","1,958","2,039","1,870","1,338","1,755","1,686","1,741","1,307","1,397",844,761,"1,130","1,246","1,373","1,100","1,542","1,248","1,537","1,291","1,925","1,602","2,759","3,619","2,028","1,938","3,401","3,546","1,946","1,924","2,177","1,923","1,917","1,482","1,610","1,810"
Cash Growth,-12.21%,-13.89%,-53.85%,-37.80%,-24.24%,-8.16%,19.66%,14.65%,-27.08%,-10.37%,-17.31%,-6.90%,-2.32%,-20.40%,-49.94%,-56.29%,-13.54%,-10.81%,62.68%,44.55%,36.46%,0.16%,11.94%,17.36%,24.84%,28.37%,79.51%,180.33%,5.35%,20.97%,23.27%,-2.02%,-4.04%,-0.72%,-35.99%,-45.77%,-1.49%,-22.97%,-26.05%,-5.88%
Receivables,"5,900","5,533","5,352","4,751","4,913","4,249","5,918","3,846","4,325","3,919","3,914","3,470","3,864","3,308","3,913","3,526","3,954","3,234","3,577","3,006","3,536","2,891","3,175","2,927","3,298","2,610","3,056","2,954","3,315","2,913","3,329","3,188","3,692","3,182","3,503","3,907","4,312","3,785","4,291","4,512"
Inventory,"4,027","4,088","4,122","3,480","3,421","3,000","3,029","2,609","2,756","2,713","2,776","2,469","2,603","2,710","2,781","2,557","2,620","2,683","2,842","2,592","2,620","2,731","2,742","2,546","2,441","2,710","2,840","2,647","2,635","2,925","2,922","2,708","2,838","3,038","3,393","3,381","3,627","3,825","3,808","3,615"
Other Current Assets,"1,353","1,347","1,668","1,888","1,695","2,681","1,188",633,590,592,479,800,641,778,617,676,666,"1,039",930,906,841,966,"1,176",866,"1,404","1,073",791,759,865,878,803,900,"1,143","1,066",837,880,"2,815","2,530","1,806","1,766"
Total Current Assets,"13,702","13,100","12,846","11,750","11,864","11,888","12,174","8,958","9,009","8,979","8,855","8,480","8,415","8,193","8,155","7,520","8,370","8,202","8,722","7,604","8,539","7,836","8,630","7,630","9,068","7,995","9,446","9,979","8,843","8,654","10,455","10,342","9,619","9,210","9,910","10,091","12,671","11,622","11,515","11,703"
"Property, Plant & Equipment","10,242","10,483","10,152","9,827","9,261","8,728","8,564","8,362","8,534","8,425","8,465","8,229","8,377","8,444","8,538","8,677","8,792","8,384","8,403","8,482","9,156","9,187","8,912","9,301","8,644","9,010","9,194","9,664","9,375","9,510","9,304","9,271","9,668","9,379","9,300","9,680","9,788","9,944","9,750","10,377"
Long-Term Investments,0,0,0,662,0,0,"4,895","5,387","5,630","5,618","5,717","5,585","5,594","5,853","6,060","6,193","6,347","6,223","7,006","7,123","7,004","7,095","7,040","7,178","6,887","6,659","6,488","6,036","5,916","5,586","5,269","5,289","5,255","4,655","4,498","4,879","3,397","3,245","3,051","3,242"
Goodwill and Intangibles,"47,400","47,593","45,509","43,724","41,790","40,732","40,078","39,432","40,071","39,522","39,472","38,377","38,812","39,429","39,709","39,724","40,111","39,364","39,036","38,727","38,644","38,644","38,107","38,805","37,487","38,874","39,391","40,377","40,472","40,961","40,442","40,269","41,447","40,442","41,700","43,160","43,414","43,509","42,782","43,732"
Other Long-Term Assets,"1,616","1,504","1,460",808,"1,291","3,770",679,704,731,727,756,867,878,838,829,843,883,801,751,793,819,811,"1,206","1,601","1,512","1,656","1,730","1,754","1,743","1,766","1,847","1,921","2,005","2,328","2,628","3,351","3,516","3,705","3,762","2,337"
Total Long-Term Assets,"59,258","59,580","57,121","55,021","52,342","53,230","54,216","53,885","54,966","54,292","54,410","53,058","53,661","54,564","55,136","55,437","56,133","54,772","55,196","55,125","55,623","55,737","55,265","56,885","54,530","56,199","56,803","57,831","57,506","57,823","56,862","56,750","58,375","56,804","58,126","61,070","60,115","60,403","59,345","59,688"
Total Assets,"72,960","72,680","69,967","66,771","64,206","65,118","66,390","62,843","63,975","63,271","63,265","61,538","62,076","62,757","63,291","62,957","64,503","62,974","63,918","62,729","64,162","63,573","63,895","64,515","63,598","64,194","66,249","67,810","66,349","66,477","67,317","67,092","67,994","66,014","68,036","71,161","72,786","72,025","70,860","71,391"
Accounts Payable,"5,372","5,303","5,184","5,299","5,199","4,499","4,875","4,890","4,779","4,562","4,884","5,318","4,897","5,012","5,139","5,705","5,727","5,248","5,374","5,794","5,566","5,312","5,322","5,853","5,554","5,466","5,597","6,209","6,372","6,375","6,484","6,730","7,241","6,787","6,726","7,562","7,885","7,740","7,658","8,321"
Current Debt,"4,177","4,286","3,891","2,835","5,883","6,247","3,330",841,"3,599","3,702","4,001","3,982","5,468","5,555","5,715","4,680","5,608","4,854","5,212","5,840","6,983","7,455","6,927","4,219","6,436","3,700","1,198","2,770","2,569","1,969","2,295","1,962","1,360","1,351","1,853","2,682","3,646","3,079","3,575","2,521"
Other Current Liabilities,"5,776","5,326","5,540","5,873","5,384","6,042","5,432","5,191","4,800","4,732","5,072","5,117","4,692","4,996","5,181","5,408","5,463","4,730","4,922","5,103","5,172","5,031","4,871","5,250","5,014","5,373","5,890","6,180","5,609","5,741","5,480","5,316","5,502","5,440","5,742","6,487","7,000","7,183","7,703","8,171"
Total Current Liabilities,"15,325","14,915","14,615","14,007","16,466","16,788","13,637","10,922","13,178","12,996","13,957","14,417","15,057","15,563","16,035","15,793","16,798","14,832","15,508","16,737","17,721","17,798","17,120","15,322","17,004","14,539","12,685","15,159","14,550","14,085","14,259","14,008","14,103","13,578","14,321","16,731","18,531","18,002","18,936","19,013"
Long-Term Debt,"14,772","14,255","13,988","13,821","12,822","13,090","13,029","14,557","13,800","13,578","13,105","13,217","12,906","13,226","12,918","12,972","13,180","14,857","14,852","12,532","12,907","12,211","13,022","14,610","13,787","16,483","19,400","17,746","17,408","17,535","18,168","18,009","18,852","18,350","20,334","20,765","19,064","18,639","16,877","17,424"
Other Long-Term Liabilities,"11,087","11,103","10,408","11,090","10,306","10,506","9,772","9,264","9,135","9,021","8,626","8,689","8,394","8,176","8,239","8,118","7,975","7,998","8,026","7,747","7,625","7,390","6,879","7,266","7,055","7,075","7,136","7,251","7,242","7,237","7,136","6,752","6,823","6,533","6,711","6,745","6,917","6,705","6,487","6,588"
Total Long-Term Liabilities,"25,859","25,358","24,396","24,911","23,128","23,596","22,801","23,821","22,935","22,599","21,731","21,906","21,300","21,402","21,157","21,090","21,155","22,855","22,878","20,279","20,532","19,601","19,901","21,876","20,842","23,558","26,536","24,997","24,650","24,772","25,304","24,761","25,675","24,883","27,045","27,510","25,981","25,344","23,364","24,012"
Total Liabilities,"41,184","40,273","39,011","38,918","39,594","40,384","36,438","34,743","36,113","35,595","35,688","36,323","36,357","36,965","37,192","36,883","37,953","37,687","38,386","37,016","38,253","37,399","37,021","37,198","37,846","38,097","39,221","40,156","39,200","38,857","39,563","38,769","39,778","38,461","41,366","44,241","44,512","43,346","42,300","43,025"
