,2013-12-31,2014-03-31,2014-06-30,2014-09-30,2014-12-31,2015-03-31,2015-06-30,2015-09-30,2015-12-31,2016-03-31,2016-06-30,2016-09-30,2016-12-31,2017-03-31,2017-06-30,2017-09-30,2017-12-31,2018-03-31,2018-06-30,2018-09-30,2018-12-31,2019-03-31,2019-06-30,2019-09-30,2019-12-31,2020-03-31,2020-06-30,2020-09-30,2020-12-31,2021-03-31,2021-06-30,2021-09-30,2021-12-31,2022-03-31,2022-06-30,2022-09-30,2022-12-31,2023-03-31,2023-06-30,2023-09-30
Cash & Equivalents,"6,291","6,182","6,732","6,148","7,242","8,891","7,156","6,837","8,023","5,235","7,149","9,094","9,976","9,315","6,715","8,484","14,040","14,008","12,273","10,882","13,186","17,469","15,111","17,120","13,407","24,936","55,818","44,106","40,509","50,495","34,846","26,624","21,746","26,804","21,553","24,892","30,856","46,513","41,596","44,869"
Cash & Cash Equivalents,"6,291","6,182","6,732","6,148","7,242","8,891","7,156","6,837","8,023","5,235","7,149","9,094","9,976","9,315","6,715","8,484","14,040","14,008","12,273","10,882","13,186","17,469","15,111","17,120","13,407","24,936","55,818","44,106","40,509","50,495","34,846","26,624","21,746","26,804","21,553","24,892","30,856","46,513","41,596","44,869"
Cash Growth,-43.11%,-8.36%,44.68%,7.52%,15.12%,43.82%,6.30%,11.21%,10.78%,-41.12%,-0.10%,33.01%,24.34%,77.94%,-6.07%,-6.71%,40.74%,50.38%,82.77%,28.26%,-6.08%,24.71%,23.12%,57.32%,1.68%,42.74%,269.39%,157.63%,202.15%,102.50%,-37.57%,-39.64%,-46.32%,-46.92%,-38.15%,-6.51%,41.89%,73.53%,92.99%,80.25%
"Property, Plant & Equipment","3,839","3,807","3,764","3,752","3,685","3,684","3,602","3,629","3,584","3,542","3,556","3,561","3,675","3,727","3,825","3,955","4,033","4,055","4,095","4,149","4,191","4,205","4,243","4,311","4,378","4,336","4,324","4,333","4,287","4,277","4,227","4,204","4,210","4,238","4,238","4,265","4,351","4,365","4,359","4,378"
Goodwill and Intangibles,"13,978","13,974","13,977","13,970","13,978","13,978","13,984","13,983","14,480","14,492","14,495","14,493","14,519","14,521","14,524","14,532","14,533","14,536","14,531","14,513","14,544","14,546","14,545","14,624","14,653","14,645","14,645","14,648","14,653","14,654","14,654","14,652","14,782","14,784","14,778","14,771","14,777","14,779","15,060","15,048"
Total Assets,"296,933","290,500","298,317","300,202","308,167","306,224","310,510","313,700","334,048","330,346","339,117","345,061","357,033","348,549","350,593","361,402","365,693","362,857","363,989","362,909","372,538","373,191","373,619","378,810","390,365","396,878","421,296","421,883","421,602","425,175","423,420","425,377","432,381","434,195","440,288","444,232","455,249","471,660","467,800","471,435"
Total Liabilities,"255,301","247,699","254,502","256,184","263,114","260,494","263,851","266,015","286,764","282,639","291,009","296,848","309,519","300,509","301,456","311,248","316,963","313,654","314,063","312,271","320,870","319,710","317,852","320,575","332,354","340,048","365,251","363,459","361,398","363,987","358,796","361,833","371,352","377,850","386,878","393,371","402,667","417,007","413,241","417,767"
Total Debt,"40,654","30,118","39,114","42,243","48,457","41,029","45,766","42,778","59,115","50,497","59,181","59,820","60,460","48,439","49,954","59,458","60,281","50,693","53,310","52,205","58,905","50,358","49,233","50,149","55,697","55,681","44,900","42,795","40,539","38,450","36,343","37,501","43,086","45,358","58,938","54,607","48,715","48,777","50,258","49,247"
Debt Growth,-18.55%,-19.67%,7.96%,32.65%,19.19%,36.23%,17.01%,1.27%,21.99%,23.08%,29.31%,39.84%,2.28%,-4.08%,-15.59%,-0.61%,-0.30%,4.65%,6.72%,-12.20%,-2.28%,-0.66%,-7.65%,-3.94%,-5.45%,10.57%,-8.80%,-14.66%,-27.22%,-30.95%,-19.06%,-12.37%,6.28%,17.97%,62.17%,45.61%,13.06%,7.54%,-14.73%,-9.82%
Common Stock,"22,212","22,252","21,916","21,415","21,510","21,017","21,516","21,420","20,855","19,940","19,388","18,847","18,697","18,648","18,734","18,830","18,956","18,806","18,093","17,632","17,056","17,111","17,211","18,306","16,515","16,599","16,703","16,938","16,622","16,238","16,371","13,240","9,649","7,339","5,490","5,325","5,314","5,295","5,349","5,363"
