,2014-02-28,2014-05-31,2014-08-31,2014-11-30,2015-02-28,2015-05-31,2015-08-31,2015-11-30,2016-02-29,2016-05-31,2016-08-31,2016-11-30,2017-02-28,2017-05-31,2017-08-31,2017-11-30,2018-02-28,2018-05-31,2018-08-31,2018-11-30,2019-02-28,2019-05-31,2019-08-31,2019-11-30,2020-02-29,2020-05-31,2020-08-31,2020-11-30,2021-02-28,2021-05-31,2021-08-31,2021-11-30,2022-02-28,2022-05-31,2022-08-31,2022-11-30,2023-02-28,2023-05-31,2023-08-31,2023-11-30
Cash & Equivalents,"3,680","4,049","4,921","4,472","4,061","4,026","4,361","3,073","3,035","3,498","4,906","4,077","3,239","3,382","4,127","3,682","3,595","3,929","5,061","4,364","4,465","4,769","6,127","5,811","5,436","6,442","8,415","8,594","9,167","10,009","8,168","5,637","5,466","6,704","7,890","5,900","6,239","8,535","9,045","7,141"
Short-Term Investments,2.71,2.69,2.6,2.46,2.62,2.38,2.45,2.73,2.82,2.87,2.88,2.51,2.5,2.64,3.01,0.68,3.42,3.26,3.19,3.12,3.11,3.34,3.31,3.3,3.64,3.68,94.31,83.15,3.52,4.43,4.29,6.97,6.03,4.32,3.97,4.1,4.19,4.48,4.58,4.6
Cash & Cash Equivalents,"3,683","4,052","4,924","4,475","4,064","4,029","4,363","3,076","3,037","3,501","4,908","4,080","3,241","3,385","4,130","3,682","3,598","3,932","5,065","4,367","4,468","4,772","6,130","5,814","5,440","6,446","8,510","8,677","9,170","10,014","8,172","5,644","5,472","6,708","7,894","5,904","6,243","8,540","9,050","7,145"
Cash Growth,-34.66%,-31.80%,-12.61%,-1.21%,10.35%,-0.57%,-11.39%,-31.26%,-25.26%,-13.10%,12.50%,32.63%,6.71%,-3.31%,-15.86%,-9.74%,11.02%,16.17%,22.63%,18.59%,24.16%,21.37%,21.04%,33.13%,21.76%,35.06%,38.82%,49.25%,68.56%,55.35%,-3.96%,-34.95%,-40.33%,-33.01%,-3.41%,4.60%,14.09%,27.31%,14.64%,21.03%
Receivables,"5,350","5,598","5,691","5,687","5,450","5,572","5,741","6,044","6,062","6,492","6,291","6,520","6,617","6,793","6,926","7,497","7,547","7,489","7,496","8,023","8,151","8,134","8,095","8,577","8,518","8,346","7,847","8,548","8,725","9,473","9,728","11,120","11,591","12,219","11,777","12,610","12,499","12,583","12,227","13,241"
Other Current Assets,"1,601","1,485","1,289","1,414","1,494","1,469",595.94,"1,503","1,579","1,584",777.19,768.46,905.85,"1,028","1,041","1,124","1,139",915.6,"1,025","1,150","1,214","1,235","1,225","1,215","1,447","1,355","1,393","1,401","1,665","1,658","1,766","1,857","2,122","2,081","1,940","2,158","2,319","2,257","2,105","2,669"
Total Current Assets,"10,634","11,135","11,904","11,576","11,008","11,070","10,700","10,623","10,679","11,576","11,976","11,368","10,764","11,206","12,097","12,304","12,285","12,337","13,586","13,540","13,833","14,142","15,451","15,606","15,405","16,146","17,750","18,626","19,561","21,145","19,667","18,622","19,185","21,008","21,611","20,672","21,061","23,380","23,382","23,056"
"Property, Plant & Equipment",783.96,786.6,793.44,740.5,725.92,752.36,801.88,804.01,856.4,883.61,956.54,928.9,968.43,"1,041","1,141","1,159","1,196","1,229","1,264","1,243","1,283","1,342","1,391","4,541","4,607","4,668","4,729","4,607","4,647","4,668","4,822","4,811","4,906","4,844","4,678","4,631","4,467","4,278","4,167","4,044"
Long-Term Investments,43.35,70.41,66.78,60.32,50.13,43.76,45.03,44.18,61.04,132.43,198.63,239.47,190.36,199.47,211.61,227.19,218.51,208.56,215.53,231.98,229.09,235.29,240.31,278.77,284.26,270.98,324.51,298.91,306.16,327.5,329.53,325.71,336.88,331.5,317.97,324.38,325.25,176.26,197.44,198.07
Goodwill and Intangibles,"2,312","2,355","2,396","2,399","2,438","2,669","2,930","3,522","3,501","3,538","3,609","4,009","4,224","4,611","5,002","5,079","5,286","5,275","5,383","5,523","5,783","6,079","6,206","6,300","6,699","7,335","7,710","8,127","8,752","9,144","11,126","12,396","12,428","12,499","13,133","13,791","14,191","14,461","15,573","16,236"
Other Long-Term Assets,"2,584","2,656","2,770","2,854","2,770","2,774","3,726","3,001","3,050","3,061","3,868","3,898","3,932","4,078","4,238","4,206","4,147","4,201","4,001","6,168","6,262","6,359","6,502","6,445","6,508","6,638","6,566","6,609","6,720","6,840","7,232","7,520","7,462","7,412","7,524","7,697","7,684","7,833","7,925","7,997"
Total Long-Term Assets,"5,723","5,868","6,026","6,054","5,984","6,239","7,503","7,371","7,469","7,615","8,633","9,075","9,315","9,930","10,593","10,670","10,848","10,914","10,864","13,166","13,557","14,015","14,339","17,565","18,098","18,911","19,329","19,642","20,425","20,980","23,509","25,053","25,133","25,087","25,653","26,443","26,666","26,748","27,863","28,476"
Total Assets,"16,357","17,002","17,930","17,630","16,992","17,309","18,203","17,994","18,148","19,191","20,609","20,444","20,079","21,136","22,690","22,974","23,133","23,251","24,449","26,706","27,390","28,156","29,790","33,171","33,503","35,057","37,079","38,268","39,985","42,125","43,176","43,675","44,318","46,095","47,263","47,116","47,727","50,128","51,245","51,531"
Accounts Payable,936.32,957.63,"1,064",947.27,984.54,"1,041","1,151","1,095","1,103","1,133","1,281","1,163","1,213","1,291","1,525","1,317","1,367","1,389","1,349","1,356","1,472","1,563","1,647","1,581","1,526","1,406","1,350","1,513","1,740","1,927","2,274","2,210","2,229","2,384","2,559","2,418","2,471","2,388","2,491","2,575"
Deferred Revenue,"2,968","2,826","2,893","2,696","2,811","2,648","2,776","2,622","3,059","3,121","3,120","2,814","3,199","3,243","3,333","3,183","3,587","3,380","3,456","3,452","3,943","3,828","3,754","3,572","4,224","4,175","4,328","4,193","4,867","4,930","4,929","4,708","5,410","5,295","5,191","5,037","5,839","5,789","5,561","5,095"
