,2014-02-28,2014-05-31,2014-08-31,2014-11-30,2015-02-28,2015-05-31,2015-08-31,2015-11-30,2016-02-29,2016-05-31,2016-08-31,2016-11-30,2017-02-28,2017-05-31,2017-08-31,2017-11-30,2018-02-28,2018-05-31,2018-08-31,2018-11-30,2019-02-28,2019-05-31,2019-08-31,2019-11-30,2020-02-29,2020-05-31,2020-08-31,2020-11-30,2021-02-28,2021-05-31,2021-08-31,2021-11-30,2022-02-28,2022-05-31,2022-08-31,2022-11-30,2023-02-28,2023-05-31,2023-08-31,2023-11-30
Current Debt,0.17,0.14,0.33,0,0.19,0,1.85,1.85,1.78,2.07,2.77,2.77,2.94,2.94,2.91,2.98,2.91,2.84,5.34,4.73,4.37,4.14,6.41,714.49,744.48,747.34,763.88,741.8,742.12,742.73,756.24,747.37,737.47,742.57,716.77,717.29,711.39,700.97,795.23,788.45
Other Current Liabilities,"3,384","3,833","4,201","4,495","3,698","4,199","4,562","4,754","3,409","3,905","4,476","5,190","3,938","4,617","4,964","5,360","4,410","4,782","5,342","5,364","4,800","5,157","5,655","5,332","4,683","5,500","6,221","6,371","6,741","7,330","7,749","7,567","7,164","8,141","9,056","8,289","7,329","8,214","9,162","8,823"
Total Current Liabilities,"7,288","7,616","8,158","8,137","7,494","7,888","8,491","8,472","7,573","8,161","8,879","9,170","8,353","9,154","9,824","9,863","9,368","9,554","10,152","10,176","10,219","10,552","11,062","11,199","11,178","11,828","12,663","12,819","14,091","14,930","15,709","15,232","15,540","16,563","17,523","16,460","16,350","17,093","18,009","17,280"
Long-Term Debt,26.32,26.53,26.4,26.79,27.03,27.22,25.59,25.81,26.87,26.8,24.46,24.56,24.55,24.73,22.16,22.23,25.92,25.96,19.68,19.9,19.75,19.86,16.25,"2,668","2,666","2,765","2,722","2,687","2,732","2,705","2,750","2,730","2,816","2,746","2,609","2,583","2,497","2,395","2,354","2,292"
Other Long-Term Liabilities,"3,256","3,214","3,461","3,449","2,921","2,927","3,038","3,090","3,174","3,297","3,516","3,215","3,086","3,080","3,133","3,195","3,301","3,519","3,553","3,455","3,423","3,442","3,884","3,703","3,739","3,981","4,195","4,336","4,320","4,596","4,619","4,774","4,805","4,775","4,384","4,407","4,423","4,579","4,424","4,474"
Total Long-Term Liabilities,"3,282","3,241","3,487","3,476","2,948","2,954","3,064","3,116","3,201","3,323","3,541","3,240","3,111","3,105","3,155","3,218","3,327","3,544","3,573","3,475","3,443","3,461","3,900","6,370","6,405","6,745","6,917","7,023","7,052","7,301","7,370","7,504","7,621","7,521","6,993","6,990","6,920","6,974","6,778","6,766"
Total Liabilities,"10,571","10,857","11,645","11,614","10,442","10,842","11,555","11,588","10,774","11,484","12,420","12,410","11,464","12,259","12,980","13,081","12,695","13,098","13,724","13,651","13,662","14,013","14,962","17,570","17,583","18,574","19,579","19,842","21,143","22,231","23,079","22,736","23,161","24,083","24,516","23,450","23,270","24,066","24,787","24,046"
Total Debt,26.49,26.67,26.73,26.79,27.22,27.22,27.44,27.66,28.65,28.87,27.23,27.34,27.49,27.67,25.07,25.21,28.84,28.8,25.01,24.62,24.12,23.99,22.66,"3,382","3,410","3,512","3,486","3,429","3,474","3,448","3,507","3,477","3,553","3,489","3,326","3,300","3,209","3,096","3,149","3,080"
Debt Growth,91241.38%,-,4.43%,3.26%,2.77%,2.04%,2.63%,3.23%,5.24%,6.08%,-0.75%,-1.16%,-4.05%,-4.15%,-7.93%,-7.79%,4.90%,4.06%,-0.23%,-2.31%,-16.36%,-16.69%,-9.42%,13635.41%,14039.68%,14539.13%,15283.15%,1.38%,1.88%,-1.83%,0.61%,1.41%,2.27%,1.18%,-5.16%,-5.10%,-9.70%,-11.25%,-5.31%,-6.66%
Common Stock,"-4,732.5","-4,754.75","-5,154.15","-5,405.92","-5,491.58","-5,577.74","-5,924.31","-6,192.55","-6,582.62","-6,570.88","1,337","1,159",750.41,658.11,"2,962","2,896","2,600","2,844","3,989","3,771","3,380","3,495","5,828","5,711","5,409","5,443","6,187","6,109","5,683","5,599","6,960","6,950","6,207","6,166","6,093","8,049","8,207","8,541","8,120","7,875"
Retained Earnings,"10,871","11,065","11,758","11,928","12,615","12,741","13,470","13,582","14,916","15,091","7,880","8,114","8,953","8,845","7,082","7,339","8,149","8,297","7,952","10,384","11,422","11,709","10,422","11,236","11,868","12,566","12,376","13,277","14,036","15,004","13,989","15,111","16,028","17,177","18,204","16,981","17,500","18,692","19,316","20,429"
Comprehensive Income,-866.5,-706.41,-871.95,"-1,040.71","-1,132.89","-1,252.27","-1,411.97","-1,489.47","-1,521.63","-1,392.61","-1,661.72","-1,855.22","-1,739.35","-1,335.52","-1,094.78","-1,133.15","-1,066.27","-1,343.7","-1,576.17","-1,476.55","-1,465.01","-1,466.51","-1,840.58","-1,779.97","-1,802.26","-1,993.82","-1,561.84","-1,479.2","-1,410.44","-1,260.76","-1,419.5","-1,707.24","-1,675.49","-1,954.15","-2,190.34","-2,055.67","-1,944.27","-1,900.92","-1,743.1","-1,627.22"
Shareholders' Equity,"5,272","5,604","5,732","5,482","5,991","5,911","6,134","5,900","6,812","7,127","7,555","7,417","7,964","8,167","8,949","9,102","9,683","9,797","10,365","12,679","13,337","13,737","14,409","15,167","15,475","16,015","17,001","17,907","18,308","19,343","19,529","20,353","20,560","21,389","22,106","22,975","23,763","25,332","25,693","26,677"
Net Cash / Debt,"3,656","4,025","4,897","4,448","4,037","4,001","4,336","3,048","3,009","3,472","4,881","4,052","3,214","3,357","4,105","3,657","3,570","3,903","5,040","4,342","4,444","4,749","6,108","2,432","2,030","2,934","5,024","5,248","5,696","6,566","4,666","2,167","1,919","3,219","4,568","2,604","3,034","5,444","5,901","4,065"
Net Cash / Debt Growth,-35.13%,-32.25%,-12.69%,-1.24%,10.40%,-0.58%,-11.46%,-31.47%,-25.46%,-13.23%,12.58%,32.94%,6.81%,-3.30%,-15.91%,-9.75%,11.07%,16.27%,22.77%,18.73%,24.49%,21.65%,21.19%,-44.00%,-54.32%,-38.22%,-17.74%,115.82%,180.59%,123.81%,-7.13%,-58.71%,-66.31%,-50.97%,-2.10%,20.17%,58.13%,69.10%,29.17%,56.13%
Net Cash Per Share,5.27,5.82,7.12,6.52,5.94,5.90,6.42,4.54,4.50,5.21,7.33,6.11,4.86,5.10,6.23,5.57,5.44,5.96,7.71,6.66,6.85,7.31,9.39,3.74,3.13,4.54,7.76,8.11,8.81,10.17,7.23,3.36,2.98,5.02,7.13,4.08,4.76,8.52,9.23,6.38
Working Capital,"3,346","3,519","3,746","3,439","3,514","3,181","2,209","2,151","3,106","3,415","3,097","2,198","2,411","2,051","2,273","2,441","2,917","2,783","3,434","3,364","3,614","3,590","4,389","4,407","4,228","4,318","5,087","5,807","5,470","6,215","3,958","3,390","3,645","4,445","4,087","4,212","4,711","6,288","5,373","5,775"
Book Value Per Share,8.29,8.85,9.08,8.72,9.54,9.44,9.82,9.42,10.87,11.43,12.14,11.93,12.80,13.19,14.50,14.78,15.67,15.33,16.18,19.85,20.88,21.54,22.62,23.86,24.27,25.17,26.74,28.23,28.79,30.45,30.83,32.19,32.43,33.80,34.97,36.46,37.67,40.11,40.78,42.48
