,2013-12-31,2014-03-31,2014-06-30,2014-09-30,2014-12-31,2015-03-31,2015-06-30,2015-09-30,2015-12-31,2016-03-31,2016-06-30,2016-09-30,2016-12-31,2017-03-31,2017-06-30,2017-09-30,2017-12-31,2018-03-31,2018-06-30,2018-09-30,2018-12-31,2019-03-31,2019-06-30,2019-09-30,2019-12-31,2020-03-31,2020-06-30,2020-09-30,2020-12-31,2021-03-31,2021-06-30,2021-09-30,2021-12-31,2022-03-31,2022-06-30,2022-09-30,2022-12-31,2023-03-31,2023-06-30,2023-09-30
Total Current Liabilities,"9,824","10,846","11,055","10,372","8,579","8,346","8,725","7,686","6,345","5,595","6,782","6,340","7,146","6,866","6,758","7,647","10,478","8,372","9,715","9,634","13,216","15,147","14,890","15,339","16,948","13,569","11,504","14,246","15,663","16,085","19,512","16,898","17,898","25,120","28,437","21,314","20,020","17,057","17,466","21,735"
Long-Term Debt,"3,373","3,635","3,612","6,238","6,575","5,967","5,918","5,912","11,896","11,351","11,032","10,538","10,544","12,570","12,577","12,753","12,322","17,232","17,241","18,423","26,980","29,718","29,921","30,244","29,320","31,848","32,301","30,493","29,744","31,701","29,270","28,245","25,895","26,539","26,566","26,477","26,475","28,063","28,070","27,311"
Other Long-Term Liabilities,"3,856","3,920","3,672","3,829","3,881","3,889","3,720","3,638","5,199","5,318","5,391","5,458","5,520","5,588","5,548","5,604","4,419","4,897","4,959","4,940","7,691","7,709","8,019","8,932","9,181","8,704","8,971","8,767","9,531","9,386","8,825","8,193","7,999","7,994","8,065","8,128","8,322","8,254","8,338","8,125"
Total Long-Term Liabilities,"7,229","7,555","7,284","10,067","10,456","9,856","9,638","9,550","17,095","16,669","16,423","15,996","16,064","18,158","18,125","18,357","16,741","22,129","22,200","23,363","34,671","37,427","37,940","39,176","38,501","40,552","41,272","39,260","39,275","41,087","38,095","36,438","33,894","34,533","34,631","34,605","34,797","36,317","36,408","35,436"
Total Liabilities,"17,053","18,401","18,339","20,439","19,035","18,202","18,363","17,236","23,440","22,264","23,205","22,336","23,210","25,024","24,883","26,004","27,219","30,501","31,915","32,997","47,887","52,574","52,830","54,515","55,449","54,121","52,776","53,506","54,938","57,172","57,607","53,336","51,792","59,653","63,068","55,919","54,817","53,374","53,874","57,171"
Total Debt,"3,396","3,659","3,638","6,264","6,602","6,743","6,698","6,692","11,925","11,566","11,059","10,566","10,572","12,598","12,606","12,782","12,946","17,258","17,267","18,449","27,524","30,881","31,090","31,387","30,538","34,188","34,641","33,524","33,095","33,962","29,813","28,762","26,904","28,034","28,044","27,896","27,909","28,542","28,565","28,583"
Debt Growth,1.04%,7.11%,6.69%,84.07%,94.41%,84.29%,84.11%,6.83%,80.63%,71.53%,65.11%,57.89%,-11.35%,8.92%,13.99%,20.97%,22.46%,36.99%,36.97%,44.34%,112.61%,78.94%,80.05%,70.13%,10.95%,10.71%,11.42%,6.81%,8.37%,-0.66%,-13.94%,-14.20%,-18.71%,-17.45%,-5.93%,-3.01%,3.74%,1.81%,1.86%,2.46%
Common Stock,"5,617","4,958","4,513","4,221","3,549","3,382","2,993","2,853","3,803","3,636","3,596","3,553","3,585","3,261","2,528","2,125","1,400","2,476","1,602","1,215","20,564","19,711","19,222","18,059","18,024","18,034","18,069","18,043","18,061","18,074","17,101","16,140","13,368","10,626","7,388","3,308","1,571","-1,661","-4,698","-7,513"
Retained Earnings,"5,507","5,591","6,325","6,856","7,515","8,269","8,959","9,736","9,752","9,584","10,215","10,169","10,206","10,046","10,344","11,044","12,864","12,745","13,589","14,119","14,755","14,391","15,146","15,891","15,990","6,380","6,008","4,744","4,650","4,029","12,160","12,484","12,905","13,420","18,983","23,175","26,142","28,528","30,442","33,424"
Comprehensive Income,-204,-205,-218,-228,-313,-313,-309,-312,-318,-318,-321,-327,-234,-237,-236,-239,-231,-233,-233,-168,-144,-151,-161,-212,-320,-326,-336,-334,-512,-511,-340,-344,-67,-74,-65,-179,2,-9,-30,-49
Shareholders' Equity,"10,920","10,344","10,620","10,849","10,751","11,338","11,643","12,277","13,237","12,902","13,490","13,395","13,557","13,070","12,636","12,930","14,033","14,988","14,958","15,166","35,175","33,951","34,207","33,738","33,694","24,088","23,741","22,453","22,199","21,592","28,921","28,280","26,206","23,972","26,306","26,304","27,715","26,858","25,714","25,862"
Net Cash / Debt,"-1,104","-1,493","-1,513","-4,410","-5,108","-4,665","-4,817","-4,648","-10,798","-11,258","-9,305","-9,857","-9,685","-10,431","-11,156","-10,694","-9,935","-12,605","-12,268","-13,457","-25,837","-30,004","-29,843","-29,862","-29,145","-32,498","-33,550","-32,906","-32,680","-33,338","-12,556","-15,536","-16,065","-17,437","-14,725","-16,761","-16,139","-17,090","-17,111","-15,527"
Net Cash Per Share,-1.85,-2.53,-2.62,-7.75,-9.14,-8.50,-8.85,-8.64,-20.15,-21.20,-17.52,-18.60,-18.38,-19.68,-21.58,-21.05,-20.11,-26.26,-26.44,-29.51,-49.12,-44.58,-44.81,-45.25,-44.70,-50.15,-51.62,-50.62,-50.35,-51.21,-19.20,-24.39,-26.55,-30.70,-27.47,-33.93,-34.49,-38.23,-40.84,-39.21
Working Capital,"2,913","2,602","2,541","2,515","2,760","2,707","2,706","3,175","3,126","2,502","3,522","3,205","3,255","4,176","3,685","3,984","2,923","6,153","5,833","6,239","4,807","3,004","3,506","3,800","13,510","2,124","3,139","11,954","12,624","14,276","19,080","17,245","12,598","11,268","13,976","13,971","15,222","15,429","14,747","14,540"
Book Value Per Share,18.38,17.65,18.50,19.20,19.37,20.80,21.52,22.95,24.88,24.39,25.55,25.42,25.68,24.89,24.63,25.66,28.87,31.49,32.59,33.63,67.91,50.45,51.67,51.43,52.08,37.17,36.52,34.54,34.20,33.17,44.49,44.68,43.60,42.50,49.45,53.57,59.73,60.49,61.66,65.64
