,2014-03-31,2014-06-30,2014-09-30,2014-12-31,2015-03-31,2015-06-30,2015-09-30,2015-12-31,2016-03-31,2016-06-30,2016-09-30,2016-12-31,2017-03-31,2017-06-30,2017-09-30,2017-12-31,2018-03-31,2018-06-30,2018-09-30,2018-12-31,2019-03-31,2019-06-30,2019-09-30,2019-12-31,2020-03-31,2020-06-30,2020-09-30,2020-12-31,2021-03-31,2021-06-30,2021-09-30,2021-12-31,2022-03-31,2022-06-30,2022-09-30,2022-12-31,2023-03-31,2023-06-30,2023-09-30,2023-12-31
Investing Cash Flow,35,"-1,000",-800,"-1,200",600,"-1,900","-1,300","-5,400","-2,000","-4,522","-1,050","-2,936",350,"-1,705","-1,923","-3,818","-1,764",-634,"-2,969",455,-853,"4,162","-30,373",127,-902,"-1,236",-332,-558,"-2,000","-2,671",-629,-675,"-1,358",172,"-1,697","-1,318","-7,960",7,"-1,953",0
Dividends Paid,"-1,000","-1,100","-1,090","-1,100","-1,100","-1,300","-1,300","-1,300","-1,200","-1,340","-1,337","-1,329","-1,321","-1,403","-1,396","-1,387","-1,382","-1,437","-1,431","-1,416","-1,397","-1,435","-1,436","-1,438","-1,440","-1,450","-1,453","-1,455","-1,457","-1,467","-1,471","-1,474","-1,475","-1,488","-1,491","-1,494","-1,497","-1,510","-1,515","-1,518"
Common Stock Issued,300,100,148,200,200,100,100,100,100,55,52,37,4,43,35,38,-16,-37,26,5,"6,000","24,909","-1,612",-158,"6,628","3,100",16,-238,-38,213,9,811,0,0,0,0,0,"1,279","1,811",0
Share Repurchases,"-8,200","-3,700","-1,719",-100,"-1,200","-1,100","-1,500",-800,-900,-836,-856,-871,"-1,293","-1,486",-949,-669,-814,"-1,044",-627,"-2,050",-971,-375,-133,-55,-31,-137,-14,-57,-26,-163,-18,-67,-80,-235,-14,-78,-96,-144,-98,0
Other Financing Activities,"-12,200","-5,000","-3,597","-4,900","-3,700","-2,500","-2,100",-900,"3,000","-2,707","-3,753",-866,"-2,110",-735,"-2,344",-239,"-2,325","-2,089",341,"-5,244","-3,711","-2,818","-5,262","-4,133","-5,334","-3,411",-266,"-4,657","-4,314","-2,040",-304,"-2,096","2,772","-2,944","2,191","-1,436","7,109","-2,644","-3,526",-
Financing Cash Flow,"-4,700","-2,300","-2,820","-5,700","-3,400","-2,600","-1,800","-1,300","2,800","-3,156","-4,182","-1,287","-2,134",-609,"-2,756",-919,"-2,909","-2,519",-437,"-4,605","1,863","21,031","-8,177","-5,674",-115,"-1,624","-1,689","-6,293","-5,783","-3,131","-1,748","-2,692","1,377","-4,197",714,"-2,852","5,708","-2,731","-3,132","-1,518"
Net Cash Flow,"-1,300",300,-154,"-1,100",300,-400,"1,100","-1,800","6,700","-4,337",-978,"-1,213","2,270","1,600",-781,"1,057",28,"-1,302",771,-352,"5,667","-17,143","-45,912","-2,053","3,057",817,"2,365",-878,"-3,002","-3,108",241,-849,"3,262","-2,965",721,13,"-6,442",-111,"-2,149","2,945"
Free Cash Flow,"2,400","2,700","2,754","5,100","2,700","3,000","3,300","4,300","4,600","2,464","3,362","2,292","3,136","2,718","2,790","4,768","3,709","1,291","3,290","3,242","4,145","2,510","2,938","2,806","3,739","2,879","3,457","5,079","4,385","1,937","2,075","2,017","2,870",827,"1,456","3,421","3,317","2,151","2,773","4,463"
Free Cash Flow Growth,-27.27%,17.39%,-1.64%,-5.56%,12.50%,11.11%,19.83%,-15.69%,70.37%,-17.87%,1.88%,-46.70%,-31.83%,10.31%,-17.01%,108.03%,18.27%,-52.50%,17.92%,-32.01%,11.76%,94.42%,-10.70%,-13.45%,-9.79%,14.70%,17.67%,81.00%,17.28%,-32.72%,-39.98%,-60.29%,-34.55%,-57.31%,-29.83%,69.61%,15.57%,160.10%,90.45%,30.46%
Free Cash Flow Margin,10.67%,11.08%,12.30%,21.15%,13.78%,14.41%,17.12%,19.49%,24.62%,12.17%,17.49%,10.53%,17.27%,14.09%,14.57%,21.15%,19.45%,6.45%,17.54%,14.90%,22.80%,13.10%,16.30%,12.89%,21.28%,15.89%,19.69%,24.94%,24.73%,10.33%,11.78%,61.89%,20.21%,5.32%,10.32%,20.50%,23.27%,13.90%,18.80%,25.68%
Free Cash Flow Per Share,2.30,2.69,2.76,5.12,2.72,3.04,3.37,4.42,4.77,2.57,3.51,2.41,3.31,2.89,2.99,5.13,4.01,1.40,3.59,3.58,4.64,2.82,3.29,3.14,4.18,3.22,3.85,5.65,4.86,2.14,2.29,2.22,3.16,0.91,1.61,3.74,3.61,2.34,3.00,4.81
