,2014-03-31,2014-06-30,2014-09-30,2014-12-31,2015-03-31,2015-06-30,2015-09-30,2015-12-31,2016-03-31,2016-06-30,2016-09-30,2016-12-31,2017-03-31,2017-06-30,2017-09-30,2017-12-31,2018-03-31,2018-06-30,2018-09-30,2018-12-31,2019-03-31,2019-06-30,2019-09-30,2019-12-31,2020-03-31,2020-06-30,2020-09-30,2020-12-31,2021-03-31,2021-06-30,2021-09-30,2021-12-31,2022-03-31,2022-06-30,2022-09-30,2022-12-31,2023-03-31,2023-06-30,2023-09-30,2023-12-31
Cash & Equivalents,"9,409","9,715","9,561","8,476","8,796","8,393","9,480","7,686","14,354","10,017","9,039","7,826","10,096","11,696","10,915","11,972","11,949","10,741","11,563","11,379","17,134","45,399","10,087","8,172","11,218","12,041","14,393","13,212","10,531","7,350","7,455","6,650","9,934","7,034","7,816","7,886","9,337","9,394","7,257","13,068"
Short-Term Investments,295,5,4,0,8,367,88,508,515,600,929,701,599,599,600,608,893,966,"2,932",618,872,874,733,696,647,"2,063","1,200",600,600,600,600,600,550,524,"1,753",852,"8,057","6,904","3,721",373
Cash & Cash Equivalents,"9,704","9,720","9,565","8,476","8,804","8,760","9,568","8,194","14,869","10,617","9,968","8,527","10,695","12,295","11,515","12,580","12,842","11,707","14,495","11,997","18,006","46,273","10,820","8,868","11,865","14,104","15,593","13,812","11,131","7,950","8,055","7,250","10,484","7,558","9,569","8,738","17,394","16,298","10,978","13,441"
Cash Growth,-19.08%,-6.15%,-6.52%,-23.41%,-9.27%,-9.88%,0.03%,-3.33%,68.89%,21.20%,4.18%,4.06%,-28.07%,15.80%,15.52%,47.53%,20.07%,-4.78%,25.88%,-4.63%,40.21%,295.26%,-25.35%,-26.08%,-34.11%,-69.52%,44.11%,55.75%,-6.19%,-43.63%,-48.34%,-47.51%,-5.81%,-4.93%,18.80%,20.52%,65.91%,115.64%,14.72%,53.82%
Receivables,"29,661","30,077","28,002","31,831","27,849","27,910","25,113","28,554","26,730","26,547","25,196","29,245","25,869","26,958","27,126","31,630","29,229","28,340","27,087","30,563","27,945","24,738","20,959","23,795","20,669","19,447","17,870","18,738","16,067","15,823","14,669","15,770","14,135","14,009","13,104","15,148","13,231","12,940","11,797","7,214"
Inventory,"2,456","2,338","2,356","2,103","1,970","1,912","1,613","1,551","1,690","1,685","1,729","1,553","1,609","1,604","1,711","1,583","1,753","1,742","1,893","1,682","1,771","1,745","1,712","1,619","1,786","1,869","1,949","1,839","1,828","1,807","1,891","1,649","1,776","1,684","1,794","1,552","1,603","1,501","1,399","1,161"
Other Current Assets,"6,138","6,047","7,240","7,012","7,693","6,604","5,818","4,205","4,334","4,675","4,540","4,563","4,716","4,156","4,390","3,942","5,298","5,006","4,782","4,904","4,983","4,761","4,630","4,138","4,611","4,533","4,433","4,776","5,012","5,194","5,352","4,870","4,935","4,645","4,532","3,680","3,754","3,719","3,531","11,092"
Total Current Assets,"47,959","48,182","47,163","49,422","46,316","45,186","42,112","42,504","47,623","43,524","41,433","43,888","42,889","45,013","44,742","49,735","49,122","46,795","48,257","49,146","52,705","77,517","38,121","38,420","38,931","39,953","39,845","39,165","34,038","30,774","29,967","29,539","31,330","27,896","28,999","29,118","35,982","34,458","27,705","32,908"
"Property, Plant & Equipment","13,683","13,748","11,068","10,771","10,510","10,703","10,661","10,727","10,910","11,092","11,104","10,830","10,865","10,903","11,057","11,116","11,278","11,024","10,949","10,792","15,309","15,200","14,964","15,006","14,497","14,483","14,673","14,726","13,935","13,810","13,391","8,916","8,667","8,123","7,890","8,212","8,133","8,096","8,481","8,721"
Long-Term Investments,"5,030","5,369","5,126","5,603","5,466","5,377","5,586","5,187","5,223","5,259","5,075","4,585","4,549","4,759","4,806","4,919","2,942","2,518","2,272","2,386","2,403","2,228","2,221","2,074","1,911","1,921","1,944","2,282","2,125","2,010","1,996","1,823","1,771","1,689","1,614","1,617","1,607","1,585","1,582","1,626"
Goodwill,"31,214","31,568","31,045","30,556","29,871","30,535","30,275","32,021","34,322","36,422","36,401","36,199","36,307","36,517","36,782","36,788","36,732","36,482","36,526","36,265","36,281","35,284","57,951","58,222","57,517","57,833","58,355","59,617","59,984","61,645","61,378","55,643","56,106","55,039","54,218","55,949","56,193","56,385","59,596","60,178"
Intangible Assets,"3,698","3,585","3,373","3,104","2,991","2,938","2,775","3,487","4,373","5,148","4,881","4,689","4,438","4,180","3,981","3,741","3,522","3,344","3,135","3,088","2,956","2,730","15,612","15,236","14,666","14,270","13,962","13,796","13,535","13,539","13,025","12,511","12,312","11,571","10,967","11,184","10,905","10,496","11,278","11,036"
Other Long-Term Assets,"21,062","21,862","21,133","18,077","16,884","17,990","17,240","16,569","16,407","16,611","16,712","17,279","18,450","19,123","20,269","19,055","21,689","21,460","20,851","21,706","21,274","21,696","20,749","23,231","25,882","25,739","25,349","26,386","25,011","25,036","24,458","23,569","23,088","23,184","22,162","21,164","20,817","21,193","20,680","20,772"
Total Long-Term Assets,"74,687","76,132","71,745","68,111","65,722","67,543","66,537","67,991","71,235","74,532","74,173","73,581","74,607","75,481","76,895","75,621","76,162","74,828","73,732","74,237","78,223","77,135","111,498","113,767","114,473","114,246","114,283","116,807","114,590","116,040","114,248","102,462","101,944","99,606","96,851","98,126","97,655","97,755","101,617","102,333"
Total Assets,"122,646","124,314","118,911","117,532","112,037","112,729","108,649","110,495","118,856","118,056","115,606","117,470","117,495","120,495","121,636","125,356","125,285","121,622","121,990","123,382","130,926","154,652","149,620","152,186","153,403","154,200","154,128","155,971","148,629","146,814","144,214","132,001","133,275","127,503","125,850","127,243","133,637","132,213","129,321","135,241"
Accounts Payable,"6,865","6,271","5,855","6,864","6,314","5,943","5,166","6,028","5,302","5,484","5,271","6,209","5,324","5,126","5,442","6,451","5,736","5,518","5,384","6,558","5,711","4,724","4,042","4,896","4,172","4,719","3,985","4,908","4,140","4,214","4,248","3,955","3,453","3,707","3,806","4,051","3,728","3,732","3,342","4,132"
Deferred Revenue,"13,681","12,591","11,346","11,877","12,162","11,332","10,458","11,021","12,609","11,508","10,815","11,035","12,351","11,541","10,649","11,552","13,059","11,752","10,704","11,165","12,134","11,261","11,223","12,026","13,377","12,469","11,681","12,833","14,197","13,272","12,264","12,518","13,526","12,522","11,139","12,032","13,220","12,712","11,917","13,451"
Current Debt,"9,312","12,462","12,876","5,731","4,532","5,329","7,538","6,461","5,303","4,887","6,920","7,513","8,340","8,061","4,299","6,987","5,977","7,646","10,932","10,207","11,563","15,913","9,907","10,177","12,969","10,632","11,621","8,540","6,535","7,776","8,860","7,761","8,644","6,865","6,781","5,634","5,756","7,627","7,221","7,246"
Other Current Liabilities,"11,200","11,109","12,229","15,128","12,632","12,931","10,570","10,759","11,450","11,706","11,441","11,518","10,466","11,238","11,307","12,373","10,961","10,526","9,802","10,297","9,463","10,453","9,894","10,602","10,155","10,622","10,706","13,588","11,670","11,354","10,460","9,385","8,433","8,750","8,740","9,788","8,289","8,442","8,126","9,293"
Total Current Liabilities,"41,058","42,433","42,306","39,600","35,640","35,535","33,732","34,269","34,664","33,585","34,447","36,275","36,481","35,966","31,697","37,363","35,733","35,442","36,822","38,227","38,871","42,351","35,066","37,701","40,673","38,442","37,993","39,869","36,542","36,616","35,832","33,619","34,056","31,844","30,466","31,505","30,993","32,513","30,606","34,122"
