,2014-03-31,2014-06-30,2014-09-30,2014-12-31,2015-03-31,2015-06-30,2015-09-30,2015-12-31,2016-03-31,2016-06-30,2016-09-30,2016-12-31,2017-03-31,2017-06-30,2017-09-30,2017-12-31,2018-03-31,2018-06-30,2018-09-30,2018-12-31,2019-03-31,2019-06-30,2019-09-30,2019-12-31,2020-03-31,2020-06-30,2020-09-30,2020-12-31,2021-03-31,2021-06-30,2021-09-30,2021-12-31,2022-03-31,2022-06-30,2022-09-30,2022-12-31,2023-03-31,2023-06-30,2023-09-30,2023-12-31
Long-Term Debt,"34,668","34,008","32,821","35,073","34,295","33,339","32,122","33,428","40,254","39,638","35,563","34,655","34,441","37,612","41,327","39,837","40,410","37,851","35,989","35,605","43,317","62,391","61,587","57,981","56,484","59,133","58,764","57,929","54,585","52,013","50,118","47,379","48,903","46,510","47,045","48,379","55,920","52,677","51,304","52,689"
Other Long-Term Liabilities,"30,180","30,360","29,389","30,845","29,813","30,018","29,344","28,374","28,866","28,944","28,437","28,148","28,125","28,373","28,855","30,431","30,852","29,681","29,261","32,620","32,131","32,134","34,872","35,519","36,118","35,937","36,037","37,447","35,989","36,118","35,907","32,007","31,204","29,673","28,192","25,338","25,052","24,752","24,255","25,817"
Total Long-Term Liabilities,"64,848","64,368","62,210","65,918","64,108","63,357","61,466","61,802","69,120","68,582","64,000","62,803","62,566","65,985","70,182","70,268","71,262","67,532","65,250","68,225","75,448","94,525","96,459","93,500","92,602","95,070","94,801","95,376","90,574","88,131","86,025","79,386","80,107","76,183","75,237","73,717","80,972","77,429","75,559","78,506"
Total Liabilities,"105,906","106,801","104,516","105,518","99,748","98,892","95,198","96,071","103,784","102,167","98,447","99,078","99,047","101,951","101,879","107,631","106,995","102,974","102,072","106,452","114,319","136,876","131,525","131,201","133,275","133,512","132,794","135,245","127,116","124,747","121,857","113,005","114,163","108,027","105,703","105,222","111,965","109,942","106,165","112,628"
Total Debt,"43,980","46,470","45,697","40,804","38,827","38,668","39,660","39,889","45,557","44,525","42,483","42,168","42,781","45,673","45,626","46,824","46,387","45,497","46,921","45,812","54,880","78,304","71,494","68,158","69,453","69,765","70,385","66,469","61,120","59,789","58,978","55,140","57,547","53,375","53,826","54,013","61,676","60,304","58,525","59,935"
Debt Growth,31.69%,36.19%,26.30%,2.73%,-11.72%,-16.79%,-13.21%,-2.24%,17.33%,15.15%,7.12%,5.71%,-6.09%,2.58%,7.40%,11.04%,8.43%,-0.39%,2.84%,-2.16%,18.31%,72.11%,52.37%,48.78%,26.55%,-10.90%,-1.55%,-2.48%,-12.00%,-14.30%,-16.21%,-17.04%,-5.85%,-10.73%,-8.74%,-2.04%,7.18%,12.98%,8.73%,10.96%
Common Stock,"51,943","52,163","52,446","52,666","52,928","53,059","53,220","53,262","53,439","53,565","53,759","53,935","54,104","54,235","54,395","54,566","54,712","54,827","54,987","55,151","55,287","55,404","55,808","55,895","56,092","56,135","56,366","56,556","56,788","56,912","57,189","57,319","57,603","57,802","58,117","58,343","58,675","58,963","59,313","59,643"
Retained Earnings,"131,431","134,483","133,403","137,793","139,030","141,218","141,898","146,124","146,888","148,071","149,585","152,759","153,292","154,234","155,565","153,126","156,371","157,349","158,612","159,206","159,396","160,467","160,709","162,954","162,626","162,559","162,806","162,717","162,218","162,086","161,747","154,209","153,401","153,298","148,611","149,825","149,253","149,318","149,506","151,276"
Comprehensive Income,"-21,156","-20,369","-20,978","-27,875","-27,842","-27,432","-28,155","-29,607","-28,998","-28,604","-28,164","-29,398","-28,710","-28,189","-27,521","-26,592","-28,583","-28,290","-27,820","-29,490","-29,182","-28,841","-29,086","-28,597","-29,283","-28,757","-28,584","-29,337","-28,257","-27,652","-27,302","-23,234","-22,532","-22,169","-17,138","-16,740","-16,780","-16,499","-16,098","-18,761"
Shareholders' Equity,"16,607","17,377","14,255","11,868","12,141","13,684","13,294","14,262","14,925","15,733","17,010","18,246","18,327","18,419","19,627","17,594","18,166","18,520","19,784","16,796","16,481","17,645","17,956","20,841","19,999","20,551","21,208","20,597","21,389","21,942","22,228","18,901","19,050","19,409","20,076","21,944","21,604","22,201","23,081","22,533"
Total Liabilities and Equity,"122,646","124,314","118,911","117,532","112,037","112,729","108,649","110,495","118,856","118,056","115,606","117,470","117,495","120,495","121,636","125,356","125,285","121,622","121,990","123,382","130,926","154,652","149,620","152,186","153,403","154,200","154,128","155,971","148,629","146,814","144,214","132,001","133,275","127,503","125,850","127,243","133,637","132,213","129,321","135,241"
Net Cash / Debt,"-34,276","-36,750","-36,132","-32,328","-30,023","-29,908","-30,092","-31,695","-30,688","-33,908","-32,515","-33,641","-32,086","-33,378","-34,111","-34,244","-33,545","-33,790","-32,426","-33,815","-36,874","-32,031","-60,674","-59,290","-57,588","-55,661","-54,792","-52,657","-49,989","-51,839","-50,923","-47,890","-47,063","-45,817","-44,257","-45,275","-44,282","-44,006","-47,547","-46,494"
Net Cash Per Share,-32.90,-36.56,-36.22,-32.48,-30.26,-30.31,-30.74,-32.58,-31.82,-35.30,-33.97,-35.31,-33.85,-35.52,-36.55,-36.87,-36.25,-36.75,-35.43,-37.36,-41.25,-35.96,-67.96,-66.34,-64.34,-62.20,-61.06,-58.57,-55.44,-57.33,-56.21,-52.82,-51.76,-50.31,-48.95,-49.43,-48.25,-47.86,-51.47,-50.14
Working Capital,"6,901","5,749","4,857","9,822","10,676","9,651","8,380","8,235","12,959","9,939","6,986","7,613","6,408","9,047","13,045","12,372","13,389","11,353","11,435","10,919","13,834","35,166","3,055",719,"-1,742","1,511","1,852",-704,"-2,504","-5,842","-5,865","-4,080","-2,726","-3,948","-1,467","-2,387","4,989","1,945","-2,901","-1,214"
Book Value Per Share,16.04,17.38,14.37,11.98,12.29,13.93,13.63,14.71,15.52,16.43,17.83,19.23,19.45,19.70,21.12,19.03,19.73,20.24,21.71,18.64,18.53,19.91,20.27,23.49,22.52,23.11,23.79,23.08,23.93,24.52,24.78,21.04,21.18,21.53,22.21,24.23,23.81,24.40,25.29,24.63
