,2014-03-31,2014-06-30,2014-09-30,2014-12-31,2015-03-31,2015-06-30,2015-09-30,2015-12-31,2016-03-31,2016-06-30,2016-09-30,2016-12-31,2017-03-31,2017-06-30,2017-09-30,2017-12-31,2018-03-31,2018-06-30,2018-09-30,2018-12-31,2019-03-31,2019-06-30,2019-09-30,2019-12-31,2020-03-31,2020-06-30,2020-09-30,2020-12-31,2021-03-31,2021-06-30,2021-09-30,2021-12-31,2022-03-31,2022-06-30,2022-09-30,2022-12-31,2023-03-31,2023-06-30,2023-09-30,2023-12-31
Cash & Equivalents,665,"1,183","3,272","1,877","1,191","1,311","1,739","1,362","1,384","1,929","3,200","1,863","2,553","1,785","1,815","2,150","1,205","1,455","1,535","2,277","1,319","1,357","1,321","1,577","2,591","1,281","1,365","1,610","1,238",715,724,720,520,537,453,791,537,535,424,610
Cash & Cash Equivalents,665,"1,183","3,272","1,877","1,191","1,311","1,739","1,362","1,384","1,929","3,200","1,863","2,553","1,785","1,815","2,150","1,205","1,455","1,535","2,277","1,319","1,357","1,321","1,577","2,591","1,281","1,365","1,610","1,238",715,724,720,520,537,453,791,537,535,424,610
Cash Growth,-57.23%,-1.58%,221.73%,30.62%,79.10%,10.82%,-46.85%,-27.44%,16.20%,47.14%,84.01%,36.78%,84.47%,-7.47%,-43.28%,15.41%,-52.80%,-18.49%,-15.43%,5.91%,9.46%,-6.74%,-13.94%,-30.74%,96.44%,-5.60%,3.33%,2.09%,-52.22%,-44.18%,-46.96%,-55.28%,-58.00%,-24.90%,-37.43%,9.86%,3.27%,-0.37%,-6.40%,-22.88%
Receivables,"2,041","2,052","2,405","2,128","2,178","2,246","2,194","1,354","2,027","2,089","2,133","1,451","1,510","1,527","1,523","1,374","1,663","1,637","1,658","1,498","1,816","1,795","1,773",932,"1,534",527,430,357,435,416,465,420,529,550,600,537,671,671,727,692
Inventory,"3,067","3,227","3,138","3,082","3,173","3,160","3,559","2,284","3,549","3,438","3,455","2,253","2,328","2,416","2,453","2,480","2,648","2,659","2,622","2,492","2,612","2,606","2,555","1,607","2,512","1,673","1,592","1,488","1,453","1,456","1,420","1,402","1,483","1,563","1,612","1,609","1,662","1,715","1,748","1,765"
Other Current Assets,992,925,874,761,"1,180","1,112","1,100","2,953",705,637,580,325,319,305,357,374,379,324,317,314,306,260,259,"1,727",311,221,213,217,202,212,211,195,250,187,181,206,187,207,212,249
Total Current Assets,"6,765","7,387","9,689","7,848","7,722","7,829","8,592","7,953","7,665","8,093","9,368","5,892","6,710","6,033","6,148","6,378","5,895","6,075","6,132","6,581","6,053","6,018","5,908","5,843","6,948","3,702","3,600","3,672","3,328","2,799","2,820","2,737","2,782","2,837","2,846","3,143","3,057","3,128","3,111","3,316"
"Property, Plant & Equipment","17,613","17,611","16,716","16,426","15,288","15,274","14,752","5,425","15,016","15,017","15,122","5,499","5,473","5,507","5,526","5,594","5,628","5,582","5,645","5,704","5,727","5,517","5,377","2,629","5,358","2,558","2,552","2,592","2,524","2,515","2,483","2,467","2,400","2,340","2,288","2,332","2,321","2,319","2,296","2,328"
Long-Term Investments,"1,949","1,979","1,946","1,944","1,931","1,928","1,647",0,"1,684","1,466","1,465","1,020",446,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Goodwill and Intangibles,"3,423","3,435","3,389","5,247","5,050","5,232","5,443","5,249","5,402","5,396","5,384","6,136","5,170","5,215","5,246","5,522","5,563","5,481","5,471","5,419","5,421","5,186","5,128","4,666","5,104","4,640","4,656","4,673","4,649","4,647","4,631","4,616","4,596","4,546","4,488","4,534","4,542","4,539","4,514","4,540"
