,2013-12-31,2014-03-31,2014-06-30,2014-09-30,2014-12-31,2015-03-31,2015-06-30,2015-09-30,2015-12-31,2016-03-31,2016-06-30,2016-09-30,2016-12-31,2017-03-31,2017-06-30,2017-09-30,2017-12-31,2018-03-31,2018-06-30,2018-09-30,2018-12-31,2019-03-31,2019-06-30,2019-09-30,2019-12-31,2020-03-31,2020-06-30,2020-09-30,2020-12-31,2021-03-31,2021-06-30,2021-09-30,2021-12-31,2022-03-31,2022-06-30,2022-09-30,2022-12-31,2023-03-31,2023-06-30,2023-09-30
Accounts Payable,246,241,241,234,262,228,191,210,209,232,284,298,447,376,376,371,530,404,403,453,349,498,524,512,542,605,408,452,513,615,689,674,794,696,732,803,862,868,899,929
Current Debt,3,4,3,3,403,423,43,63,3,253,254,254,64,5,"1,018","1,266","1,801",962,"1,685","1,820","2,253","1,638","1,949","1,297","1,416","1,004",254,11,13,13,262,261,261,238,170,20,20,510,559,513
Other Current Liabilities,"1,575","1,474","1,529","1,583","2,181","1,812","1,703","1,965","2,218","2,123","2,644","2,464","3,076","3,109","2,906","3,191","3,323","3,622","2,665","2,809","2,658","2,343","2,377","2,445","2,908","2,367","2,446","2,839","3,155","2,765","3,122","3,087","3,219","3,341","2,981","2,726","2,921","2,705","3,104","3,137"
Total Current Liabilities,"1,824","1,719","1,773","1,820","2,846","2,463","1,937","2,238","2,430","2,608","3,182","3,016","3,587","3,490","4,300","4,828","5,654","4,988","4,753","5,082","5,260","4,479","4,850","4,254","4,866","3,976","3,108","3,302","3,681","3,393","4,073","4,022","4,274","4,275","3,883","3,549","3,803","4,083","4,562","4,579"
Long-Term Debt,"4,237","4,245","4,252","4,249","3,841","3,845","5,069","5,796","5,674","5,424","5,173","5,171","5,420","5,509","4,817","4,416","3,815","4,803","4,808","4,806","4,803","7,590","7,591","9,590","8,592","9,331","9,278","9,325","9,130","9,082","8,847","8,824","8,804","9,067","8,802","8,564","8,915","8,495","8,494","8,386"
Other Long-Term Liabilities,"3,971","3,837","3,908","3,948","3,880","3,663","3,537","3,771","3,709","3,229","3,263","3,028","2,356","1,891","2,030","1,804","2,561","2,381","2,310","2,202","2,210","2,500","2,443","3,213","3,230","3,002","2,821","2,654","2,640","2,706","2,306","2,569","2,529","2,260","2,253","2,194","2,178","2,205","2,060","1,949"
Total Long-Term Liabilities,"8,208","8,082","8,160","8,197","7,721","7,508","8,606","9,567","9,383","8,653","8,436","8,199","7,776","7,400","6,847","6,220","6,376","7,184","7,118","7,008","7,013","10,090","10,034","12,803","11,822","12,333","12,099","11,979","11,770","11,788","11,153","11,393","11,333","11,327","11,055","10,758","11,093","10,700","10,554","10,335"
Total Liabilities,"10,032","9,801","9,933","10,017","10,567","9,971","10,543","11,805","11,813","11,261","11,618","11,215","11,363","10,890","11,147","11,048","12,030","12,172","11,871","12,090","12,273","14,569","14,884","17,057","16,688","16,309","15,207","15,281","15,451","15,181","15,226","15,415","15,607","15,602","14,938","14,307","14,896","14,783","15,116","14,914"
Total Debt,"4,240","4,249","4,255","4,252","4,244","4,268","5,112","5,859","5,677","5,677","5,427","5,425","5,484","5,514","5,835","5,682","5,616","5,765","6,493","6,626","7,056","9,228","9,540","10,887","10,008","10,335","9,532","9,336","9,143","9,095","9,109","9,085","9,065","9,305","8,972","8,584","8,935","9,005","9,053","8,899"
Debt Growth,-0.38%,-0.12%,0.07%,0.07%,0.09%,0.45%,20.14%,37.79%,33.77%,33.01%,6.16%,-7.41%,-3.40%,-2.87%,7.52%,4.74%,2.41%,4.55%,11.28%,16.61%,25.64%,60.07%,46.93%,64.31%,41.84%,12.00%,-0.08%,-14.25%,-8.64%,-12.00%,-4.44%,-2.69%,-0.85%,2.31%,-1.50%,-5.51%,-1.43%,-3.22%,0.90%,3.67%
Common Stock,"15,003","14,898","14,934","14,980","15,002","15,049","15,063","15,114","15,159","15,147","15,224","15,287","15,313","15,314","15,356","15,424","15,461","15,484","15,530","15,603","15,646","15,674","15,722","15,810","15,860","15,888","17,890","17,987","17,497","17,515","17,583","17,697","17,751","17,809","17,868","17,984","18,054","18,122","18,207","18,340"
Retained Earnings,"-8,570","-8,436","-8,432","-8,389","-8,689","-8,690","-8,587","-8,785","-8,927","-8,725","-8,934","-8,706","-8,581","-8,215","-8,068","-7,785","-8,390","-8,326","-7,770","-7,339","-6,953","-6,528","-6,375","-6,249","-2,253","-2,252","-2,405","-2,574","-2,378","-2,050","-1,878","-1,473","-1,392","-1,296","-1,050",-876,-750,-450,-189,315
Comprehensive Income,106,72,42,110,144,142,104,81,88,35,-70,-99,1,-46,-53,-51,-59,-128,-16,25,33,87,78,138,270,168,131,151,207,254,237,238,263,222,433,532,269,178,208,231
Shareholders' Equity,"6,539","6,534","6,544","6,701","6,457","6,501","6,580","6,410","6,320","6,457","6,220","6,482","6,733","7,053","7,235","7,588","7,012","7,030","7,744","8,289","8,726","9,233","9,425","9,699","13,877","13,804","15,616","15,564","15,326","15,719","15,942","16,462","16,622","16,735","17,251","17,640","17,573","17,850","18,226","18,886"
Net Cash / Debt,"-4,023","-4,058","-3,898","-4,006","-3,657","-4,026","-4,209","-5,509","-5,358","-5,339","-4,989","-5,188","-5,288","-5,358","-5,640","-5,472","-5,428","-5,478","-6,285","-6,458","-6,910","-9,089","-9,417","-10,610","-9,791","-9,965","-7,808","-7,314","-7,409","-7,079","-6,434","-7,138","-7,140","-8,980","-8,696","-8,246","-8,007","-8,435","-8,627","-7,947"
Net Cash Per Share,-3.03,-3.01,-2.90,-2.97,-2.91,-3.02,-3.09,-4.10,-3.98,-3.90,-3.68,-3.76,-3.82,-3.85,-4.05,-3.93,-3.89,-3.92,-4.49,-4.60,-4.91,-6.45,-6.69,-7.51,-6.93,-7.05,-5.53,-5.11,-5.19,-4.95,-4.49,-4.97,-4.97,-6.24,-6.05,-5.73,-5.55,-5.83,-5.92,-5.39
Working Capital,"1,187","1,217","1,441","1,355",760,726,"1,836","1,224","1,041",556,148,165,-348,-464,"-1,078","-1,350","-1,832",-908,-824,"-1,111","-1,257","1,755","1,484",593,-167,847,"2,695","2,858","3,013","2,708","2,685","2,207","2,043",790,"1,200","1,595","1,957","1,621","1,324","1,925"
Book Value Per Share,4.92,4.94,4.95,5.05,4.87,4.87,4.91,4.77,4.70,4.78,4.58,4.76,4.94,5.17,5.28,5.53,5.11,5.11,5.61,5.99,6.30,6.65,6.78,6.96,9.95,9.88,11.07,10.88,10.73,11.08,11.22,11.56,11.66,11.72,12.07,12.32,12.26,12.43,12.60,12.90
