,2014-03-31,2014-06-30,2014-09-30,2014-12-31,2015-03-31,2015-06-30,2015-09-30,2015-12-31,2016-03-31,2016-06-30,2016-09-30,2016-12-31,2017-03-31,2017-06-30,2017-09-30,2017-12-31,2018-03-31,2018-06-30,2018-09-30,2018-12-31,2019-03-31,2019-06-30,2019-09-30,2019-12-31,2020-03-31,2020-06-30,2020-09-30,2020-12-31,2021-03-31,2021-06-30,2021-09-30,2021-12-31,2022-03-31,2022-06-30,2022-09-30,2022-12-31,2023-03-31,2023-06-30,2023-09-30,2023-12-31
Cash & Equivalents,"1,672",945,987,"1,026",704,691,698,772,699,959,"1,025","1,085",951,"1,041","1,087","1,196","1,041","1,057","1,032","1,498","1,163","1,178",993,"1,952","2,837","2,546","3,528","2,924","2,447","2,968","2,875","3,044","2,114","1,642","1,794","1,958","1,359","1,309","1,123","1,570"
Cash & Cash Equivalents,"1,672",945,987,"1,026",704,691,698,772,699,959,"1,025","1,085",951,"1,041","1,087","1,196","1,041","1,057","1,032","1,498","1,163","1,178",993,"1,952","2,837","2,546","3,528","2,924","2,447","2,968","2,875","3,044","2,114","1,642","1,794","1,958","1,359","1,309","1,123","1,570"
Cash Growth,122.93%,41.04%,19.49%,-25.65%,-57.89%,-26.88%,-29.28%,-24.76%,-0.71%,38.78%,46.85%,40.54%,36.05%,8.55%,6.05%,10.23%,9.46%,1.54%,-5.06%,25.25%,11.72%,11.45%,-3.78%,30.31%,143.94%,116.13%,255.29%,49.80%,-13.75%,16.58%,-18.51%,4.10%,-13.61%,-44.68%,-37.60%,-35.68%,-35.71%,-20.28%,-37.40%,-19.82%
Receivables,"2,080","2,222","2,213","2,768","2,518","2,702","2,914","2,530","2,695","2,797","2,982","2,711","2,735","2,974","3,102","2,665","2,657","2,464","2,881","2,210","2,222","2,387","2,588","2,198","1,931","1,998","2,716","3,109","2,997","3,052","3,187","3,100","2,860","2,723","2,410","1,555","1,612","1,679","1,841","1,529"
Inventory,"2,666","2,812","2,720","2,740","3,002","3,086","2,943","2,619","3,096","3,204","3,208","2,623","3,076","3,230","3,345","2,988","3,346","3,032","2,873","2,533","2,960","3,008","2,883","2,438","2,543","2,129","2,216","2,301","2,470","2,652","2,876","2,717","3,136","3,218","2,884","2,089","2,351","2,484","2,388","2,247"
Other Current Assets,"1,165","1,066","1,039","1,564","1,490","1,394","1,324",953,"1,404","1,413","1,372",920,942,984,"1,115","1,081","1,047","1,830","1,675","1,657","1,891","1,930",911,810,851,906,847,795,"1,924",731,788,834,858,877,831,792,773,722,760,861
Total Current Assets,"7,583","7,045","6,959","8,098","7,714","7,873","7,879","6,874","7,894","8,373","8,587","7,339","7,704","8,229","8,649","7,930","8,091","8,383","8,461","7,898","8,236","8,503","7,375","7,398","8,162","7,579","9,307","9,129","9,838","9,403","9,726","9,695","8,968","8,460","7,919","6,394","6,095","6,194","6,112","6,207"
"Property, Plant & Equipment","3,054","3,069","2,986","3,981","3,779","3,813","3,684","3,774","3,800","3,742","3,768","3,810","3,792","3,811","3,865","4,033","3,970","3,427","3,396","3,414","4,136","4,106","3,949","4,222","4,042","4,037","4,040","4,188","3,778","3,718","3,686","3,751","3,711","3,512","3,402","2,793","2,801","2,821","2,842","2,955"
Goodwill and Intangibles,"3,419","3,415","3,403","5,610","5,434","5,499","5,744","5,684","5,751","5,653","5,649","5,508","5,518","5,655","5,697","5,709","5,761","4,853","4,803","4,747","4,735","4,710","4,637","4,665","4,609","4,611","4,653","4,690","4,383","4,376","4,485","4,466","4,438","4,010","3,977","6,478","6,482","6,475","6,463","6,454"
Other Long-Term Assets,"1,984","2,079","2,360","2,313","2,281","2,328","2,316","2,678","2,227","2,200","2,186","2,496","2,466","2,511","2,627","2,366","2,517","2,407","2,433","2,288","2,579","2,536","2,445","2,596","2,582","2,449","2,359","2,429","2,339","2,584","2,497","2,373","2,370","2,370","2,213","1,459","1,486","1,491","1,472","1,696"
