,2014-03-31,2014-06-30,2014-09-30,2014-12-31,2015-03-31,2015-06-30,2015-09-30,2015-12-31,2016-03-31,2016-06-30,2016-09-30,2016-12-31,2017-03-31,2017-06-30,2017-09-30,2017-12-31,2018-03-31,2018-06-30,2018-09-30,2018-12-31,2019-03-31,2019-06-30,2019-09-30,2019-12-31,2020-03-31,2020-06-30,2020-09-30,2020-12-31,2021-03-31,2021-06-30,2021-09-30,2021-12-31,2022-03-31,2022-06-30,2022-09-30,2022-12-31,2023-03-31,2023-06-30,2023-09-30,2023-12-31
Total Long-Term Assets,"8,457","8,563","8,749","11,904","11,494","11,640","11,744","12,136","11,778","11,595","11,603","11,814","11,776","11,977","12,189","12,108","12,248","10,687","10,632","10,449","11,450","11,352","11,031","11,483","11,233","11,097","11,052","11,307","10,500","10,678","10,668","10,590","10,519","9,892","9,592","10,730","10,769","10,787","10,777","11,105"
Total Assets,"16,040","15,608","15,708","20,002","19,208","19,513","19,623","19,010","19,672","19,968","20,190","19,153","19,480","20,206","20,838","20,038","20,339","19,070","19,093","18,347","19,686","19,855","18,406","18,881","19,395","18,676","20,359","20,436","20,338","20,081","20,394","20,285","19,487","18,352","17,511","17,124","16,864","16,981","16,889","17,312"
Accounts Payable,"3,721","3,876","3,789","4,730","4,173","4,179","4,162","4,403","4,286","4,391","4,312","4,416","4,334","4,733","4,728","4,797","4,643","4,051","4,200","4,487","4,310","4,270","4,229","4,547","4,065","3,328","4,179","4,834","4,673","4,874","5,127","5,413","5,262","5,063","4,445","3,376","3,467","3,520","3,433","3,598"
Current Debt,612,315,699,803,654,"1,007","1,310",528,"1,758","1,507","1,671",594,"1,143","1,770","2,113",826,"1,692","2,058","2,413","1,981","2,587","2,730","1,487",853,"2,392","2,010","2,033",310,308,308,310,308,558,267,256,252,309,"1,327","1,323",817
Other Current Liabilities,"2,121","1,927","1,914","2,870","2,563","2,610","2,739","2,813","2,643","2,628","2,718","2,652","2,495","2,553","2,795","2,882","2,608","3,036","3,061","3,210","2,981","3,094","2,784","2,969","2,119","2,387","2,893","3,186","3,030","2,650","2,854","2,789","2,465","2,262","2,108","2,303","2,206","2,240","2,267","2,533"
Total Current Liabilities,"6,454","6,118","6,402","8,403","7,390","7,796","8,211","7,744","8,687","8,526","8,701","7,662","7,972","9,056","9,636","8,505","8,943","9,145","9,674","9,678","9,878","10,094","8,500","8,369","8,576","7,725","9,105","8,330","8,011","7,832","8,291","8,510","8,285","7,592","6,809","5,931","5,982","7,087","7,023","6,948"
Long-Term Debt,"2,662","2,461","2,450","3,544","3,977","3,750","3,502","3,470","3,251","3,712","3,718","3,876","3,890","3,631","3,669","4,392","4,190","4,781","4,768","4,046","4,786","4,815","4,722","4,918","5,382","5,627","5,700","5,897","5,817","5,826","5,774","5,723","5,429","5,586","5,421","7,947","7,976","6,977","6,926","7,026"
Other Long-Term Liabilities,"1,711","1,678","1,545","2,259","2,097","2,119","2,121","2,122","2,038","1,897","1,804","1,887","1,843","1,839","1,846","2,013","1,986","1,800","1,343","1,418","1,303","1,279","1,235","1,476","1,457","1,399","1,276","1,414","1,371","1,338","1,200","1,039","1,028",965,930,740,672,724,700,801
Total Long-Term Liabilities,"4,373","4,139","3,995","5,803","6,074","5,869","5,623","5,592","5,289","5,609","5,522","5,763","5,733","5,470","5,515","6,405","6,176","6,581","6,111","5,464","6,089","6,094","5,957","6,394","6,839","7,026","6,976","7,311","7,188","7,164","6,974","6,762","6,457","6,551","6,351","8,687","8,648","7,701","7,626","7,827"
Total Liabilities,"10,827","10,257","10,397","14,206","13,464","13,665","13,834","13,336","13,976","14,135","14,223","13,425","13,705","14,526","15,151","14,910","15,119","15,726","15,785","15,142","15,967","16,188","14,457","14,763","15,415","14,751","16,081","15,641","15,199","14,996","15,265","15,272","14,742","14,143","13,160","14,618","14,630","14,788","14,649","14,775"
Total Debt,"3,274","2,776","3,149","4,347","4,631","4,757","4,812","3,998","5,009","5,219","5,389","4,470","5,033","5,401","5,782","5,218","5,882","6,839","7,181","6,027","7,373","7,545","6,209","5,771","7,774","7,637","7,733","6,207","6,125","6,134","6,084","6,031","5,987","5,853","5,677","8,199","8,285","8,304","8,249","7,843"
Debt Growth,33.52%,13.26%,28.79%,76.49%,41.45%,71.36%,52.81%,-8.03%,8.16%,9.71%,11.99%,11.81%,0.48%,3.49%,7.29%,16.73%,16.87%,26.62%,24.20%,15.50%,25.35%,10.32%,-13.54%,-4.25%,5.44%,1.22%,24.55%,7.56%,-21.21%,-19.68%,-21.32%,-2.84%,-2.25%,-4.58%,-6.69%,35.95%,38.38%,41.88%,45.31%,-4.34%
Common Stock,459,483,463,516,537,497,463,353,132,46,-29,-141,-259,-442,-629,-823,-807,"-1,797","-1,887","-1,947","-1,987","-1,974","-2,028","-2,057","-2,172","-2,153","-2,098","-2,029","-2,170","-2,162","-2,581","-2,967","-3,506","-3,786","-3,843","-3,835","-3,833","-3,826","-3,822","-3,818"
Retained Earnings,"5,896","6,015","6,186","6,209","6,340","6,446","6,611","6,722","6,803","7,047","7,209","7,314","7,394","7,501","7,697","7,352","7,440","6,701","6,837","6,933","7,391","7,380","7,659","7,870","7,947","7,902","8,223","8,725","9,079","9,572","9,957","10,170","10,380","9,912","9,960","8,261","7,985","7,974","7,961","8,358"
Comprehensive Income,"-1,256","-1,258","-1,451","-1,840","-2,048","-2,012","-2,211","-2,332","-2,177","-2,221","-2,176","-2,400","-2,319","-2,328","-2,316","-2,331","-2,344","-2,506","-2,590","-2,695","-2,602","-2,657","-2,603","-2,618","-2,715","-2,731","-2,754","-2,811","-2,687","-2,459","-2,412","-2,357","-2,299","-2,090","-1,939","-2,090","-2,091","-2,130","-2,075","-2,178"
Shareholders' Equity,"5,099","5,240","5,198","4,885","4,829","4,931","4,863","4,743","4,758","4,872","5,004","4,773","4,816","4,731","4,752","4,198","4,289","2,398","2,360","2,291","2,802","2,749","3,028","3,195","3,060","3,018","3,371","3,885","4,222","4,951","4,964","4,846","4,575","4,036","4,178","2,336","2,061","2,018","2,064","2,362"
Net Cash / Debt,"-1,602","-1,831","-2,162","-3,321","-3,927","-4,066","-4,114","-3,226","-4,310","-4,260","-4,364","-3,385","-4,082","-4,360","-4,695","-4,022","-4,841","-5,782","-6,149","-4,529","-6,210","-6,367","-5,216","-3,819","-4,937","-5,091","-4,205","-3,283","-3,678","-3,166","-3,209","-2,987","-3,873","-4,211","-3,883","-6,241","-6,926","-6,995","-7,126","-6,273"
Net Cash Per Share,-20.18,-23.00,-27.16,-41.41,-49.09,-50.83,-51.62,-40.78,-55.04,-55.04,-56.75,-44.36,-53.71,-58.06,-63.45,-55.63,-67.14,-83.68,-94.17,-70.55,-96.28,-99.02,-81.25,-59.77,-77.99,-81.20,-66.43,-51.38,-57.83,-49.86,-51.18,-48.18,-65.98,-75.20,-70.60,-116.65,-126.39,-126.72,-128.86,-111.82
Working Capital,"1,129",927,557,-305,324,77,-332,-870,-793,-153,-114,-323,-268,-827,-987,-575,-852,-762,"-1,213","-1,780","-1,642","-1,591","-1,125",-971,-414,-146,202,799,"1,827","1,571","1,435","1,185",683,868,"1,110",463,113,-893,-911,-741
Book Value Per Share,65.29,66.92,66.30,62.39,61.28,62.34,61.71,60.73,61.55,63.94,66.10,63.47,64.39,63.93,65.19,58.71,60.24,34.70,36.59,35.69,43.78,43.09,47.61,50.39,48.73,48.37,53.85,61.67,67.02,78.71,79.81,80.36,78.47,72.07,76.38,42.71,37.61,36.69,37.53,42.71
