,2014-03-31,2014-06-30,2014-09-30,2014-12-31,2015-03-31,2015-06-30,2015-09-30,2015-12-31,2016-03-31,2016-06-30,2016-09-30,2016-12-31,2017-03-31,2017-06-30,2017-09-30,2017-12-31,2018-03-31,2018-06-30,2018-09-30,2018-12-31,2019-03-31,2019-06-30,2019-09-30,2019-12-31,2020-03-31,2020-06-30,2020-09-30,2020-12-31,2021-03-31,2021-06-30,2021-09-30,2021-12-31,2022-03-31,2022-06-30,2022-09-30,2022-12-31,2023-03-31,2023-06-30,2023-09-30,2023-12-31
Cash & Equivalents,"2,559","1,986","2,468",686,735,707,"1,015","1,311",909,"1,605",929,"1,820","1,349","1,569","2,287","1,436","1,346","1,020","1,103",902,784,963,"1,432","1,216","1,886","2,252","2,008","1,826","1,808","1,195","1,216","1,005",960,931,"1,029","1,099","1,426","1,228","1,218","1,514"
Short-Term Investments,480,927,570,497,435,475,399,144,121,64,46,43,40,48,41,55,58,63,57,61,55,53,58,57,50,45,87,96,120,110,88,67,73,61,60,55,56,68,64,75
Cash & Cash Equivalents,"3,039","2,913","3,038","1,183","1,170","1,182","1,414","1,455","1,030","1,669",975,"1,863","1,389","1,617","2,328","1,491","1,404","1,083","1,160",963,839,"1,016","1,490","1,273","1,936","2,297","2,095","1,922","1,928","1,305","1,304","1,072","1,033",992,"1,089","1,154","1,482","1,296","1,282","1,589"
Cash Growth,27.69%,63.56%,35.08%,-32.21%,-61.50%,-59.42%,-53.46%,22.99%,-11.97%,41.20%,-31.05%,28.04%,34.85%,-3.12%,138.77%,-19.97%,1.08%,-33.02%,-50.17%,-35.41%,-40.24%,-6.19%,28.45%,32.19%,130.75%,126.08%,40.60%,50.98%,-0.41%,-43.19%,-37.76%,-44.22%,-46.42%,-23.98%,-16.49%,7.65%,43.47%,30.65%,17.72%,37.69%
Receivables,"3,016","3,184","2,968","2,815","2,961","3,286","3,062","2,709","3,106","3,108","2,962","2,654","3,057","3,191","3,155","2,903","3,343","3,438","3,217","2,845","3,197","3,332","3,028","2,756","2,804","2,673","2,843","2,726","3,034","3,498","3,382","3,152","3,659","3,818","3,541","3,303","3,595","3,821","3,612","3,279"
Inventory,"1,929","1,964","1,905","1,825","1,881","1,861","1,841","1,659","1,863","1,803","1,676","1,514","1,727","1,766","1,805","1,730","1,963","1,956","1,962","1,783","1,965","1,945","1,860","1,710","1,859","1,706","1,672","1,735","1,914","2,226","2,249","2,171","2,439","2,481","2,411","2,272","2,599","2,506","2,217","2,127"
Other Current Assets,904,974,987,620,"1,072","1,045",975,889,719,527,804,543,473,571,350,353,400,402,402,370,408,414,439,431,467,401,392,415,463,417,365,379,496,465,449,444,517,445,441,436
Total Current Assets,"8,888","9,035","8,898","6,443","7,084","7,374","7,292","6,712","6,718","7,107","6,417","6,574","6,646","7,145","7,638","6,477","7,110","6,879","6,741","5,961","6,409","6,707","6,817","6,170","7,066","7,077","7,002","6,798","7,339","7,446","7,300","6,774","7,627","7,756","7,490","7,173","8,193","8,068","7,552","7,431"
"Property, Plant & Equipment","2,724","2,777","2,720","3,092","2,965","2,917","2,919","2,822","3,038","2,950","2,863","2,608","2,806","2,710","2,730","2,824","2,862","2,738","2,738","2,805","3,592","3,660","3,604","3,765","3,647","3,691","3,726","3,974","3,903","4,358","4,256","4,333","4,201","4,047","3,955","4,157","4,184","4,254","4,231","4,476"
Long-Term Investments,380,381,449,443,449,459,453,367,370,322,328,179,175,256,261,268,270,258,266,251,261,251,254,258,245,251,267,267,429,269,272,274,267,250,253,244,255,262,264,259
Goodwill and Intangibles,"4,295","4,282","4,172","6,212","5,818","5,881","5,867","5,847","5,913","5,675","5,774","5,555","5,800","5,963","5,980","5,987","6,232","5,906","5,943","6,042","6,123","6,393","6,418","6,601","6,161","6,223","6,349","7,453","7,454","9,257","9,048","9,031","8,822","8,568","8,236","8,492","8,605","8,787","8,597","8,624"
Other Long-Term Assets,830,825,848,"1,345","1,052",965,"1,043","1,328","1,276","1,194","1,108",855,727,903,"1,006",982,"1,070","1,013","1,030",956,986,944,971,914,945,928,956,"1,064","1,014","1,023","1,007",939,971,951,934,678,862,845,857,857
Total Long-Term Assets,"8,229","8,265","8,189","11,092","10,284","10,222","10,282","10,364","10,597","10,141","10,073","9,197","9,508","9,832","9,977","10,061","10,434","9,915","9,977","10,054","10,962","11,248","11,247","11,538","10,998","11,093","11,298","12,758","12,800","14,907","14,583","14,577","14,261","13,816","13,378","13,571","13,906","14,148","13,949","14,216"
Total Assets,"17,117","17,300","17,087","17,535","17,368","17,596","17,574","17,076","17,315","17,248","16,490","15,771","16,154","16,977","17,615","16,538","17,544","16,794","16,718","16,015","17,371","17,955","18,064","17,708","18,064","18,170","18,300","19,556","20,139","22,353","21,883","21,351","21,888","21,572","20,868","20,744","22,099","22,216","21,501","21,647"
Accounts Payable,"3,712","3,691","3,687","3,547","3,329","3,590","3,611","3,419","3,616","3,577","3,567","3,460","3,573","3,653","3,895","3,781","3,924","3,893","3,806","3,623","3,684","3,746","3,636","3,496","3,367","3,055","3,482","3,792","3,815","4,318","4,378","4,392","4,492","4,511","4,299","4,087","4,347","4,306","4,210","4,467"
Current Debt,19,425,394,481,621,293,302,281,38,686,652,629,604,619,616,12,19,22,15,651,821,821,801,683,"1,622","1,859",849,758,"1,061",964,898,201,509,508,492,496,394,997,795,500
Other Current Liabilities,835,846,815,847,823,942,857,995,902,112,241,164,96,169,107,102,87,132,112,99,83,139,141,196,206,320,282,281,244,206,187,173,171,146,135,138,127,113,95,87
Total Current Liabilities,"4,566","4,962","4,896","4,875","4,773","4,825","4,770","4,695","4,556","4,375","4,460","4,253","4,273","4,441","4,618","3,895","4,030","4,047","3,933","4,373","4,588","4,706","4,578","4,375","5,195","5,234","4,613","4,831","5,120","5,488","5,463","4,766","5,172","5,165","4,926","4,721","4,868","5,416","5,100","5,054"
Long-Term Debt,"3,373","2,958","2,954","3,533","4,023","4,222","4,250","4,026","4,226","4,426","3,752","3,787","3,817","3,998","4,089","4,134","5,199","5,048","5,023","4,365","5,192","5,417","5,473","5,161","5,378","5,282","5,498","5,848","6,012","7,123","6,801","7,265","7,518","7,407","7,109","7,139","7,714","6,732","6,218","6,370"
Other Long-Term Liabilities,"3,089","3,059","3,032","3,862","3,414","3,293","3,358","3,286","3,285","3,014","3,157","2,816","2,778","2,803","2,898","2,837","2,848","2,716","2,684","2,545","2,581","2,645","2,658","2,769","2,654","2,716","2,765","3,062","3,038","3,331","3,209","2,909","2,865","2,709","2,689","2,175","2,264","2,276","2,248","2,200"
Total Long-Term Liabilities,"6,462","6,017","5,986","7,395","7,437","7,515","7,608","7,312","7,511","7,440","6,909","6,603","6,595","6,801","6,987","6,971","8,047","7,764","7,707","6,910","7,773","8,062","8,131","7,930","8,032","7,998","8,263","8,910","9,050","10,454","10,010","10,174","10,383","10,116","9,798","9,314","9,978","9,008","8,466","8,570"
