,2014-03-31,2014-06-30,2014-09-30,2014-12-31,2015-03-31,2015-06-30,2015-09-30,2015-12-31,2016-03-31,2016-06-30,2016-09-30,2016-12-31,2017-03-31,2017-06-30,2017-09-30,2017-12-31,2018-03-31,2018-06-30,2018-09-30,2018-12-31,2019-03-31,2019-06-30,2019-09-30,2019-12-31,2020-03-31,2020-06-30,2020-09-30,2020-12-31,2021-03-31,2021-06-30,2021-09-30,2021-12-31,2022-03-31,2022-06-30,2022-09-30,2022-12-31,2023-03-31,2023-06-30,2023-09-30,2023-12-31
Total Liabilities,"11,028","10,979","10,882","12,270","12,210","12,340","12,378","12,007","12,067","11,815","11,369","10,856","10,868","11,242","11,605","10,866","12,077","11,811","11,640","11,283","12,361","12,768","12,709","12,305","13,227","13,232","12,876","13,741","14,170","15,942","15,473","14,940","15,555","15,281","14,724","14,035","14,846","14,424","13,566","13,624"
Total Debt,"3,392","3,383","3,348","4,014","4,644","4,515","4,552","4,307","4,264","5,112","4,404","4,416","4,421","4,617","4,705","4,146","5,218","5,070","5,038","5,016","6,013","6,238","6,274","5,844","7,000","7,141","6,347","6,606","7,073","8,087","7,699","7,466","8,027","7,915","7,601","7,635","8,108","7,729","7,013","6,870"
Debt Growth,-0.26%,0.12%,-1.38%,17.85%,36.91%,33.46%,35.96%,7.30%,-8.18%,13.22%,-3.25%,2.53%,3.68%,-9.68%,6.83%,-6.11%,18.03%,9.81%,7.08%,20.98%,15.24%,23.04%,24.53%,16.51%,16.41%,14.48%,1.16%,13.04%,1.04%,13.25%,21.30%,13.02%,13.49%,-2.13%,-1.27%,2.26%,1.01%,-2.35%,-7.74%,-10.02%
Common Stock,"-6,712","-6,814","-6,938","-7,202","-7,341","-7,463","-7,599","-7,836","-7,966","-7,939","-8,172","-8,796","-8,946","-8,924","-9,141","-9,526","-10,113","-10,566","-10,810","-11,201","-11,202","-11,179","-11,160","-11,272","-11,264","-11,253","-11,227","-11,181","-11,150","-11,116","-11,102","-11,336","-11,319","-11,448","-11,436","-11,426","-11,396","-11,377","-11,340","-11,429"
Retained Earnings,"13,934","14,227","14,506","14,498","14,728","14,966","15,302","15,521","15,770","16,034","15,744","15,980","16,214","16,613","17,106","17,140","17,464","17,725","17,987","18,131","18,330","18,488","18,735","18,906","19,029","19,010","19,325","19,469","19,719","20,022","20,226","20,372","20,251","20,552","20,736","20,828","20,946","21,290","21,563","21,500"
Comprehensive Income,"-1,230","-1,181","-1,447","-2,116","-2,309","-2,332","-2,592","-2,702","-2,643","-2,749","-2,541","-2,356","-2,076","-2,059","-2,063","-2,057","-2,005","-2,275","-2,197","-2,300","-2,224","-2,230","-2,328","-2,350","-3,042","-2,925","-2,788","-2,599","-2,730","-2,664","-2,871","-2,750","-2,714","-2,922","-3,266","-2,810","-2,408","-2,299","-2,472","-2,239"
Shareholders' Equity,"5,992","6,232","6,121","5,180","5,078","5,171","5,111","4,983","5,161","5,346","5,031","4,828","5,192","5,630","5,902","5,557","5,346","4,884","4,980","4,630","4,904","5,079","5,247","5,284","4,723","4,832","5,310","5,689","5,839","6,242","6,253","6,286","6,218","6,182","6,034","6,592","7,142","7,614","7,751","7,832"
Net Cash / Debt,-353,-470,-310,"-2,831","-3,474","-3,333","-3,138","-2,852","-3,234","-3,443","-3,429","-2,553","-3,032","-3,000","-2,377","-2,655","-3,814","-3,987","-3,878","-4,053","-5,174","-5,222","-4,784","-4,571","-5,064","-4,844","-4,252","-4,684","-5,145","-6,782","-6,395","-6,394","-6,994","-6,923","-6,512","-6,481","-6,626","-6,433","-5,731","-5,281"
Working Capital,"4,322","4,073","4,002","1,568","2,311","2,549","2,522","2,017","2,162","2,732","1,957","2,321","2,373","2,704","3,020","2,582","3,080","2,832","2,808","1,588","1,821","2,001","2,239","1,795","1,871","1,843","2,389","1,967","2,219","1,958","1,837","2,008","2,455","2,591","2,564","2,452","3,325","2,652","2,452","2,377"
Book Value Per Share,21.63,22.54,22.20,18.87,18.66,19.02,18.88,18.51,19.35,20.09,18.89,18.29,20.20,21.98,23.01,21.84,21.39,20.06,20.58,19.30,20.79,21.52,22.20,22.35,20.03,20.48,22.50,24.09,24.66,26.33,26.34,26.48,26.35,26.17,25.68,28.05,30.37,32.34,32.91,33.22
