,2014-03-30,2014-06-29,2014-09-28,2014-12-31,2015-04-05,2015-07-05,2015-10-04,2015-12-31,2016-04-03,2016-07-03,2016-10-02,2016-12-31,2017-04-02,2017-07-02,2017-10-01,2017-12-31,2018-04-01,2018-07-01,2018-09-30,2018-12-31,2019-03-31,2019-06-30,2019-09-29,2019-12-31,2020-03-29,2020-06-28,2020-09-27,2020-12-31,2021-04-04,2021-07-04,2021-10-03,2021-12-31,2022-04-03,2022-07-03,2022-10-02,2022-12-31,2023-04-02,2023-07-02,2023-10-01,2023-12-31
Other Long-Term Liabilities,"4,660","4,582","4,221","6,365","6,343","6,259","6,156","5,916","5,798","5,740","5,573","6,433","6,475","6,349","6,162","6,532","6,222","7,188","7,116","7,493","8,399","8,208","8,059","9,560","9,119","9,256","9,444","9,688","9,475","9,396","9,560","7,964","8,335","8,623","8,567","8,433","8,280","8,145","8,358","8,325"
Total Long-Term Liabilities,"8,069","7,991","7,631","9,757","9,753","9,670","9,068","8,814","8,697","8,639","9,458","9,421","9,463","9,338","10,141","10,512","10,203","18,585","18,519","18,937","19,850","17,183","17,048","18,570","22,070","19,726","19,422","19,683","19,470","20,881","21,045","18,454","18,826","18,364","17,806","17,676","17,525","17,392","17,606","17,079"
Total Liabilities,"20,692","21,213","22,301","23,508","22,865","22,378","22,246","21,259","21,120","20,774","21,351","22,871","22,628","22,841","23,350","23,611","25,445","35,158","34,208","33,676","35,232","35,197","35,275","35,371","40,510","36,332","35,542","35,647","34,623","35,862","35,649","32,432","32,862","33,100","33,465","33,017","33,009","33,078","33,568","33,511"
Total Debt,"3,911","3,910","3,911","3,893","3,411","3,413","3,413","3,399","3,400","3,436","3,886","3,888","3,889","3,978","4,882","3,982","6,479","14,278","13,081","12,417","13,548","13,935","13,650","11,930","17,998","14,591","13,372","12,998","13,181","14,306","13,668","11,495","11,496","11,495","11,491","10,496","10,502","9,755","9,255","9,261"
Debt Growth,0.05%,0.08%,0.08%,-0.41%,-12.78%,-12.71%,-12.73%,-12.69%,-0.32%,0.67%,13.86%,14.39%,14.38%,15.77%,25.63%,2.42%,66.60%,258.92%,167.94%,211.83%,109.11%,-2.40%,4.35%,-3.92%,32.85%,4.71%,-2.04%,8.95%,-26.76%,-1.95%,2.21%,-11.56%,-12.78%,-19.65%,-15.93%,-8.69%,-8.65%,-15.14%,-19.46%,-11.77%
Common Stock,"-4,916","-5,919","-6,284","-6,366","-6,879","-7,775","-8,736","-9,180","-10,164","-10,253","-10,453","-10,855","-11,204","-11,672","-11,843","-12,189","-12,440","-12,563","-12,575","-13,816","-13,864","-13,938","-13,865","-13,837","-14,312","-14,277","-14,241","-14,287","-14,951","-15,505","-15,558","-15,859","-15,921","-16,684","-16,645","-16,683","-16,752","-16,981","-16,971","-16,812"
Retained Earnings,"19,809","20,142","20,631","21,127","21,615","22,143","22,655","23,204","23,687","24,213","24,661","24,543","25,049","25,546","26,058","26,444","27,605","28,115","28,691","29,326","29,781","30,291","30,909","31,633","31,983","32,294","32,812","33,498","33,869","34,273","34,800","35,420","35,800","36,218","36,774","37,403","37,769","38,154","38,626","39,270"
Comprehensive Income,"-1,203","-1,104","-1,337","-2,932","-3,216","-3,092","-3,185","-3,286","-2,941","-2,965","-2,891","-3,387","-3,262","-2,922","-2,651","-2,820","-3,391","-3,558","-3,361","-3,778","-3,683","-3,476","-3,531","-3,818","-4,471","-4,127","-3,855","-3,550","-3,578","-3,447","-3,521","-1,920","-1,865","-2,153","-2,478","-2,152","-1,930","-1,695","-1,698","-1,159"
Shareholders' Equity,"13,690","13,119","13,010","11,829","11,520","11,276","10,734","10,738","10,582","10,995","11,317","10,301","10,583","10,952","11,564","11,435","11,774","11,994","12,755","11,732","12,234","12,877","13,513","13,978","13,200","13,890","14,716","15,661","15,340","15,321","15,721","17,641","18,014","17,381","17,651","18,568","19,087","19,478","19,957","21,299"
Net Cash / Debt,385,-69,"1,194",495,"1,001",619,-41,-614,"-1,493","-1,537","-1,583","-1,554","-1,721","-2,122","-2,160",-999,"-2,147","-12,416","-12,071","-11,454","-12,875","-13,233","-12,676","-11,028","-12,668","-12,291","-11,903","-10,174","-11,370","-11,356","-10,529","-9,892","-8,589","-9,272","-8,995","-9,254","-8,464","-8,601","-7,903","-7,348"
Net Cash / Debt Growth,-,-,660.51%,-64.44%,160.00%,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Working Capital,"4,341","3,961","3,499","3,656","3,240","3,065","2,110","2,126","1,765","2,251","3,404","3,084","3,449","3,623","4,871","5,229","5,222","3,254","4,269","3,450","3,485","1,543","1,924","3,487","6,301","4,529","4,745","5,579","5,255","6,599","7,082","6,009","6,758","5,843","5,346","5,722","6,104","6,139","6,817","7,183"
Book Value Per Share,40.00,38.26,38.91,35.70,34.73,34.30,33.26,33.97,34.01,35.97,37.07,33.83,34.96,36.30,38.62,38.30,39.65,40.38,43.05,39.62,42.44,44.58,46.78,48.32,45.58,48.42,51.29,54.57,53.59,54.22,56.24,63.18,64.87,62.59,64.36,67.63,69.55,71.00,73.09,78.05
