,2014-03-30,2014-06-29,2014-09-28,2014-12-31,2015-04-05,2015-07-05,2015-10-04,2015-12-31,2016-04-03,2016-07-03,2016-10-02,2016-12-31,2017-04-02,2017-07-02,2017-10-01,2017-12-31,2018-04-01,2018-07-01,2018-09-30,2018-12-31,2019-03-31,2019-06-30,2019-09-29,2019-12-31,2020-03-29,2020-06-28,2020-09-27,2020-12-31,2021-04-04,2021-07-04,2021-10-03,2021-12-31,2022-04-03,2022-07-03,2022-10-02,2022-12-31,2023-04-02,2023-07-02,2023-10-01,2023-12-31
Cash & Equivalents,"4,296","3,841","5,105","4,388","4,412","4,032","3,372","2,785","1,907","1,899","2,303","2,334","2,168","1,856","2,722","2,983","4,332","1,862","1,010",963,673,702,974,902,"5,330","2,300","1,469","2,824","1,811","2,950","3,139","1,603","2,907","2,223","2,496","1,242","2,038","1,154","1,352","1,913"
Cash & Cash Equivalents,"4,296","3,841","5,105","4,388","4,412","4,032","3,372","2,785","1,907","1,899","2,303","2,334","2,168","1,856","2,722","2,983","4,332","1,862","1,010",963,673,702,974,902,"5,330","2,300","1,469","2,824","1,811","2,950","3,139","1,603","2,907","2,223","2,496","1,242","2,038","1,154","1,352","1,913"
Cash Growth,14.71%,2.24%,25.58%,-17.22%,2.70%,4.97%,-33.95%,-36.53%,-56.78%,-52.90%,-31.70%,-16.19%,13.69%,-2.26%,18.19%,27.81%,99.82%,0.32%,-62.89%,-67.72%,-84.46%,-62.30%,-3.56%,-6.33%,691.98%,227.64%,50.82%,213.08%,-66.02%,28.26%,113.68%,-43.24%,60.52%,-24.64%,-20.48%,-22.52%,-29.89%,-48.09%,-45.83%,54.03%
Receivables,"9,175","9,408","8,617","8,641","8,105","7,868","8,011","7,803","8,359","8,535","8,715","7,611","8,040","8,735","9,000","8,857","9,634","10,999","11,300","10,335","11,085","11,227","11,566","11,401","11,485","11,230","12,006","11,185","11,178","11,178","11,380","11,539","10,903","11,032","10,905","11,803","11,084","11,458","11,585","11,001"
Inventory,"2,977","3,158","3,139","3,221","3,397","3,359","3,239","3,366","3,504","3,520","3,657","5,118","5,822","5,839","5,781","5,303","5,543","5,890","6,247","5,977","6,185","6,480","6,573","6,306","6,852","6,666","6,402","5,745","5,688","5,803","5,651","5,340","5,548","6,158","6,257","6,322","7,006","7,642","8,282","8,578"
Other Current Assets,516,776,"1,308","1,157",438,514,666,617,418,432,622,"1,471",584,696,577,"1,185",955,"1,076","1,401",914,924,"1,148","1,038","1,679","1,074",939,988,"1,789","1,731","1,649","1,516","1,505","1,436","1,166","1,347","1,696","1,460","1,571","1,560","2,123"
Total Current Assets,"16,964","17,183","18,169","17,407","16,352","15,773","15,288","14,571","14,188","14,386","15,297","16,534","16,614","17,126","18,080","18,328","20,464","19,827","19,958","18,189","18,867","19,557","20,151","20,288","24,741","21,135","20,865","21,543","20,408","21,580","21,686","19,987","20,794","20,579","21,005","21,063","21,588","21,825","22,779","23,615"
"Property, Plant & Equipment","3,408","3,327","3,322","3,329","3,323","3,329","3,370","3,466","3,477","3,440","3,445","3,477","3,412","3,424","3,461","3,517","3,533","4,179","4,244","3,978","4,054","4,091","4,217","4,475","4,537","4,721","4,863","5,100","5,090","5,135","5,195","5,417","5,450","5,479","5,565","5,900","5,867","5,947","6,013","6,198"
Goodwill and Intangibles,"13,130","12,910","12,685","12,643","12,592","12,485","12,333","12,206","12,354","12,305","12,296","12,123","12,211","12,364","12,633","12,616","12,657","22,476","22,153","22,179","22,186","22,119","21,993","21,992","21,912","21,915","22,051","22,170","22,015","22,024","22,114","22,076","22,040","21,869","22,076","22,158","22,162","22,175","22,067","22,242"
Other Long-Term Assets,880,912,"1,135","1,958","2,118","2,067","1,989","1,754","1,683","1,638","1,630","1,038",974,879,740,585,565,670,608,"1,062","2,359","2,307","2,427","2,594","2,520","2,451","2,479","2,495","2,450","2,444","2,375","2,593","2,592","2,554","2,470","2,464","2,479","2,609","2,666","2,755"
Total Long-Term Assets,"17,418","17,149","17,142","17,930","18,033","17,881","17,692","17,426","17,514","17,383","17,371","16,638","16,597","16,667","16,834","16,718","16,755","27,325","27,005","27,219","28,599","28,517","28,637","29,061","28,969","29,087","29,393","29,765","29,555","29,603","29,684","30,086","30,082","29,902","30,111","30,522","30,508","30,731","30,746","31,195"
Total Assets,"34,382","34,332","35,311","35,337","34,385","33,654","32,980","31,997","31,702","31,769","32,668","33,172","33,211","33,793","34,914","35,046","37,219","47,152","46,963","45,408","47,466","48,074","48,788","49,349","53,710","50,222","50,258","51,308","49,963","51,183","51,370","50,073","50,876","50,481","51,116","51,585","52,096","52,556","53,525","54,810"
Accounts Payable,"2,215","2,486","2,390","2,057","2,266","2,275","2,387","1,964","2,150","2,128","2,276","2,538","2,466","2,620","2,718","3,207","2,851","3,032","3,033","3,179","3,008","2,860","2,999","3,162","2,788","2,383","2,613","2,952","2,736","2,595","2,682","3,167","3,190","3,138","3,106","3,398","3,248","3,365","3,315","3,095"
Current Debt,502,501,501,501,1,2,501,501,501,537,1,900,901,989,903,2,"2,498","2,881","1,678",973,"2,097","4,960","4,661","2,920","5,047","4,121","3,394","3,003","3,186","2,821","2,183","1,005","1,005","1,754","2,252","1,253","1,257",508,7,507
Other Current Liabilities,"9,906","10,235","11,779","11,193","10,845","10,431","10,290","9,980","9,772","9,470","9,616","10,012","9,798","9,894","9,588","9,890","9,893","10,660","10,978","10,587","10,277","10,194","10,567","10,719","10,605","10,102","10,113","10,009","9,231","9,565","9,739","9,806","9,841","9,844","10,301","10,690","10,979","11,813","12,640","12,830"
Total Current Liabilities,"12,623","13,222","14,670","13,751","13,112","12,708","13,178","12,445","12,423","12,135","11,893","13,450","13,165","13,503","13,209","13,099","15,242","16,573","15,689","14,739","15,382","18,014","18,227","16,801","18,440","16,606","16,120","15,964","15,153","14,981","14,604","13,978","14,036","14,736","15,659","15,341","15,484","15,686","15,962","16,432"
Long-Term Debt,"3,409","3,409","3,410","3,392","3,410","3,411","2,912","2,898","2,899","2,899","3,885","2,988","2,988","2,989","3,979","3,980","3,981","11,397","11,403","11,444","11,451","8,975","8,989","9,010","12,951","10,470","9,978","9,995","9,995","11,485","11,485","10,490","10,491","9,741","9,239","9,243","9,245","9,247","9,248","8,754"
