,2013-12-31,2014-03-31,2014-06-30,2014-09-30,2014-12-31,2015-03-31,2015-06-30,2015-09-30,2015-12-31,2016-03-31,2016-06-30,2016-09-30,2016-12-31,2017-03-31,2017-06-30,2017-09-30,2017-12-31,2018-03-31,2018-06-30,2018-09-30,2018-12-31,2019-03-31,2019-06-30,2019-09-30,2019-12-31,2020-03-31,2020-06-30,2020-09-30,2020-12-31,2021-03-31,2021-06-30,2021-09-30,2021-12-31,2022-03-31,2022-06-30,2022-09-30,2022-12-31,2023-03-31,2023-06-30,2023-09-30
Accounts Payable,"1,038","1,082","1,103","1,098","1,060","1,045","1,080","1,173",869,845,898,945,813,872,774,911,741,819,"1,004",838,863,697,723,866,722,708,736,753,649,"2,216","2,166","1,967","2,274","2,216","2,933","2,871","3,643","2,330","2,107","2,200"
Deferred Revenue,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,186,"1,536","1,658","1,720"
Current Debt,"1,050",685,833,854,474,465,636,457,481,465,"1,215","1,221",516,"1,688","1,042","1,247",204,956,952,593,72,198,161,375,161,711,76,72,70,910,158,583,85,86,144,144,146,"1,065","1,410","1,011"
Other Current Liabilities,"2,116","2,458","2,810","2,591","3,325","2,999","2,753","2,706","3,025","3,028","2,401","2,135","3,373","1,637","1,704","1,547","2,409","1,933","1,707","1,292","1,463","1,050","1,410","1,323","1,476","1,433","1,345","1,161","1,196","2,669","4,607","9,459","5,556","9,931","13,360","11,351","9,007","5,395","4,701","3,999"
Total Current Liabilities,"4,204","4,225","4,746","4,543","4,859","4,509","4,469","4,336","4,375","4,338","4,514","4,301","4,702","4,197","3,520","3,705","3,354","3,708","3,663","2,723","2,398","1,945","2,294","2,564","2,359","2,852","2,157","1,986","1,915","5,795","6,931","12,009","7,915","12,233","16,437","14,366","12,982","10,326","9,876","8,930"
Long-Term Debt,"15,767","16,803","18,165","19,919","19,701","20,050","19,661","19,598","18,983","18,677","17,893","18,018","15,957","17,672","15,842","15,658","9,180","15,406","14,821","6,658","6,449","6,895","6,307","6,298","6,286","6,280","6,268","6,089","8,969","8,985","8,984","8,214","8,202","8,246","8,171","8,171","8,156","11,528","10,902","10,889"
Other Long-Term Liabilities,"3,213","3,290","3,492","3,640","3,920","4,082","3,889","3,887","3,759","3,957","3,871","3,660","5,531","3,494","2,309","2,332","8,775","2,300","2,323","2,986","2,996","2,210","2,199","2,217","2,208","2,154","2,162","2,216","2,338","2,944","3,160","3,664","3,465","3,968","4,427","4,576","4,180","4,762","4,881","4,573"
Total Long-Term Liabilities,"18,980","20,093","21,657","23,559","23,621","24,132","23,550","23,485","22,742","22,634","21,764","21,678","21,488","21,166","18,151","17,990","17,955","17,706","17,144","9,644","9,445","9,105","8,506","8,515","8,494","8,434","8,430","8,305","11,307","11,929","12,144","11,878","11,667","12,214","12,598","12,747","12,336","16,290","15,783","15,462"
Total Liabilities,"23,184","24,318","26,403","28,102","28,480","28,641","28,019","27,821","27,117","26,972","26,278","25,979","26,190","25,363","21,671","21,695","21,309","21,414","20,807","12,367","11,843","11,050","10,800","11,079","10,853","11,286","10,587","10,291","13,222","17,724","19,075","23,887","19,582","24,447","29,035","27,113","25,318","26,616","25,659","24,392"
Total Debt,"16,817","17,488","18,998","20,773","20,175","20,515","20,297","20,055","19,464","19,142","19,108","19,239","16,473","19,360","16,884","16,905","9,384","16,362","15,773","7,251","6,521","7,093","6,468","6,673","6,447","6,991","6,344","6,161","9,039","9,895","9,142","8,797","8,287","8,332","8,315","8,315","8,302","12,593","12,312","11,900"
Debt Growth,5.88%,6.18%,14.27%,24.29%,19.97%,17.31%,6.84%,-3.46%,-3.52%,-6.69%,-5.86%,-4.07%,-15.37%,1.14%,-11.64%,-12.13%,-43.03%,-15.49%,-6.58%,-57.11%,-30.51%,-56.65%,-58.99%,-7.97%,-1.13%,-1.44%,-1.92%,-7.67%,40.20%,41.54%,44.10%,42.79%,-8.32%,-15.80%,-9.05%,-5.48%,0.18%,51.14%,48.07%,43.11%
Common Stock,"5,902","5,906","6,367","6,379","6,348","6,307","6,203","6,056","5,887","5,897","5,904","5,975","5,963","5,987","5,995","5,987","5,994","5,909","5,614","5,123","4,882","4,106","3,806","3,578","3,466","3,313","3,275","3,281","3,289","3,285","3,293","3,299","3,262","2,977","2,820","2,700","2,597","3,271","3,297","3,270"
Retained Earnings,"3,695","3,594","3,445","3,564","3,588","3,413","3,346","3,358","-3,007","-2,977","-3,179","-2,791","-3,787","-4,238","-4,874","-4,713","-6,268","-5,982","-5,920","-6,001","-6,022","-5,548","-5,355","-4,991","-1,616","-1,570","-1,331","-1,157","-1,403","-1,565",-567,971,464,"2,171","2,600","2,584","1,408",-15,205,425
Comprehensive Income,5,10,5,-5,-174,-191,-170,-188,-173,-195,-203,-142,-135,-124,-100,-91,-72,-61,-60,-58,-94,-96,-99,-158,-192,-207,-194,-190,-206,-203,-182,-192,-126,-118,-120,-154,-177,-176,-170,-177
Shareholders' Equity,"9,602","9,510","9,817","9,938","9,762","9,529","9,379","9,226","2,707","2,725","2,522","3,042","2,041","1,625","1,021","1,183",-346,-134,-366,-936,"-1,234","-1,538","-1,648","-1,571","1,658","1,536","1,750","1,934","1,680","1,517","2,544","4,078","3,600","5,030","5,300","5,130","3,828","3,080","3,332","3,518"
Net Cash / Debt,"-14,295","-14,092","-17,231","-18,481","-17,602","-17,908","-17,718","-17,293","-17,532","-17,096","-17,306","-16,324","-15,089","-17,450","-15,663","-15,145","-8,335","-15,191","-14,507","-5,864","-5,941","-6,219","-6,163","-6,426","-6,094","-6,224","-5,918","-5,458","-5,128","-9,376","-8,766","-8,524","-8,022","-7,906","-7,691","-7,936","-7,832","-12,154","-11,864","-11,488"
Net Cash Per Share,-44.26,-43.49,-51.13,-53.88,-51.47,-53.30,-53.21,-52.09,-55.83,-54.27,-54.94,-51.50,-47.75,-55.22,-49.57,-47.03,-26.29,-47.18,-46.20,-19.61,-20.28,-22.21,-23.08,-25.10,-24.18,-25.00,-24.06,-22.28,-21.10,-38.27,-35.78,-34.79,-32.74,-32.67,-32.45,-33.77,-34.05,-52.84,-51.14,-49.52
Working Capital,"3,392","4,158","3,011","3,329","3,549","3,613","3,541","3,737","3,016","3,008","1,850","2,713","2,012","1,243",949,"1,055","1,083",849,"1,090","1,562","1,202","1,513",751,623,729,627,919,"1,101","4,113",757,"1,693","2,563","2,926","4,604","4,711","4,597","3,249",-118,245,538
Book Value Per Share,29.73,29.35,29.13,29.40,28.97,28.36,28.16,27.87,8.62,8.65,8.01,9.63,6.40,5.14,3.23,3.73,-1.09,-0.42,-1.18,-3.13,-4.27,-5.53,-6.22,-6.18,6.63,6.19,7.14,7.93,6.94,6.19,10.38,16.64,14.69,20.79,22.36,21.83,16.64,13.39,14.42,15.30
