,2013-12-31,2014-03-31,2014-06-30,2014-09-30,2014-12-31,2015-03-31,2015-06-30,2015-09-30,2015-12-31,2016-03-31,2016-06-30,2016-09-30,2016-12-31,2017-03-31,2017-06-30,2017-09-30,2017-12-31,2018-03-31,2018-06-30,2018-09-30,2018-12-31,2019-03-31,2019-06-30,2019-09-30,2019-12-31,2020-03-31,2020-06-30,2020-09-30,2020-12-31,2021-03-31,2021-06-30,2021-09-30,2021-12-31,2022-03-31,2022-06-30,2022-09-30,2022-12-31,2023-03-31,2023-06-30,2023-09-30
Cash & Equivalents,"2,522","3,396","1,767","2,292","2,573","2,607","2,579","2,762","1,932","2,046","1,802","2,915","1,384","1,910","1,221","1,760","1,049","1,171","1,266","1,387",580,874,305,247,353,767,426,703,"3,911",519,376,273,265,426,624,379,470,439,448,412
Cash & Cash Equivalents,"2,522","3,396","1,767","2,292","2,573","2,607","2,579","2,762","1,932","2,046","1,802","2,915","1,384","1,910","1,221","1,760","1,049","1,171","1,266","1,387",580,874,305,247,353,767,426,703,"3,911",519,376,273,265,426,624,379,470,439,448,412
Cash Growth,9.46%,76.14%,8.07%,-5.91%,2.02%,-23.23%,45.95%,20.51%,-24.91%,-21.52%,-30.13%,5.54%,-28.36%,-6.65%,-32.24%,-39.62%,-24.21%,-38.69%,3.69%,-21.19%,-44.71%,-25.36%,-75.91%,-82.19%,-39.14%,-12.24%,39.67%,184.62%,1007.93%,-32.33%,-11.74%,-61.17%,-93.22%,-17.92%,65.96%,38.83%,77.36%,3.05%,-28.21%,8.71%
Receivables,"1,753","1,265","2,096","2,168","1,457","1,247","1,432","1,518","1,157","1,053","1,287","1,396","1,058",974,"1,162","1,274","1,080",976,"1,428","1,316","1,024",898,"1,049","1,376","1,025",915,"1,015","1,126",904,"3,037","2,822","3,096","3,934","3,980","3,862","4,061","4,773","3,519","3,274","3,764"
Inventory,898,781,996,"1,051","1,247","1,109","1,153","1,149","1,252","1,161","1,124","1,017",721,"1,140",713,630,453,528,485,408,412,391,370,364,383,372,388,330,327,316,365,445,498,354,604,772,751,722,686,630
Other Current Assets,"2,423","2,941","2,898","2,361","3,131","3,159","2,846","2,644","3,050","3,086","2,151","1,686","3,551","1,416","1,373","1,096","1,855","1,882","1,574","1,174","1,584","1,295","1,321","1,200","1,327","1,425","1,247",928,886,"2,680","5,061","10,758","6,144","12,077","16,058","13,751","10,237","5,528","5,713","4,662"
Total Current Assets,"7,596","8,383","7,757","7,872","8,408","8,122","8,010","8,073","7,391","7,346","6,364","7,014","6,714","5,440","4,469","4,760","4,437","4,557","4,753","4,285","3,600","3,458","3,045","3,187","3,088","3,479","3,076","3,087","6,028","6,552","8,624","14,572","10,841","16,837","21,148","18,963","16,231","10,208","10,121","9,468"
"Property, Plant & Equipment","19,851","19,644","21,576","22,181","22,367","22,276","22,304","21,985","18,732","18,763","18,382","18,203","15,369","17,942","15,302","15,332","5,974","13,911","12,774","3,599","3,048","3,167","3,109","3,097","3,057","3,019","2,962","2,918","2,848","2,640","2,323","2,269","1,959","1,899","1,835","1,834","1,917","2,082","1,927","1,985"
Long-Term Investments,"1,077","1,088","1,526","1,446","1,428","1,425","1,718","1,681","1,659","1,515","1,506","1,526","1,746","1,788","1,773","1,813",874,"1,691","1,764","1,181","1,075","1,105","1,131","1,161","1,182","1,052","1,166","1,204","1,236","1,071","1,121","1,124","1,165","1,100",963,915,971,"1,015",139,146
Goodwill and Intangibles,"3,125","3,338","3,550","5,332","5,141","5,011","4,983","4,874","3,309","3,255","3,179","3,105","2,635","2,619","2,555","2,500","1,046","2,265","2,399","1,141","1,164","1,153","1,134","1,419","1,368","1,348","1,312","1,300","1,247","4,626","4,714","4,716","4,306","4,187","4,107","3,877","3,782","9,762","9,486","9,349"
Other Long-Term Assets,"2,253","2,508","3,220","3,238","3,122","3,496","3,350","3,375","1,791","1,801","1,991","1,643","4,218","1,631","1,106","1,065","11,024","1,328","1,257","1,244","1,741",647,752,663,"3,836","3,924","3,821","3,716","3,543","4,352","4,837","5,284","4,911","5,454","6,282","6,654","6,245","6,629","7,318","6,962"
Total Long-Term Assets,"26,306","26,578","29,872","32,197","32,058","32,208","32,355","31,915","25,491","25,334","25,058","24,477","23,968","23,980","20,736","20,710","18,918","19,195","18,194","7,165","7,028","6,072","6,126","6,340","9,443","9,343","9,261","9,138","8,874","12,689","12,995","13,393","12,341","12,640","13,187","13,280","12,915","19,488","18,870","18,442"
Total Assets,"33,902","34,961","37,629","40,069","40,466","40,330","40,365","39,988","32,882","32,680","31,422","31,491","30,682","29,420","25,205","25,470","23,355","23,752","22,947","11,450","10,628","9,530","9,171","9,527","12,531","12,822","12,337","12,225","14,902","19,241","21,619","27,965","23,182","29,477","34,335","32,243","29,146","29,696","28,991","27,910"
