,2013-12-31,2014-03-31,2014-06-30,2014-09-30,2014-12-31,2015-03-31,2015-06-30,2015-09-30,2015-12-31,2016-03-31,2016-06-30,2016-09-30,2016-12-31,2017-03-31,2017-06-30,2017-09-30,2017-12-31,2018-03-31,2018-06-30,2018-09-30,2018-12-31,2019-03-31,2019-06-30,2019-09-30,2019-12-31,2020-03-31,2020-06-30,2020-09-30,2020-12-31,2021-03-31,2021-06-30,2021-09-30,2021-12-31,2022-03-31,2022-06-30,2022-09-30,2022-12-31,2023-03-31,2023-06-30,2023-09-30
Debt Growth,-27.99%,-35.99%,-25.28%,-19.51%,-17.61%,13.54%,23.14%,22.40%,3.83%,3.18%,6.69%,4.29%,17.93%,8.44%,-5.50%,3.72%,8.11%,24.88%,9.21%,7.03%,11.94%,9.82%,23.47%,13.19%,17.75%,26.50%,-2.54%,-8.49%,11.91%,-1.69%,17.62%,22.48%,-4.27%,14.64%,16.21%,-2.20%,-2.77%,-18.03%,-21.64%,-2.48%
Common Stock,"6,174","6,034","5,727","5,576","5,170","4,617","4,031","3,427","3,196","2,889","2,728","2,554","2,335","2,358","2,383","2,397","2,407","2,433","2,491","2,554","2,575","2,599","2,612","2,639","2,672","2,714","2,723","2,779","2,846","2,878","2,962","2,985","3,025","3,061","3,099","3,142","3,180","3,142","3,164","3,177"
Retained Earnings,"14,077","14,186","14,562","15,154","15,701","16,019","16,232","16,313","16,865","16,971","17,079","17,192","17,444","17,345","17,176","17,023","17,552","17,755","18,132","18,478","18,527","18,553","18,497","18,651","18,958","19,026","19,293","19,311","19,780","20,261","20,762","21,081","21,655","22,483","23,292","23,099","23,646","24,217","24,244","24,699"
Comprehensive Income,-57,-158,-70,-469,"-1,241","-1,879","-1,705","-1,862","-2,146","-1,947","-2,138","-2,190","-2,598","-2,574","-2,141","-1,843","-1,637","-1,451","-1,911","-2,032","-2,106","-2,242","-2,130","-2,395","-2,405","-2,764","-2,705","-2,749","-2,604","-2,278","-2,121","-2,076","-2,172","-1,789","-1,965","-2,212","-2,509","-2,463","-2,433","-2,611"
Shareholders' Equity,"20,194","20,062","20,219","20,261","19,630","18,757","18,558","17,878","17,915","17,913","17,669","17,556","17,181","17,129","17,418","17,577","18,322","18,737","18,712","19,000","18,996","18,910","18,979","18,895","19,225","18,976","19,311","19,341","20,022","20,861","21,603","21,990","22,508","23,755","24,426","24,029","24,317","24,896","24,975","25,265"
Net Cash / Debt,645,73,737,"4,097",831,-420,"-1,015",-479,685,-144,"-1,116",-719,"-1,005","-1,083","-1,240","-1,517","-1,863","-3,795","-2,471","-2,511","-1,885","-4,708","-4,178","-3,541","-4,567","-2,671","-2,925","-1,701","-4,497","-5,195","-2,806",-987,"-1,622","-2,880","-1,658",702,-241,"-1,915",-232,-263
Net Cash / Debt Growth,-,-,-,580.56%,28.84%,-,-,-,-17.57%,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Net Cash Per Share,0.97,0.11,1.12,6.27,1.28,-0.66,-1.62,-0.78,1.14,-0.24,-1.88,-1.22,-1.72,-1.87,-2.16,-2.67,-3.29,-6.72,-4.36,-4.42,-3.32,-8.32,-7.38,-6.29,-8.08,-4.74,-5.20,-3.03,-7.88,-9.21,-4.96,-1.74,-2.87,-5.07,-2.92,1.25,-0.44,-3.48,-0.42,-0.49
Working Capital,"12,872","12,770","12,767","12,888","10,426","9,661","9,729","8,915","8,324","8,103","7,089","7,806","7,872","6,884","6,780","7,267","7,355","7,621","6,929","7,817","8,812","6,901","6,946","7,158","7,613","8,829","9,202","8,859","9,104","10,772","11,208","10,714","9,961","11,930","11,987","11,633","11,219","11,595","11,898","12,417"
Book Value Per Share,30.55,30.40,30.82,31.17,30.34,29.49,29.74,29.21,29.86,30.11,29.90,29.96,29.67,29.74,30.50,31.05,32.54,33.28,33.18,33.63,33.68,33.47,33.59,33.62,34.33,33.70,34.42,34.48,35.69,37.05,38.30,38.99,39.91,41.97,43.16,42.83,43.97,45.27,45.83,46.79
