,2013-12-31,2014-03-31,2014-06-30,2014-09-30,2014-12-31,2015-03-31,2015-06-30,2015-09-30,2015-12-31,2016-03-31,2016-06-30,2016-09-30,2016-12-31,2017-03-31,2017-06-30,2017-09-30,2017-12-31,2018-03-31,2018-06-30,2018-09-30,2018-12-31,2019-03-31,2019-06-30,2019-09-30,2019-12-31,2020-03-31,2020-06-30,2020-09-30,2020-12-31,2021-03-31,2021-06-30,2021-09-30,2021-12-31,2022-03-31,2022-06-30,2022-09-30,2022-12-31,2023-03-31,2023-06-30,2023-09-30
Long-Term Debt,"6,261","5,860","5,784","5,783","5,780","7,224","7,199","7,252","7,208","7,207","6,646","7,888","7,886","8,369","8,366","8,364","8,750","8,086","8,876","8,877","8,871","9,006","9,167","9,170","9,178","10,574","12,090","14,577","13,954","13,930","13,636","13,071","12,606","11,866","11,858","10,570","10,526","10,173","10,130","10,107"
Other Long-Term Liabilities,"7,930","7,905","7,986","8,150","8,546","8,541","8,529","8,416","8,671","8,782","8,750","9,023","9,105","9,128","9,160","9,270","7,437","7,613","7,657","7,575","7,829","8,397","8,470","8,341","8,990","8,756","9,075","9,017","8,895","8,650","8,902","8,718","8,614","8,341","7,785","7,807","7,527","7,572","7,595","7,419"
Total Long-Term Liabilities,"14,191","13,765","13,770","13,933","14,326","15,765","15,728","15,668","15,879","15,989","15,396","16,911","16,991","17,497","17,526","17,634","16,187","15,699","16,533","16,452","16,700","17,403","17,637","17,511","18,168","19,330","21,165","23,594","22,849","22,580","22,538","21,789","21,220","20,207","19,643","18,377","18,053","17,745","17,725","17,526"
Total Liabilities,"27,314","26,691","26,293","27,393","24,306","24,399","25,593","23,957","22,873","22,764","24,048","25,135","25,319","25,396","25,209","26,764","27,258","26,451","27,874","28,934","27,424","30,316","30,185","29,641","31,328","28,062","28,465","31,716","32,132","34,887","36,752","36,102","38,071","39,992","41,612","35,614","35,514","33,110","32,673","35,118"
Total Debt,"6,564","6,564","6,385","6,383","6,386","7,424","7,349","7,381","7,335","7,335","7,510","8,952","8,001","8,489","8,487","8,485","8,872","8,957","9,059","9,076","9,109","10,116","9,490","9,572","9,672","11,460","12,677","15,213","14,677","14,664","14,680","14,233","13,870","13,161","12,880","11,576","11,635","11,431","11,323","11,441"
Debt Growth,-6.88%,-4.44%,-2.73%,-2.76%,-2.71%,13.10%,15.10%,15.64%,14.86%,-1.20%,2.19%,21.28%,9.08%,15.73%,13.01%,-5.22%,10.89%,5.51%,6.74%,6.97%,2.67%,12.94%,4.76%,5.46%,6.18%,13.29%,33.58%,58.93%,51.75%,27.96%,15.80%,-6.44%,-5.50%,-10.25%,-12.26%,-18.67%,-16.11%,-13.14%,-12.09%,-1.17%
Common Stock,140,-27,-335,-629,"-1,002","-1,300","-1,971","-3,014","-3,728","-3,943","-4,355","-4,811","-4,932","-5,207","-5,557","-5,872","-6,269","-6,555","-6,884","-7,285","-7,870","-8,149","-8,351","-8,647","-8,820","-8,943","-8,929","-8,918","-8,898","-8,883","-8,870","-8,859","-8,843","-8,955","-10,685","-11,601","-13,327","-14,753","-15,690","-17,474"
Retained Earnings,"18,970","19,665","20,120","21,034","22,046","22,804","23,953","25,130","25,188","25,401","25,933","26,270","26,366","26,366","26,603","27,135","29,200","29,415","29,915","30,430","31,044","30,810","31,046","31,283","31,974","29,722","30,575","29,712","28,953","27,849","27,610","27,673","28,281","28,785","33,079","35,510","38,247","40,935","42,512","44,774"
Comprehensive Income,350,277,426,149,-367,-730,-529,-795,-933,-802,"-1,002","-1,120","-1,410","-1,334","-1,123",-893,-940,-983,"-1,262","-1,235","-1,507","-1,352","-1,350","-1,529","-1,351","-1,937","-1,799","-1,571","-1,254","-1,165","-1,089","-1,338","-1,008","-1,009","-1,425","-1,997","-1,359","-1,205",-971,"-1,325"
Shareholders' Equity,"19,460","19,915","20,211","20,554","20,677","20,774","21,453","21,321","20,527","20,656","20,576","20,339","20,024","19,825","19,923","20,370","21,991","21,877","21,769","21,910","21,667","21,309","21,345","21,107","21,803","18,842","19,847","19,223","18,801","17,801","17,651","17,476","18,430","18,821","20,969","21,912","23,561","24,977","25,851","25,975"
Net Cash / Debt,"-2,272","-2,917","-2,905","-2,192","-2,697","-2,554","-1,585","-2,080","-3,221","-3,557","-2,585","-3,003","-3,185","-4,026","-3,280","-3,309","-3,022","-4,299","-4,608","-5,525","-6,127","-7,339","-7,457","-7,435","-7,089","-9,945","-10,358","-11,166","-11,364","-12,410","-11,108","-10,735","-9,748","-10,523","-7,488","-7,607","-6,773","-5,910","-6,248","-5,610"
Net Cash Per Share,-4.17,-5.44,-5.44,-4.14,-5.18,-4.95,-3.12,-4.21,-6.68,-7.55,-5.50,-6.53,-7.00,-8.93,-7.35,-7.50,-6.90,-9.95,-10.69,-12.94,-14.52,-17.56,-17.88,-18.00,-17.38,-24.38,-25.45,-27.43,-27.92,-30.49,-27.29,-26.31,-23.95,-25.79,-18.53,-19.51,-17.78,-16.02,-17.45,-16.07
Working Capital,"6,154","6,104","5,927","6,206","6,634","8,154","8,627","8,538","7,904","8,086","7,528","8,654","8,472","8,009","8,048","8,312","8,241","7,508","7,607","7,409","6,951","5,567","5,263","4,903","5,809","2,733","5,462","7,300","6,561","5,284","5,158","4,477","4,314","3,528","5,440","5,459","6,672","7,970","8,747","8,985"
Book Value Per Share,36.31,37.51,38.21,39.08,39.99,40.49,42.48,43.42,42.85,44.04,44.06,44.41,44.60,44.25,44.87,46.40,50.44,50.76,50.74,51.55,51.59,51.22,51.43,51.23,53.57,46.18,48.88,47.23,46.19,43.74,43.37,42.94,45.28,46.13,51.90,56.19,62.00,67.69,72.21,74.43
