,2014-03-31,2014-06-30,2014-09-30,2014-12-31,2015-03-31,2015-06-30,2015-09-30,2015-12-31,2016-03-31,2016-06-30,2016-09-30,2016-12-31,2017-03-31,2017-06-30,2017-09-30,2017-12-31,2018-03-31,2018-06-30,2018-09-30,2018-12-31,2019-03-31,2019-06-30,2019-09-30,2019-12-31,2020-03-31,2020-06-30,2020-09-30,2020-12-31,2021-03-31,2021-06-30,2021-09-30,2021-12-31,2022-03-31,2022-06-30,2022-09-30,2022-12-31,2023-03-31,2023-06-30,2023-09-30,2023-12-31
Accounts Payable,"5,423","6,097","5,511","5,229","3,867","4,145","3,727","3,069","2,801","3,126","3,392","3,926","4,071","3,825","3,734","4,408","5,059","5,412","5,443","4,885","5,261","5,445","6,789","4,910","3,845","3,034","2,682","2,987","3,416","3,544","3,713","3,899","4,664","5,197","3,715","4,029","3,514","3,557","3,908","3,646"
Current Debt,0,0,"1,599",0,700,"1,450","1,450","1,450","2,000",0,0,0,500,500,500,500,0,0,116,116,356,368,494,630,"2,917","2,880","3,017",913,928,982,"1,045",372,680,637,794,438,426,442,"1,536","1,648"
Other Current Liabilities,"2,767","2,772","2,411","3,015","2,348","2,230","2,256","2,323","2,025","2,141","2,296","2,436","2,281","2,066","2,128","2,492","2,011","2,666","2,813","2,411","1,920","2,067","8,414","7,165","5,201","4,005","4,801","4,323","4,287","5,060","4,368","4,053","3,356","3,896","3,426","3,290","3,500","3,457","3,497","3,854"
Total Current Liabilities,"8,190","8,869","9,521","8,244","6,915","7,825","7,433","6,842","6,826","5,267","5,688","6,362","6,852","6,391","6,362","7,400","7,070","8,078","8,372","7,412","7,537","7,880","15,697","12,705","11,963","9,919","10,500","8,223","8,631","9,586","9,126","8,324","8,700","9,730","7,935","7,757","7,440","7,456","8,941","9,148"
Long-Term Debt,"6,877","6,835","6,837","6,838","6,139","6,880","6,882","6,855","5,608","8,331","8,333","9,819","9,322","9,324","9,326","9,328","10,309","10,312","10,198","10,201","10,668","10,600","48,259","39,409","36,826","36,774","36,685","36,386","36,094","35,935","31,508","30,016","26,423","22,332","21,094","20,327","20,240","20,245","19,174","19,263"
Other Long-Term Liabilities,"10,839","10,777","11,067","6,218","6,171","6,362","5,892","5,362","5,795","5,696","5,313","5,431","5,212","5,230","5,086","4,726","4,707","4,746","4,894","4,911","4,939","4,943","20,482","20,844","21,559","19,413","17,389","16,882","16,330","16,172","16,251","16,369","14,192","14,329","14,395","14,440","14,361","14,387","14,400","15,248"
Total Long-Term Liabilities,"17,716","17,612","17,904","13,056","12,310","13,242","12,774","12,217","11,403","14,027","13,646","15,250","14,534","14,554","14,412","14,054","15,016","15,058","15,092","15,112","15,607","15,543","68,741","60,253","58,385","56,187","54,074","53,268","52,424","52,107","47,759","46,385","40,615","36,661","35,489","34,767","34,601","34,632","33,574","34,511"
Total Liabilities,"25,906","26,481","27,425","21,300","19,225","21,067","20,207","19,059","18,229","19,294","19,334","21,612","21,386","20,945","20,774","21,454","22,086","23,136","23,464","22,524","23,144","23,423","84,438","72,958","70,348","66,106","64,574","61,491","61,055","61,693","56,885","54,709","49,315","46,391","43,424","42,524","42,041","42,088","42,515","43,659"
Total Debt,"6,877","6,835","8,436","6,838","6,839","8,330","8,332","8,305","7,608","8,331","8,333","9,819","9,822","9,824","9,826","9,828","10,309","10,312","10,314","10,317","11,024","10,968","48,753","40,039","39,743","39,654","39,702","37,299","37,022","36,917","32,553","30,388","27,103","22,969","21,888","20,765","20,666","20,687","20,710","20,911"
Debt Growth,-9.80%,-10.37%,11.57%,-1.46%,-0.55%,21.87%,-1.23%,21.45%,11.24%,0.01%,0.01%,18.23%,29.10%,17.92%,17.92%,0.09%,4.96%,4.97%,4.97%,4.98%,6.94%,6.36%,372.69%,288.09%,260.51%,261.54%,-18.57%,-6.84%,-6.85%,-6.90%,-18.01%,-18.53%,-26.79%,-37.78%,-32.76%,-31.67%,-23.75%,-9.94%,-5.38%,0.70%
Common Stock,642,61,-398,-751,-924,"-1,278","-1,271","-1,303","-1,282","-1,261","-1,246","-1,218","-1,181","-1,146","-1,125","-1,105","-1,073","-1,122","-1,992","-2,248","-2,391","-2,317","14,185","14,273","14,400","15,553","15,826","15,865","15,896","15,949","16,003","16,055","16,055","15,503","13,919","13,391","11,986","11,102","10,261","10,349"
Retained Earnings,"42,652","43,519","44,166","36,067","35,294","34,896","31,712","25,960","25,375","24,661","23,836","22,981","22,513","22,435","22,032","21,935","22,107","22,361","23,635","23,750","23,795","23,848","22,227","20,180","17,229","8,105","4,317","2,996","2,639","2,533","3,152","4,480","9,032","12,462","14,888","16,499","17,318","17,762","18,758","19,626"
Comprehensive Income,-296,-291,-289,-357,-206,-316,-559,-307,-304,-299,-294,-266,-253,-252,-238,-258,-312,-308,-154,-172,-168,-184,-332,-221,-334,-312,-283,-288,-235,-238,-282,-208,-180,-135,-87,195,255,247,293,275
Shareholders' Equity,"42,998","43,289","43,479","34,959","34,164","33,302","29,882","24,350","23,789","23,101","22,296","21,497","21,079","21,037","20,669","20,572","20,722","20,931","21,489","21,330","21,236","21,347","36,080","34,232","31,295","23,346","19,860","18,573","18,300","18,244","18,873","20,327","24,907","27,830","28,720","30,085","29,559","29,111","29,312","30,250"
Net Cash / Debt,"-4,545","-4,444","-5,539",970,"-1,421","-3,192","-4,020","-3,911","-4,432","-4,580","-5,153","-7,586","-8,328","-7,606","-8,020","-8,156","-8,703","-8,950","-7,360","-7,284","-9,272","-9,217","-43,459","-36,522","-37,480","-38,519","-37,755","-35,121","-34,569","-32,168","-30,274","-27,624","-25,194","-21,607","-20,655","-19,781","-19,501","-20,201","-20,099","-19,485"
Working Capital,"2,709","1,917",986,"5,629","3,519","3,183","3,107","2,560","1,411","3,705","3,023","2,066","1,386","1,684",683,870,"1,824","2,912","2,740","2,520","1,733","1,545","5,247","1,928","2,146","-1,482",194,596,"1,443","3,258",773,"1,887","1,358",678,814,"1,129",702,-2,-675,-773
Book Value Per Share,54.10,55.10,55.77,45.08,44.34,43.35,39.12,31.88,31.14,30.25,29.19,28.13,27.58,27.51,27.03,26.88,27.08,27.33,28.10,28.25,28.33,28.54,48.21,38.32,34.96,25.94,21.35,19.95,19.64,19.55,20.21,21.76,26.66,29.70,30.83,33.10,32.84,32.65,33.13,34.36
