,2014-03-31,2014-06-30,2014-09-30,2014-12-31,2015-03-31,2015-06-30,2015-09-30,2015-12-31,2016-03-31,2016-06-30,2016-09-30,2016-12-31,2017-03-31,2017-06-30,2017-09-30,2017-12-31,2018-03-31,2018-06-30,2018-09-30,2018-12-31,2019-03-31,2019-06-30,2019-09-30,2019-12-31,2020-03-31,2020-06-30,2020-09-30,2020-12-31,2021-03-31,2021-06-30,2021-09-30,2021-12-31,2022-03-31,2022-06-30,2022-09-30,2022-12-31,2023-03-31,2023-06-30,2023-09-30,2023-12-31
Cash & Equivalents,"3,752","2,267","3,118","3,130","2,121","3,541","3,172","2,793","2,080","2,947","3,441","2,929","1,902","1,903","1,690","1,799","1,865","1,461","1,493","1,433","1,230","1,466","1,183","1,137","1,375","1,462","1,219",844,"1,268","1,439","1,569","1,757","1,600","1,893","2,180","1,655","1,501","1,930","2,488","2,900"
Short-Term Investments,"3,326","4,432","3,641","4,371","4,682","3,733","3,433","10,241","12,352","8,245","7,315","6,328","5,451","4,315","3,262","3,290","2,300","1,588","1,361","1,344",925,882,"1,109","1,030","1,969","2,127","2,618","2,162","1,642","1,243","1,373","1,382","1,049",923,"1,429","1,239","1,003","1,264","1,247","1,089"
Cash & Cash Equivalents,"7,078","6,699","6,759","7,501","6,803","7,274","6,605","13,034","14,432","11,192","10,756","9,257","7,353","6,218","4,952","5,089","4,165","3,049","2,854","2,777","2,155","2,348","2,292","2,167","3,344","3,589","3,837","3,006","2,910","2,682","2,942","3,139","2,649","2,816","3,609","2,894","2,504","3,194","3,735","3,989"
Cash Growth,27.28%,13.06%,5.03%,-10.38%,-3.89%,8.58%,-2.28%,73.76%,112.14%,53.86%,62.85%,-28.98%,-49.05%,-44.44%,-53.96%,-45.03%,-43.36%,-50.96%,-42.37%,-45.43%,-48.26%,-22.99%,-19.69%,-21.97%,55.17%,52.85%,67.41%,38.72%,-12.98%,-25.27%,-23.33%,4.42%,-8.97%,5.00%,22.67%,-7.81%,-5.47%,13.42%,3.49%,37.84%
Receivables,"11,680","12,251","12,352","11,171","10,443","9,569","9,372","8,780","8,382","9,374","9,565","9,387","8,636","8,925","9,436","8,084","8,472","8,606","8,409","7,881","8,171","8,471","8,332","7,747","7,486","5,808","5,552","5,247","5,269","5,347","5,349","5,315","5,713","6,247","6,650","6,766","7,578","7,675","8,049","7,812"
Inventory,"4,731","4,770","4,702","4,628","4,666","4,581","4,228","3,756","3,612","5,001","4,572","4,225","4,288","4,338","4,308","4,046","4,174","4,120","4,108","4,010","4,224","4,389","4,341","4,130","4,148","3,601","3,542","3,354","3,303","3,267","3,296","3,272","3,719","3,968","4,143","3,999","4,286","4,360","4,305","4,387"
Other Current Assets,"1,864","1,694","1,660","1,394","1,482","1,437","1,327","1,342","1,274","1,628","1,532","1,058","1,606","1,792","1,218","1,278","1,244","1,125","1,112","1,063","1,223","1,125","1,186","1,486","1,288","1,381","1,284","1,312","1,325",781,800,928,"1,172","1,285","1,209","1,344","1,032",925,949,"1,530"
Total Current Assets,"25,353","25,414","25,473","24,694","23,394","22,861","21,532","26,912","27,700","27,195","26,425","23,927","21,883","21,273","19,914","18,497","18,055","16,900","16,483","15,731","15,773","16,333","16,151","15,530","16,266","14,379","14,215","12,919","12,807","12,077","12,387","12,654","13,253","14,316","15,611","15,003","15,400","16,154","17,038","17,718"
"Property, Plant & Equipment","15,114","15,743","15,809","15,396","15,135","14,848","14,554","13,415","13,259","13,226","13,004","12,821","12,507","12,358","12,338","11,576","11,556","11,504","11,739","11,679","11,533","11,359","9,605","9,270","8,550","7,729","7,396","6,826","6,620","6,473","6,375","6,429","6,354","6,386","6,407","6,607","6,691","6,804","6,875","7,240"
Long-Term Investments,"3,765","3,822","3,696","3,677","3,708","3,831","3,798","3,729","3,742","1,662","1,637","1,481","1,720","1,566","1,481","1,519","1,483","1,487","1,497","1,538","1,544","1,558","1,335","1,565","1,515","1,484","1,436","2,061","2,090","2,035","2,110","2,044","1,955","1,767","1,762","1,581","1,554","1,601","1,622","1,624"
Goodwill and Intangibles,"20,241","20,685","20,684","20,934","20,937","20,963","21,100","21,200","21,308","35,500","35,836","35,918","35,877","35,736","35,645","35,199","35,044","34,899","34,703","34,259","34,140","34,012","23,987","23,699","17,153","16,932","16,885","16,435","16,673","16,298","16,255","16,201","16,136","16,111","16,033","15,974","16,134","16,085","16,023","17,323"
