,2014-03-31,2014-06-30,2014-09-30,2014-12-31,2015-03-31,2015-06-30,2015-09-30,2015-12-31,2016-03-31,2016-06-30,2016-09-30,2016-12-31,2017-03-31,2017-06-30,2017-09-30,2017-12-31,2018-03-31,2018-06-30,2018-09-30,2018-12-31,2019-03-31,2019-06-30,2019-09-30,2019-12-31,2020-03-31,2020-06-30,2020-09-30,2020-12-31,2021-03-31,2021-06-30,2021-09-30,2021-12-31,2022-03-31,2022-06-30,2022-09-30,2022-12-31,2023-03-31,2023-06-30,2023-09-30,2023-12-31
Other Long-Term Assets,"2,244","2,422","2,658","2,203","2,237","2,250","2,358","2,749","3,132","3,588","3,692","3,809","4,188","3,929","4,191","5,196","5,340","5,366","5,624","7,300","7,331","7,329","6,912","6,248","5,110","4,143","4,134","4,193","3,846","4,025","3,911","4,183","4,269","4,247","4,280","3,970","4,076","4,182","4,255","4,052"
Total Long-Term Assets,"41,364","42,672","42,847","42,210","42,017","41,892","41,810","41,093","41,441","53,976","54,169","54,029","54,292","53,589","53,655","53,490","53,423","53,256","53,563","54,776","54,548","54,258","41,839","40,782","32,328","30,288","29,851","29,515","29,229","28,831","28,651","28,857","28,714","28,511","28,482","28,132","28,455","28,672","28,775","30,239"
Total Assets,"66,717","68,086","68,320","66,904","65,411","64,753","63,342","68,005","69,141","81,171","80,594","77,956","76,175","74,862","73,569","71,987","71,478","70,156","70,046","70,507","70,321","70,591","57,990","56,312","48,594","44,667","44,066","42,434","42,036","40,908","41,038","41,511","41,967","42,827","44,093","43,135","43,855","44,826","45,813","47,957"
Accounts Payable,"8,272","8,692","8,916","9,246","8,469","7,479","7,186","7,727","6,725","9,494","9,439","10,016","9,408","9,444","9,715","10,036","9,598","9,367","9,419","10,223","9,702","9,851","10,364","10,663","10,168","9,824","9,201","8,442","7,956","7,635","7,615","8,382","8,638","8,528","9,034","9,121","8,700","8,938","9,222","10,904"
Current Debt,"1,369","1,505","1,451","2,765","3,828","4,231","4,761","4,557","4,254","3,371","3,739","3,153","2,449","2,224","1,289","3,324","4,586","3,736","3,215","1,407",99,98,340,524,"1,233",603,"1,292",850,749,36,"1,025",909,923,901,899,"1,632","2,140","1,993","1,998","1,123"
Other Current Liabilities,"2,258","2,054","2,021","2,165","2,275","2,064","2,063","1,837","1,901","1,744","1,794","1,890","1,919","1,859","2,010","1,922","2,011","1,963","1,966","1,856","1,896","1,824","1,779","1,911","1,861","1,238","1,158","1,199","1,168","1,113","1,095","1,068","1,135","1,154","1,201","1,265","1,412","1,232","1,308","1,368"
Total Current Liabilities,"11,899","12,251","12,388","14,176","14,572","13,774","14,010","14,121","12,880","14,609","14,972","15,059","13,776","13,527","13,014","15,282","16,195","15,066","14,600","13,486","11,697","11,773","12,483","13,098","13,262","11,665","11,651","10,491","9,873","8,784","9,735","10,359","10,696","10,583","11,134","12,018","12,252","12,163","12,528","13,395"
Long-Term Debt,"11,120","11,740","11,626","10,565","8,898","9,110","7,487","14,442","17,233","18,252","17,538","16,463","16,538","16,600","15,871","14,875","13,526","13,865","14,159","14,644","16,449","16,978","16,333","14,770","15,409","16,763","16,471","16,036","15,834","15,687","14,370","13,286","13,163","12,946","12,452","10,594","10,698","11,342","11,147","10,842"
Other Long-Term Liabilities,"3,518","3,393","3,619","4,114","4,075","3,684","3,666","3,537","3,366","5,331","5,510","4,905","4,807","4,783","4,674","4,569","4,431","4,328","4,339","5,791","5,651","5,567","4,847","4,268","3,940","3,783","3,575","3,418","3,357","3,378","3,268","2,580","2,469","2,673","2,996","2,534","2,525","2,387","2,431","2,361"
Total Long-Term Liabilities,"14,638","15,133","15,245","14,679","12,973","12,794","11,153","17,979","20,599","23,583","23,048","21,368","21,345","21,383","20,545","19,444","17,957","18,193","18,498","20,435","22,100","22,545","21,180","19,038","19,349","20,546","20,046","19,454","19,191","19,065","17,638","15,866","15,632","15,619","15,448","13,128","13,223","13,729","13,578","13,203"
Total Liabilities,"26,537","27,384","27,633","28,855","27,545","26,568","25,163","32,100","33,479","38,192","38,020","36,427","35,121","34,910","33,559","34,726","34,152","33,259","33,098","33,921","33,797","34,318","33,663","32,136","32,611","32,211","31,697","29,945","29,064","27,849","27,373","26,225","26,328","26,202","26,582","25,146","25,475","25,892","26,106","26,598"
Total Debt,"12,489","13,245","13,077","13,330","12,726","13,341","12,248","18,999","21,487","21,623","21,277","19,616","18,987","18,824","17,160","18,199","18,112","17,601","17,374","16,051","16,548","17,076","16,673","15,294","16,642","17,366","17,763","16,886","16,583","15,723","15,395","14,195","14,086","13,847","13,351","12,226","12,838","13,335","13,145","11,965"
Debt Growth,12.51%,10.78%,5.34%,1.17%,1.90%,0.72%,-6.34%,42.53%,68.84%,62.08%,73.72%,3.25%,-11.63%,-12.94%,-19.35%,-7.22%,-4.61%,-6.50%,1.25%,-11.80%,-8.64%,-2.98%,-4.03%,-4.72%,0.57%,1.70%,6.54%,10.41%,-0.35%,-9.46%,-13.33%,-15.94%,-15.06%,-11.93%,-13.28%,-13.87%,-8.86%,-3.70%,-1.54%,-2.13%
Common Stock,"3,523","2,824","1,703",723,272,-85,-381,-679,-920,"9,199","9,252","9,251","9,083","8,794","8,897","8,926","9,061","9,029","9,134","9,126","9,244","9,210","9,371","9,447","9,603","9,705","9,866","9,937","10,065","10,139","10,284","10,375","10,454","10,545","10,691","10,821","10,705","10,520","10,561","10,946"
Retained Earnings,"39,036","40,111","41,543","41,333","41,669","42,158","42,515","40,870","40,745","37,889","37,370","36,470","36,052","35,284","35,136","32,190","32,022","31,760","31,712","31,658","31,386","31,186","19,111","18,751","10,681","7,073","6,818","7,018","7,142","7,399","7,775","8,199","8,532","9,244","9,904","10,719","11,296","11,974","12,742","13,497"
Comprehensive Income,"-2,555","-2,399","-2,741","-4,206","-4,285","-4,108","-4,193","-4,558","-4,466","-4,478","-4,388","-4,643","-4,529","-4,558","-4,460","-4,274","-4,159","-4,305","-4,313","-4,622","-4,527","-4,544","-4,569","-4,438","-4,723","-4,738","-4,743","-4,884","-4,664","-4,776","-4,697","-3,570","-3,639","-3,464","-3,396","-3,855","-3,933","-3,886","-3,917","-4,254"
Shareholders' Equity,"40,004","40,536","40,505","37,850","37,656","37,965","37,941","35,633","35,359","42,610","42,234","41,078","40,606","39,520","39,573","36,842","36,924","36,484","36,533","36,162","36,103","35,852","23,913","23,760","15,561","12,040","11,941","12,071","12,543","12,762","13,362","15,004","15,347","16,325","17,199","17,685","18,068","18,608","19,386","20,189"
Net Cash / Debt,"-5,411","-6,546","-6,318","-5,829","-5,923","-6,067","-5,643","-5,965","-7,055","-10,431","-10,521","-10,359","-11,634","-12,606","-12,208","-13,110","-13,947","-14,552","-14,520","-13,274","-14,393","-14,728","-14,381","-13,127","-13,298","-13,777","-13,926","-13,880","-13,673","-13,041","-12,453","-11,056","-11,437","-11,031","-9,742","-9,332","-10,334","-10,141","-9,410","-7,976"
Net Cash Per Share,-4.11,-4.98,-4.82,-4.52,-4.61,-4.74,-4.44,-4.71,-5.60,-7.51,-7.51,-7.44,-8.30,-9.09,-8.77,-9.59,-10.01,-10.45,-10.43,-9.53,-10.30,-10.56,-10.38,-9.48,-9.59,-9.93,-10.01,-9.96,-9.64,-9.18,-8.75,-7.67,-7.98,-7.68,-6.77,-6.48,-7.15,-7.03,-6.53,-5.52
Working Capital,"13,454","13,163","13,085","10,518","8,822","9,087","7,522","12,791","14,820","12,586","11,453","8,868","8,107","7,746","6,900","3,215","1,860","1,834","1,883","2,245","4,076","4,560","3,668","2,432","3,004","2,714","2,564","2,428","2,934","3,293","2,652","2,295","2,557","3,733","4,477","2,985","3,148","3,991","4,510","4,323"
Book Value Per Share,30.63,31.18,31.30,29.57,29.51,29.92,29.99,28.32,28.20,30.68,30.34,29.49,29.15,28.49,28.57,26.54,26.66,26.36,26.38,26.11,26.07,25.91,17.27,17.16,11.22,8.67,8.58,8.66,8.97,9.13,9.53,10.69,10.87,11.54,12.13,12.44,12.67,13.08,13.61,14.14
