,2014-03-31,2014-06-30,2014-09-30,2014-12-31,2015-03-31,2015-06-30,2015-09-30,2015-12-31,2016-03-31,2016-06-30,2016-09-30,2016-12-31,2017-03-31,2017-06-30,2017-09-30,2017-12-31,2018-03-31,2018-06-30,2018-09-30,2018-12-31,2019-03-31,2019-06-30,2019-09-30,2019-12-31,2020-03-31,2020-06-30,2020-09-30,2020-12-31,2021-03-31,2021-06-30,2021-09-30,2021-12-31,2022-03-31,2022-06-30,2022-09-30,2022-12-31,2023-03-31,2023-06-30,2023-09-30,2023-12-31
Total Debt,"1,397","1,995","1,996","1,996","4,007","3,750","3,739","4,502","4,488","4,407","4,463","4,480","4,455","3,786","3,794","4,637","4,893","4,765","4,662","4,673","4,643","4,506","4,493","4,169","4,145","4,140","4,120","3,700","6,191","7,103","6,684","6,681","6,456","6,062","5,703","5,644","4,933","5,021","4,787","4,779"
Debt Growth,0.05%,42.90%,42.89%,9.68%,186.82%,87.93%,87.37%,125.55%,12.02%,17.52%,19.35%,-0.49%,-0.73%,-14.10%,-14.99%,3.52%,9.82%,25.87%,22.90%,0.77%,-5.11%,-5.44%,-3.63%,-10.79%,-10.72%,-8.12%,-8.32%,-11.24%,49.35%,71.55%,62.25%,80.56%,4.29%,-14.66%,-14.68%,-15.52%,-23.60%,-17.17%,-16.05%,-15.34%
Common Stock,568.55,470.2,438.52,522.62,"1,263",765.43,-411.77,-24.97,319.04,-260.57,-60.23,-259.67,-196.85,-153.94,-234.91,-202.6,-145.94,-389.53,-708.51,-885.88,-963.1,"-1,110.48","-1,244.61","-1,332.82","-1,524.61","-1,465.31","-1,428.43","-1,407.73","-1,337.48","-1,054.22","-1,001.72",-954.75,-913.58,"-1,133.76","-1,358.24","-2,123.89","-2,093.49","-2,159.25","-2,399.58","-2,771.81"
Retained Earnings,"1,621","1,556","1,570","1,306",728.97,879.2,"1,164","1,441","1,974","2,251","2,304","2,518","2,850","2,820","2,395","3,174","3,377","3,569","3,721","4,027","3,969","4,187","4,235","4,375","5,248","5,451",518.34,780.97,"1,125","1,325","1,671","2,019","2,470","2,779","2,978","3,358","3,691","4,072","4,324","4,820"
Comprehensive Income,-44.51,-39.38,-52.05,-60.73,-75.59,-69.01,-136.33,-115.81,-102.18,-110.98,-114.31,-141.85,-123.49,-112.46,-95.85,-96.34,-43.51,-82.02,-79.25,-92.88,-85.14,-86.88,-111.97,-87.73,-132.81,-128.66,-108.83,-70.47,-69.25,-233.24,-445.44,-822.78,"-1,005.82","-1,421.3","-1,830.97","-1,411.92","-1,316.14","-1,226.69","-1,402.61","-1,136.49"
Shareholders' Equity,"2,146","1,986","1,957","1,768","1,916","1,576",616.39,"1,300","2,191","1,879","2,129","2,117","2,529","2,554","2,064","2,875","3,188","3,098","2,933","3,048","2,921","2,989","2,879","2,955","3,591","3,857","-1,018.92",-697.22,-281.76,37.96,223.35,241.55,550.31,224.3,-211.56,-178.13,281.69,686.02,522,911.7
Net Cash / Debt,-700.22,-733.62,-187.12,302.87,"-1,669.74","-1,194.97","-1,571.78","-3,523.64","-1,962.85","-2,542.01","-1,720.86","-2,688.43","-2,051.01","-2,474.45","-1,358.58","-1,599.57","-2,801.56","-2,376.43","-2,169.97","-2,132.7","-1,767.12","-1,506.51","-1,119.22",-936,-453.26,-720.08,478.23,"1,191",450.18,"-4,549.58","-4,136.78","-3,512.22","-3,495.61","-3,027.46","-2,314.64","-3,952.1","-3,393.41","-3,631.37","-2,195.41","-1,906.37"
Net Cash Per Share,-2.96,-3.25,-0.80,1.38,-7.58,-4.97,-7.41,-15.54,-8.71,-11.31,-7.58,-12.11,-9.27,-11.15,-6.14,-7.24,-12.60,-10.76,-9.98,-9.97,-8.31,-7.13,-5.23,-4.51,-2.19,-3.50,2.40,5.76,2.17,-21.78,-19.62,-16.63,-16.49,-14.30,-11.03,-19.15,-16.61,-17.77,-10.79,-9.45
Working Capital,-739.9,-447.97,-449.96,-660.32,-669.08,"-1,215.26","-1,243.74","-3,662.67","-1,700.84","-2,540","-2,428.52","-2,464","-2,037.51","-2,073.85","-2,514.87","-1,443.86","-1,697.19","-1,695.27","-1,975.32","-1,875.53","-1,589.72","-1,387.09","-1,449.24","-1,675.64",-931.14,-713,-797.38,-344.23,"2,473","-2,330.07","-2,556.03","-2,234.72","-3,387.84","-3,409.78","-3,888.2","-4,052.5","-5,081.46","-5,796.63","-6,032.37","-5,914.74"
Book Value Per Share,9.35,8.80,8.73,8.06,8.70,7.18,2.91,6.30,10.54,8.71,9.72,9.68,11.62,11.68,9.45,13.17,14.54,14.17,13.62,14.38,13.85,14.26,13.57,14.34,17.48,18.94,-4.99,-3.41,-1.38,0.18,1.07,1.16,2.63,1.07,-1.02,-0.87,1.39,3.39,2.59,4.56
