,2014-03-31,2014-06-30,2014-09-30,2014-12-31,2015-03-31,2015-06-30,2015-09-30,2015-12-31,2016-03-31,2016-06-30,2016-09-30,2016-12-31,2017-03-31,2017-06-30,2017-09-30,2017-12-31,2018-03-31,2018-06-30,2018-09-30,2018-12-31,2019-03-31,2019-06-30,2019-09-30,2019-12-31,2020-03-31,2020-06-30,2020-09-30,2020-12-31,2021-03-31,2021-06-30,2021-09-30,2021-12-31,2022-03-31,2022-06-30,2022-09-30,2022-12-31,2023-03-31,2023-06-30,2023-09-30,2023-12-31
Cash & Equivalents,696.73,"1,262","1,809","2,299","2,337","2,555","2,167",978.09,"2,525","1,865","2,742","1,791","2,404","1,311","2,435","3,038","2,091","2,389","2,493","2,540","2,876","3,000","3,374","3,233","3,692","3,420","4,598","4,891","6,641","2,553","2,547","3,169","2,961","3,034","3,388","1,692","1,539","1,389","2,592","2,872"
Cash & Cash Equivalents,696.73,"1,262","1,809","2,299","2,337","2,555","2,167",978.09,"2,525","1,865","2,742","1,791","2,404","1,311","2,435","3,038","2,091","2,389","2,493","2,540","2,876","3,000","3,374","3,233","3,692","3,420","4,598","4,891","6,641","2,553","2,547","3,169","2,961","3,034","3,388","1,692","1,539","1,389","2,592","2,872"
Cash Growth,-48.29%,-19.50%,46.91%,561.58%,235.42%,102.49%,19.85%,-57.45%,8.06%,-27.00%,26.50%,83.13%,-4.79%,-29.69%,-11.19%,69.60%,-13.02%,82.16%,2.36%,-16.38%,37.51%,25.56%,35.37%,27.26%,28.38%,14.03%,36.26%,51.30%,79.88%,-25.35%,-44.60%,-35.21%,-55.42%,18.84%,33.02%,-46.60%,-48.01%,-54.21%,-23.50%,69.74%
Receivables,"6,506","6,133","6,313","7,144","7,560","7,597","8,223","8,381","8,767","8,985","9,176","9,696","9,584","10,553","10,303","10,128","11,265","11,765","11,314","11,979","12,222","11,989","12,387","12,569","14,210","12,548","13,846","14,886","14,134","17,695","18,167","17,146","18,111","18,624","18,453","18,627","19,491","20,797","20,911","21,577"
Inventory,"8,493","8,422","8,594","10,628","9,517","9,640","9,755","10,864","10,645","10,493","10,724","11,415","11,336","11,670","11,461","12,021","12,867","12,074","11,919","11,800","11,374","11,248","11,060","11,686","11,103","11,849","12,589","13,179","12,955","14,996","15,368","16,294","15,515","15,823","15,556","16,780","16,955","16,852","17,455","18,652"
Other Current Assets,63.62,74.32,84.96,73.58,142.41,110.33,189,138.96,133.2,114.96,210.22,176.65,170.15,142.97,103.43,110.24,173.36,176.51,169.12,"1,156","1,150","1,165","1,311","1,467","2,176","2,101","2,022","1,744","1,739","2,015","2,720","2,770","2,823","2,263","2,193","3,609","2,004","1,948","1,841","1,758"
Total Current Assets,"15,760","15,891","16,800","20,145","19,557","19,902","20,334","20,362","22,070","21,457","22,852","23,079","23,494","23,677","24,303","25,296","26,397","26,404","25,894","27,476","27,622","27,402","28,132","28,955","31,181","29,919","33,056","34,700","35,469","37,260","38,803","39,379","39,410","39,745","39,590","40,708","39,990","40,987","42,799","44,859"
"Property, Plant & Equipment",850.85,882.16,899.58,907,955.56,958.69,"1,193","1,060","1,095","1,166","1,531","1,631","1,702","1,750","1,798","1,829","1,940","1,903","1,892","1,897","1,859","1,767","1,771","1,442","1,422","1,455","1,485","1,477","1,483","2,143","2,163","2,130","2,139","2,105","2,135","2,140","2,150","2,148","2,135","2,117"
Goodwill and Intangibles,"3,495","3,489","3,482","3,501","6,122","6,115","6,138","9,053","9,028","8,986","8,959","8,914","8,877","8,914","8,878","8,901","9,760","9,714","9,612","9,622","9,056","9,037","9,000","8,846","8,640","8,616","8,593","8,572","8,549","14,571","14,287","14,002","13,686","13,240","12,837","13,027","14,518","14,425","14,006","14,037"
Other Long-Term Assets,255.23,367.74,350.65,352.15,371.01,357.28,298.47,281.79,302.09,305.22,295.63,295.48,324.38,312.89,337.66,334.82,298.48,288.19,270.94,272.43,273.58,272.37,269.07,773.38,800.26,800.45,"1,141","1,098","1,502","1,958","2,085","2,067","2,074","2,084","1,999","2,032","2,108","3,617","3,619","3,677"
Total Long-Term Assets,"4,601","4,739","4,732","4,760","7,449","7,431","7,628","10,394","10,425","10,457","10,786","10,841","10,903","10,977","11,013","11,065","11,999","11,905","11,775","11,792","11,188","11,077","11,040","11,062","10,862","10,871","11,219","11,147","11,534","18,671","18,535","18,199","17,898","17,429","16,971","17,199","18,777","20,191","19,760","19,832"
Total Assets,"20,361","20,631","21,532","24,905","27,006","27,334","27,963","30,756","32,495","31,914","33,638","33,919","34,397","34,654","35,316","36,362","38,396","38,310","37,670","39,268","38,810","38,479","39,172","40,017","42,042","40,790","44,275","45,847","47,003","55,931","57,338","57,578","57,308","57,174","56,561","57,907","58,766","61,177","62,559","64,690"
Accounts Payable,"14,910","14,810","15,593","19,032","18,395","19,349","20,886","22,536","22,986","22,692","23,926","24,172","24,276","24,805","25,404","25,347","26,404","26,450","26,837","28,336","28,189","27,807","28,385","29,182","30,720","29,145","31,705","33,450","31,420","36,503","38,010","38,618","38,211","39,306","40,193","41,758","42,735","43,752","45,836","47,743"
Current Debt,0,0,0,0,64.21,7.37,0,108.41,119.55,613.18,610.21,607.98,615.85,4.12,12.12,20.06,252.89,195.59,151.66,156.28,282.97,166.14,139.01,532.49,522.81,519.71,501.26,59.37,43.89,455.61,300.21,268.56,"1,810","1,422","1,070",988.28,266.28,860.86,641.34,592.78
Other Current Liabilities,"1,590","1,530","1,657","1,773","1,767","1,761",691.79,"1,380",665.19,692.01,743.84,762.44,639.56,942.41,"1,402","1,374","1,438","1,455",881.16,859.17,739.54,815.33,"1,057",916.11,869,966.71,"1,647","1,535","1,532","2,631","3,048","2,727","2,777","2,427","2,215","2,014","2,070","2,170","2,354","2,437"
Total Current Liabilities,"16,500","16,339","17,250","20,805","20,226","21,117","21,578","24,024","23,771","23,997","25,280","25,543","25,531","25,751","26,818","26,740","28,094","28,100","27,870","29,352","29,212","28,789","29,581","30,630","32,112","30,632","33,853","35,044","32,996","39,590","41,359","41,614","42,798","43,154","43,478","44,761","45,071","46,783","48,831","50,773"
Long-Term Debt,"1,397","1,995","1,996","1,996","3,943","3,743","3,739","4,393","4,369","3,794","3,852","3,872","3,840","3,782","3,782","4,617","4,640","4,570","4,511","4,517","4,360","4,340","4,354","3,636","3,622","3,621","3,618","3,641","6,147","6,647","6,384","6,413","4,647","4,640","4,632","4,656","4,667","4,160","4,146","4,186"
Other Long-Term Liabilities,318.85,309.41,329.49,335.65,920.85,897.81,"2,029","1,038","2,165","2,244","2,375","2,388","2,497","2,568","2,652","2,129","2,298","2,364","2,239","2,235","2,200","2,243","2,243","2,681","2,603","2,570","7,643","7,673","7,962","9,285","9,011","8,950","8,958","8,861","8,379","8,417","8,517","9,312","8,915","8,670"
Total Long-Term Liabilities,"1,716","2,305","2,325","2,332","4,863","4,641","5,768","5,431","6,533","6,038","6,228","6,260","6,336","6,349","6,434","6,747","6,938","6,934","6,750","6,751","6,560","6,582","6,597","6,317","6,225","6,190","11,261","11,314","14,110","15,933","15,395","15,363","13,605","13,501","13,011","13,073","13,184","13,472","13,061","12,856"
Total Liabilities,"18,216","18,644","19,575","23,137","25,089","25,758","27,347","29,456","30,304","30,035","31,508","31,803","31,868","32,100","33,252","33,487","35,032","35,034","34,620","36,103","35,772","35,371","36,179","36,948","38,337","36,822","45,114","46,358","47,106","55,522","56,753","56,976","56,402","56,656","56,489","57,833","58,255","60,255","61,892","63,629"
