,2014-03-30,2014-06-29,2014-09-28,2014-12-31,2015-03-29,2015-06-28,2015-09-27,2015-12-31,2016-04-03,2016-07-03,2016-10-02,2016-12-31,2017-04-02,2017-07-02,2017-10-01,2017-12-31,2018-04-01,2018-07-01,2018-09-30,2018-12-31,2019-03-31,2019-06-30,2019-09-29,2019-12-31,2020-03-29,2020-06-28,2020-09-27,2020-12-31,2021-04-04,2021-07-04,2021-10-03,2021-12-31,2022-04-03,2022-07-03,2022-10-02,2022-12-31,2023-04-02,2023-07-02,2023-10-01,2023-12-31
Goodwill and Intangibles,"2,781","2,803","2,978","3,081","3,385","4,474","3,314","3,363","3,244","4,780","3,265","6,197","6,064","7,460","5,756","5,707","5,688","7,324","5,650","5,645","5,700","7,132","5,664","5,646","5,624","7,155","5,577","5,678","5,570","5,543","5,519","5,508","5,479","5,452","5,426","5,398","5,369","5,345","5,339","5,330"
Other Long-Term Assets,459.3,474.1,465.7,473.58,502.7,581.86,462.2,479.89,531.2,654.22,662.3,647.2,655.6,680.17,622.9,739.9,896.6,"1,159","1,014","1,042","1,162","1,338","1,260","1,276","1,385","1,601","1,572","1,623","2,014","1,727","1,983","1,986","1,952","1,994","2,345","2,413","2,680","2,675","2,687","2,524"
Total Long-Term Assets,"4,518","4,598","4,935","5,058","5,466","6,630","5,358","5,587","5,457","7,149","5,587","8,649","8,555","10,830","9,203","9,303","9,432","11,367","9,545","9,606","9,964","11,707","10,605","10,499","10,578","12,555","10,913","11,337","11,359","11,076","11,620","12,041","12,023","12,077","13,077","13,236","14,087","14,530","15,858","15,564"
Total Assets,"11,758","11,889","12,097","12,204","13,091","13,700","12,706","13,295","13,144","14,662","14,802","17,206","17,325","18,785","17,496","18,189","18,644","20,452","19,458","20,137","20,361","21,479","20,699","22,630","23,278","25,850","25,463","27,267","27,219","27,816","27,298","30,231","30,232","31,913","32,804","36,300","35,148","36,929","37,514","39,958"
Accounts Payable,0,0,0,496.24,0,721.75,0,527.89,0,734.23,0,593.2,0,982.32,0,837.3,0,"1,029",0,964,0,"1,295",0,"1,062",0,"1,849",0,"1,378",0,0,0,"2,116",0,0,0,"2,565",0,0,0,"2,347"
Deferred Revenue,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"2,152",819.4,"2,494","1,141","2,953","1,190","2,870","1,277","4,286","1,703","3,755","1,653","5,594","1,583","1,860","2,002","11,161","3,292","4,631","4,919","17,751","4,147","4,205","3,826","16,267"
Current Debt,0,0,0,4.26,0,4.23,0,4.21,0,253.63,0,247.7,0,25.93,0,25.2,0,0,0,0,0,0,0,0,0,2.9,0,15.4,0,0,0,509.1,0,0,0,746.2,0,0,0,0.1
Other Current Liabilities,"2,958","3,065","2,926","2,388","3,194","2,128","2,711","2,575","3,247","2,732","3,272","2,440","2,875","2,117","2,974",155.5,"2,313",-142,"2,405",-125.3,"2,531",-472.1,"2,436",-654.1,"2,975",-975.9,"3,338",-383.9,"5,293","6,894","7,161","-1,488.3","10,321","10,006","10,750","-3,078.7","12,801","12,549","12,484","-2,339.2"
Total Current Liabilities,"2,958","3,065","2,926","2,889","3,194","2,854","2,711","3,107","3,247","3,720","3,272","3,281","2,875","3,125","2,974","3,170","3,132","3,381","3,546","3,792","3,721","3,693","3,713","4,694","4,677","4,631","4,991","6,604","6,876","8,754","9,163","12,298","13,613","14,637","15,669","17,984","16,948","16,754","16,310","16,275"
Long-Term Debt,"1,097","1,118","1,137","1,150","1,156","1,116","1,125","1,125","1,144",901.87,"2,391","3,072","3,040","2,995","2,997","3,000","2,979","3,008","2,986","3,027","3,083","3,132","3,170","3,108","3,868","4,625","4,627","4,663","4,634","4,620","4,106","4,075","3,952","4,385","3,503","3,514","3,536","4,518","4,522","4,632"
Other Long-Term Liabilities,646.6,624.5,709.1,652.61,664.5,778.68,724.1,673.55,449.1,740.98,626.2,"1,033","1,166","1,436","1,179","1,242","1,472","1,784","1,772","1,678","1,591","1,841","1,746","2,235","2,207","2,487","2,103","2,136","2,079","2,348","2,527","3,717","3,857","5,242","5,677","5,992","4,877","5,052","4,687","5,599"
Total Long-Term Liabilities,"1,744","1,743","1,847","1,802","1,820","1,894","1,849","1,799","1,593","1,643","3,017","4,105","4,206","4,432","4,175","4,243","4,450","4,792","4,758","4,704","4,674","4,974","4,916","5,343","6,075","7,112","6,730","6,799","6,714","6,968","6,633","7,792","7,809","9,627","9,180","9,506","8,413","9,569","9,209","10,230"
Total Liabilities,"4,701","4,808","4,773","4,691","5,014","4,748","4,561","4,906","4,840","5,363","6,289","7,386","7,082","7,557","7,150","7,413","7,583","8,172","8,304","8,496","8,395","8,666","8,628","10,037","10,752","11,742","11,721","13,402","13,590","15,722","15,796","20,090","21,421","24,264","24,848","27,490","25,361","26,324","25,519","26,505"
Total Debt,"1,097","1,118","1,137","1,154","1,156","1,120","1,125","1,130","1,144","1,156","2,391","3,320","3,040","3,021","2,997","3,025","2,979","3,008","2,986","3,027","3,083","3,132","3,170","3,108","3,868","4,628","4,627","4,678","4,634","4,620","4,106","4,584","3,952","4,385","3,503","4,260","3,536","4,518","4,522","4,632"
Debt Growth,46.97%,52.04%,5.35%,7.40%,5.30%,0.14%,-1.06%,-2.12%,-0.97%,3.17%,112.44%,193.84%,165.69%,161.48%,25.35%,-8.86%,-2.03%,-0.45%,-0.36%,0.04%,3.49%,4.15%,6.17%,2.70%,25.49%,47.74%,45.95%,50.51%,19.80%,-0.17%,-11.26%,-2.01%,-14.73%,-5.08%,-14.68%,-7.06%,-10.52%,3.02%,29.09%,8.71%
Common Stock,"7,057","7,080","7,324","2,652","8,077","8,952","8,145","2,632","8,303","9,300","8,513","2,937","10,243","11,228","10,347","3,213","11,062","12,279","11,154","2,158","11,966","12,813","12,071","2,791","12,525","14,108","13,743","2,955","13,629","12,093","11,502","1,490","8,810","7,649","7,955",-664.2,"9,786","10,605","11,995",727.9
Retained Earnings,-,-,-,"4,649",-,-,-,"5,284",-,-,-,"6,283",-,-,-,"7,312",-,-,-,"9,198",-,-,-,"9,524",-,-,-,"10,732",-,-,-,"8,317",-,-,-,"9,047",-,-,-,"12,380"
Comprehensive Income,0,0,0,212.02,0,0,0,472.32,0,0,0,601.2,0,0,0,251.5,0,0,0,285,0,0,0,277.8,0,0,0,179.4,0,0,0,333.5,0,0,0,428.3,0,0,0,345
Shareholders' Equity,"7,057","7,080","7,324","7,513","8,077","8,952","8,145","8,389","8,303","9,300","8,513","9,820","10,243","11,228","10,347","10,776","11,062","12,279","11,154","11,641","11,966","12,813","12,071","12,592","12,525","14,108","13,743","13,865","13,629","12,093","11,502","10,141","8,810","7,649","7,955","8,811","9,786","10,605","11,995","13,452"
Net Cash / Debt,"2,199","1,890","1,803","1,796","1,867","1,651","2,009","2,560","2,441","2,295","2,586","1,185","1,142",-93.66,-180.9,322.1,444.2,572,882.7,"1,619",727.2,-177.7,-515.2,"2,174",992.3,883.9,"1,637","4,384","2,240","2,391","1,536","4,192","2,039","1,250","1,259","4,472","4,466","3,479","1,807","3,758"
Net Cash / Debt Growth,1.14%,1.19%,-12.91%,-17.85%,-15.10%,-12.62%,11.44%,42.49%,30.72%,38.96%,28.70%,-53.71%,-53.20%,-,-,-72.81%,-61.11%,-,-,402.64%,63.71%,-,-,34.30%,36.45%,-,-,101.62%,125.72%,170.48%,-6.15%,-4.38%,-8.99%,-47.73%,-18.02%,6.69%,119.07%,178.42%,43.50%,-15.98%
Net Cash Per Share,4.96,4.28,4.11,4.12,4.29,3.81,4.65,5.96,5.69,5.38,6.07,2.76,2.64,-0.22,-0.42,0.75,1.04,1.34,2.07,3.82,1.72,-0.42,-1.22,5.16,2.36,2.11,3.90,10.50,5.39,5.80,3.76,10.35,5.08,3.14,3.17,11.40,11.31,8.83,4.59,9.53
Working Capital,"4,283","4,225","4,236","4,257","4,431","4,216","4,636","4,601","4,439","3,794","5,944","5,277","5,894","4,829","5,320","5,716","6,081","5,704","6,367","6,740","6,675","6,079","6,382","7,437","8,023","8,665","9,560","9,327","8,983","7,985","6,516","5,892","4,596","5,198","4,058","5,081","4,113","5,644","5,346","8,119"
Book Value Per Share,16.04,16.15,16.80,17.31,18.67,20.75,18.95,19.58,19.45,21.91,20.09,22.99,23.82,26.09,24.06,25.14,25.89,28.82,26.29,27.57,28.41,30.43,28.68,29.97,29.89,33.75,32.84,33.29,32.82,29.39,28.20,25.08,21.97,19.20,20.08,22.48,24.81,26.93,30.49,34.16
