,2014-03-30,2014-06-29,2014-09-28,2014-12-31,2015-03-29,2015-06-28,2015-09-27,2015-12-31,2016-04-03,2016-07-03,2016-10-02,2016-12-31,2017-04-02,2017-07-02,2017-10-01,2017-12-31,2018-04-01,2018-07-01,2018-09-30,2018-12-31,2019-03-31,2019-06-30,2019-09-29,2019-12-31,2020-03-29,2020-06-28,2020-09-27,2020-12-31,2021-04-04,2021-07-04,2021-10-03,2021-12-31,2022-04-03,2022-07-03,2022-10-02,2022-12-31,2023-04-02,2023-07-02,2023-10-01,2023-12-31
Cash & Equivalents,"2,398","2,111","2,145","2,419","2,779","2,495","2,681","2,459","2,063","1,926","2,913","2,907","2,911","1,914","2,078","2,259","2,465","2,326","2,203","3,121","2,253","1,661","1,586","3,532","2,724","3,499","3,532","6,049","3,244","5,187","4,319","6,952","4,324","4,097","3,153","7,268","6,648","6,341","4,976","7,005"
Short-Term Investments,898.3,897,795.7,530.95,244,276.25,453.7,"1,231","1,522","1,524","2,064","1,597","1,272","1,014",738.2,"1,088",958,"1,254","1,665","1,524","1,557","1,294","1,069","1,750","2,137","2,013","2,732","3,013","3,630","1,824","1,323","1,824","1,666","1,539","1,609","1,464","1,354","1,656","1,354","1,385"
Cash & Cash Equivalents,"3,296","3,008","2,941","2,950","3,023","2,771","3,135","3,689","3,585","3,450","4,977","4,504","4,183","2,928","2,816","3,347","3,423","3,580","3,869","4,646","3,810","2,955","2,655","5,283","4,861","5,512","6,263","9,062","6,874","7,011","5,642","8,776","5,990","5,635","4,762","8,733","8,002","7,997","6,329","8,389"
Cash Growth,12.86%,15.56%,-6.65%,-9.52%,-8.31%,-7.87%,6.60%,25.04%,18.61%,24.50%,58.76%,22.09%,16.67%,-15.14%,-43.42%,-25.68%,-18.16%,22.27%,37.39%,38.78%,11.30%,-17.46%,-31.38%,13.71%,27.58%,86.54%,135.92%,71.55%,41.43%,27.19%,-9.92%,-3.16%,-12.86%,-19.62%,-15.59%,-0.49%,33.58%,41.92%,32.90%,-3.93%
Receivables,832.2,"1,086",961.2,"1,053","1,271","1,282","1,089",803.7,753.2,732.4,858.4,700.2,864.8,"1,225","1,664","1,740","1,603","1,139","1,679","1,498","1,589","1,638","2,101","1,787","1,767","1,770","2,459","1,310","2,239","2,782","3,383","3,028","3,495","5,377","5,840","5,324","3,455","3,964","3,911","4,334"
Inventory,"2,548","2,616","2,677","2,550","2,608","2,592","2,537","2,574","2,750","2,715","2,697","2,781","2,996","3,137","2,999","2,956","3,232","3,218","3,403","3,440","3,765","3,914","3,895","3,809","4,345","4,686","4,614","4,569","4,748","5,086","4,944","5,179","6,074","6,367","6,884","7,200","7,392","7,734","8,379","8,851"
Other Current Assets,564.5,581.2,583.1,593.43,724.5,423.68,586.5,641.04,598.1,616.16,683.9,572,726.6,665.15,815.4,842.5,955,"1,149",962.7,948.2,"1,233","1,265","1,444","1,253","1,727","1,328","1,215",988.2,"1,998","1,860","1,709","1,207","2,651","2,457","2,240","1,809","2,212","2,703","3,038","2,820"
Total Current Assets,"7,241","7,290","7,162","7,146","7,625","7,069","7,348","7,708","7,686","7,514","9,216","8,557","8,770","7,954","8,294","8,886","9,213","9,085","9,913","10,531","10,396","9,772","10,094","12,131","12,700","13,295","14,551","15,930","15,860","16,739","15,678","18,190","18,209","19,835","19,726","23,065","21,061","22,398","21,656","24,394"
"Property, Plant & Equipment","1,231","1,275","1,372","1,448","1,523","1,519","1,533","1,621","1,580","1,609","1,587","1,687","1,622","1,567","1,552","1,715","1,684","1,712","1,702","1,727","1,770","1,881","2,124","2,323","2,363","2,464","2,496","2,815","2,866","2,935","2,891","3,148","3,336","3,546","3,769","4,137","4,645","5,034","5,394","5,800"
Long-Term Investments,46.2,46.4,119.3,55.26,55.3,55.66,49.8,124.04,102.2,105.68,71.8,117.2,213.6,"1,122","1,272","1,142","1,164","1,173","1,179","1,191","1,333","1,356","1,557","1,254","1,206","1,336","1,268","1,221",909.1,871.1,"1,227","1,400","1,256","1,086","1,538","1,288","1,392","1,477","2,438","1,909"
