,2014-02-28,2014-05-31,2014-08-31,2014-11-30,2015-02-28,2015-05-31,2015-08-31,2015-11-30,2016-03-31,2016-05-31,2016-09-30,2016-12-31,2017-03-31,2017-06-30,2017-09-30,2017-12-31,2018-03-31,2018-06-30,2018-09-30,2018-12-31,2019-03-31,2019-06-30,2019-09-30,2019-12-31,2020-03-31,2020-06-30,2020-09-30,2020-12-31,2021-03-31,2021-06-30,2021-09-30,2021-12-31,2022-03-31,2022-06-30,2022-09-30,2022-12-31,2023-03-31,2023-06-30,2023-09-30,2023-12-31
Cash & Equivalents,"1,014",581.87,595.88,644.47,610.15,650.74,803.31,988.46,-,"1,045",-,"1,163","1,262","1,081","1,186","1,336","1,006","1,100",990.6,"1,211","1,278","1,048","2,128","1,678","1,800","1,826","2,221","1,946","2,082","1,800","2,348","1,979","2,045","1,933","1,994","1,998","2,002","1,920","1,942","2,089"
Cash & Cash Equivalents,"1,014",581.87,595.88,644.47,610.15,650.74,803.31,988.46,0,"1,045",0,"1,163","1,262","1,081","1,186","1,336","1,006","1,100",990.6,"1,211","1,278","1,048","2,128","1,678","1,800","1,826","2,221","1,946","2,082","1,800","2,348","1,979","2,045","1,933","1,994","1,998","2,002","1,920","1,942","2,089"
Cash Growth,48.41%,-14.49%,-17.91%,-41.24%,-39.80%,11.84%,34.81%,53.38%,-,60.54%,-,17.64%,-,3.43%,-,14.88%,-20.29%,1.75%,-16.48%,-9.36%,27.02%,-4.71%,114.78%,38.60%,40.89%,74.25%,4.38%,15.94%,15.69%,-1.43%,5.71%,1.72%,-1.78%,7.43%,-15.07%,0.92%,-2.13%,-0.71%,-2.61%,4.57%
Receivables,175.74,215.38,207.4,197.63,171.48,202.94,215.13,210.74,-,288.41,-,275.03,272,288.15,296.37,301.89,288.1,317.22,321.66,348.4,381.61,394.6,868.13,895.23,799.8,788.7,822.03,794.17,824.82,878.43,904.14,946.25,972.96,989.17,998.23,998.33,"1,067","1,159","1,078","1,120"
Inventory,7.32,6.64,5.66,8,5.59,0,0,0,-,0,-,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Other Current Assets,336.64,839.55,"1,198","1,175",805.94,"2,436","1,729","1,457",-,"1,518",-,"1,678",865.33,"1,147","2,068","2,666","2,864","2,242","3,102","1,817","3,011","3,105","1,997","1,793","1,470","1,737","1,926","1,852","1,972","2,222","2,540","1,785","2,134","2,295","2,461","3,318","2,526","2,440","3,761","4,865"
Total Current Assets,"1,533","1,643","2,007","2,025","1,593","3,290","2,747","2,656",-,"2,851",-,"3,116","2,399","2,516","3,550","4,304","4,158","3,659","4,414","3,376","4,670","4,548","4,993","4,366","4,070","4,351","4,969","4,592","4,879","4,900","5,792","4,711","5,152","5,217","5,453","6,314","5,595","5,519","6,780","8,074"
"Property, Plant & Equipment",364.73,369.75,363.42,362.81,355.89,374.14,368.8,367.54,-,493.68,-,526.37,551.95,537.88,577.19,588.35,599.77,615.8,640.98,653.54,674.2,712.4,"1,423","1,383","1,442","1,478","1,526","1,579","1,581","1,642","1,667","1,688","1,716","1,689","1,759","1,839","2,023","2,084","2,118","2,190"
Long-Term Investments,0,0,0,0,0,0,0,0,-,0,-,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,724.64,692.19,713.12
Goodwill and Intangibles,"1,429","1,872","1,836","2,027","1,939","2,052","2,290","2,243",-,"7,094",-,"6,893","6,857","6,817","7,945","7,886","7,811","7,669","8,410","8,830","8,751","8,654","36,939","36,914","36,477","36,219","35,997","35,887","35,553","36,237","35,874","36,447","36,086","33,769","33,329","32,979","37,439","37,233","36,777","36,912"
