,2014-03-29,2014-06-28,2014-09-27,2014-12-28,2015-04-04,2015-07-04,2015-10-03,2016-01-02,2016-03-31,2016-07-02,2016-10-01,2016-12-31,2017-03-31,2017-06-30,2017-09-30,2017-12-30,2018-03-31,2018-06-30,2018-09-29,2018-12-29,2019-03-30,2019-06-29,2019-09-28,2019-12-28,2020-03-28,2020-06-27,2020-09-26,2020-12-26,2021-03-31,2021-06-30,2021-09-30,2021-12-31,2022-03-31,2022-06-30,2022-09-30,2022-12-31,2023-03-31,2023-06-30,2023-09-30,2023-12-30
Other Long-Term Liabilities,"1,263","1,267","1,263","1,187","1,009",961.83,973.33,911.17,"1,008",964.4,"1,046",973.79,985.88,986.62,971.89,"1,307","1,272","1,308","1,292","1,285","1,281","1,165","1,130","1,160","1,123","1,137","1,102","1,110","1,542","1,286","1,077",919.65,888.44,920.59,803.96,761.25,651.05,632.4,609.09,621
Total Long-Term Liabilities,"2,689","2,692","2,687","2,600","2,422","2,363","2,374","2,313","2,409","2,365","3,393","3,013","3,037","3,098","3,116","3,495","3,484","3,465","3,442","3,421","3,397","4,303","4,218","4,285","4,752","7,851","7,911","8,108","8,487","7,205","6,906","6,659","6,496","6,395","5,353","6,447","7,534","7,511","7,387","6,510"
Total Liabilities,"4,230","4,562","4,954","4,214","4,694","4,813","5,152","4,255","4,938","5,026","5,570","4,798","4,873","5,529","6,938","6,239","6,623","6,461","6,951","5,984","6,058","6,250","6,623","6,247","7,776","9,566","9,996","10,606","10,698","10,276","10,291","9,883","9,812","9,859","10,699","10,994","11,080","11,327","10,932","10,507"
Total Debt,"1,692","2,011","2,084","1,440","2,485","2,563","2,690","1,855","2,542","2,809","3,088","2,319","2,594","3,287","4,383","2,923","3,744","3,475","3,721","2,815","2,780","3,211","3,578","3,186","4,859","6,735","6,824","7,299","6,958","6,928","6,841","6,346","6,445","6,303","7,073","7,498","7,819","7,866","7,803","7,342"
Debt Growth,-15.97%,7.11%,9.75%,-0.77%,46.84%,27.49%,29.09%,28.83%,2.30%,9.57%,14.83%,25.02%,2.04%,17.01%,41.93%,26.07%,44.34%,5.73%,-15.10%,-3.69%,-25.74%,-7.58%,-3.86%,13.15%,74.76%,109.73%,90.73%,129.12%,43.20%,2.87%,0.25%,-13.05%,-7.38%,-9.02%,3.40%,18.15%,21.32%,24.79%,10.31%,-2.09%
Common Stock,"2,935","2,983","3,031","3,101","3,183","3,220","3,283","3,299","3,344","3,373","3,416","3,437","3,469","3,497","3,555","3,622","3,706","3,787","3,895","3,929","4,021","4,088","4,172","4,281","4,281","4,108","3,950","3,834","3,876","3,923","3,953","3,982","4,013","4,039","4,050","3,863","3,873","3,831","3,735","3,717"
Retained Earnings,"3,030","2,903","3,250","3,232","2,624","2,657","2,977","3,129","2,500","2,276","2,454","2,545","1,892","1,078","1,297","1,024",846.12,825.79,"1,148","1,258","1,180",931.13,"1,406","1,182",7.31,-298.09,-44.95,300.5,189.53,317.11,586.44,608.7,443.48,188.81,-120.13,385.75,57.09,-60.69,-513.5,-556.29
Comprehensive Income,-209.49,-232.21,-418.24,-702.27,-902.39,-913.63,-898.78,"-1,043.22",-950.29,"-1,001.46",-998.02,"-1,041.46",-988.04,-930.6,-914.9,-926.14,-864.03,-882.08,-862.92,-886.57,-902.08,-867.39,-930.73,-895.37,-930.96,-897.54,-959.66,-995.96,"-1,009",-965.89,-940.83,-937.46,-926.58,-874.88,-844.17,-929.59,"-1,019.52","-1,053.53","-1,011.71","-1,051.37"
Shareholders' Equity,"5,755","5,653","5,862","5,631","4,904","4,964","5,361","5,385","4,894","4,648","4,873","4,941","4,373","3,644","3,937","3,720","3,688","3,731","4,180","4,301","4,299","4,152","4,648","4,568","3,357","2,913","2,945","3,138","3,056","3,274","3,598","3,653","3,530","3,352","3,086","3,320","2,911","2,717","2,210","2,109"
Net Cash / Debt,"-1,370.41","-1,534.69","-1,587.02",-467.75,"-1,829.2","-1,904.82","-2,122.02",-910.34,"-1,956.56","-2,132.43","-2,350.6","-1,091.04","-1,990.63","-2,614.47","-2,837.8","-2,359.86","-3,063.16","-3,082.5","-3,454.59","-2,363.51","-2,377.98","-2,650.26","-3,107.77","-2,645.68","-3,489.72","-3,889.46","-4,146.25","-3,445.32","-5,543.14","-5,054.42","-5,480.77","-5,012.48","-5,168.59","-5,775.08","-6,520.62","-6,927.12","-7,003.86","-7,059.03","-7,303.71","-6,353.88"
Net Cash Per Share,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-5.89,-7.63,-7.71,-8.59,-5.91,-5.93,-6.59,-7.73,-6.61,-8.83,-9.95,-10.60,-8.77,-14.08,-12.82,-13.91,-12.77,-13.29,-14.90,-16.82,-17.84,-18.03,-18.19,-18.81,-16.36
Working Capital,"1,993","1,910","2,258","2,418","1,656","1,604","1,994","2,221","1,443","1,407","2,642","2,508","2,256","1,467","1,806","1,634","1,544","1,335","1,909","2,049","2,012","2,044","2,371","2,194","2,003","4,546","4,596","4,787","2,575","1,493","1,586","1,377","1,273","1,148",342.25,697.75,"1,607","1,397","1,699",938.64
Book Value Per Share,13.07,13.14,13.60,13.04,11.46,11.68,12.60,12.63,11.53,11.15,11.75,11.87,10.56,9.10,10.00,9.43,9.33,9.47,10.56,10.88,10.87,10.46,11.69,11.54,8.58,7.49,7.57,8.05,7.82,8.37,9.19,9.36,9.11,8.65,7.96,8.56,7.50,7.00,5.69,5.43
