,2014-03-29,2014-06-28,2014-09-27,2014-12-28,2015-04-04,2015-07-04,2015-10-03,2016-01-02,2016-03-31,2016-07-02,2016-10-01,2016-12-31,2017-03-31,2017-06-30,2017-09-30,2017-12-30,2018-03-31,2018-06-30,2018-09-29,2018-12-29,2019-03-30,2019-06-29,2019-09-28,2019-12-28,2020-03-28,2020-06-27,2020-09-26,2020-12-26,2021-03-31,2021-06-30,2021-09-30,2021-12-31,2022-03-31,2022-06-30,2022-09-30,2022-12-31,2023-03-31,2023-06-30,2023-09-30,2023-12-30
Cash & Equivalents,321.67,475.89,496.5,971.9,655.48,658.49,567.64,944.42,585.37,676.26,737.83,"1,228",603.26,672.05,"1,546",563.48,680.76,392.18,266.79,451.98,402.23,560.88,469.91,540.03,"1,369","2,145","1,877","3,254",815.75,"1,275","1,360","1,334","1,276",528.03,552.81,571.35,814.89,806.53,498.91,988.01
Short-Term Investments,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,700,800,599.4,598.81,598.81,0,0,0,0,0,0,0,0,0,0
Cash & Cash Equivalents,321.67,475.89,496.5,971.9,655.48,658.49,567.64,944.42,585.37,676.26,737.83,"1,228",603.26,672.05,"1,546",563.48,680.76,392.18,266.79,451.98,402.23,560.88,469.91,540.03,"1,369","2,845","2,677","3,854","1,415","1,874","1,360","1,334","1,276",528.03,552.81,571.35,814.89,806.53,498.91,988.01
Cash Growth,7.07%,48.66%,57.29%,25.18%,103.77%,38.37%,14.33%,-2.83%,-10.70%,2.70%,29.98%,30.01%,3.06%,-0.62%,109.47%,-54.11%,12.85%,-41.64%,-82.74%,-19.79%,-40.92%,43.02%,76.14%,19.48%,240.36%,407.26%,469.77%,613.60%,3.33%,-34.14%,-49.20%,-65.39%,-9.80%,-71.82%,-59.36%,-57.17%,-36.13%,52.74%,-9.75%,72.93%
Receivables,"1,310","1,179","1,765","1,276","1,283","1,170","1,841","1,290","1,222","1,121","1,737","1,149","1,241","1,144","1,815","1,430","1,409","1,223","1,961","1,566","1,373","1,211","1,881","1,540","1,308",934.98,"1,606","1,412","1,298","1,139","1,787","1,496","1,468","1,250","1,835","1,565","1,610","1,214","1,890","1,314"
Inventory,"1,512","1,615","1,822","1,483","1,624","1,679","1,972","1,555","1,614","1,668","1,898","1,425","1,593","1,663","1,843","1,707","1,861","1,522","1,723","1,402","1,173","1,382","1,590","1,254","1,294","1,403","1,435","1,076","1,062","1,217","1,465","1,287","1,419","2,341","2,750","2,592","2,293","2,787","2,481","2,148"
Other Current Assets,389.92,509.9,440.92,300.65,365.17,546.27,391.78,373.39,551.59,602.81,447.13,491.87,653.96,418.98,423.24,677.69,732.53,"1,193","1,467","1,192","1,726",837.11,833.89,821.29,"1,056","1,078",961.49,944.03,"1,011",334.78,357.69,483.74,425.62,492.57,550.94,515.76,434.74,405.78,373.8,485.56
Total Current Assets,"3,535","3,780","4,524","4,032","3,928","4,054","4,772","4,163","3,973","4,068","4,819","4,293","4,092","3,898","5,627","4,378","4,683","4,330","5,418","4,612","4,673","3,991","4,775","4,156","5,027","6,261","6,680","7,285","4,786","4,564","4,970","4,601","4,588","4,612","5,688","5,244","5,153","5,214","5,244","4,936"
"Property, Plant & Equipment",921.97,921.97,940.19,942.18,911.48,915.84,935.07,945.49,930.15,927.06,935.02,895.96,897.45,903.02,905.67,"1,015","1,012",875.34,893.81,902.67,876.09,"2,074","2,064","2,126","2,228","2,312","2,319","2,432","2,450","2,443","2,392","2,352","2,289","2,235","2,201","2,226","2,315","2,293","2,224","2,228"
Goodwill and Intangibles,"4,969","4,940","4,776","4,259","4,087","3,784","3,801","3,737","3,733","3,689","3,696","3,089","3,110","3,214","3,267","3,782","3,813","3,724","3,573","3,539","3,399","3,412","3,338","3,378","3,011","3,018","3,025","3,056","5,455","5,455","5,434","5,420","5,394","5,344","4,879","4,933","4,621","4,614","4,592","4,360"
Other Long-Term Assets,559.62,573.11,575.95,613.04,672.26,"1,023","1,005",793.9,"1,196",990.36,993.28,"1,462","1,146","1,159","1,075",783.68,803.04,"1,262","1,246","1,230","1,408",925.54,"1,094","1,155",867.75,887.92,917.34,970.52,"1,063","1,088","1,094","1,164","1,071","1,021","1,016","1,911","1,902","1,923","1,083","1,092"
Total Long-Term Assets,"6,451","6,435","6,292","5,814","5,671","5,723","5,741","5,476","5,859","5,606","5,624","5,446","5,154","5,276","5,247","5,581","5,628","5,862","5,712","5,672","5,683","6,411","6,495","6,659","6,106","6,218","6,261","6,459","8,968","8,986","8,919","8,936","8,754","8,600","8,096","9,069","8,838","8,830","7,899","7,681"
Total Assets,"9,985","10,215","10,816","9,845","9,599","9,777","10,513","9,640","9,832","9,674","10,443","9,739","9,246","9,174","10,875","9,959","10,311","10,192","11,130","10,284","10,357","10,402","11,270","10,814","11,133","12,479","12,941","13,744","13,754","13,550","13,889","13,536","13,342","13,212","13,784","14,313","13,990","14,044","13,142","12,616"
Accounts Payable,467.58,537.19,674.95,690.84,457.74,495.1,571.45,680.61,408.16,480.8,550.43,620.19,425.89,492.48,532.38,761,583,565.94,603.58,536.41,489.6,507.58,483.21,389.75,407.02,348.93,450.11,412.32,463.21,534.8,534.37,559.72,562.99,"1,023","1,022",906.34,936.32,"1,282",992.91,974.84
Current Debt,266.25,585.45,659.21,25.8,"1,071","1,162","1,289",452.94,"1,141","1,408",741.3,279.72,542.41,"1,175","2,239",735.55,"1,531","1,318","1,571",680.25,664.32,72.73,489.31,60.68,"1,230",20.28,14.36,300.75,12.08,"1,009","1,011",606.93,836.51,828.44,"2,525","1,812",935.8,987.26,"1,024","1,453"
Other Current Liabilities,807.71,747.68,932.32,897.43,743.18,792.88,917.48,808.17,980.62,771.78,885.47,885.49,867.55,763.77,"1,050","1,248","1,024","1,112","1,334","1,346","1,508","1,367","1,432","1,512","1,387","1,346","1,620","1,785","1,735","1,528","1,839","2,057","1,916","1,613","1,799","1,828","1,674","1,547","1,528","1,570"
Total Current Liabilities,"1,542","1,870","2,266","1,614","2,272","2,450","2,778","1,942","2,529","2,661","2,177","1,785","1,836","2,431","3,821","2,744","3,139","2,996","3,509","2,563","2,662","1,947","2,404","1,962","3,024","1,715","2,085","2,498","2,210","3,071","3,384","3,224","3,315","3,464","5,346","4,546","3,546","3,816","3,545","3,997"
Long-Term Debt,"1,426","1,425","1,424","1,414","1,413","1,402","1,401","1,402","1,401","1,401","2,347","2,039","2,051","2,112","2,144","2,188","2,213","2,157","2,151","2,135","2,116","3,138","3,088","3,125","3,629","6,714","6,809","6,998","6,946","5,919","5,830","5,739","5,608","5,475","4,549","5,686","6,883","6,878","6,778","5,889"
