,2013-12-31,2014-03-31,2014-06-30,2014-09-30,2014-12-31,2015-03-31,2015-06-30,2015-09-30,2015-12-31,2016-03-31,2016-06-30,2016-09-30,2016-12-31,2017-03-31,2017-06-30,2017-09-30,2017-12-31,2018-03-31,2018-06-30,2018-09-30,2018-12-31,2019-03-31,2019-06-30,2019-09-30,2019-12-31,2020-03-31,2020-06-30,2020-09-30,2020-12-31,2021-03-31,2021-06-30,2021-09-30,2021-12-31,2022-03-31,2022-06-30,2022-09-30,2022-12-31,2023-03-31,2023-06-30,2023-09-30
Cash & Equivalents,405.51,268.58,326.85,404.84,478.57,443.69,377.25,272.28,181.99,528.88,539.99,498.73,323.99,300.07,491.39,316,368.05,305.28,322.42,"5,274",648.52,497.13,454.82,504.05,623.95,442.95,507.53,482.68,657,879,942,794,715,661,573,548,493,606,649,639
Cash & Cash Equivalents,405.51,268.58,326.85,404.84,478.57,443.69,377.25,272.28,181.99,528.88,539.99,498.73,323.99,300.07,491.39,316,368.05,305.28,322.42,"5,274",648.52,497.13,454.82,504.05,623.95,442.95,507.53,482.68,657,879,942,794,715,661,573,548,493,606,649,639
Cash Growth,24.99%,-10.49%,-10.67%,17.98%,18.02%,65.20%,15.42%,-32.74%,-61.97%,19.20%,43.14%,83.17%,78.03%,-43.26%,-9.00%,-36.64%,13.60%,1.74%,-34.38%,1569.12%,76.21%,62.85%,41.06%,-90.44%,-3.79%,-10.90%,11.59%,-4.24%,5.30%,98.44%,85.60%,64.50%,8.83%,-24.80%,-39.17%,-30.98%,-31.05%,-8.32%,13.26%,16.61%
Receivables,524.49,574.68,583.22,562.62,493.77,525.26,566.41,569.61,537.9,609.59,621.16,587.07,550.66,637.52,665.51,691.24,663.66,734.38,723.86,701.11,937.77,"1,004","1,046",942.71,876.2,943.11,961.57,928.63,929,"2,023","2,059","1,975","1,906","2,160","2,180","2,031","1,818","1,899","1,887","1,831"
Inventory,533.81,552.12,554.87,556.3,568.73,536.47,561.72,589.46,572.05,600.7,584.49,585.19,592.02,604.25,623.76,619.52,649.45,687.82,695.19,719.51,"1,079","1,114","1,164","1,126","1,123","1,076","1,166","1,151","1,132","2,589","2,464","2,401","2,516","2,795","2,993","3,122","3,151","2,946","2,790","2,549"
Other Current Assets,189.1,174.47,179.1,188.85,168.96,249.7,216.87,207.4,145.18,152.37,183.79,186.05,142.35,169.59,213.27,222.99,215.39,242.87,285.11,251.75,277.04,310.24,325.53,325.41,319.33,356.32,377.62,383.62,342,683,832,"1,962","1,850","1,891","1,984",793,"1,970","1,991","1,110","1,372"
Total Current Assets,"1,653","1,570","1,644","1,713","1,710","1,755","1,722","1,639","1,437","1,892","1,929","1,857","1,609","1,711","1,994","1,850","1,897","1,970","2,027","6,947","2,942","2,926","2,990","2,899","2,943","2,818","3,013","2,946","3,060","6,174","6,297","7,132","6,987","7,507","7,730","6,494","7,432","7,442","6,436","6,391"
"Property, Plant & Equipment",687.22,696.23,698.84,700.95,720.27,692.01,714.81,708.9,732.79,733.94,737.35,745.24,775.72,791.92,811.83,828.59,880.58,887.48,867.63,874.82,"1,241","1,294","1,316","1,314","1,387","1,339","1,356","1,380","1,757","5,390","5,351","5,069","5,135","5,038","4,910","4,689","4,946","4,858","4,958","4,829"
Goodwill and Intangibles,696.2,759.32,755.66,753.88,752.04,750.2,908.97,"1,255","1,247","1,253","1,229","1,226","1,366","1,511","1,571","1,578","1,572","1,580","1,540","1,538","8,418","8,408","8,451","8,211","8,350","7,945","8,030","8,103","8,320","28,756","28,698","27,549","26,920","26,548","25,938","22,691","22,437","22,426","22,311","21,412"
Other Long-Term Assets,295.42,295.95,301.98,309.07,312.29,309.85,307.59,308.67,284.71,283.73,258.46,268.73,266.35,238.22,241.89,264.34,249.73,243.38,239.22,255.46,288.67,583.39,590.77,561.25,608.42,586.65,591.22,655.78,418,497,518,502,616,654,726,663,689,744,754,763
Total Long-Term Assets,"1,679","1,752","1,756","1,764","1,785","1,752","1,931","2,273","2,265","2,271","2,225","2,240","2,408","2,541","2,625","2,671","2,702","2,711","2,647","2,669","9,948","10,286","10,358","10,086","10,345","9,871","9,977","10,139","10,495","34,643","34,567","33,120","32,671","32,240","31,574","28,043","28,072","28,028","28,023","27,004"
Total Assets,"3,332","3,321","3,401","3,477","3,495","3,507","3,654","3,912","3,702","4,162","4,155","4,097","4,017","4,252","4,619","4,520","4,599","4,681","4,673","9,616","12,889","13,211","13,348","12,985","13,287","12,689","12,989","13,085","13,555","40,817","40,864","40,252","39,658","39,747","39,304","34,537","35,504","35,470","34,459","33,395"
Accounts Payable,226.73,209,195.25,207.23,216.04,215.92,241.53,254.34,285.5,276.93,255.14,259.21,274.82,277.42,265.9,271.19,338.19,324.26,315.66,312.24,471.38,476.41,463.56,416.56,510.37,456.16,550.53,505.26,556,"1,337","1,389","1,332","1,532","1,629","1,576","1,527","1,418","1,197","1,227","1,112"
Current Debt,0.15,2.29,3.05,9.53,8.09,8.38,8.79,133.06,132.35,133.69,133.47,257.68,258.52,365.67,257.87,47.85,6.97,36.82,6.5,45.99,48.64,84,84.23,384.82,384.96,385.57,185.2,440.96,634,628,616,708,632,939,"1,749",512,597,"2,071","1,362","1,142"
