,2013-12-31,2014-03-31,2014-06-30,2014-09-30,2014-12-31,2015-03-31,2015-06-30,2015-09-30,2015-12-31,2016-03-31,2016-06-30,2016-09-30,2016-12-31,2017-03-31,2017-06-30,2017-09-30,2017-12-31,2018-03-31,2018-06-30,2018-09-30,2018-12-31,2019-03-31,2019-06-30,2019-09-30,2019-12-31,2020-03-31,2020-06-30,2020-09-30,2020-12-31,2021-03-31,2021-06-30,2021-09-30,2021-12-31,2022-03-31,2022-06-30,2022-09-30,2022-12-31,2023-03-31,2023-06-30,2023-09-30
Other Current Liabilities,333.48,273.26,270.35,300.1,294.68,263.03,273.2,299.92,307.31,302.13,299.64,339.04,364.97,342.73,337.45,377.09,423.61,355.67,377.21,400.24,608.29,583.72,601.75,611.06,656.86,585.27,608.44,670.04,714,"1,296","1,222","1,539","1,469","1,464","1,395","1,587","1,713","1,606","1,343","1,429"
Total Current Liabilities,560.37,484.54,468.65,516.85,518.81,487.32,523.52,687.32,725.16,712.75,688.25,855.92,898.3,985.82,861.22,696.13,768.77,716.75,699.37,758.46,"1,128","1,144","1,150","1,412","1,552","1,427","1,344","1,616","1,904","3,261","3,227","3,579","3,633","4,032","4,720","3,626","3,728","4,874","3,932","3,683"
Long-Term Debt,932.67,931.64,932.62,933.63,934.23,935.17,989.2,"1,058",935.37,"1,370","1,358","1,110","1,067","1,186","1,636","1,626","1,632","1,676","1,717","4,331","4,504","4,421","4,429","4,008","3,997","3,947","4,182","3,891","4,044","12,027","12,036","11,489","11,438","11,391","11,009","10,816","11,045","9,789","9,891","9,813"
Other Long-Term Liabilities,371.65,384.24,397.32,382.38,518.89,512.59,514.24,570.22,446.49,444.2,430.76,432.81,420.7,448.5,441.23,436.32,508.68,509.35,500.68,487.9,"1,213","1,491","1,560","1,497","1,508","1,475","1,462","1,488","1,285","3,848","3,801","3,711","3,470","3,359","3,282","3,174","3,046","3,017","2,981","2,890"
Total Long-Term Liabilities,"1,304","1,316","1,330","1,316","1,453","1,448","1,503","1,628","1,382","1,814","1,788","1,543","1,488","1,635","2,078","2,062","2,141","2,186","2,218","4,819","5,718","5,913","5,989","5,505","5,506","5,421","5,644","5,379","5,329","15,875","15,837","15,200","14,908","14,750","14,291","13,990","14,091","12,806","12,872","12,703"
Total Liabilities,"1,865","1,800","1,799","1,833","1,972","1,935","2,027","2,316","2,107","2,527","2,477","2,399","2,386","2,621","2,939","2,758","2,910","2,902","2,917","5,578","6,846","7,057","7,138","6,918","7,058","6,848","6,988","6,995","7,233","19,136","19,064","18,779","18,541","18,782","19,011","17,616","17,819","17,680","16,804","16,386"
Total Debt,932.81,933.93,935.67,943.15,942.32,943.55,997.99,"1,191","1,068","1,504","1,491","1,368","1,325","1,552","1,894","1,673","1,639","1,713","1,724","4,377","4,553","4,505","4,513","4,393","4,382","4,332","4,367","4,332","4,678","12,655","12,652","12,197","12,070","12,330","12,758","11,328","11,642","11,860","11,253","10,955"
Debt Growth,-9.54%,-8.08%,-9.42%,1.02%,1.02%,1.03%,6.66%,26.28%,13.31%,59.36%,49.42%,14.85%,24.13%,3.22%,27.03%,22.33%,23.67%,10.37%,-9.00%,161.59%,177.77%,163.01%,161.82%,0.36%,-3.75%,-3.84%,-3.24%,-1.39%,6.75%,192.10%,189.72%,181.57%,158.02%,-2.57%,0.84%,-7.12%,-3.55%,-3.81%,-11.80%,-3.29%
Common Stock,"-1,219.87","-1,236.89","-1,247.29","-1,260.18","-1,291.74","-1,300.4","-1,329.1","-1,366.4","-1,400.5","-1,440.86","-1,468.18","-1,483.85","-1,512.2","-1,543.41","-1,558.64","-1,551.17","-1,548.94","-1,554.06","-1,550.1",725.75,"2,779","2,789","2,799","2,809","2,816","2,830","2,837","2,847","2,852","18,822","18,836","18,854","18,864","18,872","18,881","18,888","18,898","18,906","18,920","18,936"
Retained Earnings,"3,076","3,151","3,229","3,299","3,351","3,441","3,508","3,570","3,604","3,678","3,750","3,789","3,819","3,851","3,909","3,965","3,871","3,948","3,992","4,021","3,956","4,011","4,069","4,114","4,118","4,162","4,168","4,171","4,156","3,922","3,759","3,752","3,641","3,683","3,589","1,186",955,739,560,378
Comprehensive Income,-392.71,-397.28,-383.71,-399.06,-540.43,-573.32,-556.25,-611.64,-613.44,-607,-608.31,-611.65,-680.1,-681.47,-676.2,-656.65,-637.48,-620.58,-692.5,-715.11,-702.23,-657.35,-668.36,-867.55,-716.89,"-1,164.21","-1,017.47",-939.42,-698,"-1,102",-834,"-1,180","-1,423","-1,622","-2,210","-3,187","-2,198","-1,887","-1,857","-2,336"
Shareholders' Equity,"1,463","1,517","1,598","1,640","1,519","1,567","1,623","1,592","1,590","1,630","1,674","1,694","1,626","1,626","1,674","1,757","1,684","1,773","1,750","4,032","6,033","6,143","6,199","6,056","6,217","5,828","5,988","6,078","6,310","21,642","21,761","21,426","21,082","20,933","20,260","16,887","17,655","17,758","17,623","16,978"
Net Cash / Debt,-527.31,-665.34,-608.82,-538.32,-463.75,-499.86,-620.74,-918.77,-885.73,-974.77,-951.17,-869.15,"-1,001.38","-1,252.02","-1,402.83","-1,357.35","-1,271.11","-1,407.75","-1,401.27",897.23,"-3,904.54","-4,008.3","-4,058.09","-3,888.9","-3,758.45","-3,889.53","-3,859.37","-3,849.04","-4,021","-11,776","-11,710","-11,403","-11,355","-11,669","-12,185","-10,780","-11,149","-11,254","-10,604","-10,316"
Net Cash Per Share,-,-8.14,-7.48,-6.60,-,-6.16,-7.65,-11.38,-11.02,-12.18,-11.88,-10.87,-12.56,-15.77,-17.69,-17.10,-16.00,-17.73,-17.67,10.99,-44.31,-35.35,-35.95,-34.27,-33.38,-34.42,-33.85,-33.76,-35.27,-57.17,-45.92,-44.72,-44.53,-45.76,-47.78,-42.27,-43.72,-44.13,-41.58,-40.30
Working Capital,"1,093","1,085","1,175","1,196","1,191","1,268","1,199",951.43,711.95,"1,179","1,241","1,001",710.72,725.61,"1,133","1,154","1,128","1,254","1,327","6,188","1,814","1,782","1,840","1,486","1,390","1,391","1,668","1,330","1,156","2,913","3,070","3,553","3,354","3,475","3,010","2,868","3,704","2,568","2,504","2,708"
Book Value Per Share,17.95,18.71,19.75,20.25,18.75,19.43,20.09,19.82,19.88,20.46,20.98,21.28,20.48,20.56,21.18,22.23,21.30,22.44,22.13,49.61,68.91,54.92,55.35,54.07,55.44,52.03,53.46,54.27,56.34,105.06,85.67,84.35,82.67,82.09,79.45,66.22,69.23,69.64,69.11,66.58
