,2013-12-31,2014-03-31,2014-06-30,2014-09-30,2014-12-31,2015-03-31,2015-06-30,2015-09-30,2015-12-31,2016-03-31,2016-06-30,2016-09-30,2016-12-31,2017-03-31,2017-06-30,2017-09-30,2017-12-31,2018-03-31,2018-06-30,2018-09-30,2018-12-31,2019-03-31,2019-06-30,2019-09-30,2019-12-31,2020-03-31,2020-06-30,2020-09-30,2020-12-31,2021-03-31,2021-06-30,2021-09-30,2021-12-31,2022-03-31,2022-06-30,2022-09-30,2022-12-31,2023-03-31,2023-06-30,2023-09-30
Cash & Equivalents,"2,239","2,002","1,997","2,157","1,822","1,655","1,330","1,778","1,552","1,479","1,515","1,616","1,521","1,806","1,526","1,835","1,223","1,627","1,519","1,628","1,536","1,945","1,607","1,600","1,365","1,970","1,781","1,879","1,386","2,211","1,617","1,661","1,247","1,390","1,487","1,867","1,910","1,897","1,839","2,130"
Short-Term Investments,668,621,424,686,709,582,439,453,469,628,544,596,530,634,740,563,424,617,856,401,313,378,410,334,400,328,422,384,335,187,282,170,232,440,595,671,730,822,713,538
Cash & Cash Equivalents,"2,907","2,623","2,421","2,843","2,531","2,237","1,769","2,231","2,021","2,107","2,059","2,212","2,051","2,440","2,266","2,398","1,647","2,244","2,375","2,029","1,849","2,323","2,017","1,934","1,765","2,298","2,203","2,263","1,721","2,398","1,899","1,831","1,479","1,830","2,082","2,538","2,640","2,719","2,552","2,668"
Cash Growth,-12.62%,-32.95%,-21.37%,-19.89%,-12.93%,-14.72%,-26.93%,-21.53%,-20.15%,-5.81%,16.39%,-0.85%,1.48%,15.80%,10.05%,8.41%,-19.70%,-8.03%,4.81%,-15.39%,12.26%,3.52%,-15.07%,-4.68%,-4.54%,-1.08%,9.22%,17.01%,-2.49%,4.35%,-13.80%,-19.09%,-14.06%,-23.69%,9.64%,38.61%,78.50%,48.58%,22.57%,5.12%
Receivables,"2,363","2,586","2,689","2,755","2,709","2,807","2,877","2,477","2,302","2,581","2,087","2,081","1,421","2,134","2,173","2,357","1,463","1,498","1,423","1,510","1,595","1,564","1,538","1,503","1,479","1,446","1,414","1,404","1,300","1,342","1,374","1,400","1,418","1,523","1,675","1,787","1,799","1,859","1,710","1,725"
Inventory,684,687,710,741,702,707,734,670,671,682,655,637,622,645,633,660,562,569,583,562,577,579,496,495,487,461,504,474,461,446,445,577,604,688,871,998,"1,055",864,774,798
Other Current Assets,"1,785","2,093","1,587","1,548","1,884","1,891","2,135","1,842","1,848","1,577","2,580","2,364","2,322","1,182","1,246","1,245","2,726","1,127",906,914,994,"1,389","1,466","1,538","1,500","1,546","1,845","1,744","1,932","2,051","1,812","1,882","1,855","2,101","2,295","2,305","2,149","2,201","2,169","2,126"
Total Current Assets,"7,739","7,989","7,407","7,887","7,826","7,642","7,515","7,220","6,842","6,947","7,381","7,294","6,416","6,401","6,318","6,660","6,398","5,438","5,287","5,015","5,015","5,855","5,517","5,470","5,231","5,751","5,966","5,885","5,414","6,237","5,530","5,690","5,356","6,142","6,923","7,628","7,643","7,643","7,205","7,317"
"Property, Plant & Equipment","25,112","25,353","25,628","25,067","25,151","22,848","23,440","22,463","22,022","23,416","23,035","23,283","20,415","23,148","23,192","24,356","20,296","20,688","20,719","21,108","21,396","21,228","21,565","21,853","22,574","22,570","22,836","22,287","22,826","22,498","22,582","22,788","19,906","20,453","20,753","21,597","23,039","24,213","26,077","27,535"
Long-Term Investments,"1,010","1,030","1,000",704,537,586,562,601,610,611,615,626,621,674,683,"1,164","1,197","2,756","2,785","2,718","2,537","2,553","2,474","2,579","2,317","2,238","2,082","2,047",835,785,793,781,"1,080","1,081","1,098","1,121","2,003","1,812","1,876","1,884"
Goodwill and Intangibles,"1,919","1,761","1,767","1,751","1,739","1,726","1,714","1,724","1,497","1,366","1,376","1,384","1,444","1,510","1,554","1,631","1,425","1,421","1,400","1,459","1,495","1,526","1,519","1,521","1,528","1,518","1,625","1,673","1,888","1,943","2,010","2,038","2,627","2,767","2,825","2,805","2,203","2,224","2,644","2,652"
