,2013-12-31,2014-03-31,2014-06-30,2014-09-30,2014-12-31,2015-03-31,2015-06-30,2015-09-30,2015-12-31,2016-03-31,2016-06-30,2016-09-30,2016-12-31,2017-03-31,2017-06-30,2017-09-30,2017-12-31,2018-03-31,2018-06-30,2018-09-30,2018-12-31,2019-03-31,2019-06-30,2019-09-30,2019-12-31,2020-03-31,2020-06-30,2020-09-30,2020-12-31,2021-03-31,2021-06-30,2021-09-30,2021-12-31,2022-03-31,2022-06-30,2022-09-30,2022-12-31,2023-03-31,2023-06-30,2023-09-30
Other Long-Term Assets,"4,631","4,840","3,631","3,574","3,713","5,195","5,353","4,992","5,499","4,560","4,567","4,521","7,228","4,775","4,722","5,023","3,796","2,270","2,406","2,189","2,078","2,309","2,163","2,000","1,998","2,065","2,057","2,375","3,640","3,740","3,812","3,733","3,994","4,205","4,471","4,624","3,475","3,465","3,703","3,773"
Total Long-Term Assets,"32,672","32,984","32,026","31,096","31,140","30,355","31,069","29,780","29,628","29,953","29,593","29,814","29,708","30,107","30,151","32,174","26,714","27,135","27,310","27,474","27,506","27,616","27,721","27,953","28,417","28,391","28,600","28,382","29,189","28,966","29,197","29,340","27,607","28,506","29,147","30,147","30,720","31,714","34,300","35,844"
Total Assets,"40,411","40,973","39,433","38,983","38,966","37,997","38,584","37,000","36,470","36,900","36,974","37,108","36,124","36,508","36,469","38,834","33,112","32,573","32,597","32,489","32,521","33,471","33,238","33,423","33,648","34,142","34,566","34,267","34,603","35,203","34,727","35,030","32,963","34,648","36,070","37,775","38,363","39,357","41,505","43,161"
Accounts Payable,"2,259","2,632","2,130","2,203","2,278","2,051","1,994","1,729","1,571","1,739","1,434","1,426","1,238","1,657","1,684","2,091","1,371","1,317","1,506","1,299","1,329","1,224","1,234","1,237","1,311","1,069","1,207","1,103","1,156",832,948,"1,015","1,153","1,288","1,685","1,688","1,730","1,505","1,583","1,641"
Deferred Revenue,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,34,0,0,611,438,299,139,84,0,0,0,0,0,0,0,0
Current Debt,"2,180","2,075","2,095","2,347","2,133","1,831","1,999","2,300","2,172","2,220","1,610","1,091","1,052","1,137","2,572","2,257","2,164","2,025","1,235","1,308","1,659","1,265","1,087","1,882","1,868","2,223","2,041","1,841","1,430","1,505","1,345","1,494","1,367","2,254","2,202","2,007","1,758","2,237","2,945","3,760"
Other Current Liabilities,"3,214","3,133","2,442","2,523","2,586","2,700","2,570","2,505","3,183","2,613","3,172","3,196","2,987","2,449","2,155","2,388","2,493","1,534","1,253","1,440","1,411","1,868","1,721","1,872","1,883","2,140","2,200","2,222","2,338","2,385","1,905","2,065","2,212","2,211","2,102","2,207","3,003","3,034","3,100","3,418"
Total Current Liabilities,"7,653","7,840","6,667","7,073","6,997","6,582","6,563","6,534","6,926","6,572","6,216","5,713","5,277","5,243","6,411","6,736","6,028","4,876","3,994","4,047","4,399","4,357","4,042","4,991","5,096","5,432","5,448","5,777","5,362","5,021","4,337","4,658","4,732","5,753","5,989","5,902","6,491","6,776","7,628","8,819"
Long-Term Debt,"18,869","19,410","19,628","18,719","18,725","18,570","18,764","18,398","17,909","18,337","19,170","19,740","18,402","19,197","18,195","19,776","17,801","17,661","18,356","18,088","17,636","18,445","18,668","17,879","18,305","18,867","19,332","19,505","18,451","18,379","18,664","18,517","17,332","17,998","19,174","20,198","21,740","22,594","23,598","23,631"
Other Long-Term Liabilities,"6,238","6,082","5,630","5,625","5,919","5,810","6,173","5,607","5,464","5,807","5,915","5,887","6,745","5,939","5,789","6,143","4,438","4,511","4,590","4,645","4,882","5,020","5,060","5,167","5,018","5,126","5,144","4,912","6,070","6,135","6,329","6,091","6,332","6,183","6,054","6,214","5,628","5,524","5,521","5,455"
Total Long-Term Liabilities,"25,107","25,492","25,258","24,344","24,644","24,380","24,937","24,005","23,373","24,144","25,085","25,627","25,147","25,136","23,984","25,919","22,239","22,172","22,946","22,733","22,518","23,465","23,728","23,046","23,323","23,993","24,476","24,417","24,521","24,514","24,993","24,608","23,664","24,181","25,228","26,412","27,368","28,118","29,119","29,086"
Total Liabilities,"32,760","33,332","31,925","31,417","31,641","30,962","31,500","30,539","30,299","30,716","31,301","31,340","30,424","30,379","30,395","32,655","28,267","27,048","26,940","26,780","26,917","27,822","27,770","28,037","28,419","29,425","29,924","30,194","29,883","29,535","29,330","29,266","28,396","29,934","31,217","32,314","33,859","34,894","36,747","37,905"
Total Debt,"21,049","21,485","21,723","21,066","20,858","20,401","20,763","20,698","20,081","20,557","20,780","20,831","19,454","20,334","20,767","22,033","19,965","19,686","19,591","19,396","19,295","19,710","19,755","19,761","20,173","21,090","21,373","21,346","19,881","19,884","20,009","20,011","18,699","20,252","21,376","22,205","23,498","24,831","26,543","27,391"
Debt Growth,1.58%,-1.82%,3.10%,0.14%,-0.91%,-5.05%,-4.42%,-1.75%,-3.73%,0.76%,0.08%,0.64%,-3.12%,-1.08%,-0.06%,5.77%,2.63%,-3.19%,-5.66%,-11.97%,-3.36%,0.12%,0.84%,1.88%,4.55%,7.00%,8.19%,8.02%,-1.45%,-5.72%,-6.38%,-6.25%,-5.95%,1.85%,6.83%,10.96%,25.66%,22.61%,24.17%,23.36%
Common Stock,"7,362","7,368","7,309","7,160","7,046","7,148","7,051","6,955","6,889","6,810","6,818","6,749","6,696","6,847","6,848","6,786","6,617","6,526","6,531","6,458","6,284","6,180","6,179","6,089","5,917","5,814","5,820","5,630","5,711","6,442","6,412","6,304","6,107","5,917","5,938","5,832","5,712","5,588","5,582","5,481"
Retained Earnings,-150,-208,-75,413,512,423,258,370,143,198,-284,-114,"-1,146","-1,139","-1,086",-934,"-2,276","-1,525","-1,234","-1,133","-1,005",-839,-824,-614,-692,-583,-665,-998,-680,-828,-800,-457,"-1,089",-974,"-1,153",-732,"-1,635","-1,484","-1,523","-1,292"
Comprehensive Income,"-2,882","-2,967","-3,023","-3,176","-3,286","-3,549","-3,445","-3,758","-3,883","-3,807","-3,768","-3,753","-2,756","-2,717","-2,741","-2,666","-1,876","-1,808","-1,988","-2,020","-2,071","-2,107","-2,147","-2,335","-2,229","-2,692","-2,693","-2,628","-2,397","-2,237","-2,347","-2,365","-2,220","-1,899","-1,790","-1,691","-1,640","-1,742","-1,567","-1,410"
Shareholders' Equity,"4,330","4,193","4,211","4,397","4,272","4,022","3,864","3,567","3,149","3,201","2,766","2,882","2,794","2,991","3,021","3,186","2,465","3,193","3,309","3,305","3,208","3,234","3,208","3,140","2,996","2,539","2,462","2,004","2,634","3,377","3,265","3,482","2,798","3,044","2,995","3,409","2,437","2,362","2,492","2,779"
Net Cash / Debt,"-18,142","-18,862","-19,302","-18,223","-18,327","-18,164","-18,994","-18,467","-18,060","-18,450","-18,721","-18,619","-17,403","-17,894","-18,501","-19,635","-18,318","-17,442","-17,216","-17,367","-17,446","-17,387","-17,738","-17,827","-18,408","-18,792","-19,170","-19,083","-18,160","-17,486","-18,110","-18,180","-17,220","-18,422","-19,294","-19,667","-20,858","-22,112","-23,991","-24,723"
Net Cash Per Share,-,-26.05,-26.51,-24.63,-,-25.73,-27.33,-27.08,-,-27.83,-28.41,-28.13,-,-27.15,-27.95,-29.62,-,-26.31,-25.93,-26.12,-,-26.07,-26.59,-26.73,-,-28.13,-28.83,-28.70,-,-26.26,-26.99,-25.57,-,-25.91,-28.88,-27.66,-,-31.06,-35.86,-34.72
Working Capital,86,149,740,814,829,"1,060",952,686,-84,375,"1,165","1,581","1,139","1,158",-93,-76,370,562,"1,293",968,616,"1,498","1,475",479,135,319,518,108,52,"1,216","1,193","1,032",624,389,934,"1,726","1,152",867,-423,"-1,502"
Book Value Per Share,5.83,5.79,5.78,5.94,5.99,5.70,5.56,5.23,4.68,4.83,4.20,4.35,4.24,4.54,4.56,4.80,3.73,4.82,4.98,4.97,4.84,4.85,4.81,4.71,4.51,3.80,3.70,3.01,3.96,5.07,4.87,4.90,4.20,4.28,4.48,4.79,3.65,3.32,3.73,3.90
