,2013-12-31,2014-03-31,2014-06-30,2014-09-30,2014-12-31,2015-03-31,2015-06-30,2015-09-30,2015-12-31,2016-03-31,2016-06-30,2016-09-30,2016-12-31,2017-03-31,2017-06-30,2017-09-30,2017-12-31,2018-03-31,2018-06-30,2018-09-30,2018-12-31,2019-03-31,2019-06-30,2019-09-30,2019-12-31,2020-03-31,2020-06-30,2020-09-30,2020-12-31,2021-03-31,2021-06-30,2021-09-30,2021-12-31,2022-03-31,2022-06-30,2022-09-30,2022-12-31,2023-03-31,2023-06-30,2023-09-30
Cash & Equivalents,597,407,431,438,449,443,536,441,357,376,424,239,177,171,185,198,449,144,517,430,"1,668","2,964","3,459","2,970","1,577","1,960","15,381",679,627,258,319,431,307,276,315,407,947,"1,415","1,062",962
Cash & Cash Equivalents,597,407,431,438,449,443,536,441,357,376,424,239,177,171,185,198,449,144,517,430,"1,668","2,964","3,459","2,970","1,577","1,960","15,381",679,627,258,319,431,307,276,315,407,947,"1,415","1,062",962
Cash Growth,-18.33%,-30.07%,-26.45%,-24.74%,-24.79%,8.85%,24.36%,0.68%,-20.49%,-15.12%,-20.90%,-45.80%,-50.42%,-54.52%,-56.37%,-17.15%,153.67%,-15.79%,179.46%,117.17%,271.49%,1958.33%,569.05%,590.70%,-5.46%,-33.87%,344.67%,-77.14%,-60.24%,-86.84%,-97.93%,-36.52%,-51.04%,6.98%,-1.25%,-5.57%,208.47%,412.68%,237.14%,136.36%
Receivables,"3,989","4,253","4,693","5,164","5,092","4,822","5,065","4,761","4,436","4,120","4,347","4,428","4,495","4,533","4,632","5,146","4,531","4,704","5,030","4,815","4,659","4,999","5,505","5,994","6,167","6,212","7,033","7,787","6,212","6,443","6,869","7,001","7,672","7,991","8,629","8,631","8,871","8,613","9,617","10,010"
Inventory,454,392,461,497,476,418,456,471,439,453,469,477,463,465,501,498,481,453,487,505,554,536,608,635,647,644,653,646,628,550,565,569,596,618,689,748,842,835,888,888
Other Current Assets,937,840,612,-28,372,343,389,458,581,685,895,605,"1,029",811,753,541,820,554,333,599,"2,314","2,194","2,005","1,978","1,774","1,742","1,946",686,"2,135","1,816","2,536","3,526","2,502","1,491","2,041","2,424","2,155","1,434","1,114",949
Total Current Assets,"5,977","5,892","6,197","6,071","6,389","6,026","6,446","6,131","5,813","5,634","6,135","5,749","6,164","5,980","6,071","6,383","6,281","5,855","6,367","6,349","9,195","10,693","11,577","11,577","10,165","10,558","25,013","9,798","9,602","9,067","10,289","11,527","11,077","10,376","11,674","12,210","12,815","12,297","12,681","12,809"
"Property, Plant & Equipment","41,252","41,817","42,483","43,172","43,941","44,441","45,010","45,647","46,723","48,044","48,597","49,430","50,581","51,080","51,636","52,523","53,789","54,341","55,154","56,205","58,557","61,975","62,913","63,759","63,921","64,707","65,528","66,563","67,877","68,920","69,821","70,707","71,060","72,644","74,781","76,274","77,519","78,768","80,191","81,671"
Long-Term Investments,"2,342","2,351","2,428","2,399","2,421","2,526","2,504","2,417","2,470","2,516","2,546","2,597","2,606","2,701","2,733","2,793","2,863","2,842","2,828","2,917","2,730","2,932","3,016","3,061","3,173","2,911","3,196","3,318","3,538","3,592","3,697","3,670","3,798","3,635","3,291","3,149","3,297","3,438","3,524","3,410"
Other Long-Term Assets,"6,034","5,927","5,917","6,242","7,376","7,554","7,671","7,794","8,228","8,456","8,649","8,789","9,247","9,403","9,615","9,827","5,079","5,116","5,540","5,914","6,513","6,687","6,881","7,316","7,937","8,512","15,492","15,908","16,839","16,979","16,687","17,657","17,392","17,276","23,795","25,379","25,013","25,109","24,309","25,119"
Total Long-Term Assets,"49,628","50,095","50,828","51,813","53,738","54,521","55,185","55,858","57,421","59,016","59,792","60,816","62,434","63,184","63,984","65,143","61,731","62,299","63,522","65,036","67,800","71,594","72,810","74,136","75,031","76,130","84,216","85,789","88,254","89,491","90,205","92,034","92,250","93,555","101,867","104,802","105,829","107,315","108,024","110,200"
Total Assets,"55,605","55,987","57,025","57,884","60,127","60,547","61,631","61,989","63,234","64,650","65,927","66,565","68,598","69,164","70,055","71,526","68,012","68,154","69,889","71,385","76,995","82,287","84,387","85,713","85,196","86,688","109,229","95,587","97,856","98,558","100,494","103,561","103,327","103,931","113,541","117,012","118,644","119,612","120,705","123,009"
Accounts Payable,"1,293","1,072","1,161","1,192","1,244","1,007","1,178","1,286","1,414","1,062","1,313","1,370","1,495","1,117","1,389","1,419","1,646","1,231","1,477","1,699","1,975",867,"1,679","1,844","1,954","1,851","3,399","2,756","2,402","2,141","2,250","2,697","2,855","2,389","3,029","2,964","2,888","2,324","2,366","2,689"
Current Debt,"2,063",930,"1,452",426,633,856,"1,016",881,"1,179",853,"1,689","1,305","2,216","1,463","1,880","1,569","1,376","1,361","1,643",943,"21,994",539,546,553,"2,056","2,554","3,301","2,968","4,108","3,504","7,048","7,449","7,133","6,873","4,583","3,153","4,554","5,198","4,010","4,518"
Other Current Liabilities,"4,137","4,145","4,036","4,108","4,043","4,290","4,108","3,941","3,770","4,059","3,649","3,595","3,853","3,958","3,679","4,485","4,107","4,328","6,666","6,847","17,726","3,402","3,486","4,075","3,621","3,848","39,095","7,597","7,071","6,572","6,195","7,638","7,439","7,298","7,395","7,910","8,346","7,279","6,826","7,965"
Total Current Liabilities,"7,493","6,147","6,649","5,726","5,920","6,153","6,302","6,108","6,363","5,974","6,651","6,270","7,564","6,538","6,948","7,473","7,129","6,920","9,786","9,489","41,695","4,808","5,711","6,472","7,631","8,253","45,795","13,321","13,581","12,217","15,493","17,784","17,427","16,560","15,007","14,027","15,788","14,801","13,202","15,172"
Long-Term Debt,"12,717","13,965","13,966","14,555","15,050","15,051","15,544","15,545","15,925","16,522","16,525","16,528","16,220","16,813","16,616","16,619","17,753","17,407","17,612","18,407",0,"41,871","46,226","48,475","52,276","52,406","36,496","37,668","38,496","38,926","37,016","36,837","39,035","39,862","45,133","48,850","48,985","49,976","51,703","51,442"
Other Long-Term Liabilities,"20,801","20,943","21,130","21,572","23,157","23,388","23,514","23,516","24,118","25,290","25,753","26,161","26,622","27,208","27,600","28,148","23,658","23,844","23,430","23,793","22,397","22,479","21,856","21,775","19,901","20,270","23,137","23,534","24,526","26,036","26,186","28,213","25,642","25,865","31,382","31,649","30,796","31,249","31,785","32,011"
Total Long-Term Liabilities,"33,518","34,908","35,096","36,127","38,207","38,439","39,058","39,061","40,043","41,812","42,278","42,689","42,842","44,021","44,216","44,767","41,411","41,251","41,042","42,200","22,397","64,350","68,082","70,250","72,177","72,676","59,633","61,202","63,022","64,962","63,202","65,050","64,677","65,727","76,515","80,499","79,781","81,225","83,488","83,453"
Total Liabilities,"41,011","41,055","41,745","41,853","44,127","44,592","45,360","45,169","46,406","47,786","48,929","48,959","50,406","50,559","51,164","52,240","48,540","48,171","50,828","51,689","64,092","69,158","73,793","76,722","79,808","80,929","105,428","74,523","76,603","77,179","78,695","82,834","82,104","82,287","91,522","94,526","95,569","96,026","96,690","98,625"
Total Debt,"14,780","14,895","15,418","14,981","15,683","15,907","16,560","16,426","17,104","17,375","18,214","17,833","18,436","18,276","18,496","18,188","19,129","18,768","19,255","19,350","21,994","42,410","46,772","49,028","54,332","54,960","39,797","40,636","42,604","42,430","44,064","44,286","46,168","46,735","49,716","52,003","53,539","55,174","55,713","55,960"
