,2013-12-31,2014-03-31,2014-06-30,2014-09-30,2014-12-31,2015-03-31,2015-06-30,2015-09-30,2015-12-31,2016-03-31,2016-06-30,2016-09-30,2016-12-31,2017-03-31,2017-06-30,2017-09-30,2017-12-31,2018-03-31,2018-06-30,2018-09-30,2018-12-31,2019-03-31,2019-06-30,2019-09-30,2019-12-31,2020-03-31,2020-06-30,2020-09-30,2020-12-31,2021-03-31,2021-06-30,2021-09-30,2021-12-31,2022-03-31,2022-06-30,2022-09-30,2022-12-31,2023-03-31,2023-06-30,2023-09-30
Other Long-Term Assets,149,158,212,174,291,330,350,354,279,330,364,407,426,471,413,421,434,432,469,490,515,"1,857","1,836","1,881","1,829","1,764","1,810","1,929","1,837","1,764","1,739","1,705","1,694","1,683","1,617","2,004","2,090","1,913","1,952","1,960"
Total Long-Term Assets,"30,561","29,788","30,217","31,456","32,000","32,933","33,340","34,366","36,324","37,030","37,718","38,290","38,973","39,235","39,372","39,777","39,981","40,007","40,247","40,570","41,093","43,040","43,486","43,124","44,325","41,755","42,019","41,459","41,445","41,078","41,197","40,388","40,897","40,784","40,320","54,069","54,520","54,592","54,988","55,290"
Total Assets,"49,798","50,847","50,822","49,650","48,692","49,077","49,874","49,415","48,580","48,246","50,361","50,254","51,653","51,405","51,828","52,712","54,371","52,132","54,826","55,884","54,302","57,855","57,781","58,741","58,720","53,460","54,518","54,281","54,721","55,496","56,977","56,407","55,594","60,638","62,812","77,339","76,442","77,262","74,886","77,786"
Accounts Payable,"11,090","12,623","12,849","11,470","8,064","7,693","8,484","6,862","5,655","5,767","7,084","6,562","7,061","6,372","6,555","7,271","8,027","7,410","9,336","9,355","6,586","9,013","8,000","8,373","8,575","5,322","5,368","5,457","5,549","8,246","8,945","9,215","8,461","13,184","13,652","12,317","11,323","10,569","10,436","12,710"
Current Debt,24,40,38,35,842,35,42,43,44,32,"1,532","1,583",550,609,493,706,41,42,341,316,67,30,667,842,547,"2,243","1,783","1,860",987,516,"2,489","1,489","1,489","1,474",526,"1,032",529,825,832,913
Other Current Liabilities,"1,817","2,501","2,233","2,264","2,188","2,136","1,549","1,970","1,832","1,620","1,784","1,955","1,852","1,749","1,826","1,928","2,039","1,784","2,055","2,303","2,282","2,285","2,504","2,868","2,524","2,964","2,872","3,196","2,982","2,669","3,117","3,217","2,851","2,945","3,430","4,533","4,037","3,311","3,703","3,793"
Total Current Liabilities,"12,931","15,164","15,120","13,769","11,094","9,864","10,075","8,875","7,531","7,419","10,400","10,100","9,463","8,730","8,874","9,905","10,107","9,236","11,732","11,974","8,935","11,328","11,171","12,083","11,646","10,529","10,023","10,513","9,518","11,431","14,551","13,921","12,801","17,603","17,608","17,882","15,889","14,705","14,971","17,416"
Long-Term Debt,"6,131","6,177","6,174","6,178","7,793","8,914","8,923","8,908","8,843","8,803","7,330","7,275","9,588","9,601","9,472","9,495","10,069","11,579","11,023","11,021","11,093","11,268","10,772","11,083","11,216","10,720","12,663","12,666","14,906","14,906","12,924","13,421","12,959","12,960","12,443","16,625","16,661","17,660","19,034","18,531"
Other Long-Term Liabilities,"8,344","7,677","7,573","7,509","7,768","7,704","7,653","7,600","8,268","8,381","8,565","8,568","8,877","9,349","9,676","9,353","6,767","7,017","7,111","7,094","7,121","8,514","8,532","8,483","8,689","8,572","8,537","8,797","8,774","8,702","8,900","8,468","8,197","7,954","8,188","9,523","9,786","9,981","9,821","9,850"
Total Long-Term Liabilities,"14,475","13,854","13,747","13,687","15,561","16,618","16,576","16,508","17,111","17,184","15,895","15,843","18,465","18,950","19,148","18,848","16,836","18,596","18,134","18,115","18,214","19,782","19,304","19,566","19,905","19,292","21,200","21,463","23,680","23,608","21,824","21,889","21,156","20,914","20,631","26,148","26,447","27,641","28,855","28,381"
Total Liabilities,"27,406","29,018","28,867","27,456","26,655","26,482","26,651","25,383","24,642","24,603","26,295","25,943","27,928","27,680","28,022","28,753","26,943","27,832","29,866","30,089","27,149","31,110","30,475","31,649","31,551","29,821","31,223","31,976","33,198","35,039","36,375","35,810","33,957","38,517","38,239","44,030","42,336","42,346","43,826","45,797"
Total Debt,"6,155","6,217","6,212","6,213","8,635","8,949","8,965","8,951","8,887","8,835","8,862","8,858","10,138","10,210","9,965","10,201","10,110","11,621","11,364","11,337","11,160","11,298","11,439","11,925","11,763","12,963","14,446","14,526","15,893","15,422","15,413","14,910","14,448","14,434","12,969","17,657","17,190","18,485","19,866","19,444"
Debt Growth,-11.74%,-10.82%,-3.97%,0.93%,40.29%,43.94%,44.32%,44.07%,2.92%,-1.27%,-1.15%,-1.04%,14.08%,15.56%,12.45%,15.16%,-0.28%,13.82%,14.04%,11.14%,10.39%,-2.78%,0.66%,5.19%,5.40%,14.74%,26.29%,21.81%,35.11%,18.97%,6.69%,2.64%,-9.09%,-6.41%,-15.86%,18.42%,18.98%,28.07%,53.18%,10.12%
Common Stock,"16,291","14,346","13,784","13,332","12,812","12,433","12,132","11,782","11,405","11,011","10,997","10,922","10,777","10,502","10,176","9,743","9,396","5,890","5,716","5,340","4,856","4,518","4,096","3,998","3,634","3,195","3,232","3,253","3,273","3,310","3,353","3,378","3,395","5,938","5,922","5,219","4,522","3,719","2,048","1,455"
Retained Earnings,"5,622","6,962","7,541","8,439","9,309","10,021","10,726","12,000","12,348","12,434","12,597","12,775","12,608","12,814","13,001","13,464","16,306","16,537","17,500","18,618","20,489","20,408","21,423","21,730","22,064","19,168","18,631","17,436","16,500","15,449","15,345","15,350","16,216","16,391","19,087","24,008","25,432","26,903","28,122","29,751"
Comprehensive Income,37,77,186,-25,-531,-694,-469,-588,-653,-657,-752,-792,-995,-952,-809,-684,-617,-504,-680,-639,-692,-709,-767,-871,-788,-991,"-1,148",-967,-789,-780,-549,-589,-445,-514,-733,-994,-460,-373,-272,-385
Shareholders' Equity,"21,950","21,385","21,511","21,746","21,590","21,760","22,389","23,194","23,100","22,788","22,842","22,905","22,390","22,364","22,368","22,523","25,085","21,923","22,536","23,319","24,653","24,217","24,752","24,857","24,910","21,372","20,715","19,722","18,984","17,979","18,149","18,139","19,166","21,815","24,276","28,233","29,494","30,249","29,898","30,821"
Net Cash / Debt,-755,-891,"-1,256","-3,105","-3,428","-3,559","-3,876","-4,129","-5,813","-7,112","-6,630","-6,521","-7,427","-8,697","-7,804","-8,654","-6,991","-10,779","-9,480","-10,413","-8,141","-10,045","-9,620","-9,657","-10,149","-11,742","-12,556","-13,064","-13,379","-14,071","-13,206","-12,013","-11,301","-11,099","-10,160","-13,913","-11,057","-11,520","-16,837","-15,905"
Net Cash Per Share,-1.25,-1.51,-2.20,-5.50,-6.13,-6.44,-7.06,-7.58,-10.75,-13.30,-12.48,-12.33,-14.14,-16.58,-15.00,-16.77,-13.64,-22.01,-20.10,-22.18,-17.53,-21.87,-21.12,-21.41,-22.65,-26.61,-28.62,-29.76,-30.47,-32.02,-29.99,-27.28,-25.64,-24.66,-20.95,-28.80,-23.30,-24.67,-36.91,-35.56
Working Capital,"6,306","5,895","5,485","4,425","5,598","6,280","6,459","6,174","4,725","3,797","2,243","1,864","3,217","3,440","3,582","3,030","4,283","2,889","2,847","3,340","4,274","3,487","3,124","3,534","2,749","1,176","2,476","2,309","3,758","2,987","1,229","2,098","1,896","2,251","4,884","5,388","6,033","7,965","4,927","5,080"
Book Value Per Share,36.66,36.62,38.02,38.87,38.93,39.69,41.11,42.92,43.07,42.86,43.24,43.55,42.72,42.87,43.20,43.91,49.37,45.01,48.12,50.03,53.41,52.92,54.56,55.36,55.95,48.42,47.21,44.93,43.23,40.91,41.25,41.21,43.51,48.55,50.25,58.65,62.51,65.08,65.79,69.37
