,2014-03-31,2014-06-30,2014-09-30,2014-12-31,2015-03-31,2015-06-30,2015-09-30,2015-12-31,2016-03-31,2016-06-30,2016-09-30,2016-12-31,2017-03-31,2017-06-30,2017-09-30,2017-12-31,2018-03-31,2018-06-30,2018-09-30,2018-12-31,2019-03-31,2019-06-30,2019-09-30,2019-12-31,2020-03-31,2020-06-30,2020-09-30,2020-12-31,2021-03-31,2021-06-30,2021-09-30,2021-12-31,2022-03-31,2022-06-30,2022-09-30,2022-12-31,2023-03-31,2023-06-30,2023-09-30,2023-12-31
Cash & Equivalents,144,144,170,192,974,150,123,133,128,283,406,359,367,314,350,137,124,132,263,135,464,273,434,"1,192",342,988,"1,605","1,158","1,230",560,987,872,712,790,700,315,175,126,143,686
Cash & Cash Equivalents,144,144,170,192,974,150,123,133,128,283,406,359,367,314,350,137,124,132,263,135,464,273,434,"1,192",342,988,"1,605","1,158","1,230",560,987,872,712,790,700,315,175,126,143,686
Cash Growth,7.78%,-2.90%,7.39%,2.67%,576.39%,4.17%,-27.65%,-30.73%,-86.86%,88.67%,230.08%,169.92%,186.72%,10.95%,-13.79%,-61.84%,-66.21%,-57.96%,-24.86%,-1.46%,274.19%,106.82%,65.02%,782.96%,-26.29%,261.90%,269.82%,-2.85%,259.65%,-43.32%,-38.50%,-24.70%,-42.11%,41.07%,-29.08%,-63.88%,-75.42%,-84.05%,-79.57%,117.78%
Receivables,977,963,953,932,949,937,914,901,952,975,966,926,960,947,960,924,"1,026","1,055","1,097","1,012","1,079","1,088","1,117","1,063",972,"1,126","1,421","1,520","1,382","1,255","1,473","1,438","1,371","1,293","1,280","1,195","1,254","1,235","1,281","1,210"
Inventory,99,109,111,110,106,109,86,84,82,80,82,82,77,83,100,95,94,91,95,99,98,105,112,123,126,154,205,223,223,199,205,208,197,187,183,192,190,184,184,190
Other Current Assets,268,289,329,369,346,334,525,383,331,172,188,164,154,156,134,150,127,137,148,144,137,100,116,112,120,112,117,157,164,132,189,223,195,156,171,196,195,188,207,286
Total Current Assets,"1,488","1,505","1,563","1,603","2,375","1,530","1,648","1,501","1,493","1,510","1,642","1,531","1,558","1,500","1,544","1,306","1,371","1,415","1,603","1,390","1,778","1,566","1,779","2,490","1,560","2,380","3,348","3,058","2,999","2,146","2,854","2,741","2,475","2,426","2,334","1,898","1,814","1,733","1,815","2,372"
"Property, Plant & Equipment",851,884,888,933,902,906,886,925,925,937,952,"1,029","1,027","1,045","1,097","1,145","1,156","1,168","1,194","1,288","1,774","1,818","1,859","1,971","1,973","2,027","2,079","2,231","2,224","2,211","2,230","2,304","2,288","2,263","2,314","2,351","2,384","2,425","2,437","2,418"
Long-Term Investments,-153,-164,-165,46,-158,-161,478,473,471,453,452,443,443,451,459,462,474,456,456,436,454,458,474,482,496,495,480,521,527,111,124,141,155,147,138,132,128,135,130,0
Goodwill,"5,920","6,024","6,026","6,032","5,986","5,987","5,895","5,905","5,996","5,996","6,000","6,000","6,001","6,080","6,164","6,335","6,392","6,414","6,447","6,563","6,605","6,605","6,617","6,619","6,694","6,789","6,880","6,873","6,870","7,045","7,057","7,095","7,197","7,195","7,190","7,220","7,241","7,733","7,732","7,733"
Intangible Assets,"1,078","1,117","1,095","1,071","1,041","1,022","1,004",984,"1,008",990,972,949,933,949,"1,029","1,119","1,174","1,166","1,168","1,207","1,200","1,172","1,138","1,121","1,138","1,141","1,192","1,167","1,141","1,172","1,152","1,167","1,172","1,144","1,115","1,092","1,077","1,247","1,219","1,166"
Other Long-Term Assets,366,391,394,192,467,436,163,174,204,223,155,148,147,146,146,136,128,128,118,119,126,141,152,160,188,158,164,176,170,176,155,163,155,137,132,144,150,152,149,333
Total Long-Term Assets,"8,062","8,252","8,238","8,274","8,238","8,190","8,426","8,461","8,604","8,599","8,531","8,569","8,551","8,671","8,895","9,197","9,324","9,332","9,383","9,613","10,159","10,194","10,240","10,353","10,489","10,610","10,795","10,968","10,932","10,715","10,718","10,870","10,967","10,886","10,889","10,939","10,980","11,692","11,667","11,650"
Total Assets,"9,550","9,757","9,801","9,877","10,613","9,720","10,074","9,962","10,097","10,109","10,173","10,100","10,109","10,171","10,439","10,503","10,695","10,747","10,986","11,003","11,937","11,760","12,019","12,843","12,049","12,990","14,143","14,026","13,931","12,861","13,572","13,611","13,442","13,312","13,223","12,837","12,794","13,425","13,482","14,022"
Accounts Payable,0,0,0,257,0,0,0,279,0,0,0,261,0,0,0,224,0,0,0,222,0,0,0,263,0,0,0,446,0,0,0,357,"1,544","1,420","1,447",324,0,0,0,0
Deferred Revenue,0,0,0,63,0,0,0,4,0,0,0,3,0,0,0,80,0,0,0,115,0,0,0,115,0,0,0,196,0,0,0,-357,"-1,698","-1,575","-1,600",0,0,0,0,0
Current Debt,223,220,132,518,"1,043",168,160,159,158,7,7,6,6,5,5,36,141,305,304,464,"1,253",953,952,949,148,701,703,143,148,147,149,153,156,157,155,155,157,674,461,303
Other Current Liabilities,969,"1,038","1,058",871,"1,046","1,074",973,731,932,"1,104","1,039",711,979,912,"1,047",717,976,957,"1,085",684,"1,029",951,"1,059",663,981,"1,142","1,686",991,"1,559","1,404","1,610","1,600","1,698","1,575","1,600","1,072","1,198","1,201","1,157","1,512"
Total Current Liabilities,"1,192","1,258","1,190","1,709","2,089","1,242","1,133","1,173","1,090","1,111","1,046",981,985,917,"1,052","1,057","1,117","1,262","1,389","1,485","2,282","1,904","2,011","1,990","1,129","1,843","2,389","1,776","1,707","1,551","1,759","1,753","1,700","1,577","1,602","1,551","1,355","1,875","1,618","1,815"
Long-Term Debt,"3,724","3,738","3,732","3,244","3,688","3,568","3,571","3,492","3,740","3,835","3,815","3,728","3,725","3,732","3,759","3,748","3,718","3,408","3,394","3,429","3,524","3,582","3,593","4,379","4,442","4,436","4,446","4,512","4,513","4,500","4,501","4,504","4,507","4,480","4,485","4,467","4,465","4,285","4,451","5,066"
Other Long-Term Liabilities,614,642,669,594,565,566,680,514,529,520,542,654,658,709,722,663,717,738,761,745,713,689,685,711,699,753,782,847,842,792,801,792,742,728,787,812,809,901,874,834
Total Long-Term Liabilities,"4,338","4,380","4,401","3,838","4,253","4,134","4,251","4,006","4,269","4,355","4,357","4,382","4,383","4,441","4,481","4,411","4,435","4,146","4,155","4,174","4,237","4,271","4,278","5,090","5,141","5,189","5,228","5,359","5,355","5,292","5,302","5,296","5,249","5,208","5,272","5,279","5,274","5,186","5,325","5,900"
Total Liabilities,"5,530","5,638","5,591","5,547","6,342","5,376","5,384","5,179","5,359","5,466","5,403","5,363","5,368","5,358","5,533","5,468","5,552","5,408","5,544","5,659","6,519","6,175","6,289","7,080","6,270","7,032","7,617","7,135","7,062","6,843","7,061","7,049","6,949","6,785","6,874","6,830","6,629","7,061","6,943","7,715"
Total Debt,"3,947","3,958","3,864","3,762","4,731","3,736","3,731","3,651","3,898","3,842","3,822","3,734","3,731","3,737","3,764","3,784","3,859","3,713","3,698","3,893","4,777","4,535","4,545","5,328","4,590","5,137","5,149","4,655","4,661","4,647","4,650","4,657","4,663","4,637","4,640","4,622","4,622","4,959","4,912","5,369"
Debt Growth,16.05%,13.20%,14.76%,12.91%,19.86%,-5.61%,-3.44%,-2.95%,-17.61%,2.84%,2.44%,2.27%,-4.28%,-2.73%,-1.52%,1.34%,3.43%,-0.64%,-1.75%,2.88%,23.79%,22.14%,22.90%,36.86%,-3.91%,13.27%,13.29%,-12.63%,1.55%,-9.54%,-9.69%,0.04%,0.04%,-0.22%,-0.22%,-0.75%,-0.88%,6.94%,5.86%,16.16%
Common Stock,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2
Retained Earnings,"5,415","5,500","5,581","5,723","5,729","5,793","6,066","6,199","6,244","6,384","6,520","6,613","6,715","6,847","6,946","7,138","7,249","7,401","7,546","7,602","7,694","7,849","7,992","8,174","8,197","8,307","8,800","9,303","9,690","10,246","7,333","7,649","7,926","8,083","8,263","8,290","8,412","8,566","8,711","8,825"
Comprehensive Income,-11,-8,-15,-27,-30,-25,-31,-38,-40,-56,-61,-72,-68,-60,-48,-48,-41,-57,-58,-59,-55,-58,-55,-39,-58,-55,-42,-21,-31,-10,-13,-14,-16,-23,-31,-21,-18,-16,-20,-14
Shareholders' Equity,"3,992","4,092","4,182","4,301","4,243","4,314","4,589","4,684","4,636","4,537","4,663","4,628","4,630","4,697","4,794","4,921","5,030","5,223","5,317","5,216","5,290","5,459","5,605","5,641","5,657","5,831","6,400","6,759","6,745","5,899","6,392","6,444","6,377","6,411","6,235","5,893","6,050","6,249","6,425","6,307"
Total Liabilities and Equity,"9,550","9,757","9,801","9,877","10,613","9,720","10,074","9,962","10,097","10,109","10,173","10,100","10,109","10,171","10,439","10,503","10,695","10,747","10,986","11,003","11,937","11,760","12,019","12,843","12,049","12,990","14,143","14,026","13,931","12,861","13,572","13,611","13,442","13,312","13,223","12,837","12,794","13,425","13,482","14,022"
Net Cash / Debt,"-3,803","-3,814","-3,694","-3,570","-3,757","-3,586","-3,608","-3,518","-3,770","-3,559","-3,416","-3,375","-3,364","-3,423","-3,414","-3,647","-3,735","-3,581","-3,435","-3,758","-4,313","-4,262","-4,111","-4,136","-4,248","-4,149","-3,544","-3,497","-3,431","-4,087","-3,663","-3,785","-3,951","-3,847","-3,940","-4,307","-4,447","-4,833","-4,769","-4,683"
Net Cash Per Share,-26.23,-26.30,-25.48,-24.45,-25.73,-24.73,-24.88,-24.43,-26.18,-25.06,-24.06,-23.94,-23.86,-24.45,-24.39,-26.24,-26.87,-25.76,-24.71,-27.43,-31.71,-31.34,-30.01,-30.41,-31.47,-30.51,-25.87,-25.53,-25.41,-32.18,-29.30,-30.28,-32.65,-32.33,-33.39,-37.45,-39.35,-42.39,-41.83,-41.44
Working Capital,296,247,373,-106,286,288,515,328,403,399,596,550,573,583,492,249,254,153,214,-95,-504,-338,-232,500,431,537,959,"1,282","1,292",595,"1,095",988,775,849,732,347,459,-142,197,557
Book Value Per Share,27.72,28.42,28.84,29.66,29.47,29.96,31.87,32.76,32.42,32.41,33.55,33.54,33.80,34.28,34.99,36.18,36.99,38.40,39.10,38.35,39.48,40.44,41.52,42.10,42.22,43.51,47.41,50.07,50.71,47.19,51.97,52.82,53.59,54.79,53.75,52.15,54.02,55.79,57.37,56.31
